property_id,coordinates,StationID,min_route_dist_m,min_route_dur_s
17574659,POINT (145.128674 -37.8003111),4667,175.7,36.02
17574628,POINT (145.0217126 -37.4136987),17204,2802.27,151.7
17574367,POINT (-37.8638139 144.8340445),,,
17574329,POINT (-37.8873155 145.2697801),,,
17574137,POINT (145.1282072 -38.15581299999999),12774,701.75,116.52
17574021,POINT (-37.7697472 144.8622143),,,
17573884,POINT (-36.3907705 145.3635793),,,
17573834,POINT (-38.1407374 145.175989),,,
17573831,POINT (-38.090636 147.0579431),,,
17573815,POINT (-37.790952 145.2671028),,,
17573596,POINT (-38.1012058 147.0607074),,,
17573457,POINT (-37.8961302 145.0635279),,,
17573367,POINT (144.9596136 -37.8259372),343,418.92,86.91
17573274,POINT (-37.5448002 143.8156357),,,
17573251,POINT (-38.1494114 145.2874419),,,
17573132,POINT (-37.8861402 145.0631205),,,
17573108,POINT (-37.8357862 145.0965624),,,
17573057,POINT (145.2021823 -37.9770257),2585,177.58,43.47
17573013,POINT (144.3200317 -38.3265203),50681,362.39,42.03
17572898,POINT (-37.739174 145.0761695),,,
17572888,POINT (-37.7240736 145.0752811),,,
17572813,POINT (-37.5293295 143.8168537),,,
17572547,POINT (-37.8837717 145.2858198),,,
17572429,POINT (-37.7715469 144.9782494),,,
17572392,POINT (144.6656453 -37.8512659),50126,157.34,20.55
17572381,POINT (-37.7692327 144.9801202),,,
17572202,POINT (-38.610785 145.591516),,,
17572121,POINT (-37.6868248 144.7528111),,,
17572051,POINT (-37.7446814 145.0684178),,,
17571950,POINT (-37.9310568 145.1806779),,,
17571730,POINT (-37.8524155 145.2460641),,,
17571598,POINT (-37.6835782 144.7498332),,,
17571520,POINT (144.9344054 -37.7581369),10540,99.94,12.92
17571417,POINT (-37.7383704 145.0741733),,,
17571365,POINT (-37.7783373 144.9706896),,,
17571252,POINT (-37.8227563 147.8594867),,,
17571231,POINT (-37.8227523 147.5998053),,,
17571220,POINT (-37.8879857 145.0953951),,,
17571001,POINT (-38.041738 145.3052954),,,
17570914,POINT (-37.5292837 143.8322785),,,
17570913,POINT (-37.5243999 143.8351255),,,
17570890,POINT (-36.5605638 146.7254097),,,
17570747,POINT (-37.7661201 144.9728187),,,
17570611,POINT (144.9784898 -37.8605398),20508,191.0,26.63
17570163,POINT (144.9497205 -37.8115126),19509,186.2,28.69
17570155,POINT (-37.8546662 144.9648611),,,
17569984,POINT (-36.263784 146.2492521),,,
17569898,POINT (-37.5942241 143.8170286),,,
17569781,POINT (-37.8753786 145.4144545),,,
17569765,POINT (-37.8291149 145.0959947),,,
17569715,POINT (-37.8866649 145.0214868),,,
17569503,POINT (144.9654763 -37.8222867),20488,336.87,63.09
17569413,POINT (-37.7988935 145.1482431),,,
17569392,POINT (-37.5618787 143.8472454),,,
17569286,POINT (-37.7094536 144.9931428),,,
17569233,POINT (-37.7015642 144.7504999),,,
17569146,POINT (-37.8230881 147.6130816),,,
17569079,POINT (144.321823 -38.331837),30937,68.71,12.01
17569070,POINT (-37.7219198 144.9904687),,,
17568977,POINT (-37.7983103 144.9528089),,,
17568928,POINT (-37.703204 144.7488071),,,
17568899,POINT (-37.5675366 143.7981019),,,
17568866,POINT (-37.5513862 143.8636929),,,
17568737,POINT (-37.8026181 147.6538076),,,
17568736,POINT (-37.8026181 147.6538076),,,
17568669,POINT (-37.8491111 145.0606634),,,
17568643,POINT (146.8653367 -36.1453793),49420,208.73,27.3
17568478,POINT (-38.0739583 145.3733076),,,
17568423,POINT (-37.8467782 145.2549586),,,
17568140,POINT (-37.6442481 144.9233768),,,
17567861,POINT (-37.887819 145.0929275),,,
17567849,POINT (-37.7072533 145.0119961),,,
17567776,POINT (144.3447296 -38.1147031),30089,334.54,70.77
17567737,POINT (-37.7520851 145.3556081),,,
17567436,POINT (-38.0913991 145.2610538),,,
17567426,POINT (-36.5852178 145.0095735),,,
17567330,POINT (-37.7195367 145.0206651),,,
17567328,POINT (-37.6513371 143.8826413),,,
17567312,POINT (-37.7981022 144.9464158),,,
17567143,POINT (144.993878 -37.836617),vic:rail:SYR,440.51,79.29
17567091,POINT (-37.8245443 147.6465538),,,
17567038,POINT (144.6043407 -37.9167963),50144,2672.28,268.01
17566876,POINT (-37.8105559 147.6421947),,,
17566815,POINT (-37.7136363 143.9797008),,,
17566769,POINT (-37.849485 145.0809636),,,
17566739,POINT (-37.5399681 143.8662063),,,
17566720,POINT (-37.7963562 145.0569799),,,
17566576,POINT (-37.5699346 143.8721712),,,
17566569,POINT (-37.7101533 145.0130046),,,
17566546,POINT (-38.2064418 147.4023287),,,
17566534,POINT (-36.7269176 146.9582013),,,
17566511,POINT (-37.8445831 145.2608246),,,
17566436,POINT (-37.8940537 145.2681447),,,
17566386,POINT (144.993878 -37.836617),vic:rail:SYR,440.51,79.29
17566380,POINT (-37.7963562 145.0569799),,,
17566331,POINT (-37.7963562 145.0569799),,,
17566296,POINT (144.993878 -37.836617),vic:rail:SYR,440.51,79.29
17566155,POINT (-37.80559 144.957986),,,
17566123,POINT (144.7081784 -37.8424964),45888,190.55,22.54
17566118,POINT (144.6383956 -37.8403871),28036,1500.02,178.46
17566015,POINT (-37.778276 144.9706211),,,
17565832,POINT (144.9587939 -37.5188322),27619,1810.14,166.43
17565690,POINT (-37.887557 145.103855),,,
17565467,POINT (142.5020432 -38.3202362),,,
17565380,POINT (-37.7451662 145.0697336),,,
17565228,POINT (145.018702 -37.859269),398,244.28,53.07
17565199,POINT (-37.8683376 145.3659832),,,
17565123,POINT (-37.7974011 144.947844),,,
17565111,POINT (144.9699789 -37.8292259),19504,493.51,46.97
17564938,POINT (144.6592682 -37.8314263),28023,297.71,39.65
17564841,POINT (-37.5235067 143.8103179),,,
17564675,POINT (-37.752058 144.8618422),,,
17564460,POINT (-37.5325974 143.8223272),,,
17564383,POINT (-38.086696 145.193313),,,
17564316,POINT (145.0898268 -37.6377921),51068,368.33,53.04
17564286,POINT (-37.7774926 144.9765902),,,
17563888,POINT (-38.097136 145.2508367),,,
17563835,POINT (144.4036718 -37.6845994),28649,500.45,110.72
17563833,POINT (144.7195941 -37.8149437),27987,3140.18,341.55
17563697,POINT (144.9540216 -37.81450030000001),19549,99.16,16.57
17563640,POINT (144.9627889 -37.8056913),19693,65.16,9.38
17563579,POINT (144.9618249 -37.8060092),17871,288.31,43.69
17563554,POINT (145.1727369 -37.8347413),12947,110.58,24.8
17563540,POINT (-37.8698629 145.221643),,,
17563521,POINT (-37.8923648 145.0516676),,,
17563017,POINT (-36.8927325 147.0691045),,,
17562899,POINT (-37.8785865 145.1012406),,,
17562819,POINT (-37.850817 145.1241781),,,
17562747,POINT (-37.8477711 145.1281859),,,
17562683,POINT (-37.7975736 145.2629253),,,
17562508,POINT (-37.579012 143.7940485),,,
17561856,POINT (-37.8591826 145.0483955),,,
17561744,POINT (-38.1158593 145.157408),,,
17561710,POINT (-37.8442551 145.2596531),,,
17561633,POINT (-36.5359315 147.0516348),,,
17561418,POINT (144.3486581 -38.1535678),30573,483.69,77.49
17561126,POINT (-37.8956913 145.0598884),,,
17561123,POINT (-37.2791547 142.939628),,,
17561073,POINT (145.3696725 -38.13062439999999),28325,1568.05,179.34
17561058,POINT (-38.0937206 145.2624267),,,
17561036,POINT (-37.7061411 147.8244103),,,
17561004,POINT (145.1430788 -37.8814295),15923,536.3,126.71
17560795,POINT (-37.8609228 144.9783367),,,
17560508,POINT (-37.8588982 144.9766761),,,
17560458,POINT (-37.2747436 142.9373434),,,
17560222,POINT (144.7564124 -37.8751597),46688,267.73,38.67
17560108,POINT (-37.876451 145.2669253),,,
17560030,POINT (-37.9301773 145.4202277),,,
17559940,POINT (144.84966 -37.7948939),3790,675.2,94.6
17559900,POINT (-36.0840146 145.4444625),,,
17559795,POINT (144.9636781 -37.8240969),20488,473.1,108.23
17559790,POINT (-37.4143413 143.895229),,,
17559505,POINT (-37.8173522 145.0593565),,,
