property_id,coordinates,StationID,min_route_dist_m,min_route_dur_s
17037489,POINT (-38.2678125 145.5715349),,,
17037429,POINT (-38.598601 145.5774224),,,
17037417,POINT (-37.6994293 144.9238377),,,
17037205,POINT (-37.9924992 145.0705841),,,
17037124,POINT (144.2871317 -36.7937757),35799,117.73,8.48
17037022,POINT (-37.7967593 144.9462878),,,
17036966,POINT (146.5283452 -38.1891054),32356,621.95,110.41
17036872,POINT (-37.5904255 143.8413122),,,
17036787,POINT (-37.5929054 143.8220221),,,
17036380,POINT (-38.1642682 145.1915216),,,
17036194,POINT (-37.5973016 143.79923),,,
17035934,POINT (144.7202407 -37.8403922),45881,334.95,49.19
17035763,POINT (-37.754434 145.0538491),,,
17035607,POINT (-37.3440792 145.2878653),,,
17035351,POINT (-37.703822 144.7563825),,,
17035307,POINT (-38.1636029 145.5271902),,,
17034656,POINT (-38.5456374 145.4589945),,,
17034347,POINT (-37.825233 144.678391),,,
17034254,POINT (144.5799814 -37.7191886),27564,627.77,129.32
17034089,POINT (-38.1082611 145.2644595),,,
17033967,POINT (-38.0313271 145.268354),,,
17033954,POINT (-38.409902 143.2142324),,,
17033503,POINT (-37.8267165 147.6205874),,,
17033474,POINT (-38.015513 145.097838),,,
17033137,POINT (-37.816709 147.655845),,,
17032824,POINT (-37.6981188 144.7210739),,,
17032620,POINT (-37.014348 143.480452),,,
17032431,POINT (-37.9073263 145.1044309),,,
17032345,POINT (-37.7134523 144.8978105),,,
17032328,POINT (-38.0232593 145.265224),,,
17032325,POINT (-38.471064 142.749216),,,
17032307,POINT (-37.9052725 145.1425093),,,
17032243,POINT (144.9983584 -38.3065102),12616,299.52,67.91
17031577,POINT (-37.7048913 147.8303621),,,
17031550,POINT (145.2762722 -38.0284604),3091,1028.65,174.83
17031468,POINT (-37.9256852 147.7071127),,,
17031284,POINT (-37.8762148 144.7030052),,,
17031268,POINT (-37.8979239 144.6615892),,,
17031233,POINT (-37.9169608 144.6512019),,,
17031208,POINT (-37.9232382 144.643096),,,
17031147,POINT (-36.54653 145.994526),,,
17031126,POINT (145.0786029 -37.9596917),9640,398.08,93.71
17030919,POINT (144.960611 -37.807859),19691,188.91,29.23
17030238,POINT (-38.1216856 145.1572645),,,
17030231,POINT (-37.812807 144.6742744),,,
17030183,POINT (-37.9019224 145.0839581),,,
17029822,POINT (144.9091117 -37.8005275),3813,446.97,59.13
17029571,POINT (144.8733881 -37.7977447),3924,312.07,65.61
17029513,POINT (146.1714171 -38.8206607),,,
17029447,POINT (145.0010042 -37.4279551),51651,1470.71,210.67
17029316,POINT (-37.7220558 144.8812436),,,
17028938,POINT (-37.5986394 143.8363553),,,
17028875,POINT (145.1176698 -37.8169818),4965,171.18,20.41
17028808,POINT (-38.1195324 145.1526779),,,
17028661,POINT (-36.3604014 145.4105945),,,
17028581,POINT (-37.7619381 144.7734801),,,
17028350,POINT (-38.0284614 145.2768147),,,
17028275,POINT (-38.1032532 145.18732),,,
17028204,POINT (-38.6064495 145.5892206),,,
17028039,POINT (144.5580596 -37.7130629),6636,589.62,77.2
17027888,POINT (-38.0572158 145.3144718),,,
17027803,POINT (-36.3776273 145.4326459),,,
17027656,POINT (-37.6995538 144.8781919),,,
17027643,POINT (144.999896 -37.786721),16840,237.66,44.34
17027615,POINT (-37.9100802 145.0877967),,,
17027085,POINT (-38.230749 143.151594),,,
17027084,POINT (-38.0359889 145.2695744),,,
17026753,POINT (-37.5255721 143.828047),,,
17026488,POINT (144.903031 -37.5332218),28267,342.34,73.9
17026307,POINT (144.2780636 -36.7494974),35994,500.54,112.7
17026087,POINT (-38.1238311 145.3594743),,,
17026038,POINT (145.2603238 -37.8949643),15615,198.65,28.6
17026025,POINT (-37.9300904 145.130179),,,
17025677,POINT (-38.1400641 145.9470957),,,
17025668,POINT (-38.1380965 145.6384781),,,
17025482,POINT (144.7208958 -37.8172007),27987,3367.02,385.32
17025417,POINT (-37.6815446 145.0360041),,,
17025068,POINT (-38.1195146 145.338882),,,
17023864,POINT (-38.2989693 145.1678369),,,
17023798,POINT (-37.803591 147.619719),,,
17023541,POINT (-38.0439237 145.2626383),,,
17023359,POINT (-37.7245446 144.9547045),,,
17023214,POINT (144.651981 -37.9167554),51891,783.85,114.88
17023102,POINT (-38.2701974 144.541344),,,
17022830,POINT (144.9095584 -37.8003267),3813,418.9,55.76
17022714,POINT (-38.4892027 142.9790739),,,
17022560,POINT (-37.6856999 145.1166645),,,
17022512,POINT (-37.754434 145.0538491),,,
17022417,POINT (-37.8367987 144.705107),,,
17022374,POINT (-38.1766004 144.5683141),,,
17022334,POINT (-37.9128313 145.1167412),,,
17022282,POINT (-38.0786154 145.4518659),,,
17022098,POINT (-36.3974122 145.3917462),,,
17022070,POINT (-38.3237164 144.9831842),,,
17022048,POINT (-38.0492037 145.3144008),,,
17022027,POINT (144.7136398 -37.893771),50039,635.07,67.93
17022003,POINT (-38.1020291 145.2478974),,,
17021892,POINT (-37.4763421 143.8026806),,,
17021819,POINT (-36.7603914 145.5753826),,,
17021661,POINT (-38.0611994 145.5346654),,,
17021647,POINT (-37.5714193 143.895445),,,
17021523,POINT (-36.1369363 144.7337392),,,
17021517,POINT (-37.8609327 144.9839857),,,
17021490,POINT (-38.0323214 145.4509364),,,
17021316,POINT (-37.7048094 144.7468065),,,
17021296,POINT (-36.3604014 145.4105945),,,
17021284,POINT (-37.7587029 145.3672841),,,
17021004,POINT (-37.7519761 144.784759),,,
17020991,POINT (-38.0757591 145.4392284),,,
17020878,POINT (-37.8731146 144.9958482),,,
17020769,POINT (145.1120282 -37.9258541),6479,247.58,52.0
17020737,POINT (-38.1544832 144.3536802),,,
17020571,POINT (-37.5626125 143.7886437),,,
17020256,POINT (-38.0794121 144.3424718),,,
17020161,POINT (-37.7082882 145.1152355),,,
17020020,POINT (-38.0376945 145.1121206),,,
17019971,POINT (-38.0498512 145.2825462),,,
17019783,POINT (-37.8306667 147.4438995),,,
17019655,POINT (-37.5290103 143.840682),,,
17019544,POINT (-35.8121658 145.5647874),,,
17019513,POINT (-37.818515 145.1188814),,,
17019343,POINT (-36.1982333 144.8137324),,,
17019340,POINT (-37.6898646 145.1196426),,,
17019305,POINT (-37.9265564 145.4950672),,,
17019201,POINT (-37.8176227 145.1184549),,,
17019156,POINT (-37.8947341 145.2607995),,,
17018723,POINT (-37.860526 144.984762),,,
17018560,POINT (-37.2494003 144.4819714),,,
17018496,POINT (-36.1361349 144.7301627),,,
17018469,POINT (-38.26886 144.5171491),,,
17018462,POINT (-38.0949042 144.3400784),,,
17018202,POINT (-37.5566039 143.8796538),,,
17017982,POINT (-36.3638487 145.3961645),,,
17017926,POINT (-37.7224175 144.9847988),,,
17017837,POINT (-37.9042455 144.7207285),,,
17017835,POINT (-38.1202863 144.3539288),,,
17017800,POINT (-38.096678 144.3603766),,,
17017721,POINT (-38.1223693 145.1972712),,,
17017425,POINT (-37.8917478 145.3091942),,,
17017161,POINT (-37.5733078 143.8466283),,,
17017006,POINT (-38.5966775 145.6002661),,,
17016985,POINT (-37.6696716 145.1592977),,,
17016891,POINT (-37.8587677 144.9831076),,,
17016871,POINT (-37.8824894 145.2685694),,,
17016744,POINT (-38.131724 144.3350638),,,
17016541,POINT (-37.8789426 145.2923134),,,
17015919,POINT (-38.4357389 145.4465932),,,
17015894,POINT (-38.1478054 144.5745757),,,
17015795,POINT (-37.1590756 144.2164946),,,
17015751,POINT (-38.0621026 145.4493648),,,
17015664,POINT (-38.1164343 145.8527671),,,
17015636,POINT (145.9908706 -36.5472572),46009,470.84,68.38
17015583,POINT (-37.6539777 144.5897057),,,
17015309,POINT (-37.6936152 145.1498353),,,
17015270,POINT (-37.8331537 145.1075151),,,
17015053,POINT (144.9415681 -37.7991405),7455,500.66,56.65
17014946,POINT (-38.306669 145.1883219),,,
17014891,POINT (-38.0664046 145.3029319),,,
17014818,POINT (-37.0810357 144.2449642),,,
17014698,POINT (-37.9628653 145.1574747),,,
17014656,POINT (-38.2630839 144.6066162),,,
17014654,POINT (-38.1773463 144.5447791),,,
17014452,POINT (-37.9503751 145.148957),,,
17013874,POINT (145.0376646 -37.9159561),14241,132.04,15.84
17013841,POINT (-37.864377 144.9844112),,,
17013544,POINT (-37.8262839 145.1035727),,,
17013517,POINT (144.8152601 -37.7998547),5271,349.8,56.88
17013065,POINT (-38.4389663 145.4449173),,,
17012792,POINT (-37.0520966 144.2210343),,,
17012669,POINT (-36.1358691 144.7317781),,,
17012378,POINT (-37.687693 144.7450651),,,
17012109,POINT (-37.6819679 143.6798653),,,
17012052,POINT (145.1517445 -37.8180616),5262,199.87,27.19
17012025,POINT (-37.9356384 145.1664724),,,
17011934,POINT (-37.7031739 145.1554502),,,
17011815,POINT (-37.550342 143.9125983),,,
17011708,POINT (-37.7841908 145.018402),,,
17010943,POINT (-38.410823 145.4246594),,,
17010731,POINT (-37.9184611 145.1131703),,,
17010486,POINT (-37.8689138 144.9811063),,,
17010365,POINT (-36.3687543 146.6967667),,,
17009810,POINT (-38.2081198 146.1616525),,,
17009563,POINT (-37.7455131 144.8630792),,,
17009167,POINT (-37.6885455 145.1045001),,,
17009165,POINT (-36.1423547 144.7486919),,,
17009060,POINT (-37.7927265 144.7601201),,,
17008763,POINT (-35.9274853 145.653251),,,
17008751,POINT (-38.079701 145.4478407),,,
17008158,POINT (-37.8624414 145.0233193),,,
17008131,POINT (-37.6787377 144.7344605),,,
17007577,POINT (-38.0631456 145.5333435),,,
17006662,POINT (144.6744753 -37.7626063),,,
17006111,POINT (-38.0695559 145.1413545),,,
17006054,POINT (-37.8854904 145.2569755),,,
17006044,POINT (-36.7324057 146.9972618),,,
17005962,POINT (-38.1193113 145.1502309),,,
17005907,POINT (-37.8729214 145.2912543),,,
17005307,POINT (-38.1842123 145.9253496),,,
17004967,POINT (-38.0607789 145.2977064),,,
