property_id,coordinates,StationID,min_route_dist_m,min_route_dur_s
16721250,POINT (-37.7825251 145.0282007),,,
16721064,POINT (144.9805579 -37.8627862),4611,6.07,0.55
16719978,POINT (145.1704185 -38.0003099),28171,268.65,55.26
16719893,POINT (-37.8363695 145.1710232),,,
16719394,POINT (-37.8076807 144.968708),,,
16719055,POINT (-37.7985648 144.9528563),,,
16717921,POINT (145.4063014 -38.0558972),3710,457.26,36.65
16716108,POINT (-38.1579667 145.2236501),,,
16712802,POINT (146.8969383 -36.1467786),47048,1533.61,185.98
16711136,POINT (144.9621762 -37.8122489),43717,80.39,17.39
16710449,POINT (-37.7542093 145.0593771),,,
16707445,POINT (-37.9365459 145.1204433),,,
16704594,POINT (144.9597389 -37.8093086),20471,209.49,28.21
16703908,POINT (-38.4849042 142.9787649),,,
16703578,POINT (-37.7851591 144.9388631),,,
16702803,POINT (144.8661199 -37.5539444),27601,3365.78,245.38
16702678,POINT (-37.214672 145.423452),,,
16700587,POINT (-37.8938476 146.7818981),,,
16700502,POINT (145.0356476 -37.8234875),20564,219.97,45.42
16699948,POINT (145.1905524 -38.259102),12089,257.52,32.47
16699336,POINT (145.0116153 -37.7390531),4197,4.27,0.61
16696570,POINT (-37.6972089 144.7685404),,,
16696223,POINT (-38.035291 144.1787296),,,
16695596,POINT (-38.4829183 142.9739691),,,
16692447,POINT (-37.9416563 145.0591366),,,
16692289,POINT (-37.635182 145.0812882),,,
16691190,POINT (145.1286647 -37.5799792),51016,27.03,2.43
16691008,POINT (-37.7701607 145.3690424),,,
16688860,POINT (-36.4018186 145.3951659),,,
16688558,POINT (145.2743458 -38.0690941),17434,180.88,38.97
16688434,POINT (145.1515151 -37.9261121),12497,678.9,69.42
16686682,POINT (-36.5493898 145.9593879),,,
16686512,POINT (145.3513683 -38.1264017),28319,583.69,133.3
16686016,POINT (-38.0577308 145.2829793),,,
16682253,POINT (-37.7856832 144.8324471),,,
16681513,POINT (144.9601204 -37.8095797),20471,230.43,31.22
16681510,POINT (144.9588181 -37.810002),20471,106.76,13.41
16678765,POINT (145.348808 -38.1269727),51596,1057.15,148.1
16678640,POINT (145.0649879 -37.7528378),5550,441.07,72.7
16678440,POINT (-37.8169895 145.1218066),,,
16673135,POINT (-38.0082116 145.085996),,,
16673050,POINT (-37.8884655 145.0805363),,,
16672267,POINT (144.90181 -37.5851878),28291,431.17,60.35
16672246,POINT (144.9657901 -37.8220209),20488,375.28,67.04
