property_id,coordinates,StationID,min_route_dist_m,min_route_dur_s
17526399,POINT (144.8918402 -37.7713337),18488,293.23,40.47
17526286,POINT (-38.0974162 144.3315444),,,
17525976,POINT (-37.799078 145.0656095),,,
17525864,POINT (-38.1257225 145.2964129),,,
17525696,POINT (144.3328261 -38.1389535),30096,362.88,29.03
17525582,POINT (-37.7681166 145.0435049),,,
17525556,POINT (-37.7496432 145.0672348),,,
17525471,POINT (-37.7643785 144.862564),,,
17525450,POINT (-37.7611902 148.5009313),,,
17525333,POINT (-36.8824271 143.8587053),,,
17525321,POINT (144.6384814 -37.8956707),39596,200.57,22.89
17525079,POINT (-36.4085516 147.061414),,,
17525015,POINT (144.6486157 -37.8340517),28028,587.74,85.22
17524944,POINT (-37.2517481 144.4650529),,,
17524897,POINT (-37.909982 147.720467),,,
17524853,POINT (-36.8533307 146.8585292),,,
17524826,POINT (-36.1578117 146.8997464),,,
17524685,POINT (-37.8767329 145.2776977),,,
17524634,POINT (143.9757226 -38.5281691),17712,1761.4,196.53
17524550,POINT (-37.8572881 145.0344364),,,
17524339,POINT (-37.7546606 145.0601068),,,
17524115,POINT (-37.82122 144.9670718),,,
17523902,POINT (-37.8178402 145.3667075),,,
17523668,POINT (-37.0667966 144.2192529),,,
17523615,POINT (-37.836596 147.5767386),,,
17523614,POINT (-37.8263829 147.6114243),,,
17523590,POINT (-38.4021648 146.1673864),,,
17523560,POINT (-37.7160619 145.0158126),,,
17523519,POINT (-37.8429461 145.008083),,,
17523142,POINT (-38.0985912 145.8257902),,,
17523106,POINT (-38.045413 145.1125494),,,
17523064,POINT (-37.8362475 145.1079289),,,
17523010,POINT (-37.8131013 145.0922089),,,
17522984,POINT (-37.8998 147.6929574),,,
17522945,POINT (144.9806754 -37.8470519),19563,347.69,61.01
17522912,POINT (-37.8186191 145.0959126),,,
17522856,POINT (-38.1645756 144.7158264),,,
17522833,POINT (-38.0409763 145.2719612),,,
17522792,POINT (144.9497205 -37.8115126),19509,186.2,28.69
17522769,POINT (-37.6655405 144.4213017),,,
17522737,POINT (-37.7518107 145.0628552),,,
17522715,POINT (-37.2869471 142.9278831),,,
17522483,POINT (-37.8587677 144.9831076),,,
17522383,POINT (-37.8100868 144.9859676),,,
17521971,POINT (-38.0428866 145.1191938),,,
17521259,POINT (144.9623358 -37.8072179),19691,21.46,3.09
17521250,POINT (-37.6822436 144.9249401),,,
17521195,POINT (146.5610064 -38.1766894),47726,1417.72,126.55
17521095,POINT (-37.8274939 144.6782885),,,
17521082,POINT (-37.688115 144.9336799),,,
17520957,POINT (-37.8695469 144.998426),,,
17520873,POINT (144.9883809 -37.4714315),51630,3512.88,317.29
17520823,POINT (-38.0578927 145.1201199),,,
17520711,POINT (-37.8025716 145.1038417),,,
17520567,POINT (-37.7800451 144.75893),,,
17520548,POINT (-37.8165381 144.9889749),,,
17520518,POINT (-38.0966096 145.2462005),,,
17520416,POINT (-37.9319088 145.1890203),,,
17520387,POINT (-37.9102415 144.6033598),,,
17520350,POINT (144.9766849 -37.858977),20506,150.92,16.39
17520196,POINT (-37.8398578 144.9376881),,,
17520146,POINT (-37.8536557 145.0410434),,,
17520051,POINT (-37.759768 144.897399),,,
17519994,POINT (-37.8861351 145.22533),,,
17519802,POINT (-37.8586638 145.0467939),,,
17519773,POINT (-37.7916965 145.0377334),,,
17519750,POINT (-37.8357653 145.1280063),,,
17519604,POINT (-38.1280879 144.3443101),,,
17519503,POINT (-37.7828387 144.9173679),,,
17519322,POINT (-36.7737809 144.3175601),,,
17519274,POINT (-37.4771231 143.7998237),,,
17519220,POINT (146.1858588 -38.7341396),,,
17519134,POINT (-36.9930673 144.073237),,,
17519017,POINT (-37.2802113 142.9362218),,,
17518946,POINT (-37.8412749 145.0120676),,,
17518915,POINT (144.6693853 -37.8269399),28017,1391.71,184.73
17518368,POINT (-36.1768695 146.9373111),,,
17518190,POINT (-38.0351443 145.2738314),,,
17517956,POINT (-37.7846483 144.9383046),,,
17517854,POINT (-38.1290087 144.3475232),,,
17517834,POINT (-37.8258411 144.9597473),,,
17517604,POINT (-37.8480334 145.0067033),,,
17517355,POINT (145.2567243 -38.4625179),44252,1200.26,152.26
17517269,POINT (-37.8665254 144.9918822),,,
17516943,POINT (144.9393232 -37.8402107),19724,493.06,92.42
17516617,POINT (-37.5500142 143.8488657),,,
17516217,POINT (-38.4293077 146.3446929),,,
17516123,POINT (-38.0476857 145.1190054),,,
17515949,POINT (-38.0387139 145.1068739),,,
17515775,POINT (-37.8084337 144.9760837),,,
17515569,POINT (-37.9607943 144.706026),,,
17515542,POINT (-37.7792846 145.5354575),,,
17515348,POINT (-37.8719139 144.9979452),,,
17515319,POINT (-37.8095366 144.950619),,,
17514980,POINT (-38.1091957 145.7731091),,,
17514820,POINT (-37.4753624 144.7963258),,,
17514605,POINT (-37.9134525 147.7225862),,,
17514473,POINT (-38.3453091 144.9626544),,,
17514444,POINT (-37.7932304 145.0718162),,,
17514260,POINT (-37.5949435 143.822039),,,
17514065,POINT (144.9514499 -37.8293374),19722,275.16,51.69
17513999,POINT (-37.753421 145.0611986),,,
17513825,POINT (-38.0537509 145.1208266),,,
17513823,POINT (-37.7553204 145.0665901),,,
17513777,POINT (144.9509871 -37.8295123),19722,247.63,45.09
17513654,POINT (-37.9114397 144.7716835),,,
17513483,POINT (-36.7281586 144.2483891),,,
17513202,POINT (-37.7238286 144.9107671),,,
17513072,POINT (-37.6727939 145.0047028),,,
17512757,POINT (-37.7815387 144.7578921),,,
17512696,POINT (-37.9025168 144.7315485),,,
17512168,POINT (144.8968929 -37.7961058),17931,197.23,37.47
17512149,POINT (-37.82122 144.9670718),,,
17512019,POINT (-37.6773983 144.9122518),,,
17512005,POINT (-37.8294107 144.8828224),,,
17511940,POINT (-37.754434 145.0538491),,,
17511595,POINT (145.0431147 -37.715925),2738,330.7,30.4
17511381,POINT (145.1091248 -37.9036804),1555,112.28,14.12
17511367,POINT (-37.8072482 144.9508082),,,
17511067,POINT (-37.8346279 145.1201343),,,
17510916,POINT (145.179735 -38.1070862),3014,145.02,13.13
17510734,POINT (-37.9076543 144.7776054),,,
17510634,POINT (-37.836596 147.5767386),,,
17510365,POINT (144.9720186 -37.8114288),17891,28.75,3.45
17510101,POINT (-37.8994212 144.7400722),,,
17509957,POINT (-37.6776061 145.0361007),,,
17509914,POINT (-37.6843729 144.9308314),,,
17509745,POINT (-38.3274855 144.7181317),,,
17509478,POINT (-37.8119942 144.9900114),,,
17509470,POINT (-37.549274 143.85927),,,
17509322,POINT (144.9465471 -37.83031390000001),4910,15.29,1.1
17508900,POINT (-38.304756 145.1923343),,,
17508652,POINT (-38.3502595 144.7548011),,,
17508496,POINT (-37.8163163 144.9860077),,,
17508265,POINT (-37.8300195 144.717228),,,
17508055,POINT (146.0777812 -37.1720378),,,
17507425,POINT (144.8918402 -37.7713337),18488,293.23,40.47
17507119,POINT (144.6256342 -37.9218862),51894,1880.21,133.78
17507024,POINT (-37.6886503 144.4112427),,,
17506943,POINT (-37.9248586 145.1639599),,,
17506863,POINT (-37.8212174 145.1298241),,,
17506816,POINT (145.0026232 -37.8834525),22552,173.68,32.72
17506679,POINT (144.3063581 -38.1981458),30710,629.24,149.29
17506641,POINT (-37.8073022 145.1154629),,,
17506596,POINT (-38.0371283 147.5992347),,,
17506586,POINT (-37.4754045 144.5937187),,,
17506371,POINT (144.6448854 -37.8428023),28036,752.02,99.31
17505946,POINT (144.9536523 -37.81747),18194,146.72,16.5
17505926,POINT (-37.0643683 143.746166),,,
17505749,POINT (-37.8113244 144.9909188),,,
17505401,POINT (146.269377 -36.4147255),,,
17505211,POINT (-37.811569 144.9483407),,,
17505168,POINT (-37.8424839 145.3546311),,,
17505083,POINT (-37.7499716 145.0644092),,,
17504941,POINT (-37.7097959 144.7306111),,,
17504713,POINT (144.9628609 -37.8057727),19693,73.16,10.53
17504292,POINT (144.682969 -37.8367561),50074,507.75,71.34
