property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
15866775,/rear-70-neil-street-beaufort-vic-3373-15866775,$250.00 per week,2,1,1,Apartment / Unit / Flat,0,"2, ,1, ,1,",BEAUFORT,3373,2023-12-07 19:25:48,https://web.archive.org/web/20231207192548/https://www.domain.com.au/rear-70-neil-street-beaufort-vic-3373-15866775,20231207192548
16781407,/10-speke-street-beaufort-vic-3373-16781407,$350,3,1,,House,0,"3, ,1, ,,",BEAUFORT,3373,2023-12-07 19:25:48,https://web.archive.org/web/20231207192548/https://www.domain.com.au/10-speke-street-beaufort-vic-3373-16781407,20231207192548
8592618,/36-390-burwood-highway-burwood-vic-3125-8592618,$450 per week,2,1,,Apartment / Unit / Flat,41,"2, ,1, ,, 41,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/36-390-burwood-highway-burwood-vic-3125-8592618,20231211003234
8599561,/204-308-burwood-highway-burwood-vic-3125-8599561,$450 per week,2,1,,Apartment / Unit / Flat,47,"2, ,1, ,, 47,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/204-308-burwood-highway-burwood-vic-3125-8599561,20231211003234
8668951,/105-224-burwood-highway-burwood-vic-3125-8668951,$500 per week,2,2,,Apartment / Unit / Flat,62,"2, ,2, ,, 62,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/105-224-burwood-highway-burwood-vic-3125-8668951,20231211003234
8750147,/111-386-burwood-highway-burwood-vic-3125-8750147,$305 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/111-386-burwood-highway-burwood-vic-3125-8750147,20231211003234
8750309,/147-386-burwood-highway-burwood-vic-3125-8750309,$315 per week - Single bed,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/147-386-burwood-highway-burwood-vic-3125-8750309,20231211003234
8750380,/203-386-burwood-highway-burwood-vic-3125-8750380,$305 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/203-386-burwood-highway-burwood-vic-3125-8750380,20231211003234
8750388,/207-386-burwood-highway-burwood-vic-3125-8750388,$305 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/207-386-burwood-highway-burwood-vic-3125-8750388,20231211003234
8750649,/g15-386-burwood-highway-burwood-vic-3125-8750649,$305 per week,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",BURWOOD,3125,2023-12-11 00:32:34,https://web.archive.org/web/20231211003234/https://www.domain.com.au/g15-386-burwood-highway-burwood-vic-3125-8750649,20231211003234
