property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
15220128,/3-130-raglan-street-daylesford-vic-3460-15220128,$420 Per Week,2,1,2,Apartment / Unit / Flat,0,"2, ,1, ,2,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/3-130-raglan-street-daylesford-vic-3460-15220128,20230524131426
15791904,/310-daylesford-trentham-road-daylesford-vic-3460-15791904,$500 Per Week,3,1,4,House,0,"3, ,1, ,4,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/310-daylesford-trentham-road-daylesford-vic-3460-15791904,20230524131426
15877160,/40-east-street-daylesford-vic-3460-15877160,$460 pw,3,2,2,House,1144,"3, ,2, ,2, 1144,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/40-east-street-daylesford-vic-3460-15877160,20230524131426
16311379,/59-grenville-street-daylesford-vic-3460-16311379,$495 per week,3,2,5,House,0,"3, ,2, ,5,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/59-grenville-street-daylesford-vic-3460-16311379,20230524131426
16315545,/5-rosella-lane-daylesford-vic-3460-16315545,Under Application,1,1,1,House,203,"1, ,1, ,1, 203,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/5-rosella-lane-daylesford-vic-3460-16315545,20230524131426
16374072,/29-stanhope-street-daylesford-vic-3460-16374072,$450 per week - UTILITIES INCLUDED,2,1,,House,0,"2, ,1, ,,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/29-stanhope-street-daylesford-vic-3460-16374072,20230524131426
16393253,/180-whitegum-drive-wheatsheaf-vic-3461-16393253,$690 per week,4,2,4,House,2.28,"4, ,2, ,4, 2.28,",WHEATSHEAF,3461,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/180-whitegum-drive-wheatsheaf-vic-3461-16393253,20230524131426
16412399,/5-leggatt-street-daylesford-vic-3460-16412399,$495 Per Week,3,1,1,House,0,"3, ,1, ,1,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/5-leggatt-street-daylesford-vic-3460-16412399,20230524131426
16414770,/29-sullivans-road-coomoora-vic-3461-16414770,$430 Per Week,2,1,4,House,0,"2, ,1, ,4,",COOMOORA,3461,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/29-sullivans-road-coomoora-vic-3461-16414770,20230524131426
16419646,/70c-patterson-street-daylesford-vic-3460-16419646,$495 Per Week,3,3,3,House,0,"3, ,3, ,3,",DAYLESFORD,3460,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/70c-patterson-street-daylesford-vic-3460-16419646,20230524131426
16428177,/19-spring-street-glenlyon-vic-3461-16428177,$585 per week,6,2,2,House,0,"6, ,2, ,2,",GLENLYON,3461,2023-05-24 13:14:26,https://web.archive.org/web/20230524131426/https://www.domain.com.au/19-spring-street-glenlyon-vic-3461-16428177,20230524131426
