property_id,rental_price,bedrooms,bathrooms,car_spaces,property_type,suburb,year,quarter,address
16436901,650.0,1,1,1,Apartment / Unit / Flat,st kilda,2025,2,"64 Fitzroy Street St, Kilda, VIC 3182"
16571453,550.0,1,1,1,Apartment / Unit / Flat,melbourne,2025,2,"9 Commercial Road, Melbourne, VIC 3004"
16981180,545.0,1,1,1,Apartment / Unit / Flat,albert park-middle park-west st kilda,2025,2,"9 Faussett Street Albert, Park, VIC 3206"
17601446,1800.0,3,3,1,House,albert park-middle park-west st kilda,2025,2,"Ashworth Street Albert, Park, VIC 3206"
17656206,870.0,3,1,2,House,albert park-middle park-west st kilda,2025,2,"Neville Street Albert, Park, VIC 3206"
17658338,725.0,2,1,2,House,albert park-middle park-west st kilda,2025,2,"Withers Street Albert, Park, VIC 3206"
17668711,2500.0,4,2,1,House,albert park-middle park-west st kilda,2025,2,"Kerferd Road Albert, Park, VIC 3206"
17671491,650.0,2,1,2,House,albert park-middle park-west st kilda,2025,2,"Carter Street Albert, Park, VIC 3206"
17676031,1200.0,3,2,1,House,albert park-middle park-west st kilda,2025,2,"Merton Street Albert, Park, VIC 3206"
17679433,750.0,2,1,1,Apartment / Unit / Flat,melbourne,2025,2,"418 St Kilda Road, Melbourne, VIC 3004"
17681721,1700.0,4,3,2,Townhouse,albert park-middle park-west st kilda,2025,2,"Graham Street Albert, Park, VIC 3206"
17682283,620.0,2,1,1,Apartment / Unit / Flat,albert park-middle park-west st kilda,2025,2,"227 Bridport Street West Albert, Park, VIC 3206"
17683733,1150.0,3,2,1,House,albert park-middle park-west st kilda,2025,2,"Ferrars Street Albert, Park, VIC 3206"
17688771,625.0,2,1,1,Apartment / Unit / Flat,melbourne,2025,2,"470 St Kilda Road, Melbourne, VIC 3004"
17689863,675.0,2,2,1,Apartment / Unit / Flat,south melbourne,2025,2,"244 Dorcas Street South, Melbourne, VIC 3205"
17690576,500.0,1,1,1,Apartment / Unit / Flat,st kilda,2025,2,"109 Inkerman St St, Kilda, VIC 3182"
17690641,550.0,1,1,1,Apartment / Unit / Flat,melbourne,2025,2,"399 Bourke Street, Melbourne, VIC 3000"
17690718,1100.0,2,2,1,House,south melbourne,2025,2,"Dow Street South, Melbourne, VIC 3205"
17690725,850.0,2,1,1,House,albert park-middle park-west st kilda,2025,2,"Park Road Middle, Park, VIC 3206"
17691064,360.0,1,1,1,Apartment / Unit / Flat,st kilda,2025,2,"1 Acland Street St, Kilda, VIC 3182"
15391090,470.0,4,2,2,House,wendouree-alfredton,2025,2,"Canopy Avenue, Alfredton, VIC 3350"
17606597,420.0,3,1,3,House,wendouree-alfredton,2025,2,"Ningana Street, Alfredton, VIC 3350"
17607918,550.0,4,2,2,House,wendouree-alfredton,2025,2,"Armagh Street, Alfredton, VIC 3350"
17611666,480.0,3,2,2,House,wendouree-alfredton,2025,2,"Monagham Terrace, Alfredton, VIC 3350"
17614633,520.0,4,2,2,House,wendouree-alfredton,2025,2,"Dyson Drive, Alfredton, VIC 3350"
17617922,380.0,2,1,1,Apartment / Unit / Flat,wendouree-alfredton,2025,2,"5 Balyarta Street, Alfredton, VIC 3350"
17619470,420.0,3,1,2,Apartment / Unit / Flat,wendouree-alfredton,2025,2,"35 Vale St, Alfredton, VIC 3350"
17619568,550.0,4,2,3,House,wendouree-alfredton,2025,2,"Offaly Street, Alfredton, VIC 3350"
17621444,430.0,4,2,2,House,wendouree-alfredton,2025,2,"Offaly Street, Alfredton, VIC 3350"
17626571,465.0,3,2,2,House,wendouree-alfredton,2025,2,"Regal Drive, Alfredton, VIC 3350"
17628608,420.0,3,2,2,Townhouse,wendouree-alfredton,2025,2,"Amana Drive, Alfredton, VIC 3350"
17628832,550.0,4,2,3,House,wendouree-alfredton,2025,2,"Mary Drive, Alfredton, VIC 3350"
17629840,520.0,4,2,2,House,wendouree-alfredton,2025,2,"Lugano Avenue, Alfredton, VIC 3350"
17629869,480.0,4,2,2,House,wendouree-alfredton,2025,2,"Mary Drive, Alfredton, VIC 3350"
17631019,270.0,1,1,1,Apartment / Unit / Flat,wendouree-alfredton,2025,2,"9 Ningana Street, Alfredton, VIC 3350"
17631723,420.0,3,1,4,House,wendouree-alfredton,2025,2,"Cuthberts Rd, Alfredton, VIC 3350"
17631780,460.0,3,2,2,House,wendouree-alfredton,2025,2,"Roscommon Avenue, Alfredton, VIC 3350"
17631996,480.0,4,2,2,House,wendouree-alfredton,2025,2,"Merino Drive, Alfredton, VIC 3350"
17633818,425.0,3,1,2,House,wendouree-alfredton,2025,2,"Gillies Street South, Alfredton, VIC 3350"
17634301,380.0,2,1,1,House,wendouree-alfredton,2025,2,"120 Cuthberts Rd, Alfredton, VIC 3350"
15031143,510.0,2,1,1,Apartment / Unit / Flat,altona,2025,2,"Ryan Lane, Altona, VIC 3018"
16293707,720.0,3,2,1,House,altona,2025,2,"33 Dove Avenue, Altona, VIC 3018"
16371051,720.0,4,2,2,Townhouse,altona,2025,2,"212 Civic Pde, Altona, VIC 3018"
16619229,460.0,2,1,1,Apartment / Unit / Flat,altona,2025,2,"261 Esplanade, Altona, VIC 3018"
16928627,310.0,2,1,1,Apartment / Unit / Flat,altona,2025,2,"68 Queen Street, Altona, VIC 3018"
16942537,575.0,3,1,3,House,altona,2025,2,"Bracken Grove, Altona, VIC 3018"
17002818,520.0,2,1,1,House,altona,2025,2,"33 Linnet Street, Altona, VIC 3018"
17034005,480.0,2,1,3,Apartment / Unit / Flat,altona,2025,2,"229 Queen Street, Altona, VIC 3018"
17574367,375.0,1,1,1,Apartment / Unit / Flat,altona,2025,2,"40 Chifley Avenue, Altona, VIC 3018"
17574372,480.0,2,1,1,House,altona,2025,2,"31 Millers Road, Altona, VIC 3018"
17574378,695.0,3,2,2,House,altona,2025,2,"Mount Street, Altona, VIC 3018"
17601482,380.0,1,1,1,Apartment / Unit / Flat,altona,2025,2,"6 Blyth Street, Altona, VIC 3018"
17602691,630.0,2,1,1,House,altona,2025,2,"7 Karingal Street, Altona, VIC 3018"
17604245,440.0,2,1,1,Apartment / Unit / Flat,altona,2025,2,"163 Queen Street, Altona, VIC 3018"
17604898,600.0,2,2,1,Townhouse,altona,2025,2,"37 Bent Street, Altona, VIC 3018"
17606271,380.0,2,1,1,Apartment / Unit / Flat,altona,2025,2,"5 Robin Street, Altona, VIC 3018"
17608097,500.0,3,1,1,House,altona,2025,2,"Belmar Avenue, Altona, VIC 3018"
17609225,630.0,3,1,2,House,altona,2025,2,"Civic Parade, Altona, VIC 3018"
17617363,485.0,2,1,1,Apartment / Unit / Flat,altona,2025,2,"113 Pier Street, Altona, VIC 3018"
17618922,500.0,2,1,2,Villa,altona,2025,2,"94c Blyth Street, Altona, VIC 3018"
17608273,795.0,3,2,2,Apartment / Unit / Flat,armadale,2025,2,"60 Wattletree Road, Armadale, VIC 3143"
17640150,770.0,2,2,2,Apartment / Unit / Flat,armadale,2025,2,"40 Wattletree Road, Armadale, VIC 3143"
17642217,675.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"50a Wattletree Road, Armadale, VIC 3143"
17642866,800.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"2 Seymour Avenue, Armadale, VIC 3143"
17646417,795.0,3,1,1,House,armadale,2025,2,"Railway Avenue, Armadale, VIC 3143"
17647922,2000.0,3,3,2,Apartment / Unit / Flat,armadale,2025,2,"3 Bell Street, Armadale, VIC 3143"
17651470,1100.0,3,2,2,Apartment / Unit / Flat,armadale,2025,2,"8a Evergreen Mews, Armadale, VIC 3143"
17656118,1200.0,3,2,2,House,armadale,2025,2,"Clendon Road, Armadale, VIC 3143"
17657940,650.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"92 Wattletree Road, Armadale, VIC 3143"
17658116,500.0,1,1,1,Apartment / Unit / Flat,armadale,2025,2,"523 Dandenong Road, Armadale, VIC 3143"
17661090,895.0,3,1,1,Townhouse,armadale,2025,2,"17 Mercer Road, Armadale, VIC 3143"
17661773,500.0,1,1,1,Apartment / Unit / Flat,armadale,2025,2,"13 Clendon Road, Armadale, VIC 3143"
17662634,720.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"377 Dandenong Road, Armadale, VIC 3143"
17664636,1600.0,3,2,1,House,armadale,2025,2,"Stuart Street, Armadale, VIC 3143"
17664843,550.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"15 Egerton Road, Armadale, VIC 3143"
17667543,390.0,1,1,1,Apartment / Unit / Flat,armadale,2025,2,"8 Bailey Avenue, Armadale, VIC 3143"
17668104,650.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"25 Ashleigh Rd, Armadale, VIC 3143"
17673430,850.0,2,1,1,House,armadale,2025,2,"Rose Street, Armadale, VIC 3143"
17673627,1250.0,3,1,2,House,armadale,2025,2,"Gladstone Avenue, Armadale, VIC 3143"
17674267,600.0,2,1,1,Apartment / Unit / Flat,armadale,2025,2,"25 Kooyong Road, Armadale, VIC 3143"
11780024,420.0,3,1,1,House,kennington,2025,2,"6 Edwards Road, Kennington, VIC 3550"
17591079,600.0,4,2,2,House,bendigo,2025,2,"Barnard St, Bendigo, VIC 3550"
17596462,480.0,3,2,2,House,huntly,2025,2,"Hyatt Road, Huntly, VIC 3551"
17598106,480.0,3,2,1,House,flora hill-bendigo east,2025,2,"Davey Close Flora, Hill, VIC 3550"
17603757,310.0,1,1,1,Apartment / Unit / Flat,bendigo,2025,2,"303 Barnard Street, Bendigo, VIC 3550"
17607032,510.0,4,2,2,House,white hills,2025,2,"Maplewood Court White, Hills, VIC 3550"
17609588,380.0,2,1,1,Apartment / Unit / Flat,bendigo,2025,2,"24 Hopetoun St, Bendigo, VIC 3550"
17619175,500.0,1,1,1,House,bendigo,2025,2,"View Ln, Bendigo, VIC 3550"
17619577,510.0,4,1,1,House,strathdale,2025,2,"Clee Cres, Strathdale, VIC 3550"
17619592,640.0,3,2,2,House,flora hill-bendigo east,2025,2,"67 Osborne St Flora, Hill, VIC 3550"
17624208,430.0,2,1,1,House,bendigo,2025,2,"17 Bobs St, Bendigo, VIC 3550"
17625331,600.0,4,2,1,House,bendigo,2025,2,"Frederick Street, Bendigo, VIC 3550"
17627883,630.0,4,2,2,House,strathfieldsaye,2025,2,"Strathloddon Dr, Strathfieldsaye, VIC 3551"
17629100,580.0,4,2,2,House,epsom,2025,2,"Perry Ln, Epsom, VIC 3551"
17630724,480.0,2,2,1,Townhouse,kennington,2025,2,"2b Albion Street, Kennington, VIC 3550"
17631805,430.0,2,1,1,House,bendigo,2025,2,"Buller Street, Bendigo, VIC 3550"
9725121,460.0,3,1,1,House,keilor east-avondale heights,2025,2,"Lake Street Avondale, Heights, VIC 3034"
12020084,520.0,3,2,2,House,keilor east-avondale heights,2025,2,"Orleans Road Avondale, Heights, VIC 3034"
15924049,500.0,3,1,2,House,keilor east-avondale heights,2025,2,"Rickard Street Avondale, Heights, VIC 3034"
16558331,610.0,3,2,1,House,keilor east-avondale heights,2025,2,"Rogerson Street Avondale, Heights, VIC 3034"
17291089,1325.0,4,2,2,House,keilor east-avondale heights,2025,2,"Riviera Road Avondale, Heights, VIC 3034"
17390308,1300.0,5,5,3,House,keilor east-avondale heights,2025,2,"Karen Court Avondale, Heights, VIC 3034"
17523379,1100.0,4,3,2,House,keilor east-avondale heights,2025,2,"Lake Street Avondale, Heights, VIC 3034"
17524593,750.0,4,2,2,Townhouse,keilor east-avondale heights,2025,2,"Landsby Drive Avondale, Heights, VIC 3034"
17525471,450.0,1,1,1,House,keilor east-avondale heights,2025,2,"Poble Walk Avondale, Heights, VIC 3034"
17550379,580.0,3,2,2,House,keilor east-avondale heights,2025,2,"Montpellier Drive Avondale, Heights, VIC 3034"
17557570,850.0,4,2,2,Townhouse,keilor east-avondale heights,2025,2,"3 Alexander Street Avondale, Heights, VIC 3034"
17564675,830.0,3,1,1,Apartment / Unit / Flat,keilor east-avondale heights,2025,2,"272 Milleara Rd Avondale, Heights, VIC 3034"
17567658,550.0,2,2,1,Townhouse,keilor east-avondale heights,2025,2,"Aldea Crescent Avondale, Heights, VIC 3034"
17568952,450.0,3,1,2,House,keilor east-avondale heights,2025,2,"Glencara Street Avondale, Heights, VIC 3034"
17573619,580.0,3,2,1,House,keilor east-avondale heights,2025,2,"Robson Avenue Avondale, Heights, VIC 3034"
17574021,900.0,4,3,2,Townhouse,keilor east-avondale heights,2025,2,"5a Raglan Street Avondale, Heights, VIC 3034"
17575855,580.0,3,1,2,House,keilor east-avondale heights,2025,2,"Clarendon Street Avondale, Heights, VIC 3034"
17576913,570.0,3,1,3,House,keilor east-avondale heights,2025,2,"Moffat Street Avondale, Heights, VIC 3034"
17579005,520.0,3,1,1,House,keilor east-avondale heights,2025,2,"Riviera Road Avondale, Heights, VIC 3034"
17579305,560.0,3,2,2,House,keilor east-avondale heights,2025,2,"11a Wood St Avondale, Heights, VIC 3034"
16933170,360.0,2,1,1,House,ballarat east,2025,2,"14 Stawell Street South Ballarat, East, VIC 3350"
17591703,420.0,3,1,3,House,ballarat east,2025,2,"Corbett Street Ballarat, East, VIC 3350"
17595024,355.0,2,1,2,House,ballarat east,2025,2,"18a Morres Street Ballarat, East, VIC 3350"
17602076,380.0,3,1,1,House,ballarat east,2025,2,"Humffray Street North Ballarat, East, VIC 3350"
17603338,380.0,3,1,2,House,ballarat east,2025,2,"Webb Avenue Ballarat, East, VIC 3350"
17603516,480.0,3,2,1,House,ballarat central,2025,2,"Windermere Street Ballarat, Central, VIC 3350"
17606699,420.0,3,1,3,House,ballarat east,2025,2,"6a Rice Street Ballarat, East, VIC 3350"
17608054,450.0,2,1,1,House,ballarat east,2025,2,"Glazebrook Street Ballarat, East, VIC 3350"
17610407,460.0,4,2,3,House,ballarat east,2025,2,"Joseph Street Ballarat, East, VIC 3350"
17616595,390.0,3,1,2,House,mount pleasant,2025,2,"Humffray Street South Mount, Pleasant, VIC 3350"
17620805,400.0,3,1,1,House,ballarat east,2025,2,"Humffray Street North Ballarat, East, VIC 3350"
17621623,390.0,3,1,1,House,ballarat east,2025,2,"Humffray Street North Ballarat, East, VIC 3350"
17621924,390.0,3,1,1,House,redan,2025,2,"Leith Street, Redan, VIC 3350"
17622223,680.0,4,2,2,House,ballarat east,2025,2,"202a Victoria Street Ballarat, East, VIC 3350"
17623134,410.0,3,2,2,House,mount clear-buninyong,2025,2,"Hocking Avenue Mount, Clear, VIC 3350"
17624424,400.0,3,1,2,House,ballarat east,2025,2,"Nelson St Ballarat, East, VIC 3350"
17625732,380.0,3,1,1,House,ballarat east,2025,2,"Lovenear Grove Ballarat, East, VIC 3350"
17625940,430.0,4,2,2,House,mount pleasant,2025,2,"Fraser Street Mount, Pleasant, VIC 3350"
17628226,420.0,3,1,2,House,ballarat east,2025,2,"Finch St Ballarat, East, VIC 3350"
17629013,400.0,3,2,1,House,ballarat east,2025,2,"King St South Ballarat, East, VIC 3350"
17513564,1650.0,3,2,2,House,balwyn,2025,2,"7 Iramoo Street, Balwyn, VIC 3103"
17588435,850.0,3,2,2,Apartment / Unit / Flat,balwyn,2025,2,"22 Norbert Street, Balwyn, VIC 3103"
17614258,1650.0,5,3,2,Townhouse,balwyn,2025,2,"Ruby Street, Balwyn, VIC 3103"
17615664,1550.0,5,3,1,Townhouse,balwyn,2025,2,"36a Ruby Street, Balwyn, VIC 3103"
17615785,725.0,3,2,2,Apartment / Unit / Flat,balwyn,2025,2,"12 Weir Street, Balwyn, VIC 3103"
17618204,625.0,3,1,1,House,balwyn,2025,2,"29 Weir Street, Balwyn, VIC 3103"
17618844,950.0,3,2,1,House,balwyn,2025,2,"14b Austin Street, Balwyn, VIC 3103"
17619749,795.0,3,2,2,Apartment / Unit / Flat,balwyn,2025,2,"111 Strabane Avenue, Balwyn, VIC 3103"
17624113,2300.0,5,4,2,House,balwyn,2025,2,"Eton Court, Balwyn, VIC 3103"
17634377,795.0,3,1,1,Townhouse,balwyn,2025,2,"101 Strabane Avenue, Balwyn, VIC 3103"
17635402,585.0,2,1,1,Apartment / Unit / Flat,balwyn,2025,2,"4 Raynes Street, Balwyn, VIC 3103"
17641356,985.0,4,2,2,House,balwyn,2025,2,"Winmalee Road, Balwyn, VIC 3103"
17644628,620.0,2,1,1,Apartment / Unit / Flat,balwyn,2025,2,"34 Yerrin Street, Balwyn, VIC 3103"
17647463,1200.0,4,2,2,House,balwyn,2025,2,"36a Grosvenor Parade, Balwyn, VIC 3103"
17651961,750.0,3,1,1,House,balwyn,2025,2,"Fitzgerald Street, Balwyn, VIC 3103"
17652210,530.0,2,1,1,Apartment / Unit / Flat,balwyn,2025,2,"5 Kireep Road, Balwyn, VIC 3103"
17652868,1200.0,4,2,2,House,balwyn,2025,2,"Yongala Street, Balwyn, VIC 3103"
17655937,1180.0,4,3,3,House,balwyn,2025,2,"1a Metung Street, Balwyn, VIC 3103"
17656825,650.0,2,2,1,Apartment / Unit / Flat,balwyn,2025,2,"188 Whitehorse Road, Balwyn, VIC 3103"
17660733,850.0,3,2,2,Apartment / Unit / Flat,balwyn,2025,2,"27 Jurang Street, Balwyn, VIC 3103"
15587833,600.0,4,1,2,House,bayswater,2025,2,"Mountain Highway, Bayswater, VIC 3153"
15802974,560.0,2,2,1,Apartment / Unit / Flat,bayswater,2025,2,"Rowan Place, Bayswater, VIC 3153"
16012232,670.0,3,2,2,House,bayswater,2025,2,"11 The Haven, Bayswater, VIC 3153"
16245105,610.0,3,1,1,House,bayswater,2025,2,"23b Mccomb Crescent, Bayswater, VIC 3153"
16478852,560.0,3,1,2,House,bayswater,2025,2,"Tamar Street, Bayswater, VIC 3153"
16596171,760.0,4,3,2,Apartment / Unit / Flat,bayswater,2025,2,"5 Maple Street, Bayswater, VIC 3153"
17310801,500.0,2,1,2,House,bayswater,2025,2,"Surrey Court, Bayswater, VIC 3153"
17477227,550.0,3,1,2,House,bayswater,2025,2,"17 Church Street, Bayswater, VIC 3153"
17498836,620.0,3,2,2,Apartment / Unit / Flat,bayswater,2025,2,"8a Edward Street, Bayswater, VIC 3153"
17531043,575.0,3,1,1,Apartment / Unit / Flat,bayswater,2025,2,"14 Edward Street, Bayswater, VIC 3153"
17547595,1100.0,4,2,6,House,bayswater,2025,2,"Begonia Avenue, Bayswater, VIC 3153"
17550964,550.0,3,1,2,Apartment / Unit / Flat,bayswater,2025,2,"14 Farnham Road, Bayswater, VIC 3153"
17552200,650.0,3,2,2,Apartment / Unit / Flat,bayswater,2025,2,"10 Kumala Road, Bayswater, VIC 3153"
17557517,715.0,4,3,1,Townhouse,bayswater,2025,2,"24 Grandview Grove, Bayswater, VIC 3153"
17561000,700.0,3,2,1,Townhouse,bayswater,2025,2,"38b Victoria Road, Bayswater, VIC 3153"
17561710,520.0,2,1,1,Apartment / Unit / Flat,bayswater,2025,2,"19 Birch Street, Bayswater, VIC 3153"
17566511,530.0,3,2,1,House,bayswater,2025,2,"Elm Street, Bayswater, VIC 3153"
17568423,550.0,3,1,2,House,bayswater,2025,2,"Bona Vista Road, Bayswater, VIC 3153"
17571730,530.0,3,1,1,House,bayswater,2025,2,"June Court, Bayswater, VIC 3153"
17571961,440.0,2,1,1,Apartment / Unit / Flat,bayswater,2025,2,"2a Orange Grove, Bayswater, VIC 3153"
15376764,320.0,1,1,1,Apartment / Unit / Flat,hamlyn heights,2025,2,"78a Vines Road Hamlyn, Heights, VIC 3215"
17526286,500.0,3,1,1,House,bell post hill,2025,2,"Eagleview Crescent Bell Post, Hill, VIC 3215"
17529594,500.0,3,2,2,House,bell post hill,2025,2,"Anakie Road Bell Post, Hill, VIC 3215"
17533932,380.0,2,1,1,House,bell post hill,2025,2,"Kansas Avenue Bell Post, Hill, VIC 3215"
17535453,580.0,3,2,1,House,bell post hill,2025,2,"Ernest Street Bell Post, Hill, VIC 3215"
17549318,540.0,3,1,5,House,bell post hill,2025,2,"Neil Street Bell Post, Hill, VIC 3215"
17549830,420.0,3,1,2,House,norlane,2025,2,"Robin Avenue, Norlane, VIC 3214"
17551622,400.0,2,1,1,Apartment / Unit / Flat,norlane,2025,2,"27 Hinton Close, Norlane, VIC 3214"
17552283,410.0,3,1,1,House,norlane,2025,2,"Marnoo Court, Norlane, VIC 3214"
17552911,420.0,2,1,2,Apartment / Unit / Flat,bell post hill,2025,2,"74a Ernest St Bell Post, Hill, VIC 3215"
17552932,350.0,1,1,1,Apartment / Unit / Flat,north geelong,2025,2,"72 Osborne Avenue North, Geelong, VIC 3215"
17553338,550.0,3,2,1,Apartment / Unit / Flat,hamlyn heights,2025,2,"6 Graham Street Hamlyn, Heights, VIC 3215"
17553525,520.0,3,2,2,Apartment / Unit / Flat,hamlyn heights,2025,2,"64 Sladen Street Hamlyn, Heights, VIC 3215"
17554119,510.0,4,2,2,House,norlane,2025,2,"Stradbroke Street, Norlane, VIC 3214"
17554273,385.0,2,1,1,Apartment / Unit / Flat,norlane,2025,2,"575 Thompson Road, Norlane, VIC 3214"
17556105,550.0,3,2,2,House,hamlyn heights,2025,2,"26b Willana Avenue Hamlyn, Heights, VIC 3215"
17556366,495.0,3,1,3,House,north geelong,2025,2,"Saywell Street North, Geelong, VIC 3215"
17557029,500.0,3,2,3,House,north geelong,2025,2,"7b The Fairway North, Geelong, VIC 3215"
17557505,400.0,2,1,1,Apartment / Unit / Flat,north geelong,2025,2,"161 Victoria Street North, Geelong, VIC 3215"
17557860,520.0,3,2,2,Townhouse,hamlyn heights,2025,2,"138b Vines Road Hamlyn, Heights, VIC 3215"
17577408,345.0,2,1,1,Apartment / Unit / Flat,orbost,2025,2,"47 Wolseley Street, Orbost, VIC 3888"
17613769,380.0,3,1,1,House,orbost,2025,2,"Koala Court, Orbost, VIC 3888"
17639481,2500.0,7,3,2,House,orbost,2025,2,"Nicholson Street, Orbost, VIC 3888"
17646987,400.0,3,1,1,House,orbost,2025,2,"Gordon Street, Orbost, VIC 3888"
15557313,420.0,3,2,2,House,bonshaw,2025,2,"Zinnia Lane, Bonshaw, VIC 3352"
16068963,470.0,4,2,2,House,smythes creek,2025,2,"Valiant Road Smythes, Creek, VIC 3351"
17050112,540.0,5,2,2,House,smythes creek,2025,2,"Chandler Street Smythes, Creek, VIC 3351"
17581133,460.0,4,2,2,House,smythes creek,2025,2,"Plymouth Way Smythes, Creek, VIC 3351"
17634376,480.0,5,2,2,House,bonshaw,2025,2,"Linkage Street, Bonshaw, VIC 3352"
17642803,460.0,4,2,2,House,bonshaw,2025,2,"Dairymans Way, Bonshaw, VIC 3352"
17646761,460.0,4,2,2,House,bonshaw,2025,2,"Ascot Gardens Drive, Bonshaw, VIC 3352"
17650916,445.0,3,2,2,House,smythes creek,2025,2,"Pontiac Drive Smythes, Creek, VIC 3351"
17653970,470.0,4,2,2,House,smythes creek,2025,2,"Buick Road Smythes, Creek, VIC 3351"
17656013,455.0,4,2,2,House,bonshaw,2025,2,"Dahlia Street, Bonshaw, VIC 3352"
17656128,495.0,4,2,2,House,bonshaw,2025,2,"Prophecy Road, Bonshaw, VIC 3352"
17660097,440.0,4,2,2,House,smythes creek,2025,2,"Auburn Dr Smythes, Creek, VIC 3351"
17663286,495.0,4,2,2,House,miners rest,2025,2,"Normlyttle Parade Miners, Rest, VIC 3352"
17671514,470.0,3,2,2,House,smythes creek,2025,2,"Patriot Crescent Smythes, Creek, VIC 3351"
17505926,395.0,2,2,1,Apartment / Unit / Flat,maryborough,2025,2,"114 Majorca Road, Maryborough, VIC 3465"
17553279,300.0,2,1,1,House,maryborough,2025,2,"Kennedy Street, Maryborough, VIC 3465"
17555393,380.0,2,1,3,House,maryborough,2025,2,"Spring Street, Maryborough, VIC 3465"
17566261,360.0,5,1,2,House,maryborough,2025,2,"Golden Wattle Drive, Maryborough, VIC 3465"
17566334,400.0,3,2,1,House,maryborough,2025,2,"Inkerman Street, Maryborough, VIC 3465"
16359128,600.0,4,2,2,House,leneva,2025,2,"Southgate Drive, Leneva, VIC 3691"
17558984,680.0,5,2,2,House,killara,2025,2,"Callus Street, Killara, VIC 3691"
17569846,620.0,4,2,2,House,killara,2025,2,"Henricks Street, Killara, VIC 3691"
17593268,610.0,4,2,2,House,bandiana,2025,2,"Whistler Concourse, Bandiana, VIC 3691"
17593406,580.0,3,2,2,House,baranduda,2025,2,"Lasilla Place, Baranduda, VIC 3691"
17597904,535.0,4,2,2,House,baranduda,2025,2,"Boyd Court, Baranduda, VIC 3691"
17601254,760.0,4,2,2,House,baranduda,2025,2,"Freeman Crescent, Baranduda, VIC 3691"
17604164,540.0,3,2,1,Apartment / Unit / Flat,baranduda,2025,2,"74 Westacott Crescent, Baranduda, VIC 3691"
17608340,550.0,3,2,1,House,baranduda,2025,2,"Margaret Court Drive, Baranduda, VIC 3691"
17610679,730.0,5,2,2,House,leneva,2025,2,"Davidson Road, Leneva, VIC 3691"
17617274,660.0,4,2,2,House,leneva,2025,2,"Fivefields Road, Leneva, VIC 3691"
16025938,415.0,3,2,2,House,wendouree-alfredton,2025,2,"67c Dyson Drive, Alfredton, VIC 3350"
17636735,320.0,2,1,1,Apartment / Unit / Flat,redan,2025,2,"4a Warwick Street, Redan, VIC 3350"
17653091,380.0,2,1,1,Townhouse,mount pleasant,2025,2,"Peppermint Place Mount, Pleasant, VIC 3350"
17653562,540.0,4,2,2,House,mount clear-buninyong,2025,2,"Doherty Close Mount, Clear, VIC 3350"
17653707,420.0,3,1,1,House,mount clear-buninyong,2025,2,"Lylia Avenue Mount, Clear, VIC 3350"
17656046,480.0,3,1,1,House,black hill,2025,2,"Nicholson Street Black, Hill, VIC 3350"
17656294,775.0,4,2,2,House,soldiers hill,2025,2,"425 Doveton Street North Soldiers, Hill, VIC 3350"
17657055,440.0,4,1,2,House,black hill,2025,2,"Sim Street Black, Hill, VIC 3350"
17671841,290.0,1,1,1,Apartment / Unit / Flat,ballarat east,2025,2,"28 Gent Street Ballarat, East, VIC 3350"
17672536,375.0,2,1,1,Apartment / Unit / Flat,wendouree-alfredton,2025,2,"7 Coonatta Street, Alfredton, VIC 3350"
17672696,400.0,2,1,2,House,golden point,2025,2,"Barkly Street Golden, Point, VIC 3350"
17672841,360.0,2,1,1,House,ballarat east,2025,2,"Latitude Court Ballarat, East, VIC 3350"
17673220,410.0,3,2,2,House,canadian,2025,2,"923a Geelong Road, Canadian, VIC 3350"
17673227,675.0,4,2,3,House,ballarat central,2025,2,"Lyons Street North Ballarat, Central, VIC 3350"
17673714,360.0,3,1,2,House,redan,2025,2,"Darling St, Redan, VIC 3350"
17674158,420.0,3,1,1,House,ballarat central,2025,2,"Urquhart Street Ballarat, Central, VIC 3350"
17674206,320.0,1,1,1,Apartment / Unit / Flat,ballarat central,2025,2,"12 Talbot Street South Ballarat, Central, VIC 3350"
17674248,395.0,2,1,1,Townhouse,wendouree-alfredton,2025,2,"46a Vale Street, Alfredton, VIC 3350"
17674461,420.0,3,2,3,House,mount pleasant,2025,2,"Watson Drive Mount, Pleasant, VIC 3350"
17616919,450.0,3,1,2,House,camperdown,2025,2,"2a Campbell Street, Camperdown, VIC 3260"
17622055,380.0,3,1,2,House,camperdown,2025,2,"Camperdown Lismore Road, Camperdown, VIC 3260"
16114966,675.0,4,2,2,House,cranbourne north,2025,2,"Birdie View Cranbourne, North, VIC 3977"
16876729,540.0,3,3,1,House,botanic ridge,2025,2,"Royal St Georges Chase Botanic, Ridge, VIC 3977"
17525864,680.0,4,2,2,House,cranbourne east,2025,2,"Omeara Crescent Cranbourne, East, VIC 3977"
17529749,600.0,4,2,2,House,botanic ridge,2025,2,"Lemongrass Street Botanic, Ridge, VIC 3977"
17538590,625.0,4,2,2,House,botanic ridge,2025,2,"Monkey Drive Botanic, Ridge, VIC 3977"
