property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
16234894,/h604-12-trenerry-crescent-abbotsford-vic-3067-16234894,$510,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/h604-12-trenerry-crescent-abbotsford-vic-3067-16234894,20250304102144
17071041,/b207-631-victoria-street-abbotsford-vic-3067-17071041,$740 per week,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/b207-631-victoria-street-abbotsford-vic-3067-17071041,20250304102144
17423987,/19-fairchild-street-abbotsford-vic-3067-17423987,$650 per week pw,2,1,,House,0,"2, ,1, ,,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/19-fairchild-street-abbotsford-vic-3067-17423987,20250304102144
17430889,/ag10-627-victoria-street-abbotsford-vic-3067-17430889,$820 pw,2,2,2,Apartment / Unit / Flat,0,"2, ,2, ,2,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/ag10-627-victoria-street-abbotsford-vic-3067-17430889,20250304102144
17433991,/714-20-shamrock-st-abbotsford-vic-3067-17433991,$450 weekly,1,1,,Apartment / Unit / Flat,0,"1, ,1, ,,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/714-20-shamrock-st-abbotsford-vic-3067-17433991,20250304102144
17436573,/604b-609-victoria-street-abbotsford-vic-3067-17436573,$730 per week,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/604b-609-victoria-street-abbotsford-vic-3067-17436573,20250304102144
17437226,/146-vere-st-abbotsford-vic-3067-17437226,"$1,400 weekly",4,2,,House,0,"4, ,2, ,,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/146-vere-st-abbotsford-vic-3067-17437226,20250304102144
17440813,/215-langridge-st-abbotsford-vic-3067-17440813,$930 weekly,3,2,1,House,0,"3, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/215-langridge-st-abbotsford-vic-3067-17440813,20250304102144
17441707,/d708-615-victoria-street-abbotsford-vic-3067-17441707,$655,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/d708-615-victoria-street-abbotsford-vic-3067-17441707,20250304102144
17444918,/201-11-shamrock-street-abbotsford-vic-3067-17444918,$650 pw,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/201-11-shamrock-street-abbotsford-vic-3067-17444918,20250304102144
17449413,/b933-631-victoria-street-abbotsford-vic-3067-17449413,$540 pw,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/b933-631-victoria-street-abbotsford-vic-3067-17449413,20250304102144
17450505,/38-85-nicholson-st-abbotsford-vic-3067-17450505,$720 weekly,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/38-85-nicholson-st-abbotsford-vic-3067-17450505,20250304102144
17451119,/lg05-627-victoria-street-abbotsford-vic-3067-17451119,$525.00,1,1,1,Apartment / Unit / Flat,0,"1, ,1, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/lg05-627-victoria-street-abbotsford-vic-3067-17451119,20250304102144
17451628,/413-4-acacia-place-abbotsford-vic-3067-17451628,$650 pw,2,2,1,Apartment / Unit / Flat,0,"2, ,2, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/413-4-acacia-place-abbotsford-vic-3067-17451628,20250304102144
17455418,/10-fairchild-st-abbotsford-vic-3067-17455418,$820 weekly,2,1,,House,0,"2, ,1, ,,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/10-fairchild-st-abbotsford-vic-3067-17455418,20250304102144
17463303,/228-20-shamrock-street-abbotsford-vic-3067-17463303,$550 per week,2,1,,Apartment / Unit / Flat,0,"2, ,1, ,,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/228-20-shamrock-street-abbotsford-vic-3067-17463303,20250304102144
17465180,/611-victoria-street-abbotsford-vic-3067-17465180,$650.00,,1,1,Apartment / Unit / Flat,0,", ,1, ,1,",ABBOTSFORD,3067,2025-03-04 10:21:44,https://web.archive.org/web/20250304102144/https://www.domain.com.au/611-victoria-street-abbotsford-vic-3067-17465180,20250304102144
