property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,wayback_url,wayback_time
9672246,/6-sharpe-street-benalla-vic-3672-9672246,$420,3,1,4,House,0,"3, ,1, ,4,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/6-sharpe-street-benalla-vic-3672-9672246,20230327043706
15034264,/62-goodwin-street-benalla-vic-3672-15034264,$400 per week,3,1,2,House,545,"3, ,1, ,2, 545,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/62-goodwin-street-benalla-vic-3672-15034264,20230327043706
15198854,/53-bridge-street-west-benalla-vic-3672-15198854,$420 per week FULLY FURNISHED,3,1,,House,843,"3, ,1, ,, 843,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/53-bridge-street-west-benalla-vic-3672-15198854,20230327043706
15728637,/33-cook-street-benalla-vic-3672-15728637,$400 per week,3,1,,House,0,"3, ,1, ,,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/33-cook-street-benalla-vic-3672-15728637,20230327043706
16124419,/3-77-faithfull-street-benalla-vic-3672-16124419,UNDER APPLICATION,2,1,1,House,0,"2, ,1, ,1,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/3-77-faithfull-street-benalla-vic-3672-16124419,20230327043706
16131038,/1-25-barkly-street-benalla-vic-3672-16131038,$340 per week,1,1,1,House,0,"1, ,1, ,1,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/1-25-barkly-street-benalla-vic-3672-16131038,20230327043706
16150458,/6-kent-street-benalla-vic-3672-16150458,$430 per week,3,1,2,House,0,"3, ,1, ,2,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/6-kent-street-benalla-vic-3672-16150458,20230327043706
16347154,/42-thomas-street-benalla-vic-3672-16347154,$420 per week,3,1,1,House,0,"3, ,1, ,1,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/42-thomas-street-benalla-vic-3672-16347154,20230327043706
16372873,/34-simkin-drive-benalla-vic-3672-16372873,$500 per week,4,2,2,House,0,"4, ,2, ,2,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/34-simkin-drive-benalla-vic-3672-16372873,20230327043706
16374215,/19-holloway-street-benalla-vic-3672-16374215,$420 per week,3,2,1,Townhouse,250,"3, ,2, ,1, 250,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/19-holloway-street-benalla-vic-3672-16374215,20230327043706
16374245,/17-holloway-street-benalla-vic-3672-16374245,$420 per week,3,2,1,Townhouse,251,"3, ,2, ,1, 251,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/17-holloway-street-benalla-vic-3672-16374245,20230327043706
16374813,/17-crofton-street-benalla-vic-3672-16374813,$380 per week,4,1,,House,0,"4, ,1, ,,",BENALLA,3672,2023-03-27 04:37:06,https://web.archive.org/web/20230327043706/https://www.domain.com.au/17-crofton-street-benalla-vic-3672-16374813,20230327043706
