property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
17731408,POINT (-38.2026671 145.4832804),,,,,,
17684792,POINT (-38.2050718 145.4852005),,,,,,
17755373,POINT (-38.2025274 145.4878253),,,,,,
17718535,POINT (-37.8417563 145.0324099),,,,,,
17719204,POINT (-37.8393047 145.0325795),,,,,,
17749745,POINT (-38.29236179999999 142.3599553),,,,,,
17722772,POINT (-38.4297387 145.8267705),,,,,,
17747860,POINT (-37.666664 144.5761426),,,,,,
17593977,POINT (-37.6687355 144.5872862),,,,,,
17731484,POINT (-37.6688602 144.5775159),,,,,,
17741144,POINT (-37.6676445 144.5759286),,,,,,
17701256,POINT (-37.6696976 144.5797007),,,,,,
14319626,POINT (-37.6583545 144.592344),,,,,,
17751910,POINT (-37.6547025 144.5812527),,,,,,
17742767,POINT (-37.6538702 144.5826857),,,,,,
17448057,POINT (-37.6601966 144.5969008),,,,,,
13241960,POINT (-36.3047596 145.0348779),,,,,,
17711717,POINT (-37.2415206 144.4564501),,,,,,
17725167,POINT (-38.0466969 145.832399),,,,,,
16566039,POINT (-36.8541431 142.3951825),,,,,,
17739579,POINT (-37.8641553 148.0398393),,,,,,
17707507,POINT (-37.5443575 143.8176915),,,,,,
17745572,POINT (-37.5513178 143.8484234),,,,,,
17725148,POINT (-37.863493 148.0193066),,,,,,
17752319,POINT (-37.8628773 148.0001942),,,,,,
17746425,POINT (-37.6679725 145.0352732),,,,,,
14446834,POINT (-37.6671634 145.0246641),,,,,,
17748151,POINT (-37.6754417 145.0425749),,,,,,
17696488,POINT (-37.66279 144.9872851),,,,,,
13860314,POINT (-37.667204 145.031486),,,,,,
17682489,POINT (-37.6651914 144.9839789),,,,,,
17727141,POINT (-37.6697142 145.0205571),,,,,,
17744966,POINT (-37.659716 145.0092606),,,,,,
17757809,POINT (-37.6624422 145.0197572),,,,,,
17728441,POINT (-37.6642143 145.0123436),,,,,,
17736249,POINT (-37.66206529999999 145.0009324),,,,,,
17666580,POINT (-37.6704928 145.0199233),,,,,,
17740976,POINT (-37.6615678 144.989831),,,,,,
17120303,POINT (-37.66327709999999 145.0201904),,,,,,
17757495,POINT (-37.6635882 145.0029753),,,,,,
17747029,POINT (-37.6669567 145.0282161),,,,,,
17097990,POINT (-37.2780671 144.7311465),,,,,,
17672071,POINT (-38.2660028 145.5637071),,,,,,
17742231,POINT (-38.1570917 145.1905062),,,,,,
17724057,POINT (-38.1541031 145.181668),,,,,,
17745375,POINT (-38.1658874 145.1863579),,,,,,
17478095,POINT (-38.1451346 145.2029434),,,,,,
17294682,POINT (-38.1506354 145.17921),,,,,,
17741854,POINT (-38.0229202 144.3964232),,,,,,
17732677,POINT (-38.024602 144.4160353),,,,,,
17720355,POINT (-38.0276472 144.3933531),,,,,,
17610804,POINT (-38.0573053 144.3486196),,,,,,
17734921,POINT (-38.0352602 144.4012411),,,,,,
17644614,POINT (-38.0112648 144.3525447),,,,,,
17750019,POINT (-38.0115102 144.352997),,,,,,
17629959,POINT (-38.0134851 144.3546731),,,,,,
17754366,POINT (-38.0081747 144.3782042),,,,,,
17737944,POINT (-38.015568 144.353127),,,,,,
17757308,POINT (-38.0200053 144.4110909),,,,,,
16957604,POINT (-38.013364 144.4266693),,,,,,
17652127,POINT (-38.0175896 144.3577988),,,,,,
17748162,POINT (-38.0181536 144.3982764),,,,,,
17720660,POINT (-38.0267481 144.4185138),,,,,,
16834828,POINT (-38.0134753 144.4015528),,,,,,
17734306,POINT (-38.0225096 144.4005147),,,,,,
17753533,POINT (-38.0128532 144.3807674),,,,,,
17701975,POINT (-38.029817 144.3897241),,,,,,
17694371,POINT (-38.0181946 144.4373523),,,,,,
15985282,POINT (-37.8615728 144.7706867),,,,,,
15770919,POINT (-37.8593418 144.7732189),,,,,,
17277807,POINT (-37.8662005 144.7731542),,,,,,
15663021,POINT (-37.8532104 144.7753347),,,,,,
