property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
17136849,POINT (146.8817468 -36.122369),,,,,,
17142374,POINT (146.9036323 -36.1366174),,,,,,
17098678,POINT (146.8692289 -36.133643),,,,,,
17143207,POINT (146.8508327 -36.1328575),,,,,,
17117953,POINT (146.8685173 -36.1446374),,,,,,
17126520,POINT (146.8834195 -36.1354241),,,,,,
17107451,POINT (146.8784697 -36.1282161),,,,,,
17115514,POINT (146.9204193 -36.1411279),,,,,,
17124518,POINT (146.8616343 -36.1420384),,,,,,
17095396,POINT (146.9386246 -36.1752504),,,,,,
17127124,POINT (146.9513184 -36.1404016),,,,,,
17147677,POINT (146.9415178 -36.139362),,,,,,
17243371,POINT (145.0253852 -37.8873265),,,,,,
17238249,POINT (145.0194396 -37.8898667),,,,,,
16548587,POINT (145.0183343 -37.8942792),,,,,,
17234951,POINT (145.0195421 -37.8905544),,,,,,
17210237,POINT (145.0253852 -37.8873265),,,,,,
17184615,POINT (145.0214461 -37.8906093),,,,,,
17247924,POINT (145.0622384 -37.8854583),,,,,,
17248172,POINT (145.0420841 -37.8925503),,,,,,
17175297,POINT (142.9208758 -38.3389397),,,,,,
15264681,POINT (145.2334227 -38.4579358),,,,,,
17106428,POINT (145.206711 -38.4595392),,,,,,
17142022,POINT (145.222554 -38.4522939),,,,,,
15585636,POINT (145.2239173 -38.4611122),,,,,,
17132858,POINT (145.2176744 -38.4630606),,,,,,
17150556,POINT (145.2140594 -38.4633298),,,,,,
16862055,POINT (145.2430841 -38.4486461),,,,,,
17145829,POINT (145.2055171 -38.4618629),,,,,,
17149334,POINT (145.2417383 -38.4480446),,,,,,
16063344,POINT (145.2890922 -37.7789026),,,,,,
17192111,POINT (145.2910292 -37.7741756),,,,,,
17201049,POINT (145.2937632 -37.7793729),,,,,,
17172512,POINT (145.2934641 -37.7991887),,,,,,
17189944,POINT (145.3003276 -37.8033643),,,,,,
17165385,POINT (145.2650103 -37.787315),,,,,,
17196262,POINT (145.269349 -37.7686752),,,,,,
17200706,POINT (145.297612 -37.7596235),,,,,,
17221335,POINT (143.7406309 -37.0501467),,,,,,
17242758,POINT (143.745159 -37.0360229),,,,,,
13921704,POINT (145.2148446 -37.9729744),,,,,,
17241645,POINT (145.2243514 -37.9881115),,,,,,
17237997,POINT (145.2149099 -37.9819426),,,,,,
16265093,POINT (145.2222437 -37.9873335),,,,,,
17241720,POINT (145.2245369 -37.9907273),,,,,,
17236703,POINT (145.2149726 -37.981621),,,,,,
17119687,POINT (145.2201432 -37.9853235),,,,,,
17240369,POINT (145.2050928 -37.9920212),,,,,,
17235189,POINT (145.2067293 -38.0018801),,,,,,
17235872,POINT (145.2272452 -37.9825471),,,,,,
17241817,POINT (145.2099006 -37.9637451),,,,,,
17189797,POINT (145.1624357 -37.7982038),,,,,,
17155634,POINT (145.1774978 -37.759999),,,,,,
17175677,POINT (145.1614823 -37.8007156),,,,,,
15204676,POINT (145.1617088 -37.7873387),,,,,,
17141388,POINT (144.6539368 -38.1169915),,,,,,
17119361,POINT (144.5785995 -38.1766538),,,,,,
17126549,POINT (144.7050678 -38.1673532),,,,,,
17130277,POINT (144.5747614 -38.1537468),,,,,,
17135137,POINT (144.6176709 -38.270953),,,,,,
17212617,POINT (144.9860077 -37.8163163),,,,,,
17221232,POINT (144.9848581 -37.8095493),,,,,,
17233764,POINT (144.9836581 -37.8092935),,,,,,
17213804,POINT (144.9771498 -37.8173785),,,,,,
17225887,POINT (144.9889158 -37.8159752),,,,,,
17240399,POINT (144.9844572 -37.816138),,,,,,
17214661,POINT (144.9766923 -37.817144),,,,,,
17235151,POINT (144.9879945 -37.8166089),,,,,,
17235882,POINT (144.9693843 -37.7697646),,,,,,
14659627,POINT (145.0016736 -37.7996378),,,,,,
15700693,POINT (144.9882995 -37.7783247),,,,,,
17149803,POINT (145.015647 -37.7809396),,,,,,
17145302,POINT (145.0210712 -37.7761627),,,,,,
17011708,POINT (145.018402 -37.7841908),,,,,,
17142295,POINT (145.0195228 -37.7718641),,,,,,
17118451,POINT (145.0178966 -37.7813629),,,,,,
17056902,POINT (145.0181775 -37.7799285),,,,,,
14811191,POINT (144.923209 -37.7826177),,,,,,
15563037,POINT (144.9211478 -37.7868297),,,,,,
17121400,POINT (144.926245 -37.7824782),,,,,,
17099925,POINT (144.9200066 -37.7845579),,,,,,
17065727,POINT (144.9236118 -37.7834086),,,,,,
17130241,POINT (144.9247411 -37.7815802),,,,,,
17137171,POINT (144.923209 -37.7826177),,,,,,
17134323,POINT (144.935646 -37.7839389),,,,,,
17125232,POINT (144.9310602 -37.7825718),,,,,,
15422303,POINT (144.9098554 -37.7997541),,,,,,
16009587,POINT (144.9100489 -37.7992799),,,,,,
17115590,POINT (144.8878179 -37.7886254),,,,,,
15483432,POINT (144.9095079 -37.8003238),,,,,,
16048198,POINT (144.8900934 -37.7935585),,,,,,
17159697,POINT (144.9091098 -37.8005414),,,,,,
15650263,POINT (144.9095079 -37.8003238),,,,,,
17144064,POINT (144.9091098 -37.8005414),,,,,,
17158665,POINT (144.8916453 -37.789137),,,,,,
17140421,POINT (144.7074263 -37.5877301),,,,,,
16950812,POINT (144.7242213 -37.5784299),,,,,,
17111111,POINT (144.7277407 -37.5843145),,,,,,
17119362,POINT (144.7093563 -37.5943633),,,,,,
17200894,POINT (144.7138319 -37.6003537),,,,,,
17123000,POINT (144.7746465 -37.615212),,,,,,
17210146,POINT (144.7078039 -37.5947218),,,,,,
16602808,POINT (144.7644787 -37.5753451),,,,,,
15247173,POINT (144.7149685 -37.5810785),,,,,,
17203866,POINT (144.696453 -37.5696666),,,,,,
15279482,POINT (144.7154915 -37.5656745),,,,,,
17133538,POINT (144.7093563 -37.5943633),,,,,,
14506656,POINT (144.7200559 -37.5672626),,,,,,
17140109,POINT (144.7320811 -37.5849683),,,,,,
17119357,POINT (144.7137654 -37.5827025),,,,,,
17192319,POINT (144.7106212 -37.592239),,,,,,
17207317,POINT (144.7618299 -37.6011553),,,,,,
