property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
17752195,POINT (-37.713497 144.7641667),,,,,,
17707792,POINT (-37.7600467 145.1204846),,,,,,
17707800,POINT (-37.7600467 145.1204846),,,,,,
17699536,POINT (-37.7723781 145.1075947),,,,,,
17161521,POINT (-37.7737709 145.1211116),,,,,,
17725615,POINT (-37.7744586 145.1240771),,,,,,
17719406,POINT (-37.7600016 145.1060886),,,,,,
17710615,POINT (-37.7728155 145.1103941),,,,,,
17745400,POINT (-37.7598366 145.1204436),,,,,,
17755460,POINT (-37.7660933 145.1109663),,,,,,
17732571,POINT (-38.2391626 142.9132015),,,,,,
17114989,POINT (-37.7549173 145.1302918),,,,,,
17469642,POINT (-37.7614431 145.1652718),,,,,,
17401105,POINT (-37.753324 145.1313845),,,,,,
17731566,POINT (-37.7544864 145.1219426),,,,,,
17583373,POINT (-37.769167 145.137259),,,,,,
17735882,POINT (-37.7731957 145.1495875),,,,,,
17751045,POINT (-37.7539503 145.1416409),,,,,,
17678606,POINT (-37.754225 145.1534968),,,,,,
14995081,POINT (-37.8966686 145.4007707),,,,,,
17745361,POINT (-38.1672996 144.381708),,,,,,
17740624,POINT (-38.1675684 144.3769612),,,,,,
16145683,POINT (-38.1717082 144.3794746),,,,,,
17755205,POINT (-37.7563229 145.0066319),,,,,,
17715070,POINT (-37.7566993 145.0138797),,,,,,
17736385,POINT (-37.7562794 144.985946),,,,,,
17712387,POINT (-37.7609741 145.0029286),,,,,,
17755924,POINT (-37.7610811 145.0126532),,,,,,
17733101,POINT (-37.7600024 145.003373),,,,,,
17754207,POINT (-37.7533574 145.0006882),,,,,,
17744562,POINT (-37.7602024 145.000553),,,,,,
17706965,POINT (-37.752908 145.0056885),,,,,,
17732459,POINT (-37.760396 144.991887),,,,,,
17735225,POINT (-37.7612896 145.0260253),,,,,,
17656431,POINT (-37.75258850000001 145.0030048),,,,,,
17734295,POINT (-37.7602739 145.0165919),,,,,,
17705390,POINT (-37.7636326 145.0091446),,,,,,
17749391,POINT (-37.7542099 144.9907398),,,,,,
17685861,POINT (-37.7650155 145.0190235),,,,,,
17694037,POINT (-37.7544069 145.0090093),,,,,,
17750979,POINT (-37.7533121 145.0092096),,,,,,
16292970,POINT (-37.750928 144.9852468),,,,,,
17740999,POINT (-37.6767844 145.0142752),,,,,,
17707362,POINT (-37.6748586 144.9998528),,,,,,
17736859,POINT (-37.6756197 145.0115773),,,,,,
17652295,POINT (-37.6767109 144.9992915),,,,,,
17721053,POINT (-37.6766856 144.9937896),,,,,,
17749664,POINT (-37.6781767 145.0355359),,,,,,
17729611,POINT (-37.684272 145.010605),,,,,,
17700685,POINT (-37.6734476 144.9983685),,,,,,
17598637,POINT (-37.6739349 144.9864184),,,,,,
12175831,POINT (-37.6734432 144.993139),,,,,,
17604241,POINT (-37.675496 145.0120095),,,,,,
17757368,POINT (-37.6777178 145.0243412),,,,,,
17605129,POINT (-37.6760462 145.031805),,,,,,
17742514,POINT (-37.68426609999999 145.0084308),,,,,,
17728086,POINT (-37.6765474 145.0292582),,,,,,
17747815,POINT (-37.6817721 145.0387328),,,,,,
15342514,POINT (-37.6796543 144.9890549),,,,,,
17756463,POINT (-38.304749 146.2239873),,,,,,
13243113,POINT (-36.253557 144.944557),,,,,,
17747608,POINT (-38.0375239 145.7550749),,,,,,
17731164,POINT (-37.6331479 144.6487096),,,,,,
17728740,POINT (-38.6659422 146.3279485),,,,,,
17755484,POINT (-37.8405588 145.0060709),,,,,,
17737917,POINT (-37.8413915 145.0047363),,,,,,
17748820,POINT (-37.8327499 145.0064661),,,,,,
17689841,POINT (-37.8475003 145.0041488),,,,,,
17675884,POINT (-37.8427368 145.0059009),,,,,,
17710988,POINT (-37.8372368 145.0147749),,,,,,
17755859,POINT (-37.8354262 145.0131757),,,,,,
17750450,POINT (-37.8392804 145.0139478),,,,,,
17701823,POINT (-37.8406218 145.0065479),,,,,,
17699181,POINT (-37.8426885 145.0210591),,,,,,
17618161,POINT (-37.8408553 145.0049189),,,,,,
17752020,POINT (-37.846474 145.0130852),,,,,,
17752588,POINT (-37.8497699 145.0173207),,,,,,
17702552,POINT (-37.8464472 145.0041073),,,,,,
17690660,POINT (-37.8420589 145.0104238),,,,,,
17749379,POINT (-38.30950060000001 144.32116),,,,,,
17746607,POINT (-38.3144337 144.3230301),,,,,,
17742313,POINT (-38.3371417 144.3125357),,,,,,
17573013,POINT (-38.3265203 144.3200317),,,,,,
17680096,POINT (-38.3087187 144.3302783),,,,,,
17696004,POINT (-38.3216064 144.3100889),,,,,,
17752922,POINT (-38.3077852 144.3292547),,,,,,
17746636,POINT (-38.3392521 144.3235179),,,,,,
17734114,POINT (-38.30968319999999 144.3422597),,,,,,
15736141,POINT (-38.3094499 144.3302046),,,,,,
17403782,POINT (-38.3087187 144.3302783),,,,,,
17569079,POINT (-38.331837 144.321823),,,,,,
17503175,POINT (-38.3233082 144.3301596),,,,,,
17734126,POINT (-38.30968319999999 144.3422597),,,,,,
17408287,POINT (-38.30910739999999 144.3488767),,,,,,
17739543,POINT (-38.3229437 144.3075348),,,,,,
17731818,POINT (-38.37709 144.8425583),,,,,,
16440316,POINT (-38.383948 144.847787),,,,,,
16499485,POINT (-38.3795951 144.8462321),,,,,,
17751686,POINT (-38.3712036 144.8480491),,,,,,
17650012,POINT (-38.2136346 145.3857776),,,,,,
9924147,POINT (-38.2066368 146.1548561),,,,,,
17744106,POINT (-38.1795021 146.5494345),,,,,,
17727212,POINT (-38.1965011 146.5255214),,,,,,
17738455,POINT (-38.1960833 146.5060031),,,,,,
17521195,POINT (-38.1766894 146.5610064),,,,,,
17747033,POINT (-38.1816659 146.5578666),,,,,,
11450818,POINT (-38.2022882 146.5498844),,,,,,
12816549,POINT (-38.187228 146.5319979),,,,,,
11824522,POINT (-38.2027604 146.549932),,,,,,
17749920,POINT (-38.2009707 146.523753),,,,,,
17473218,POINT (-38.1926307 146.5330299),,,,,,
17751796,POINT (-38.1995329 146.5293259),,,,,,
17722108,POINT (-38.2036312 146.5252177),,,,,,
17739550,POINT (-38.2041884 146.5301962),,,,,,
17736079,POINT (-38.19186699999999 146.5108318),,,,,,
17730545,POINT (-38.1987615 146.5505829),,,,,,
17630089,POINT (-38.1776533 146.5515793),,,,,,
17728545,POINT (-38.2061476 146.527776),,,,,,
17724256,POINT (-38.1781527 146.5164373),,,,,,
17745162,POINT (-38.2023878 146.52569),,,,,,
17680156,POINT (-38.1892566 146.5139929),,,,,,
17735266,POINT (-38.192186 146.516527),,,,,,
15190335,POINT (-38.2070369 146.5593729),,,,,,
17036966,POINT (-38.1891054 146.5283452),,,,,,
17753424,POINT (-38.1824894 146.5550468),,,,,,
17609735,POINT (-38.184803 146.5068688),,,,,,
