property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
16544173,POINT (-37.8240969 144.9636781),,,,,,
17670232,POINT (-37.8217709 144.9643599),,,,,,
17724493,POINT (-37.8213341 144.9646982),,,,,,
17726151,POINT (-37.8240969 144.9636781),,,,,,
17669738,POINT (-37.8238382 144.964246),,,,,,
17705964,POINT (-37.8239211 144.9620372),,,,,,
17608824,POINT (-37.8216263 144.9623736),,,,,,
17342231,POINT (-37.8278616 144.9593727),,,,,,
17691664,POINT (-37.8216263 144.9623736),,,,,,
17707252,POINT (-37.82793150000001 144.9667709),,,,,,
17730175,POINT (-37.8257343 144.9596645),,,,,,
17233847,POINT (-37.82793150000001 144.9667709),,,,,,
17692858,POINT (-37.8249338 144.9620243),,,,,,
17702485,POINT (-37.82498510000001 144.9615874),,,,,,
17753911,POINT (-37.8256427 144.9622295),,,,,,
17691524,POINT (-37.8216263 144.9623736),,,,,,
17732576,POINT (-37.8279142 144.9572495),,,,,,
17702486,POINT (-37.8242191 144.9635646),,,,,,
17757251,POINT (-37.8307587 144.9675355),,,,,,
17745845,POINT (-37.8266875 144.9558475),,,,,,
17487818,POINT (-37.8259372 144.9596136),,,,,,
17311983,POINT (-37.8231578 144.9639532),,,,,,
16054478,POINT (-37.826641 144.9596778),,,,,,
17471867,POINT (-37.82621900000001 144.867558),,,,,,
17725855,POINT (-37.8274227 144.8676792),,,,,,
16782629,POINT (-37.8309815 144.8709041),,,,,,
17120926,POINT (-37.8269035 144.8684497),,,,,,
17750448,POINT (-37.8264704 144.8759961),,,,,,
17655695,POINT (-37.8277323 144.8733685),,,,,,
16920597,POINT (-37.8313107 144.8828487),,,,,,
17756301,POINT (-37.8247622 144.8697414),,,,,,
17738412,POINT (-37.830448 144.8786661),,,,,,
17747045,POINT (-37.8247622 144.8697414),,,,,,
17690213,POINT (-37.8313107 144.8828487),,,,,,
17249371,POINT (-37.8308309 144.8789753),,,,,,
17037124,POINT (-36.7937757 144.2871317),,,,,,
17675758,POINT (-37.3149448 144.81098),,,,,,
17728257,POINT (-38.4257257 144.840316),,,,,,
17757895,POINT (-38.1828314 144.3859543),,,,,,
17620225,POINT (-38.1823438 144.3975694),,,,,,
17721778,POINT (-38.1813358 144.384691),,,,,,
17746582,POINT (-38.1842265 144.3882908),,,,,,
17711206,POINT (-37.9412396 145.1526751),,,,,,
17736098,POINT (-37.9389508 145.1665323),,,,,,
17752962,POINT (-37.9415234 145.162313),,,,,,
17735509,POINT (-37.9357101 145.1526531),,,,,,
16431697,POINT (-37.954132 145.157101),,,,,,
17732875,POINT (-37.9399635 145.1508495),,,,,,
17748709,POINT (-37.9410606 145.1613508),,,,,,
17698988,POINT (-37.9483568 145.1539958),,,,,,
17743754,POINT (-37.9475443 145.1588581),,,,,,
17718077,POINT (-37.96159859999999 145.1624595),,,,,,
17303994,POINT (-37.9575481 145.1551394),,,,,,
17741332,POINT (-37.937098 145.1474964),,,,,,
17719982,POINT (-37.9613879 145.1506843),,,,,,
17728810,POINT (-37.9402729 145.147982),,,,,,
17742682,POINT (-37.9622787 145.1572044),,,,,,
17703776,POINT (-37.9352974 145.1615483),,,,,,
17758502,POINT (-37.9599571 145.1467845),,,,,,
17719877,POINT (-37.735558 144.7846844),,,,,,
17736085,POINT (-37.729903 144.8133132),,,,,,
17745811,POINT (-37.7544456 144.8225293),,,,,,
15738931,POINT (-37.749669 144.8113665),,,,,,
15649206,POINT (-37.7420555 144.8118821),,,,,,
17126521,POINT (-37.7428022 144.7891673),,,,,,
17701729,POINT (-37.7338726 144.8111707),,,,,,
17758392,POINT (-37.73683219999999 144.8041953),,,,,,
17671877,POINT (-37.74507200000001 144.7985218),,,,,,
17668266,POINT (-37.7315292 144.8047338),,,,,,
17652873,POINT (-37.7384947 144.8064598),,,,,,
17589391,POINT (-37.7471968 144.8039449),,,,,,
15433961,POINT (-37.7482814 144.8055419),,,,,,
17751058,POINT (-37.7464918 144.8105613),,,,,,
17690869,POINT (-37.7445891 144.8182654),,,,,,
16960483,POINT (-37.7604016 144.8039753),,,,,,
17704689,POINT (-37.7379136 144.8100141),,,,,,
17722133,POINT (-37.7472416 144.8136246),,,,,,
17719503,POINT (-37.7354251 144.8017543),,,,,,
17594849,POINT (-37.74522169999999 144.7950372),,,,,,
17754865,POINT (-37.7342613 144.8134158),,,,,,
17687753,POINT (-37.7296976 144.8078022),,,,,,
15976203,POINT (-37.7601359 144.8016724),,,,,,
17696918,POINT (-37.7482765 144.8272121),,,,,,
17654499,POINT (-37.7393231 144.8010009),,,,,,
17699636,POINT (-37.7308271 144.803318),,,,,,
17719643,POINT (-37.6874825 145.1288204),,,,,,
17727145,POINT (-37.6906304 145.1169818),,,,,,
17758036,POINT (-37.9642547 145.1610673),,,,,,
17713201,POINT (-37.976659 145.158712),,,,,,
16804841,POINT (-37.9617917 145.137077),,,,,,
17624723,POINT (-37.9813944 145.1511945),,,,,,
17735389,POINT (-37.9703071 145.1586358),,,,,,
17748906,POINT (-37.862382 145.0036888),,,,,,
17721585,POINT (-37.8733332 144.9984928),,,,,,
17682142,POINT (-37.8608641 145.0082207),,,,,,
17741052,POINT (-37.8613852 145.0062322),,,,,,
17650445,POINT (-37.8748753 144.9971196),,,,,,
17745467,POINT (-37.8611778 144.9980494),,,,,,
17737667,POINT (-37.8711747 145.0058837),,,,,,
16381724,POINT (-37.872443 144.9990319),,,,,,
17739808,POINT (-37.86707579999999 144.9948939),,,,,,
17662909,POINT (-37.8626624 145.0098821),,,,,,
15241732,POINT (-37.8636852 145.0003003),,,,,,
17740454,POINT (-37.8656073 145.0063526),,,,,,
17684022,POINT (-37.86679 145.0071535),,,,,,
17722224,POINT (-37.8611778 144.9980494),,,,,,
17734968,POINT (-37.8709807 144.9989322),,,,,,
17278527,POINT (-37.8633895 145.0084009),,,,,,
17724637,POINT (-37.8663099 145.0055638),,,,,,
17709572,POINT (-37.8601 145.0041035),,,,,,
17733424,POINT (-37.8634844 145.0091834),,,,,,
16910412,POINT (-37.8664045 145.0009714),,,,,,
17727223,POINT (-37.8616436 145.0081038),,,,,,
17579963,POINT (-37.86231069999999 145.0063961),,,,,,
17756385,POINT (-37.8652257 145.0013615),,,,,,
17747833,POINT (-37.8604808 145.0092485),,,,,,
16314708,POINT (-37.8649256 144.9960101),,,,,,
17254016,POINT (-37.86482220000001 144.9955349),,,,,,
17738467,POINT (-37.8620799 145.009015),,,,,,
17687267,POINT (-38.178077 144.7077352),,,,,,
17701620,POINT (-38.1705018 144.7159918),,,,,,
17738397,POINT (-38.1675016 144.7108329),,,,,,
17479268,POINT (-38.169217 144.7132743),,,,,,
17736907,POINT (-37.866204 144.9757919),,,,,,
17615623,POINT (-37.8648288 144.9781369),,,,,,
17614063,POINT (-37.8610748 144.9825249),,,,,,
17595879,POINT (-37.8663189 144.9909408),,,,,,
17744553,POINT (-37.8641336 144.9811692),,,,,,
17754761,POINT (-37.8589053 144.9833327),,,,,,
15312945,POINT (-37.8691577 144.98568),,,,,,
