property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
17371070,POINT (142.5009513 -38.3839531),,,,,,
17398212,POINT (142.4699461 -38.3674627),,,,,,
15697442,POINT (142.5013479 -38.3618239),,,,,,
17386317,POINT (142.4766286 -38.3804905),,,,,,
17404650,POINT (142.5045179 -38.3848932),,,,,,
16805209,POINT (142.4718699 -38.3638543),,,,,,
17402709,POINT (142.4591994 -38.3612759),,,,,,
17403291,POINT (142.4958613 -38.3840814),,,,,,
17360318,POINT (142.3860223 -36.2507474),,,,,,
17361918,POINT (142.393765 -36.2615246),,,,,,
17356348,POINT (142.0323349 -36.4608192),,,,,,
17351455,POINT (141.6577544 -36.3369813),,,,,,
17355131,POINT (141.6577544 -36.3369813),,,,,,
17287792,POINT (145.0853317 -38.0012561),,,,,,
17276760,POINT (145.0911364 -38.0085715),,,,,,
16096229,POINT (145.0890913 -38.0079441),,,,,,
17265624,POINT (145.1037976 -38.0007629),,,,,,
16673135,POINT (145.085996 -38.0082116),,,,,,
16079709,POINT (145.0837486 -38.0043415),,,,,,
17314427,POINT (145.1024807 -37.9459383),,,,,,
17323625,POINT (145.080693 -37.9583952),,,,,,
17348896,POINT (145.1192783 -37.9858884),,,,,,
17340269,POINT (145.0757669 -37.9787841),,,,,,
15897680,POINT (145.062973 -37.9770451),,,,,,
17333191,POINT (145.0586806 -37.9746621),,,,,,
17354024,POINT (145.0810256 -37.9771122),,,,,,
17253473,POINT (145.2737164 -37.9669757),,,,,,
17407113,POINT (145.2498983 -37.9727545),,,,,,
17402880,POINT (145.2654466 -37.9804475),,,,,,
17278929,POINT (145.2520668 -37.9845401),,,,,,
17348225,POINT (145.273505 -37.9847071),,,,,,
17335939,POINT (145.247044 -37.972623),,,,,,
17387382,POINT (145.2523316 -37.9717834),,,,,,
17307186,POINT (145.2544469 -37.9870584),,,,,,
16005022,POINT (145.2611633 -37.9747907),,,,,,
17405290,POINT (145.2667635 -37.9767703),,,,,,
17387035,POINT (144.9078366 -37.7441271),,,,,,
17390947,POINT (144.9087409 -37.7508395),,,,,,
16748002,POINT (144.9193313 -37.7476791),,,,,,
17392067,POINT (144.9211504 -37.7551484),,,,,,
17383653,POINT (144.9179185 -37.7491455),,,,,,
17386172,POINT (144.8937523 -37.7543806),,,,,,
17332278,POINT (144.8917074 -37.7537245),,,,,,
17394095,POINT (145.2226857 -37.9709739),,,,,,
