property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
17003155,POINT (145.152615 -37.6673728),,,,,,
17440666,POINT (145.1629763 -37.6711866),,,,,,
17574955,POINT (145.1549484 -37.6758417),,,,,,
17579511,POINT (145.152669 -37.7108979),,,,,,
17665258,POINT (145.1631754 -37.7007345),,,,,,
17579638,POINT (145.1248164 -37.7075601),,,,,,
17585516,POINT (145.1940361 -37.638753),,,,,,
17587015,POINT (145.1349293 -37.6375473),,,,,,
17646372,POINT (146.4219324 -36.647506),,,,,,
17619601,POINT (144.934619 -37.8222833),,,,,,
17624597,POINT (144.934619 -37.8222833),,,,,,
17188252,POINT (144.948291 -37.818898),,,,,,
17625502,POINT (144.9471193 -37.8182734),,,,,,
17356966,POINT (144.9461767 -37.8148966),,,,,,
17616446,POINT (144.9475661 -37.8248927),,,,,,
17218259,POINT (144.948291 -37.818898),,,,,,
17523590,POINT (146.1673864 -38.4021648),,,,,,
17601552,POINT (145.1663972 -37.7684769),,,,,,
17616343,POINT (145.1562883 -37.7994069),,,,,,
17557592,POINT (145.1643717 -37.7813147),,,,,,
17661580,POINT (145.1580895 -37.7878305),,,,,,
17608869,POINT (145.1589554 -37.7882764),,,,,,
17604437,POINT (145.1551006 -37.7820562),,,,,,
17612029,POINT (145.1424551 -37.7938779),,,,,,
17569413,POINT (145.1482431 -37.7988935),,,,,,
17652878,POINT (145.1803048 -37.7682738),,,,,,
17591439,POINT (145.1648197 -37.7952791),,,,,,
17580753,POINT (145.1656548 -37.7940546),,,,,,
17611036,POINT (145.1636745 -37.7889182),,,,,,
17616151,POINT (145.1632962 -37.7850554),,,,,,
17406103,POINT (143.6143693 -37.2379314),,,,,,
17631579,POINT (143.7889101 -37.2977914),,,,,,
17627452,POINT (146.4105719 -36.7661143),,,,,,
17619611,POINT (145.0926033 -37.9947526),,,,,,
17631551,POINT (145.0926033 -37.9947526),,,,,,
16461161,POINT (144.9867531 -37.8759518),,,,,,
17678020,POINT (144.98698 -37.8712326),,,,,,
17675598,POINT (144.9896971 -37.8828603),,,,,,
17648608,POINT (144.9815881 -37.8787436),,,,,,
17666940,POINT (144.9866577 -37.8884854),,,,,,
17662069,POINT (144.9892423 -37.8734451),,,,,,
17673232,POINT (144.9815894 -37.8797007),,,,,,
17652742,POINT (144.9879656 -37.8863478),,,,,,
17678445,POINT (144.984895 -37.8807614),,,,,,
17676716,POINT (144.9847236 -37.8751599),,,,,,
