property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
16994186,POINT (144.2197743 -37.0710841),,,,,,
17012792,POINT (144.2210343 -37.0520966),,,,,,
17064735,POINT (144.2094469 -37.0723938),,,,,,
16984806,POINT (144.2376531 -37.0711251),,,,,,
17049413,POINT (144.2366491 -37.0701622),,,,,,
17054064,POINT (144.201376 -37.090766),,,,,,
16966871,POINT (144.1916739 -37.069486),,,,,,
12654575,POINT (145.0479756 -37.8803777),,,,,,
17117491,POINT (145.0453176 -37.880196),,,,,,
15747027,POINT (145.0139137 -37.8610185),,,,,,
17129132,POINT (145.0310609 -37.8880533),,,,,,
17127170,POINT (145.0280324 -37.9001596),,,,,,
17127983,POINT (145.0433778 -37.8886792),,,,,,
14622431,POINT (144.6949462 -37.5700433),,,,,,
17073584,POINT (144.699296 -37.5931188),,,,,,
14758426,POINT (144.9712589 -37.4149073),,,,,,
14790132,POINT (144.9553529 -37.4741625),,,,,,
15952669,POINT (144.6730133 -37.4566113),,,,,,
17056274,POINT (144.9128844 -37.5304652),,,,,,
17062599,POINT (145.000121 -37.5321777),,,,,,
17008763,POINT (145.653251 -35.9274853),,,,,,
12238502,POINT (145.6584165 -35.9206646),,,,,,
16985893,POINT (145.654501 -35.914098),,,,,,
9802221,POINT (145.6583212 -35.9125205),,,,,,
17019544,POINT (145.5647874 -35.8121658),,,,,,
16988136,POINT (145.6937705 -35.9006328),,,,,,
17052922,POINT (144.9562573 -37.7217922),,,,,,
14244868,POINT (144.9787796 -37.7293475),,,,,,
17017926,POINT (144.9847988 -37.7224175),,,,,,
14038623,POINT (144.967452 -37.726946),,,,,,
17051481,POINT (144.9610172 -37.7229389),,,,,,
17058042,POINT (144.9212427 -37.7113505),,,,,,
17037417,POINT (144.9238377 -37.6994293),,,,,,
17070795,POINT (144.9155515 -37.6988388),,,,,,
17108423,POINT (145.0274469 -37.7083423),,,,,,
17112146,POINT (145.025211 -37.7285041),,,,,,
17061729,POINT (145.0054204 -37.7299084),,,,,,
17112803,POINT (145.011953 -37.6950099),,,,,,
16994597,POINT (145.0324725 -37.7278608),,,,,,
17106669,POINT (145.02946 -37.7020288),,,,,,
16411737,POINT (145.0213753 -37.6976958),,,,,,
17064190,POINT (144.967981 -37.7401263),,,,,,
15358705,POINT (144.9918616 -37.8120587),,,,,,
17113521,POINT (145.0050444 -37.8117048),,,,,,
11435684,POINT (144.9990672 -37.8199808),,,,,,
15799274,POINT (144.9938462 -37.8212542),,,,,,
17116835,POINT (145.0083029 -37.8172846),,,,,,
17110441,POINT (144.9919211 -37.8191245),,,,,,
17123420,POINT (153.0518501 -28.8692882),,,,,,
15984347,POINT (144.995626 -37.8198466),,,,,,
17108652,POINT (144.9992803 -37.8170589),,,,,,
17109000,POINT (144.9943319 -37.8185894),,,,,,
17121089,POINT (145.0027627 -37.8234222),,,,,,
17106229,POINT (144.9918006 -37.8063896),,,,,,
17107952,POINT (144.9892992 -37.8015942),,,,,,
17111207,POINT (144.9778169 -37.8162917),,,,,,
17108765,POINT (144.9953634 -37.7992599),,,,,,
17111192,POINT (145.0092882 -37.8109392),,,,,,
15975859,POINT (145.243546 -38.131965),,,,,,
17060956,POINT (145.19029 -38.1562764),,,,,,
17059476,POINT (145.2086348 -38.1410988),,,,,,
17036380,POINT (145.1915216 -38.1642682),,,,,,
17057664,POINT (145.1739584 -38.1490692),,,,,,
17048142,POINT (145.2064276 -38.1450436),,,,,,
16716108,POINT (145.2236501 -38.1579667),,,,,,
17059646,POINT (145.2757151 -37.8059298),,,,,,
17060792,POINT (145.2999651 -37.7954478),,,,,,
13654641,POINT (145.28731 -37.7983183),,,,,,
17061072,POINT (145.2720535 -37.8041907),,,,,,
17055274,POINT (145.2965434 -37.7913761),,,,,,
17058504,POINT (145.292226 -37.7939678),,,,,,
15747448,POINT (145.3010326 -37.7966169),,,,,,
15913472,POINT (145.2348352 -38.001254),,,,,,
