property_id,coordinates,driving_5min,driving_10min,driving_15min,walking_5min,walking_10min,walking_15min
17750574,POINT (-38.2062365 144.3373563),,,,,,
17739985,POINT (-38.2058463 144.3316518),,,,,,
17739886,POINT (-38.2057881 144.3309722),,,,,,
17752562,POINT (-38.2027607 144.3477977),,,,,,
17690555,POINT (-37.7657585 145.4896371),,,,,,
16975204,POINT (-38.0032151 145.2620497),,,,,,
17721481,POINT (-38.0187137 145.2833278),,,,,,
17730024,POINT (-38.0063441 145.273282),,,,,,
17739232,POINT (-37.1576348 142.5286878),,,,,,
17636404,POINT (-37.9434323 145.0340838),,,,,,
17725952,POINT (-37.9422601 145.029078),,,,,,
17711282,POINT (-37.9388452 145.0302093),,,,,,
17755065,POINT (-37.9343781 145.0288148),,,,,,
17725551,POINT (-37.9351067 145.0270498),,,,,,
17746794,POINT (-37.9430682 145.035856),,,,,,
17686062,POINT (-37.9382086 145.0266446),,,,,,
14650360,POINT (-37.9341066 145.0040348),,,,,,
17739223,POINT (-37.9408582 145.0051845),,,,,,
17725765,POINT (-37.9444578 145.0044455),,,,,,
17658819,POINT (-37.935556 145.0220371),,,,,,
17729422,POINT (-37.9317568 145.0033299),,,,,,
17740807,POINT (-37.9415537 145.0036693),,,,,,
17722855,POINT (-37.9340055 145.0025301),,,,,,
16192502,POINT (-37.9339276 145.017667),,,,,,
17745264,POINT (-37.93864500000001 145.0188253),,,,,,
17736239,POINT (-37.9327216 145.0201648),,,,,,
17749384,POINT (-38.1196539 144.3264562),,,,,,
17644827,POINT (-38.1270758 144.3248291),,,,,,
17741550,POINT (-38.12740960000001 144.3374171),,,,,,
17756194,POINT (-38.1229039 144.3228651),,,,,,
17741032,POINT (-37.7282026 142.0287622),,,,,,
17749190,POINT (-37.7395979 142.029249),,,,,,
17716303,POINT (-37.7390442 142.0209483),,,,,,
17529254,POINT (-37.7591278 142.0424257),,,,,,
17752557,POINT (-37.7105356 144.9501406),,,,,,
