bedrooms,property_id,year,coordinates,source,quarter,bathrooms,rental_price,suburb,longitude,car_spaces,latitude,property_type
4,17408794.0,2025,POINT (145.157745 -37.93328),wayback,1,1,500.0,springvale,145.157745,1,-37.93328,Apartment / Unit / Flat
1,17391753.0,2024,POINT (144.826132 -37.742694),wayback,4,1,350.0,st albans-deer park,144.826132,1,-37.742694,Apartment / Unit / Flat
2,12903332.0,2022,POINT (144.815967 -37.74636),wayback,3,1,290.0,st albans-deer park,144.815967,1,-37.74636,Apartment / Unit / Flat
2,17332602.0,2024,POINT (144.810927 -37.758506),wayback,4,1,370.0,st albans-deer park,144.810927,1,-37.758506,Apartment / Unit / Flat
2,15940672.0,2022,POINT (144.798771 -37.740472),wayback,2,1,310.0,st albans-deer park,144.798771,1,-37.740472,Apartment / Unit / Flat
2,16012841.0,2022,POINT (144.768258 -37.776149),wayback,3,1,345.0,st albans-deer park,144.768258,1,-37.776149,Apartment / Unit / Flat
2,16040628.0,2022,POINT (144.781335 -37.739377),wayback,3,1,290.0,st albans-deer park,144.781335,1,-37.739377,Apartment / Unit / Flat
2,17381356.0,2024,POINT (144.802812 -37.747739),wayback,4,1,360.0,st albans-deer park,144.802812,1,-37.747739,Apartment / Unit / Flat
3,16031254.0,2022,POINT (144.763339 -37.753958),wayback,3,2,390.0,st albans-deer park,144.763339,1,-37.753958,Apartment / Unit / Flat
3,17348539.0,2024,POINT (144.770696 -37.761414),wayback,4,1,420.0,st albans-deer park,144.770696,1,-37.761414,Apartment / Unit / Flat
3,15952416.0,2022,POINT (144.81212 -37.738769),wayback,2,1,300.0,st albans-deer park,144.81212,1,-37.738769,Apartment / Unit / Flat
4,17390856.0,2024,POINT (144.763224 -37.766684),wayback,4,2,550.0,st albans-deer park,144.763224,1,-37.766684,Apartment / Unit / Flat
1,15482020.0,2024,POINT (144.99601 -37.864905),wayback,4,1,470.0,st kilda east,144.99601,1,-37.864905,Apartment / Unit / Flat
1,17406837.0,2024,POINT (144.99506 -37.865583),wayback,4,1,390.0,st kilda east,144.99506,1,-37.865583,Apartment / Unit / Flat
1,17271093.0,2024,POINT (144.994005 -37.864655),wayback,4,1,420.0,st kilda east,144.994005,1,-37.864655,Apartment / Unit / Flat
1,17404967.0,2024,POINT (145.003142 -37.865603),wayback,4,1,450.0,st kilda east,145.003142,1,-37.865603,Apartment / Unit / Flat
1,10151366.0,2024,POINT (144.998274 -37.864007),wayback,4,1,395.0,st kilda east,144.998274,1,-37.864007,Apartment / Unit / Flat
2,17267085.0,2024,POINT (145.004276 -37.864629),wayback,4,1,600.0,st kilda east,145.004276,1,-37.864629,Apartment / Unit / Flat
2,16770195.0,2023,POINT (144.998829 -37.862808),wayback,4,1,625.0,st kilda east,144.998829,1,-37.862808,Apartment / Unit / Flat
2,17288360.0,2024,POINT (145.008123 -37.860272),wayback,4,1,570.0,st kilda east,145.008123,1,-37.860272,Apartment / Unit / Flat
2,16762049.0,2023,POINT (144.996357 -37.86301),wayback,4,1,550.0,st kilda east,144.996357,1,-37.86301,Apartment / Unit / Flat
2,16770376.0,2023,POINT (145.004248 -37.86419),wayback,4,1,600.0,st kilda east,145.004248,1,-37.86419,Apartment / Unit / Flat
2,17276770.0,2024,POINT (145.000039 -37.866288),wayback,4,1,580.0,st kilda east,145.000039,1,-37.866288,Apartment / Unit / Flat
2,16734544.0,2023,POINT (145.004248 -37.86419),wayback,4,1,470.0,st kilda east,145.004248,1,-37.86419,Apartment / Unit / Flat
2,17405721.0,2024,POINT (145.010186 -37.861081),wayback,4,1,480.0,st kilda east,145.010186,1,-37.861081,Apartment / Unit / Flat
2,17275022.0,2024,POINT (145.004653 -37.864528),wayback,4,2,695.0,st kilda east,145.004653,2,-37.864528,Apartment / Unit / Flat
2,17287268.0,2024,POINT (144.994045 -37.861943),wayback,4,1,480.0,st kilda east,144.994045,1,-37.861943,Apartment / Unit / Flat
3,16775811.0,2023,POINT (145.000042 -37.865055),wayback,4,1,660.0,st kilda east,145.000042,1,-37.865055,Apartment / Unit / Flat
1,15928742.0,2022,POINT (144.968179 -37.857171),wayback,2,1,370.0,st kilda west,144.968179,1,-37.857171,Apartment / Unit / Flat
1,15945563.0,2022,POINT (144.974076 -37.861006),wayback,2,1,370.0,st kilda west,144.974076,1,-37.861006,Apartment / Unit / Flat
1,17412139.0,2025,POINT (144.969156 -37.856388),wayback,1,1,550.0,st kilda west,144.969156,1,-37.856388,Apartment / Unit / Flat
1,15920616.0,2022,POINT (144.97133 -37.857626),wayback,2,1,370.0,st kilda west,144.97133,1,-37.857626,Apartment / Unit / Flat
1,15928743.0,2022,POINT (144.968179 -37.857171),wayback,2,1,370.0,st kilda west,144.968179,1,-37.857171,Apartment / Unit / Flat
2,15928639.0,2022,POINT (144.973524 -37.85668),wayback,2,1,495.0,st kilda west,144.973524,1,-37.85668,Apartment / Unit / Flat
2,17357589.0,2025,POINT (144.973542 -37.859744),wayback,1,1,550.0,st kilda west,144.973542,1,-37.859744,Apartment / Unit / Flat
2,15937606.0,2022,POINT (144.970828 -37.856354),wayback,2,1,460.0,st kilda west,144.970828,1,-37.856354,Apartment / Unit / Flat
2,15952063.0,2022,POINT (144.968921 -37.856655),wayback,2,1,400.0,st kilda west,144.968921,1,-37.856655,Apartment / Unit / Flat
2,15945140.0,2022,POINT (144.970817 -37.858814),wayback,2,2,470.0,st kilda west,144.970817,1,-37.858814,Apartment / Unit / Flat
2,15900280.0,2022,POINT (144.968921 -37.856655),wayback,2,1,400.0,st kilda west,144.968921,1,-37.856655,Apartment / Unit / Flat
3,15941905.0,2022,POINT (144.968527 -37.857351),wayback,2,2,1000.0,st kilda west,144.968527,1,-37.857351,Apartment / Unit / Flat
1,17010486.0,2024,POINT (144.981098 -37.868927),wayback,2,1,390.0,st kilda,144.981098,1,-37.868927,Apartment / Unit / Flat
1,17494880.0,2025,POINT (144.988658 -37.859918),wayback,1,1,475.0,st kilda,144.988658,1,-37.859918,Apartment / Unit / Flat
1,17575096.0,2025,POINT (144.980129 -37.859743),wayback,2,1,580.0,st kilda,144.980129,1,-37.859743,Apartment / Unit / Flat
1,17434933.0,2025,POINT (144.991161 -37.862651),wayback,1,1,510.0,st kilda,144.991161,1,-37.862651,Apartment / Unit / Flat
1,17018118.0,2024,POINT (144.983327 -37.858919),wayback,2,1,550.0,st kilda,144.983327,1,-37.858919,Apartment / Unit / Flat
1,16329537.0,2024,POINT (144.97793 -37.866987),wayback,2,1,380.0,st kilda,144.97793,1,-37.866987,Apartment / Unit / Flat
1,17616184.0,2025,POINT (144.986972 -37.858695),wayback,2,1,450.0,st kilda,144.986972,1,-37.858695,Apartment / Unit / Flat
1,17615612.0,2025,POINT (144.975699 -37.863179),wayback,2,1,495.0,st kilda,144.975699,1,-37.863179,Apartment / Unit / Flat
1,15789592.0,2025,POINT (144.986998 -37.857058),wayback,1,1,500.0,st kilda,144.986998,1,-37.857058,Apartment / Unit / Flat
1,17573513.0,2025,POINT (144.980425 -37.867301),wayback,2,1,450.0,st kilda,144.980425,1,-37.867301,Apartment / Unit / Flat
1,17011756.0,2024,POINT (144.979755 -37.867421),wayback,2,1,450.0,st kilda,144.979755,1,-37.867421,Apartment / Unit / Flat
1,17010535.0,2024,POINT (144.988239 -37.864772),wayback,2,1,390.0,st kilda,144.988239,1,-37.864772,Apartment / Unit / Flat
1,17617596.0,2025,POINT (144.984584 -37.868058),wayback,2,1,380.0,st kilda,144.984584,1,-37.868058,Apartment / Unit / Flat
1,17619060.0,2025,POINT (144.983327 -37.858919),wayback,2,1,545.0,st kilda,144.983327,1,-37.858919,Apartment / Unit / Flat
2,17017993.0,2024,POINT (144.985237 -37.859231),wayback,2,1,750.0,st kilda,144.985237,1,-37.859231,Apartment / Unit / Flat
2,17617943.0,2025,POINT (144.976215 -37.865089),wayback,2,1,580.0,st kilda,144.976215,1,-37.865089,Apartment / Unit / Flat
2,17493828.0,2025,POINT (144.988672 -37.863888),wayback,1,1,525.0,st kilda,144.988672,1,-37.863888,Apartment / Unit / Flat
2,17569965.0,2025,POINT (144.988157 -37.859919),wayback,2,1,815.0,st kilda,144.988157,1,-37.859919,Apartment / Unit / Flat
2,16887895.0,2025,POINT (144.98321 -37.862443),wayback,1,1,520.0,st kilda,144.98321,1,-37.862443,Apartment / Unit / Flat
2,17496370.0,2025,POINT (144.978343 -37.860413),wayback,1,1,480.0,st kilda,144.978343,1,-37.860413,Apartment / Unit / Flat
2,17011605.0,2024,POINT (144.979512 -37.867169),wayback,2,2,895.0,st kilda,144.979512,1,-37.867169,Apartment / Unit / Flat
2,17502730.0,2025,POINT (144.985699 -37.858528),wayback,1,1,675.0,st kilda,144.985699,1,-37.858528,Apartment / Unit / Flat
2,17436568.0,2025,POINT (144.986502 -37.86094),wayback,1,1,590.0,st kilda,144.986502,1,-37.86094,Apartment / Unit / Flat
2,17013941.0,2024,POINT (144.982409 -37.866257),wayback,2,1,680.0,st kilda,144.982409,1,-37.866257,Apartment / Unit / Flat
2,17013841.0,2024,POINT (144.984387 -37.864275),wayback,2,1,695.0,st kilda,144.984387,1,-37.864275,Apartment / Unit / Flat
2,17500968.0,2025,POINT (144.979735 -37.858684),wayback,1,1,750.0,st kilda,144.979735,1,-37.858684,Apartment / Unit / Flat
2,17576230.0,2025,POINT (144.983136 -37.864407),wayback,2,1,595.0,st kilda,144.983136,1,-37.864407,Apartment / Unit / Flat
2,17417486.0,2025,POINT (144.981038 -37.863263),wayback,1,1,370.0,st kilda,144.981038,1,-37.863263,Apartment / Unit / Flat
2,17018029.0,2024,POINT (144.991552 -37.86291),wayback,2,1,600.0,st kilda,144.991552,1,-37.86291,Apartment / Unit / Flat
2,17016891.0,2024,POINT (144.983327 -37.858919),wayback,2,2,850.0,st kilda,144.983327,1,-37.858919,Apartment / Unit / Flat
2,16994879.0,2024,POINT (144.982256 -37.862609),wayback,2,1,620.0,st kilda,144.982256,1,-37.862609,Apartment / Unit / Flat
2,17575814.0,2025,POINT (144.980894 -37.8678),wayback,2,1,680.0,st kilda,144.980894,1,-37.8678,Apartment / Unit / Flat
2,17501382.0,2025,POINT (144.983505 -37.869134),wayback,1,1,725.0,st kilda,144.983505,1,-37.869134,Apartment / Unit / Flat
3,17496241.0,2025,POINT (144.976106 -37.871371),wayback,1,2,1000.0,st kilda,144.976106,1,-37.871371,Apartment / Unit / Flat
3,17522856.0,2025,POINT (144.715835 -38.164703),wayback,1,1,470.0,st leonards,144.715835,2,-38.164703,Apartment / Unit / Flat
2,15904991.0,2022,POINT (144.313646 -36.77386),wayback,2,1,330.0,strathdale,144.313646,1,-36.77386,Apartment / Unit / Flat
2,15901919.0,2022,POINT (144.313646 -36.77386),wayback,2,1,270.0,strathdale,144.313646,1,-36.77386,Apartment / Unit / Flat
1,15027551.0,2024,POINT (144.90548 -37.736168),wayback,3,1,450.0,strathmore,144.90548,1,-37.736168,Apartment / Unit / Flat
2,17136460.0,2024,POINT (144.923574 -37.732827),wayback,3,1,500.0,strathmore,144.923574,1,-37.732827,Apartment / Unit / Flat
2,17125811.0,2024,POINT (144.921639 -37.732111),wayback,3,1,525.0,strathmore,144.921639,2,-37.732111,Apartment / Unit / Flat
2,17214684.0,2024,POINT (144.727399 -37.583919),wayback,3,1,450.0,sunbury,144.727399,1,-37.583919,Apartment / Unit / Flat
3,16950812.0,2024,POINT (144.724556 -37.578628),wayback,3,3,620.0,sunbury,144.724556,1,-37.578628,Apartment / Unit / Flat
3,17442902.0,2025,POINT (144.833163 -37.773026),wayback,1,2,600.0,sunshine north,144.833163,2,-37.773026,Apartment / Unit / Flat
1,17302442.0,2025,POINT (144.829751 -37.79023),wayback,1,1,700.0,sunshine,144.829751,1,-37.79023,Apartment / Unit / Flat
1,17661630.0,2025,POINT (144.836836 -37.783376),wayback,2,1,450.0,sunshine,144.836836,1,-37.783376,Apartment / Unit / Flat
2,17624152.0,2025,POINT (144.842674 -37.784412),wayback,2,1,380.0,sunshine,144.842674,1,-37.784412,Apartment / Unit / Flat
2,17425040.0,2025,POINT (144.83296 -37.786532),wayback,1,1,450.0,sunshine,144.83296,1,-37.786532,Apartment / Unit / Flat
2,17409896.0,2025,POINT (144.83278 -37.779749),wayback,1,1,480.0,sunshine,144.83278,1,-37.779749,Apartment / Unit / Flat
2,17597571.0,2025,POINT (144.83278 -37.779749),wayback,2,1,500.0,sunshine,144.83278,1,-37.779749,Apartment / Unit / Flat
2,17638207.0,2025,POINT (144.822875 -37.795468),wayback,2,1,430.0,sunshine,144.822875,1,-37.795468,Apartment / Unit / Flat
2,17622154.0,2025,POINT (144.83278 -37.779749),wayback,2,1,500.0,sunshine,144.83278,1,-37.779749,Apartment / Unit / Flat
2,16906810.0,2025,POINT (143.552439 -35.344155),wayback,2,1,250.0,swan hill,143.552439,1,-35.344155,Apartment / Unit / Flat
1,17131844.0,2024,POINT (144.764008 -37.6999),wayback,3,1,400.0,sydenham,144.764008,1,-37.6999,Apartment / Unit / Flat
2,17129826.0,2024,POINT (144.764752 -37.690658),wayback,3,1,450.0,sydenham,144.764752,1,-37.690658,Apartment / Unit / Flat
3,17148470.0,2024,POINT (144.760502 -37.705568),wayback,3,2,575.0,sydenham,144.760502,1,-37.705568,Apartment / Unit / Flat
3,16688825.0,2024,POINT (144.756767 -37.695751),wayback,3,1,455.0,sydenham,144.756767,1,-37.695751,Apartment / Unit / Flat
2,16886130.0,2024,POINT (147.034341 -36.251569),wayback,1,1,250.0,tangambalanga,147.034341,1,-36.251569,Apartment / Unit / Flat
2,17615687.0,2025,POINT (144.672438 -37.832696),wayback,2,1,450.0,tarneit,144.672438,1,-37.832696,Apartment / Unit / Flat
3,15909852.0,2022,POINT (144.665988 -37.850882),wayback,2,2,370.0,tarneit,144.665988,1,-37.850882,Apartment / Unit / Flat
3,15957836.0,2022,POINT (144.659504 -37.864355),wayback,2,2,340.0,tarneit,144.659504,1,-37.864355,Apartment / Unit / Flat
1,17414888.0,2025,POINT (147.155768 -36.730813),wayback,2,1,350.0,tawonga south,147.155768,1,-36.730813,Apartment / Unit / Flat
2,17489146.0,2025,POINT (147.156552 -36.732238),wayback,2,1,370.0,tawonga south,147.156552,2,-36.732238,Apartment / Unit / Flat
3,17280961.0,2024,POINT (145.112273 -37.764331),wayback,4,1,615.0,templestowe lower,145.112273,1,-37.764331,Apartment / Unit / Flat
3,15931664.0,2022,POINT (145.114543 -37.771914),wayback,2,2,550.0,templestowe lower,145.114543,2,-37.771914,Apartment / Unit / Flat
1,12519403.0,2022,POINT (145.012058 -37.674871),wayback,2,1,300.0,thomastown-lalor,145.012058,1,-37.674871,Apartment / Unit / Flat
1,15934428.0,2022,POINT (145.014285 -37.676743),wayback,2,1,300.0,thomastown-lalor,145.014285,1,-37.676743,Apartment / Unit / Flat
2,17499601.0,2025,POINT (144.989585 -37.676537),wayback,1,1,510.0,thomastown-lalor,144.989585,1,-37.676537,Apartment / Unit / Flat
2,17510003.0,2025,POINT (144.992986 -37.683532),wayback,1,1,480.0,thomastown-lalor,144.992986,2,-37.683532,Apartment / Unit / Flat
2,17519899.0,2025,POINT (145.020731 -37.679959),wayback,1,1,510.0,thomastown-lalor,145.020731,2,-37.679959,Apartment / Unit / Flat
2,15923053.0,2022,POINT (145.011748 -37.675412),wayback,2,1,330.0,thomastown-lalor,145.011748,1,-37.675412,Apartment / Unit / Flat
2,15908140.0,2022,POINT (145.009696 -37.679992),wayback,2,1,300.0,thomastown-lalor,145.009696,1,-37.679992,Apartment / Unit / Flat
2,14546787.0,2025,POINT (145.012925 -37.683229),wayback,1,1,390.0,thomastown-lalor,145.012925,1,-37.683229,Apartment / Unit / Flat
2,9278371.0,2022,POINT (145.015103 -37.680196),wayback,2,1,290.0,thomastown-lalor,145.015103,1,-37.680196,Apartment / Unit / Flat
2,14932089.0,2022,POINT (144.987509 -37.664871),wayback,2,1,330.0,thomastown-lalor,144.987509,1,-37.664871,Apartment / Unit / Flat
2,17538340.0,2025,POINT (144.995562 -37.678027),wayback,1,1,495.0,thomastown-lalor,144.995562,1,-37.678027,Apartment / Unit / Flat
2,17378487.0,2024,POINT (145.041148 -37.675888),wayback,4,1,450.0,thomastown-lalor,145.041148,1,-37.675888,Apartment / Unit / Flat
2,11425995.0,2022,POINT (145.015209 -37.67916),wayback,2,1,315.0,thomastown-lalor,145.015209,1,-37.67916,Apartment / Unit / Flat
2,17124475.0,2024,POINT (145.009555 -37.677635),wayback,2,1,495.0,thomastown-lalor,145.009555,3,-37.677635,Apartment / Unit / Flat
3,17118560.0,2024,POINT (145.024871 -37.676562),wayback,2,1,515.0,thomastown-lalor,145.024871,1,-37.676562,Apartment / Unit / Flat
3,15965665.0,2022,POINT (145.011154 -37.665738),wayback,2,1,400.0,thomastown-lalor,145.011154,1,-37.665738,Apartment / Unit / Flat
1,15470628.0,2022,POINT (144.995445 -37.760794),wayback,2,1,340.0,thornbury,144.995445,1,-37.760794,Apartment / Unit / Flat
1,15852714.0,2022,POINT (145.009402 -37.753464),wayback,2,1,280.0,thornbury,145.009402,1,-37.753464,Apartment / Unit / Flat
1,17539054.0,2025,POINT (145.000113 -37.760242),wayback,1,1,480.0,thornbury,145.000113,1,-37.760242,Apartment / Unit / Flat
1,16192539.0,2024,POINT (144.995321 -37.76105),wayback,4,1,420.0,thornbury,144.995321,1,-37.76105,Apartment / Unit / Flat
1,17629876.0,2025,POINT (145.012201 -37.758542),wayback,2,1,425.0,thornbury,145.012201,1,-37.758542,Apartment / Unit / Flat
1,15875101.0,2022,POINT (145.023303 -37.758901),wayback,2,1,310.0,thornbury,145.023303,1,-37.758901,Apartment / Unit / Flat
1,17389389.0,2024,POINT (145.008498 -37.753388),wayback,4,1,400.0,thornbury,145.008498,1,-37.753388,Apartment / Unit / Flat
1,17661659.0,2025,POINT (144.989288 -37.756621),wayback,2,1,450.0,thornbury,144.989288,1,-37.756621,Apartment / Unit / Flat
1,17390288.0,2024,POINT (145.005457 -37.753047),wayback,4,1,350.0,thornbury,145.005457,1,-37.753047,Apartment / Unit / Flat
1,17536231.0,2025,POINT (144.992015 -37.756929),wayback,1,1,450.0,thornbury,144.992015,1,-37.756929,Apartment / Unit / Flat
2,15874307.0,2022,POINT (144.993534 -37.755385),wayback,2,2,480.0,thornbury,144.993534,1,-37.755385,Apartment / Unit / Flat
2,15864895.0,2022,POINT (145.006738 -37.756053),wayback,2,1,370.0,thornbury,145.006738,1,-37.756053,Apartment / Unit / Flat
2,17381553.0,2024,POINT (145.009126 -37.75631),wayback,4,1,460.0,thornbury,145.009126,1,-37.75631,Apartment / Unit / Flat
2,17544740.0,2025,POINT (145.01764 -37.758832),wayback,1,1,460.0,thornbury,145.01764,1,-37.758832,Apartment / Unit / Flat
2,15862811.0,2022,POINT (145.002608 -37.756425),wayback,2,2,420.0,thornbury,145.002608,1,-37.756425,Apartment / Unit / Flat
2,15886177.0,2022,POINT (144.995138 -37.761921),wayback,2,1,370.0,thornbury,144.995138,1,-37.761921,Apartment / Unit / Flat
2,16703908.0,2024,POINT (142.978761 -38.484895),wayback,3,1,575.0,timboon,142.978761,1,-38.484895,Apartment / Unit / Flat
1,15947621.0,2022,POINT (145.004699 -37.841577),wayback,2,1,350.0,toorak,145.004699,1,-37.841577,Apartment / Unit / Flat
1,17509076.0,2025,POINT (145.00682 -37.833295),wayback,1,1,550.0,toorak,145.00682,1,-37.833295,Apartment / Unit / Flat
1,15960971.0,2022,POINT (145.005341 -37.847257),wayback,2,1,290.0,toorak,145.005341,1,-37.847257,Apartment / Unit / Flat
1,16983883.0,2024,POINT (145.010461 -37.841824),wayback,1,1,500.0,toorak,145.010461,1,-37.841824,Apartment / Unit / Flat
2,17535923.0,2025,POINT (145.018149 -37.847274),wayback,1,1,590.0,toorak,145.018149,1,-37.847274,Apartment / Unit / Flat
2,15942099.0,2022,POINT (145.01104 -37.841162),wayback,2,2,850.0,toorak,145.01104,2,-37.841162,Apartment / Unit / Flat
2,16959599.0,2024,POINT (145.018407 -37.84237),wayback,1,1,570.0,toorak,145.018407,1,-37.84237,Apartment / Unit / Flat
2,17582721.0,2025,POINT (145.014608 -37.838194),wayback,2,1,675.0,toorak,145.014608,1,-37.838194,Apartment / Unit / Flat
2,17535242.0,2025,POINT (145.013682 -37.84136),wayback,1,2,950.0,toorak,145.013682,2,-37.84136,Apartment / Unit / Flat
2,17582847.0,2025,POINT (145.010418 -37.842072),wayback,2,1,375.0,toorak,145.010418,1,-37.842072,Apartment / Unit / Flat
2,17579046.0,2025,POINT (145.009873 -37.8375),wayback,2,1,780.0,toorak,145.009873,1,-37.8375,Apartment / Unit / Flat
2,17539989.0,2025,POINT (145.008503 -37.84863),wayback,2,1,600.0,toorak,145.008503,1,-37.84863,Apartment / Unit / Flat
2,17580626.0,2025,POINT (145.004777 -37.8412),wayback,2,1,675.0,toorak,145.004777,1,-37.8412,Apartment / Unit / Flat
2,15949948.0,2022,POINT (145.013379 -37.841788),wayback,2,2,1400.0,toorak,145.013379,2,-37.841788,Apartment / Unit / Flat
2,16977434.0,2024,POINT (145.0183 -37.841893),wayback,1,2,1000.0,toorak,145.0183,1,-37.841893,Apartment / Unit / Flat
2,15963694.0,2022,POINT (145.004101 -37.84646),wayback,2,1,475.0,toorak,145.004101,1,-37.84646,Apartment / Unit / Flat
2,15948031.0,2022,POINT (145.028072 -37.849784),wayback,2,1,520.0,toorak,145.028072,1,-37.849784,Apartment / Unit / Flat
2,15952138.0,2022,POINT (145.006543 -37.840635),wayback,2,1,425.0,toorak,145.006543,1,-37.840635,Apartment / Unit / Flat
2,17533063.0,2025,POINT (145.01836 -37.84151),wayback,1,2,850.0,toorak,145.01836,2,-37.84151,Apartment / Unit / Flat
3,16971301.0,2024,POINT (145.006543 -37.840635),wayback,1,2,850.0,toorak,145.006543,1,-37.840635,Apartment / Unit / Flat
3,15889878.0,2022,POINT (145.017508 -37.841935),wayback,2,2,1450.0,toorak,145.017508,2,-37.841935,Apartment / Unit / Flat
3,16951164.0,2024,POINT (145.014471 -37.839075),wayback,1,1,700.0,toorak,145.014471,1,-37.839075,Apartment / Unit / Flat
3,17582682.0,2025,POINT (145.007157 -37.833418),wayback,2,1,870.0,toorak,145.007157,1,-37.833418,Apartment / Unit / Flat
2,16280316.0,2024,POINT (144.857475 -38.36833),wayback,1,1,420.0,tootgarook,144.857475,1,-38.36833,Apartment / Unit / Flat
2,15897917.0,2022,POINT (144.321903 -38.331641),wayback,2,1,480.0,torquay,144.321903,1,-38.331641,Apartment / Unit / Flat
1,17622779.0,2025,POINT (146.160339 -38.208019),wayback,2,1,380.0,trafalgar,146.160339,1,-38.208019,Apartment / Unit / Flat
1,17009810.0,2024,POINT (146.160339 -38.208019),wayback,2,1,370.0,trafalgar,146.160339,2,-38.208019,Apartment / Unit / Flat
1,17606983.0,2025,POINT (146.531695 -38.192871),wayback,2,1,300.0,traralgon,146.531695,1,-38.192871,Apartment / Unit / Flat
2,15951253.0,2022,POINT (146.5265 -38.180252),wayback,2,1,360.0,traralgon,146.5265,1,-38.180252,Apartment / Unit / Flat
2,17617298.0,2025,POINT (146.559405 -38.195445),wayback,2,1,360.0,traralgon,146.559405,1,-38.195445,Apartment / Unit / Flat
2,15203565.0,2022,POINT (146.529407 -38.205991),wayback,2,1,290.0,traralgon,146.529407,1,-38.205991,Apartment / Unit / Flat
1,17517956.0,2025,POINT (144.938297 -37.78466),wayback,1,1,460.0,travancore,144.938297,1,-37.78466,Apartment / Unit / Flat
2,16047762.0,2024,POINT (144.935159 -37.782985),wayback,1,2,600.0,travancore,144.935159,1,-37.782985,Apartment / Unit / Flat
2,16801977.0,2024,POINT (144.938297 -37.78466),wayback,1,1,600.0,travancore,144.938297,1,-37.78466,Apartment / Unit / Flat
2,16879496.0,2024,POINT (144.938297 -37.78466),wayback,1,1,550.0,travancore,144.938297,1,-37.78466,Apartment / Unit / Flat
2,16703578.0,2024,POINT (144.938297 -37.78466),wayback,1,1,480.0,travancore,144.938297,1,-37.78466,Apartment / Unit / Flat
2,17462532.0,2025,POINT (144.938297 -37.78466),wayback,1,1,575.0,travancore,144.938297,1,-37.78466,Apartment / Unit / Flat
2,17479258.0,2025,POINT (144.935159 -37.782985),wayback,1,1,600.0,travancore,144.935159,1,-37.782985,Apartment / Unit / Flat
2,17391397.0,2025,POINT (144.938692 -37.78537),wayback,1,1,530.0,travancore,144.938692,1,-37.78537,Apartment / Unit / Flat
2,10165170.0,2025,POINT (144.938297 -37.78466),wayback,1,1,540.0,travancore,144.938297,1,-37.78466,Apartment / Unit / Flat
2,16871435.0,2024,POINT (144.733225 -37.84354),wayback,1,1,400.0,truganina,144.733225,1,-37.84354,Apartment / Unit / Flat
1,17607206.0,2025,POINT (145.145572 -38.284329),wayback,2,1,485.0,tyabb,145.145572,2,-38.284329,Apartment / Unit / Flat
2,17142998.0,2024,POINT (145.188856 -38.258441),wayback,3,1,360.0,tyabb,145.188856,1,-38.258441,Apartment / Unit / Flat
2,15887037.0,2022,POINT (145.187395 -38.259337),wayback,2,1,330.0,tyabb,145.187395,1,-38.259337,Apartment / Unit / Flat
3,17140680.0,2024,POINT (145.186029 -38.257462),wayback,3,1,500.0,tyabb,145.186029,1,-38.257462,Apartment / Unit / Flat
2,17269034.0,2024,POINT (145.190521 -37.853277),wayback,4,1,450.0,vermont south,145.190521,1,-37.853277,Apartment / Unit / Flat
4,17265623.0,2024,POINT (145.187815 -37.855284),wayback,4,2,700.0,vermont south,145.187815,3,-37.855284,Apartment / Unit / Flat
1,15292953.0,2022,POINT (145.13533 -37.849861),wayback,2,1,450.0,vermont-forest hill-burwood east,145.13533,1,-37.849861,Apartment / Unit / Flat
1,17240791.0,2024,POINT (145.135181 -37.851929),wayback,4,1,550.0,vermont-forest hill-burwood east,145.135181,1,-37.851929,Apartment / Unit / Flat
2,15861781.0,2022,POINT (145.13533 -37.849861),wayback,2,1,460.0,vermont-forest hill-burwood east,145.13533,1,-37.849861,Apartment / Unit / Flat
2,15950021.0,2022,POINT (145.13533 -37.849861),wayback,2,2,500.0,vermont-forest hill-burwood east,145.13533,1,-37.849861,Apartment / Unit / Flat
2,17174881.0,2024,POINT (145.13533 -37.849861),wayback,4,2,720.0,vermont-forest hill-burwood east,145.13533,1,-37.849861,Apartment / Unit / Flat
2,16748480.0,2023,POINT (145.167395 -37.834004),wayback,4,1,470.0,vermont-forest hill-burwood east,145.167395,1,-37.834004,Apartment / Unit / Flat
2,17370121.0,2025,POINT (145.174039 -37.833905),wayback,1,1,520.0,vermont-forest hill-burwood east,145.174039,2,-37.833905,Apartment / Unit / Flat
2,16028354.0,2022,POINT (145.195759 -37.836925),wayback,3,1,380.0,vermont-forest hill-burwood east,145.195759,1,-37.836925,Apartment / Unit / Flat
2,15841570.0,2022,POINT (145.167864 -37.834072),wayback,2,2,400.0,vermont-forest hill-burwood east,145.167864,1,-37.834072,Apartment / Unit / Flat
2,15781892.0,2022,POINT (145.178273 -37.835914),wayback,2,1,350.0,vermont-forest hill-burwood east,145.178273,1,-37.835914,Apartment / Unit / Flat
2,17467670.0,2025,POINT (145.180781 -37.836872),wayback,1,1,495.0,vermont-forest hill-burwood east,145.180781,1,-37.836872,Apartment / Unit / Flat
3,17275004.0,2024,POINT (145.212262 -37.835782),wayback,4,2,725.0,vermont-forest hill-burwood east,145.212262,2,-37.835782,Apartment / Unit / Flat
3,17280890.0,2024,POINT (145.175 -37.84464),wayback,4,2,625.0,vermont-forest hill-burwood east,145.175,4,-37.84464,Apartment / Unit / Flat
3,17441558.0,2025,POINT (145.172929 -37.838882),wayback,1,1,565.0,vermont-forest hill-burwood east,145.172929,2,-37.838882,Apartment / Unit / Flat
