property_id,url,rental_price,bedrooms,bathrooms,car_spaces,property_type,land_area,property_features,suburb,postcode,scraped_date,period,address,coordinates
16767655,/4511-33-rose-lane-melbourne-vic-3000-16767655,$750 Per Week,2.0,2.0,1.0,Apartment / Unit / Flat,,"2, ,2, ,1,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"33 Rose Lane, Melbourne, VIC 3000",POINT (144.9538211 -37.8151054)
16719394,/425-181-exhibition-street-melbourne-vic-3000-16719394,$600pw,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"181 Exhibition Street, Melbourne, VIC 3000",POINT (144.968708 -37.8076807)
16760539,/901-225-elizabeth-street-melbourne-vic-3000-16760539,$480 pw,1.0,1.0,1.0,Apartment / Unit / Flat,,"1, ,1, ,1,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"225 Elizabeth Street, Melbourne, VIC 3000",POINT (144.9844562 -37.7255336)
16760630,/321-585-la-trobe-st-melbourne-vic-3000-16760630,$500/W Furnished,2.0,1.0,,Apartment / Unit / Flat,,"2, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"585 La Trobe St, Melbourne, VIC 3000",POINT (144.9517693 -37.8132804)
16762357,/1415-325-collins-street-melbourne-vic-3000-16762357,$585 per week,2.0,1.0,,Apartment / Unit / Flat,,"2, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"325 Collins Street, Melbourne, VIC 3000",POINT (144.96353 -37.8168615)
16762365,/16-7-drewery-lane-melbourne-vic-3000-16762365,$800 per week,2.0,2.0,1.0,Apartment / Unit / Flat,,"2, ,2, ,1,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"7 Drewery Lane, Melbourne, VIC 3000",POINT (144.9639097 -37.811063)
16764970,/603-29-market-street-melbourne-vic-3000-16764970,$550 per week,1.0,1.0,,Apartment / Unit / Flat,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"29 Market Street, Melbourne, VIC 3000",POINT (144.9068062 -37.7450869)
16765210,/713-408-lonsdale-street-melbourne-vic-3000-16765210,$380,1.0,1.0,,Studio,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"408 Lonsdale Street, Melbourne, VIC 3000",POINT (144.9604059 -37.8125898)
16767051,/912-33-mackenzie-street-melbourne-vic-3000-16767051,$700.00,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"33 Mackenzie Street, Melbourne, VIC 3000",POINT (144.9669427 -37.8076309)
16771936,/513-250-elizabeth-street-melbourne-vic-3000-16771936,$475 per week,1.0,1.0,,Apartment / Unit / Flat,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"250 Elizabeth Street, Melbourne, VIC 3000",POINT (144.9625534 -37.8124101)
16771970,/36-180-little-collins-street-melbourne-vic-3000-16771970,$880 pw,2.0,2.0,1.0,Apartment / Unit / Flat,,"2, ,2, ,1,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"180 Little Collins Street, Melbourne, VIC 3000",POINT (144.9678467 -37.8137806)
16772082,/18-487-497-flinders-lane-melbourne-vic-3000-16772082,$470,1.0,1.0,,Apartment / Unit / Flat,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"497 Flinders Lane, Melbourne, VIC 3000",POINT (144.9706706 -37.8153918)
16773572,/2803-8-sutherland-street-melbourne-vic-3000-16773572,$900 per week,3.0,2.0,,Apartment / Unit / Flat,,"3, ,2, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"8 Sutherland Street, Melbourne, VIC 3000",POINT (144.9609773 -37.8113042)
16774717,/1106-555-flinders-street-melbourne-vic-3000-16774717,$475 pw,1.0,1.0,,Apartment / Unit / Flat,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"555 Flinders Street, Melbourne, VIC 3000",POINT (144.9564841 -37.8209635)
16775573,/3609-442-450-elizabeth-street-melbourne-vic-3000-16775573,$700 Per Week,2.0,1.0,,Apartment / Unit / Flat,,"2, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"450 Elizabeth Street, Melbourne, VIC 3000",POINT (144.9581722 -37.8032637)
16775906,/901-29-market-street-melbourne-vic-3000-16775906,$820 pw,2.0,2.0,,Apartment / Unit / Flat,,"2, ,2, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"29 Market Street, Melbourne, VIC 3000",POINT (144.9068062 -37.7450869)
15556955,/506-118-franklin-street-melbourne-vic-3000-15556955,$370,1.0,1.0,,Studio,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"118 Franklin Street, Melbourne, VIC 3000",POINT (144.9590204 -37.8082087)
15397839,/513-118-franklin-street-melbourne-vic-3000-15397839,$500,2.0,1.0,,Apartment / Unit / Flat,,"2, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"118 Franklin Street, Melbourne, VIC 3000",POINT (144.9590204 -37.8082087)
14562928,/501-585-la-trobe-street-melbourne-vic-3000-14562928,$540 per week,2.0,1.0,,Apartment / Unit / Flat,,"2, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"585 La Trobe Street, Melbourne, VIC 3000",POINT (144.9517693 -37.8132804)
16775942,/602-263-franklin-street-melbourne-vic-3000-16775942,$550 pw,1.0,1.0,,Apartment / Unit / Flat,,"1, ,1, ,,",MELBOURNE,3000,2023-12-02 19:11:26,2023_12,"263 Franklin Street, Melbourne, VIC 3000",POINT (144.963385 -37.8072473)
16771966,/5-21-lansdowne-road-st-kilda-east-vic-3183-16771966,$675 per week,2.0,1.0,1.0,Townhouse,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"21 Lansdowne Road, St Kilda East, VIC 3183",POINT (145.0066736 -37.8626703)
16728186,/27-denman-avenue-st-kilda-east-vic-3183-16728186,$720.00,2.0,1.0,2.0,Townhouse,,"2, ,1, ,2,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"Denman Avenue, St Kilda East, VIC 3183",POINT (145.0008484 -37.8711599)
16734544,/1-38-lansdowne-street-st-kilda-east-vic-3183-16734544,$470.00,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"38 Lansdowne Street, St Kilda East, VIC 3183",
16738391,/8-4-pilley-street-st-kilda-east-vic-3183-16738391,$645 pw,2.0,2.0,2.0,Apartment / Unit / Flat,,"2, ,2, ,2,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"4 Pilley Street, St Kilda East, VIC 3183",POINT (144.9991911 -37.8597096)
16745307,/55-wilgah-street-st-kilda-east-vic-3183-16745307,"$1,550 Per Week",4.0,2.0,2.0,House,,"4, ,2, ,2,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"Wilgah Street, St Kilda East, VIC 3183",POINT (145.0044227 -37.8650295)
16754779,/5-johnson-street-st-kilda-east-vic-3183-16754779,$775.00,2.0,1.0,,House,,"2, ,1, ,,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"Johnson Street, St Kilda East, VIC 3183",POINT (145.0002733 -37.8602944)
16772885,/12-myrtle-street-st-kilda-east-vic-3183-16772885,$790 weekly,3.0,1.0,,House,,"3, ,1, ,,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"Myrtle Street, St Kilda East, VIC 3183",POINT (145.0011 -37.8763645)
16756017,/20-327-orrong-road-st-kilda-east-vic-3183-16756017,$550.00,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"327 Orrong Road, St Kilda East, VIC 3183",POINT (145.0098895 -37.862651)
16770376,/6-26-blenheim-street-st-kilda-east-vic-3183-16770376,$600 pw,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"26 Blenheim Street, St Kilda East, VIC 3183",
16758874,/1-250-dandenong-rd-st-kilda-east-vic-3183-16758874,$400 weekly,1.0,1.0,1.0,Apartment / Unit / Flat,,"1, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"250 Dandenong Rd, St Kilda East, VIC 3183",POINT (144.9934901 -37.858065)
16760310,/5-64-hotham-street-st-kilda-east-vic-3183-16760310,$550 pw,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"64 Hotham Street, St Kilda East, VIC 3183",POINT (145.0003253 -37.865868)
16760929,/3-81-alma-road-st-kilda-east-vic-3183-16760929,$550 Per Week,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"81 Alma Road, St Kilda East, VIC 3183",POINT (144.990743 -37.8616198)
16762049,/9-57-westbury-st-st-kilda-east-vic-3183-16762049,$550 weekly,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"57 Westbury St, St Kilda East, VIC 3183",POINT (144.996365 -37.8629941)
16763601,/4-386-inkerman-street-st-kilda-east-vic-3183-16763601,$450,1.0,1.0,,Apartment / Unit / Flat,,"1, ,1, ,,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"386 Inkerman Street, St Kilda East, VIC 3183",POINT (144.9912298 -37.8653508)
16766799,/22-woodstock-street-st-kilda-east-vic-3183-16766799,$750 per week,2.0,2.0,1.0,Townhouse,,"2, ,2, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"Woodstock Street, St Kilda East, VIC 3183",
16769861,/13-65-westbury-st-st-kilda-east-vic-3183-16769861,$550 weekly,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"65 Westbury St, St Kilda East, VIC 3183",POINT (144.9962817 -37.8634553)
16770195,/1-2-boondara-grove-st-kilda-east-vic-3183-16770195,$625 pw,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"2 Boondara Grove, St Kilda East, VIC 3183",POINT (144.9988358 -37.8627951)
16775811,/31-55-hotham-street-st-kilda-east-vic-3183-16775811,$660.00,3.0,1.0,1.0,Apartment / Unit / Flat,,"3, ,1, ,1,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"55 Hotham Street, St Kilda East, VIC 3183",POINT (145.0000466 -37.8650439)
16760015,/12-331-orrong-road-st-kilda-east-vic-3183-16760015,$750 pw,2.0,1.0,2.0,Apartment / Unit / Flat,,"2, ,1, ,2,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"331 Orrong Road, St Kilda East, VIC 3183",POINT (145.0099339 -37.8623619)
16774679,/7-alexandra-street-st-kilda-east-vic-3183-16774679,$850.00,3.0,1.0,,House,,"3, ,1, ,,",ST KILDA EAST,3183,2023-12-02 22:15:58,2023_12,"Alexandra Street, St Kilda East, VIC 3183",POINT (145.0021457 -37.8697163)
13563983,/27-boggy-creek-road-curdievale-vic-3268-13563983,$300.00 Weekly,2.0,1.0,,House,,"2, ,1, ,,",CURDIEVALE,3268,2023-12-03 04:25:02,2023_12,"Boggy Creek Road, Curdievale, VIC 3268",POINT (142.8463368 -38.5221507)
16703908,/37a-baxter-street-timboon-vic-3268-16703908,Contact Agent,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",TIMBOON,3268,2023-12-03 04:25:02,2023_12,"37a Baxter Street, Timboon, VIC 3268",POINT (142.9787649 -38.4849042)
16695596,/79-bailey-street-timboon-vic-3268-16695596,$540,4.0,2.0,3.0,House,1915.0,"4, ,2, ,3, 1915,",TIMBOON,3268,2023-12-03 04:25:02,2023_12,"Bailey Street, Timboon, VIC 3268",POINT (142.9739691 -38.4829183)
14983743,/9-casino-street-peterborough-vic-3270-14983743,$600,3.0,1.0,2.0,House,627.0,"3, ,1, ,2, 627,",PETERBOROUGH,3270,2023-12-03 04:25:02,2023_12,"Casino Street, Peterborough, VIC 3270",POINT (142.8717621 -38.6024893)
11865559,/forest-hill-vic-3131-11865559,Leased,3.0,2.0,2.0,Townhouse,,"3, ,2, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
13338001,/forest-hill-vic-3131-13338001,Leased,3.0,2.0,2.0,Townhouse,,"3, ,2, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
13485701,/forest-hill-vic-3131-13485701,Leased,3.0,1.0,2.0,House,,"3, ,1, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
14888210,/forest-hill-vic-3131-14888210,Under Contract,4.0,2.0,5.0,Townhouse,,"4, ,2, ,5,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
14942595,/forest-hill-vic-3131-14942595,Leased,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
15060096,/forest-hill-vic-3131-15060096,Under Contract,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
15816213,/forest-hill-vic-3131-15816213,Under Contract,3.0,2.0,2.0,Townhouse,,"3, ,2, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,", Forest Hill, VIC 3131",POINT (145.1636668 -37.8353456)
16225021,/31-victor-crescent-forest-hill-vic-3131-16225021,$550,3.0,1.0,2.0,House,,"3, ,1, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Victor Crescent, Forest Hill, VIC 3131",POINT (145.1678518 -37.843198)
16773829,/2-418-middleborough-road-blackburn-vic-3130-16773829,$540.00,3.0,2.0,2.0,Apartment / Unit / Flat,,"3, ,2, ,2,",BLACKBURN,3130,2023-12-03 11:03:17,2023_12,"418 Middleborough Road, Blackburn, VIC 3130",POINT (145.1397227 -37.8175758)
16739933,/59-barter-crescent-forest-hill-vic-3131-16739933,$550,3.0,1.0,1.0,House,609.0,"3, ,1, ,1, 609,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Barter Crescent, Forest Hill, VIC 3131",POINT (145.1664899 -37.8404671)
16748480,/305-251-canterbury-road-forest-hill-vic-3131-16748480,470/W Unfurnished,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"251 Canterbury Road, Forest Hill, VIC 3131",POINT (145.1674016 -37.8339869)
16749248,/311-springvale-road-forest-hill-vic-3131-16749248,$495,2.0,1.0,1.0,House,,"2, ,1, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Springvale Road, Forest Hill, VIC 3131",POINT (145.1703599 -37.8482405)
16758134,/310-251-canterbury-road-forest-hill-vic-3131-16758134,$480.00,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"251 Canterbury Road, Forest Hill, VIC 3131",POINT (145.1674016 -37.8339869)
16764074,/20-everglade-avenue-forest-hill-vic-3131-16764074,$620,4.0,2.0,3.0,House,,"4, ,2, ,3,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Everglade Avenue, Forest Hill, VIC 3131",POINT (145.1768801 -37.8427089)
16765589,/49-ranfurlie-court-forest-hill-vic-3131-16765589,$740.00,3.0,2.0,1.0,Townhouse,,"3, ,2, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Ranfurlie Court, Forest Hill, VIC 3131",POINT (145.177979 -37.8408933)
16771777,/23-hampshire-road-forest-hill-vic-3131-16771777,$630/w & Available Now,3.0,1.0,2.0,House,,"3, ,1, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Hampshire Road, Forest Hill, VIC 3131",POINT (145.1793679 -37.8410881)
16772730,/304-12-wood-street-nunawading-vic-3131-16772730,$445,1.0,1.0,1.0,House,,"1, ,1, ,1,",NUNAWADING,3131,2023-12-03 11:03:17,2023_12,"12 Wood Street, Nunawading, VIC 3131",POINT (145.1767606 -37.8214785)
16719893,/32-thornhill-drive-forest-hill-vic-3131-16719893,$760,4.0,2.0,3.0,House,,"4, ,2, ,3,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Thornhill Drive, Forest Hill, VIC 3131",POINT (145.1710232 -37.8363695)
16410056,/2a-yea-court-forest-hill-vic-3131-16410056,$610,3.0,2.0,1.0,Townhouse,,"3, ,2, ,1,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"2a Yea Court, Forest Hill, VIC 3131",POINT (145.170298 -37.829737)
16772811,/13-box-avenue-forest-hill-vic-3131-16772811,$620,4.0,1.0,2.0,House,,"4, ,1, ,2,",FOREST HILL,3131,2023-12-03 11:03:17,2023_12,"Box Avenue, Forest Hill, VIC 3131",POINT (145.1699785 -37.8434608)
16781407,/10-speke-street-beaufort-vic-3373-16781407,$350,3.0,1.0,,House,,"3, ,1, ,,",BEAUFORT,3373,2023-12-07 19:25:48,2023_12,"Speke Street, Beaufort, VIC 3373",POINT (143.3780844 -37.431728)
15866775,/rear-70-neil-street-beaufort-vic-3373-15866775,$250.00 per week,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",BEAUFORT,3373,2023-12-07 19:25:48,2023_12,"Neil Street, Beaufort, VIC 3373",
16751922,/11-firestone-way-west-wodonga-vic-3690-16751922,$550 per week,3.0,2.0,2.0,House,,"3, ,2, ,2,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"Firestone Way, West Wodonga, VIC 3690",POINT (146.8372643 -36.1176503)
13841196,/1-4-skipton-court-wodonga-vic-3690-13841196,$350 PER WEEK,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"4 Skipton Court, Wodonga, VIC 3690",POINT (146.9073807 -36.1287009)
16179423,/381-lawrence-street-west-wodonga-vic-3690-16179423,$450 per week,3.0,2.0,3.0,House,,"3, ,2, ,3,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"Lawrence Street, West Wodonga, VIC 3690",POINT (146.8546841 -36.1199477)
16755372,/1-133-marshall-street-west-wodonga-vic-3690-16755372,$350,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"133 Marshall Street, West Wodonga, VIC 3690",POINT (146.8535663 -36.1331092)
16765010,/10-mccrohan-court-west-wodonga-vic-3690-16765010,$500 per week,4.0,2.0,2.0,House,,"4, ,2, ,2,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"Mccrohan Court, West Wodonga, VIC 3690",POINT (146.8617131 -36.13346)
16770283,/11-bruce-street-west-wodonga-vic-3690-16770283,$500,3.0,2.0,4.0,House,,"3, ,2, ,4,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"Bruce Street, West Wodonga, VIC 3690",POINT (146.8528117 -36.1359295)
16771210,/28-bradbury-lane-baranduda-vic-3691-16771210,$590,4.0,2.0,4.0,House,,"4, ,2, ,4,",BARANDUDA,3691,2023-12-07 20:17:49,2023_12,"Bradbury Lane, Baranduda, VIC 3691",POINT (146.9378613 -36.180547)
16775099,/2-gillies-court-wodonga-vic-3690-16775099,$570 per week,3.0,2.0,2.0,House,,"3, ,2, ,2,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"Gillies Court, Wodonga, VIC 3690",POINT (146.8520567 -36.1368165)
16775534,/9-yanco-court-wodonga-vic-3690-16775534,$495 per week,4.0,2.0,2.0,House,,"4, ,2, ,2,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"Yanco Court, Wodonga, VIC 3690",POINT (146.8553258 -36.1144221)
16776378,/8-286-beechworth-road-wodonga-vic-3690-16776378,$250,1.0,1.0,1.0,Apartment / Unit / Flat,,"1, ,1, ,1,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"286 Beechworth Road, Wodonga, VIC 3690",POINT (146.8868715 -36.1335713)
16776781,/1-newman-crescent-wodonga-vic-3690-16776781,$480,4.0,2.0,2.0,House,615.0,"4, ,2, ,2, 615,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"Newman Crescent, Wodonga, VIC 3690",POINT (146.9106346 -36.1249437)
16779575,/6-condamine-street-wodonga-vic-3690-16779575,$680,4.0,2.0,2.0,House,576.0,"4, ,2, ,2, 576,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"Condamine Street, Wodonga, VIC 3690",POINT (146.84312 -36.1142599)
16779865,/22-birkdale-terrace-west-wodonga-vic-3690-16779865,$560 pw,4.0,2.0,2.0,House,,"4, ,2, ,2,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"Birkdale Terrace, West Wodonga, VIC 3690",POINT (146.8396439 -36.1252522)
16780528,/2-7-mcmahon-place-wodonga-vic-3690-16780528,$400 per week,3.0,1.0,2.0,Apartment / Unit / Flat,,"3, ,1, ,2,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"7 Mcmahon Place, Wodonga, VIC 3690",POINT (146.861796 -36.1375011)
16780641,/5-11-griffith-street-wodonga-vic-3690-16780641,$360 per week,1.0,1.0,1.0,Apartment / Unit / Flat,884.0,"1, ,1, ,1, 884,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"11 Griffith Street, Wodonga, VIC 3690",POINT (146.8844354 -36.1338802)
16782478,/4-buda-court-wodonga-vic-3690-16782478,$590 per week,4.0,2.0,2.0,House,,"4, ,2, ,2,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"Buda Court, Wodonga, VIC 3690",POINT (146.8972591 -36.1284087)
16783710,/1a-31-hovell-street-wodonga-vic-3690-16783710,$400,3.0,1.0,1.0,Apartment / Unit / Flat,,"3, ,1, ,1,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"31 Hovell Street, Wodonga, VIC 3690",POINT (146.8928882 -36.117657)
16783760,/165-phillips-road-castle-creek-road-wodonga-vic-3690-16783760,$650 per week,4.0,2.0,2.0,House,,"4, ,2, ,2,",WODONGA,3690,2023-12-07 20:17:49,2023_12,"Phillips Road Castle Creek Road, Wodonga, VIC 3690",
15412632,/11-wagner-place-west-wodonga-vic-3690-15412632,$430,3.0,1.0,2.0,House,,"3, ,1, ,2,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"Wagner Place, West Wodonga, VIC 3690",POINT (146.8500208 -36.1307132)
15587650,/2-24-dundee-drive-west-wodonga-vic-3690-15587650,$460 per week,3.0,1.0,1.0,Townhouse,,"3, ,1, ,1,",WEST WODONGA,3690,2023-12-07 20:17:49,2023_12,"24 Dundee Drive, West Wodonga, VIC 3690",POINT (146.8594807 -36.1193951)
16783054,/144-wantirna-road-ringwood-vic-3134-16783054,$580 per week,3.0,2.0,6.0,House,2652.0,"3, ,2, ,6, 2652,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"Wantirna Road, Ringwood, VIC 3134",POINT (145.2273263 -37.8242894)
16782975,/9-42-sherbrook-avenue-ringwood-vic-3134-16782975,$450 Per Week,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"42 Sherbrook Avenue, Ringwood, VIC 3134",POINT (145.2187554 -37.8130064)
16781056,/3-75-warrandyte-road-ringwood-vic-3134-16781056,$460 per week,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"75 Warrandyte Road, Ringwood, VIC 3134",POINT (145.2301738 -37.8061454)
16781867,/33-old-lilydale-road-ringwood-vic-3134-16781867,$550.00,3.0,1.0,1.0,House,,"3, ,1, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"Old Lilydale Road, Ringwood, VIC 3134",POINT (145.2546449 -37.7981531)
16781120,/1-57-heatherdale-road-ringwood-vic-3134-16781120,$500 per week,3.0,1.0,2.0,Townhouse,,"3, ,1, ,2,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"57 Heatherdale Road, Ringwood, VIC 3134",POINT (145.2138983 -37.8219177)
16781106,/1-1b-greenwood-avenue-ringwood-vic-3134-16781106,$450 per week,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"1b Greenwood Avenue, Ringwood, VIC 3134",POINT (145.230708 -37.8168815)
16781086,/501a-1-7-nelson-street-ringwood-vic-3134-16781086,$525 per week,2.0,2.0,1.0,Apartment / Unit / Flat,,"2, ,2, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"7 Nelson Street, Ringwood, VIC 3134",POINT (145.2224321 -37.8115393)
16781070,/2-7-best-street-ringwood-vic-3134-16781070,$650 per week,3.0,2.0,2.0,Apartment / Unit / Flat,,"3, ,2, ,2,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"7 Best Street, Ringwood, VIC 3134",POINT (145.2367357 -37.8169641)
16785483,/4-332-maroondah-highway-ringwood-vic-3134-16785483,$580,2.0,2.0,1.0,Townhouse,199.0,"2, ,2, ,1, 199,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"332 Maroondah Highway, Ringwood, VIC 3134",POINT (145.2444859 -37.8057848)
16781049,/1-6-kennedy-avenue-ringwood-vic-3134-16781049,$460 per week,2.0,1.0,1.0,Apartment / Unit / Flat,,"2, ,1, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"6 Kennedy Avenue, Ringwood, VIC 3134",POINT (145.2292504 -37.8058231)
16781041,/2-58-oliver-street-ringwood-vic-3134-16781041,$460 per week,2.0,1.0,,Apartment / Unit / Flat,,"2, ,1, ,,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"58 Oliver Street, Ringwood, VIC 3134",POINT (145.2348478 -37.8054289)
16780501,/63-kalinda-road-ringwood-vic-3134-16780501,$510 per week,3.0,2.0,1.0,House,,"3, ,2, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"Kalinda Road, Ringwood, VIC 3134",POINT (145.2562046 -37.7816494)
16775323,/20-heywood-street-ringwood-vic-3134-16775323,"$500pw/$2,172pcm",2.0,1.0,2.0,House,,"2, ,1, ,2,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"Heywood Street, Ringwood, VIC 3134",POINT (145.2233912 -37.8234896)
16774560,/303-canterbury-road-ringwood-vic-3134-16774560,$600.00,3.0,1.0,1.0,House,,"3, ,1, ,1,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"Canterbury Road, Ringwood, VIC 3134",POINT (145.2187369 -37.8325166)
16774018,/1-2-andrew-street-ringwood-vic-3134-16774018,$470 per week,2.0,1.0,2.0,Apartment / Unit / Flat,,"2, ,1, ,2,",RINGWOOD,3134,2023-12-08 07:13:25,2023_12,"2 Andrew Street, Ringwood, VIC 3134",POINT (145.2265352 -37.8081909)
