bedrooms,property_id,year,coordinates,source,quarter,bathrooms,rental_price,suburb,longitude,car_spaces,latitude,property_type
3,17732837,2025,POINT (144.9961565 -37.796893),live,3,2,880.0,collingwood-abbotsford,144.9961565,2,-37.796893,townhouse
2,17744154,2025,POINT (145.0076834 -37.8110653),live,3,2,750.0,collingwood-abbotsford,145.0076834,1,-37.8110653,apartment / unit / flat
1,17750349,2025,POINT (145.0019064 -37.80210950000001),live,3,1,630.0,collingwood-abbotsford,145.0019064,1,-37.80210950000001,apartment / unit / flat
2,17739910,2025,POINT (144.999856 -37.8092053),live,3,1,650.0,collingwood-abbotsford,144.999856,1,-37.8092053,townhouse
2,17751219,2025,POINT (144.9939399 -37.8080424),live,3,1,750.0,collingwood-abbotsford,144.9939399,2,-37.8080424,house
2,17688466,2025,POINT (145.0020093 -37.7996262),live,3,1,825.0,collingwood-abbotsford,145.0020093,1,-37.7996262,apartment / unit / flat
2,17734920,2025,POINT (145.0068159 -37.8095856),live,3,1,600.0,collingwood-abbotsford,145.0068159,1,-37.8095856,apartment / unit / flat
1,17739942,2025,POINT (145.0008476 -37.7990015),live,3,1,520.0,collingwood-abbotsford,145.0008476,1,-37.7990015,apartment / unit / flat
2,17757992,2025,POINT (145.0067059 -37.8109899),live,3,1,580.0,collingwood-abbotsford,145.0067059,1,-37.8109899,apartment / unit / flat
4,17718788,2025,POINT (144.9937356 -37.8074901),live,3,4,1225.0,collingwood-abbotsford,144.9937356,1,-37.8074901,apartment / unit / flat
2,17698325,2025,POINT (145.0082181 -37.8101409),live,3,2,650.0,collingwood-abbotsford,145.0082181,1,-37.8101409,apartment / unit / flat
2,17697481,2025,POINT (145.0082181 -37.8101409),live,3,1,580.0,collingwood-abbotsford,145.0082181,1,-37.8101409,apartment / unit / flat
1,17706353,2025,POINT (145.008908 -37.8111571),live,3,1,520.0,collingwood-abbotsford,145.008908,1,-37.8111571,apartment / unit / flat
2,16523833,2025,POINT (145.0003906 -37.7994041),live,3,2,630.0,collingwood-abbotsford,145.0003906,1,-37.7994041,apartment / unit / flat
1,17739186,2025,POINT (145.008908 -37.8111571),live,3,1,625.0,collingwood-abbotsford,145.008908,1,-37.8111571,apartment / unit / flat
1,17750997,2025,POINT (144.9963675 -37.8089433),live,3,1,440.0,collingwood-abbotsford,144.9963675,1,-37.8089433,apartment / unit / flat
1,17751563,2025,POINT (145.009661 -37.8111881),live,3,1,480.0,collingwood-abbotsford,145.009661,1,-37.8111881,apartment / unit / flat
1,17717979,2025,POINT (144.9963675 -37.8089433),live,3,1,430.0,collingwood-abbotsford,144.9963675,1,-37.8089433,apartment / unit / flat
3,16958630,2025,POINT (144.9962008 -37.8016615),live,3,1,840.0,collingwood-abbotsford,144.9962008,2,-37.8016615,house
1,17723820,2025,POINT (144.9994937 -37.80100360000001),live,3,1,485.0,collingwood-abbotsford,144.9994937,1,-37.80100360000001,apartment / unit / flat
2,17723967,2025,POINT (145.0141491 -37.8117587),live,3,2,675.0,collingwood-abbotsford,145.0141491,1,-37.8117587,apartment / unit / flat
1,17743175,2025,POINT (145.0012379 -37.79959590000001),live,3,1,550.0,collingwood-abbotsford,145.0012379,1,-37.79959590000001,apartment / unit / flat
3,17745672,2025,POINT (145.0006435 -37.809279),live,3,2,990.0,collingwood-abbotsford,145.0006435,1,-37.809279,townhouse
3,17719363,2025,POINT (144.9956615 -37.8041915),live,3,1,875.0,collingwood-abbotsford,144.9956615,2,-37.8041915,house
3,17747035,2025,POINT (144.9948705 -37.8044158),live,3,1,895.0,collingwood-abbotsford,144.9948705,2,-37.8044158,house
1,17748919,2025,POINT (145.0078149 -37.8111312),live,3,1,550.0,collingwood-abbotsford,145.0078149,1,-37.8111312,apartment / unit / flat
2,17752174,2025,POINT (144.9969097 -37.8030997),live,3,1,800.0,collingwood-abbotsford,144.9969097,2,-37.8030997,house
2,17756065,2025,POINT (145.0102974 -37.811195),live,3,2,950.0,collingwood-abbotsford,145.0102974,1,-37.811195,apartment / unit / flat
2,17757280,2025,POINT (144.9940691 -37.8058235),live,3,1,850.0,collingwood-abbotsford,144.9940691,2,-37.8058235,house
2,17757372,2025,POINT (144.9981895 -37.7979172),live,3,1,610.0,collingwood-abbotsford,144.9981895,1,-37.7979172,apartment / unit / flat
3,9550447,2025,POINT (144.8715533 -37.721826),live,3,1,560.0,airport west,144.8715533,1,-37.721826,house
2,17754583,2025,POINT (144.9502121 -37.8425074),live,3,1,650.0,albert park-middle park-west st kilda,144.9502121,1,-37.8425074,apartment / unit / flat
2,17715519,2025,POINT (144.9495814 -37.8465045),live,3,1,735.0,albert park-middle park-west st kilda,144.9495814,1,-37.8465045,apartment / unit / flat
4,17731851,2025,POINT (143.8118528 -37.5595333),live,3,2,510.0,wendouree-alfredton,143.8118528,2,-37.5595333,house
1,16316822,2025,POINT (143.807912 -37.5526625),live,3,1,260.0,wendouree-alfredton,143.807912,2,-37.5526625,apartment / unit / flat
2,17679720,2025,POINT (143.8166338 -37.5616049),live,3,1,380.0,wendouree-alfredton,143.8166338,2,-37.5616049,house
4,17704496,2025,POINT (143.7975671 -37.5671276),live,3,2,480.0,wendouree-alfredton,143.7975671,2,-37.5671276,house
4,17730484,2025,POINT (143.7923569 -37.5576365),live,3,2,460.0,wendouree-alfredton,143.7923569,2,-37.5576365,house
2,17737317,2025,POINT (143.7966136 -37.54831550000001),live,3,1,360.0,wendouree-alfredton,143.7966136,1,-37.54831550000001,townhouse
5,17739161,2025,POINT (143.8112628 -37.5507652),live,3,3,750.0,wendouree-alfredton,143.8112628,2,-37.5507652,house
2,17748924,2025,POINT (143.805028 -37.5545221),live,3,1,320.0,wendouree-alfredton,143.805028,1,-37.5545221,house
3,15274722,2025,POINT (143.7898937 -37.5540106),live,3,2,410.0,wendouree-alfredton,143.7898937,4,-37.5540106,house
3,17753164,2025,POINT (143.8010495 -37.5614693),live,3,2,460.0,wendouree-alfredton,143.8010495,2,-37.5614693,house
4,17754414,2025,POINT (143.7964907 -37.5497198),live,3,2,550.0,wendouree-alfredton,143.7964907,2,-37.5497198,house
4,16394313,2025,POINT (143.7959292 -37.5571986),live,3,2,480.0,wendouree-alfredton,143.7959292,2,-37.5571986,house
4,17756861,2025,POINT (143.793352 -37.5616819),live,3,2,500.0,wendouree-alfredton,143.793352,2,-37.5616819,house
4,17715431,2025,POINT (144.8186888 -37.784322),live,3,2,650.0,albion,144.8186888,2,-37.784322,house
3,17719089,2025,POINT (144.8237589 -37.7787578),live,3,1,460.0,albion,144.8237589,2,-37.7787578,house
3,17721171,2025,POINT (144.8244903 -37.7786315),live,3,2,450.0,albion,144.8244903,1,-37.7786315,townhouse
3,17710680,2025,POINT (144.8164372 -37.7786915),live,3,1,440.0,albion,144.8164372,3,-37.7786915,house
2,17749910,2025,POINT (144.8196337 -37.779247),live,3,1,430.0,albion,144.8196337,1,-37.779247,house
1,17756286,2025,POINT (144.823335 -37.7837933),live,3,1,300.0,albion,144.823335,1,-37.7837933,apartment / unit / flat
2,17738507,2025,POINT (144.8239462 -37.78385859999999),live,3,1,380.0,albion,144.8239462,1,-37.78385859999999,apartment / unit / flat
1,17742229,2025,POINT (144.8233669 -37.7834778),live,3,1,320.0,albion,144.8233669,1,-37.7834778,apartment / unit / flat
1,17742367,2025,POINT (144.8242099 -37.7822228),live,3,1,320.0,albion,144.8242099,1,-37.7822228,apartment / unit / flat
1,17742654,2025,POINT (144.8273159 -37.78419420000001),live,3,1,350.0,albion,144.8273159,1,-37.78419420000001,apartment / unit / flat
3,17749202,2025,POINT (144.8166488 -37.7823675),live,3,1,550.0,albion,144.8166488,4,-37.7823675,house
1,9445439,2025,POINT (144.8248458 -37.780301),live,3,1,290.0,albion,144.8248458,1,-37.780301,apartment / unit / flat
2,15740116,2025,POINT (144.8268498 -37.7834648),live,3,1,530.0,albion,144.8268498,1,-37.7834648,townhouse
1,17696001,2025,POINT (144.9539207 -37.8385302),live,3,1,780.0,albert park-middle park-west st kilda,144.9539207,1,-37.8385302,apartment / unit / flat
2,17725345,2025,POINT (144.9542507 -37.8459901),live,3,1,625.0,albert park-middle park-west st kilda,144.9542507,1,-37.8459901,apartment / unit / flat
1,17741036,2025,POINT (144.9539201 -37.8385296),live,3,1,725.0,albert park-middle park-west st kilda,144.9539201,1,-37.8385296,apartment / unit / flat
3,17699756,2025,POINT (144.8772229 -37.7187208),live,3,2,800.0,airport west,144.8772229,1,-37.7187208,townhouse
2,17706050,2025,POINT (144.8803713 -37.7263126),live,3,1,450.0,airport west,144.8803713,1,-37.7263126,apartment / unit / flat
4,17710206,2025,POINT (144.8821671 -37.723978),live,3,3,850.0,airport west,144.8821671,2,-37.723978,townhouse
2,17719079,2025,POINT (144.8823409 -37.7248045),live,3,1,530.0,airport west,144.8823409,1,-37.7248045,house
3,17722398,2025,POINT (144.8830187 -37.72312850000001),live,3,1,730.0,airport west,144.8830187,2,-37.72312850000001,house
2,17723105,2025,POINT (144.8800359 -37.7213813),live,3,1,480.0,airport west,144.8800359,1,-37.7213813,apartment / unit / flat
4,17724317,2025,POINT (144.871561 -37.726031),live,3,2,765.0,airport west,144.871561,1,-37.726031,townhouse
2,17731838,2025,POINT (144.8864029 -37.7258073),live,3,1,490.0,airport west,144.8864029,1,-37.7258073,townhouse
2,17719659,2025,POINT (144.8856075 -37.7200255),live,3,1,500.0,airport west,144.8856075,1,-37.7200255,townhouse
2,17726142,2025,POINT (144.8857549 -37.7222798),live,3,1,415.0,airport west,144.8857549,1,-37.7222798,apartment / unit / flat
4,17728775,2025,POINT (144.8858154 -37.7320944),live,3,2,730.0,airport west,144.8858154,1,-37.7320944,townhouse
2,17737148,2025,POINT (144.8799126 -37.7314592),live,3,1,475.0,airport west,144.8799126,1,-37.7314592,apartment / unit / flat
3,17739067,2025,POINT (144.876504 -37.7206421),live,3,1,650.0,airport west,144.876504,1,-37.7206421,house
3,17745041,2025,POINT (144.8863906 -37.7238332),live,3,2,610.0,airport west,144.8863906,1,-37.7238332,townhouse
3,17745979,2025,POINT (144.8864192 -37.73188030000001),live,3,2,650.0,airport west,144.8864192,1,-37.73188030000001,house
2,17748058,2025,POINT (144.8693738 -37.7245868),live,3,1,440.0,airport west,144.8693738,3,-37.7245868,apartment / unit / flat
3,17748150,2025,POINT (144.8767379 -37.726887),live,3,1,550.0,airport west,144.8767379,4,-37.726887,house
3,17213252,2025,POINT (144.8861927 -37.7256072),live,3,2,710.0,airport west,144.8861927,2,-37.7256072,townhouse
3,17754173,2025,POINT (144.8795159 -37.7163594),live,3,1,580.0,airport west,144.8795159,1,-37.7163594,apartment / unit / flat
2,17652152,2025,POINT (144.8223335 -37.865014),live,3,1,380.0,altona,144.8223335,1,-37.865014,apartment / unit / flat
1,17685579,2025,POINT (144.831545 -37.866608),live,3,1,350.0,altona,144.831545,1,-37.866608,apartment / unit / flat
3,17672319,2025,POINT (144.8333999 -37.8637212),live,3,2,1300.0,altona,144.8333999,2,-37.8637212,townhouse
2,17735694,2025,POINT (144.7840226 -37.883145),live,3,2,480.0,altona meadows,144.7840226,1,-37.883145,townhouse
3,17753667,2025,POINT (144.8404497 -37.8280669),live,3,2,700.0,altona north,144.8404497,2,-37.8280669,house
3,17633186,2025,POINT (145.0286499 -37.7839022),live,3,2,895.0,fairfield-alphington,145.0286499,2,-37.7839022,townhouse
2,16978608,2025,POINT (145.0267589 -37.7708588),live,3,1,455.0,fairfield-alphington,145.0267589,1,-37.7708588,apartment / unit / flat
2,17726688,2025,POINT (145.0249101 -37.7856079),live,3,1,600.0,fairfield-alphington,145.0249101,1,-37.7856079,apartment / unit / flat
3,17742531,2025,POINT (145.0261518 -37.7841183),live,3,2,850.0,fairfield-alphington,145.0261518,2,-37.7841183,apartment / unit / flat
3,17707284,2025,POINT (144.8566852 -37.82713020000001),live,3,2,610.0,altona north,144.8566852,2,-37.82713020000001,townhouse
3,17722337,2025,POINT (144.8439705 -37.832564),live,3,2,720.0,altona north,144.8439705,2,-37.832564,house
3,17726126,2025,POINT (144.8365418 -37.8263933),live,3,1,570.0,altona north,144.8365418,2,-37.8263933,house
3,17730315,2025,POINT (144.86187 -37.83316),live,3,1,620.0,altona north,144.86187,1,-37.83316,house
3,17730325,2025,POINT (144.858256 -37.830168),live,3,2,750.0,altona north,144.858256,2,-37.830168,townhouse
2,16567660,2025,POINT (144.8575278 -37.8320373),live,3,2,590.0,altona north,144.8575278,1,-37.8320373,house
3,17743240,2025,POINT (144.8590899 -37.8298924),live,3,2,750.0,altona north,144.8590899,2,-37.8298924,townhouse
3,17751310,2025,POINT (144.8454098 -37.8395518),live,3,2,670.0,altona north,144.8454098,1,-37.8395518,house
3,16985485,2025,POINT (144.8621949 -37.8368304),live,3,2,750.0,altona north,144.8621949,2,-37.8368304,house
3,17720345,2025,POINT (144.7841683 -37.8790931),live,3,2,530.0,altona meadows,144.7841683,4,-37.8790931,house
3,16031429,2025,POINT (144.7836084 -37.8664062),live,3,1,520.0,altona meadows,144.7836084,2,-37.8664062,house
3,17004563,2025,POINT (144.7618935 -37.8699018),live,3,2,550.0,altona meadows,144.7618935,4,-37.8699018,house
3,16083378,2025,POINT (144.758123 -37.8701137),live,3,2,520.0,altona meadows,144.758123,2,-37.8701137,house
2,17734160,2025,POINT (144.7840226 -37.883145),live,3,2,480.0,altona meadows,144.7840226,1,-37.883145,townhouse
2,16958790,2025,POINT (144.7827403 -37.8692577),live,3,1,490.0,altona meadows,144.7827403,1,-37.8692577,townhouse
2,17753124,2025,POINT (144.7847452 -37.8754853),live,3,1,450.0,altona meadows,144.7847452,1,-37.8754853,house
2,17667222,2025,POINT (144.7809915 -37.8782902),live,3,1,400.0,altona meadows,144.7809915,1,-37.8782902,house
2,17710576,2025,POINT (144.785322 -37.879646),live,3,1,420.0,altona meadows,144.785322,2,-37.879646,apartment / unit / flat
3,17715789,2025,POINT (144.769161 -37.876846),live,3,1,550.0,altona meadows,144.769161,3,-37.876846,house
3,17719289,2025,POINT (144.7664617 -37.8794215),live,3,1,460.0,altona meadows,144.7664617,2,-37.8794215,apartment / unit / flat
3,15306264,2025,POINT (144.786918 -37.86962),live,3,2,530.0,altona meadows,144.786918,2,-37.86962,townhouse
2,17733231,2025,POINT (144.789688 -37.88399),live,3,1,450.0,altona meadows,144.789688,2,-37.88399,apartment / unit / flat
2,17743008,2025,POINT (145.0211459 -37.78283130000001),live,3,1,495.0,fairfield-alphington,145.0211459,1,-37.78283130000001,apartment / unit / flat
2,17638812,2025,POINT (145.0268904 -37.78344939999999),live,3,2,600.0,fairfield-alphington,145.0268904,1,-37.78344939999999,apartment / unit / flat
1,17657726,2025,POINT (145.0209499 -37.7837719),live,3,1,410.0,fairfield-alphington,145.0209499,1,-37.7837719,apartment / unit / flat
2,17740995,2025,POINT (145.0259268 -37.7839497),live,3,2,650.0,fairfield-alphington,145.0259268,1,-37.7839497,apartment / unit / flat
3,17650803,2025,POINT (144.8514044 -37.841754),live,3,1,640.0,altona north,144.8514044,4,-37.841754,house
3,16583329,2025,POINT (144.8366852 -37.8289087),live,3,1,580.0,altona north,144.8366852,2,-37.8289087,house
3,17717171,2025,POINT (144.8557582 -37.8285337),live,3,1,540.0,altona north,144.8557582,3,-37.8285337,house
3,16478201,2025,POINT (144.8618556 -37.8350072),live,3,1,650.0,altona north,144.8618556,1,-37.8350072,townhouse
3,13241096,2025,POINT (144.8434521 -37.8378174),live,3,2,700.0,altona north,144.8434521,3,-37.8378174,townhouse
3,17749975,2025,POINT (144.8481481 -37.8334504),live,3,3,625.0,altona north,144.8481481,2,-37.8334504,house
3,17669254,2025,POINT (144.840814 -37.8275708),live,3,2,650.0,altona north,144.840814,2,-37.8275708,townhouse
4,17723769,2025,POINT (144.8488654 -37.8300045),live,3,2,720.0,altona north,144.8488654,7,-37.8300045,house
2,15304558,2025,POINT (144.8577825 -37.8325315),live,3,1,590.0,altona north,144.8577825,1,-37.8325315,townhouse
4,17743204,2025,POINT (144.8473939 -37.8413317),live,3,1,800.0,altona north,144.8473939,5,-37.8413317,house
4,15372440,2025,POINT (144.8540063 -37.8307772),live,3,2,780.0,altona north,144.8540063,3,-37.8307772,house
4,17746234,2025,POINT (144.8645727 -37.8379148),live,3,3,1040.0,altona north,144.8645727,2,-37.8379148,townhouse
4,17139640,2025,POINT (144.8653795 -37.836643),live,3,3,875.0,altona north,144.8653795,2,-37.836643,townhouse
3,17563044,2025,POINT (144.8632016 -37.8393294),live,3,2,775.0,altona north,144.8632016,1,-37.8393294,apartment / unit / flat
2,17755763,2025,POINT (144.8608301 -37.8333543),live,3,2,650.0,altona north,144.8608301,1,-37.8333543,townhouse
2,17713383,2025,POINT (144.8663595 -37.82954369999999),live,3,2,690.0,altona north,144.8663595,1,-37.82954369999999,townhouse
2,17725780,2025,POINT (144.8567344 -37.8323609),live,3,2,640.0,altona north,144.8567344,1,-37.8323609,townhouse
3,17745046,2025,POINT (144.8591537 -37.8295266),live,3,2,800.0,altona north,144.8591537,2,-37.8295266,townhouse
4,17758583,2025,POINT (144.8585514 -37.8302836),live,3,2,800.0,altona north,144.8585514,2,-37.8302836,house
3,15115403,2025,POINT (144.7862049 -37.8695583),live,3,1,520.0,altona meadows,144.7862049,7,-37.8695583,house
3,15318296,2025,POINT (144.779128 -37.8782406),live,3,2,600.0,altona meadows,144.779128,3,-37.8782406,house
4,17691266,2025,POINT (144.7678018 -37.8739079),live,3,2,520.0,altona meadows,144.7678018,4,-37.8739079,house
3,17722174,2025,POINT (144.7774145 -37.870342),live,3,1,490.0,altona meadows,144.7774145,4,-37.870342,house
3,17732560,2025,POINT (144.7811882 -37.8675566),live,3,1,530.0,altona meadows,144.7811882,5,-37.8675566,house
3,15512548,2025,POINT (144.7763143 -37.8701455),live,3,2,500.0,altona meadows,144.7763143,2,-37.8701455,house
2,15641158,2025,POINT (144.7802449 -37.8699628),live,3,1,440.0,altona meadows,144.7802449,2,-37.8699628,apartment / unit / flat
3,17681828,2025,POINT (144.7778337 -37.8673867),live,3,1,600.0,altona meadows,144.7778337,4,-37.8673867,house
4,17743070,2025,POINT (144.7802297 -37.8754181),live,3,2,680.0,altona meadows,144.7802297,2,-37.8754181,townhouse
3,16731908,2025,POINT (144.7567163 -37.8701359),live,3,3,550.0,altona meadows,144.7567163,2,-37.8701359,townhouse
3,16733962,2025,POINT (144.7835003 -37.8825064),live,3,1,480.0,altona meadows,144.7835003,3,-37.8825064,house
2,17753779,2025,POINT (144.7859399 -37.8751351),live,3,1,440.0,altona meadows,144.7859399,2,-37.8751351,apartment / unit / flat
3,17755909,2025,POINT (144.7842123 -37.8932824),live,3,2,650.0,altona meadows,144.7842123,4,-37.8932824,house
2,17757543,2025,POINT (144.785074 -37.890136),live,3,1,500.0,altona meadows,144.785074,1,-37.890136,apartment / unit / flat
3,16452461,2025,POINT (144.7637385 -37.8697484),live,3,1,550.0,altona meadows,144.7637385,2,-37.8697484,house
3,17751555,2025,POINT (144.7869347 -37.8748696),live,3,2,650.0,altona meadows,144.7869347,2,-37.8748696,house
3,17744499,2025,POINT (144.7809826 -37.8728489),live,3,2,540.0,altona meadows,144.7809826,2,-37.8728489,house
3,17753448,2025,POINT (144.7812531 -37.87551),live,3,1,480.0,altona meadows,144.7812531,1,-37.87551,house
3,17756279,2025,POINT (144.7885662 -37.8793602),live,3,2,550.0,altona meadows,144.7885662,2,-37.8793602,house
3,17691597,2025,POINT (144.833445 -37.8637437),live,3,2,1200.0,altona,144.833445,2,-37.8637437,house
3,17701004,2025,POINT (144.8242238 -37.8644718),live,3,2,650.0,altona,144.8242238,2,-37.8644718,townhouse
3,17710579,2025,POINT (144.8196106 -37.8644173),live,3,3,780.0,altona,144.8196106,2,-37.8644173,townhouse
3,17718606,2025,POINT (144.8060445 -37.8695877),live,3,2,800.0,altona,144.8060445,2,-37.8695877,apartment / unit / flat
4,17720877,2025,POINT (144.8186079 -37.8581055),live,3,3,850.0,altona,144.8186079,2,-37.8581055,house
3,17723606,2025,POINT (144.818109 -37.8579531),live,3,2,650.0,altona,144.818109,1,-37.8579531,townhouse
2,17745382,2025,POINT (144.8233791 -37.8709738),live,3,2,800.0,altona,144.8233791,2,-37.8709738,townhouse
2,16018744,2025,POINT (144.8303858 -37.8646525),live,3,2,620.0,altona,144.8303858,1,-37.8646525,house
2,17757306,2025,POINT (144.830605 -37.8660079),live,3,1,480.0,altona,144.830605,1,-37.8660079,apartment / unit / flat
1,17743860,2025,POINT (144.8384477 -37.8677618),live,3,1,360.0,altona,144.8384477,1,-37.8677618,apartment / unit / flat
2,17755639,2025,POINT (144.8148654 -37.8671273),live,3,1,630.0,altona,144.8148654,2,-37.8671273,apartment / unit / flat
3,17741792,2025,POINT (145.0268149 -37.774809),live,3,1,750.0,fairfield-alphington,145.0268149,2,-37.774809,apartment / unit / flat
2,17744574,2025,POINT (145.0206439 -37.7833745),live,3,1,550.0,fairfield-alphington,145.0206439,1,-37.7833745,apartment / unit / flat
2,9786829,2025,POINT (145.0306703 -37.7742048),live,3,1,650.0,fairfield-alphington,145.0306703,2,-37.7742048,house
2,17753377,2025,POINT (145.0321686 -37.7800698),live,3,1,520.0,fairfield-alphington,145.0321686,1,-37.7800698,apartment / unit / flat
2,17754392,2025,POINT (145.0272145 -37.7748161),live,3,1,580.0,fairfield-alphington,145.0272145,1,-37.7748161,house
2,17757354,2025,POINT (145.0240264 -37.7816001),live,3,2,675.0,fairfield-alphington,145.0240264,1,-37.7816001,townhouse
2,17757894,2025,POINT (145.0257262 -37.7843051),live,3,2,640.0,fairfield-alphington,145.0257262,1,-37.7843051,apartment / unit / flat
2,17706352,2025,POINT (145.0269691 -37.7831782),live,3,2,625.0,fairfield-alphington,145.0269691,1,-37.7831782,apartment / unit / flat
1,17733312,2025,POINT (145.0259268 -37.7839497),live,3,1,480.0,fairfield-alphington,145.0259268,1,-37.7839497,apartment / unit / flat
1,17726954,2025,POINT (145.0257262 -37.7843051),live,3,1,530.0,fairfield-alphington,145.0257262,1,-37.7843051,apartment / unit / flat
1,17739323,2025,POINT (145.0257262 -37.7843051),live,3,1,530.0,fairfield-alphington,145.0257262,1,-37.7843051,apartment / unit / flat
1,17739324,2025,POINT (145.0257262 -37.7843051),live,3,1,530.0,fairfield-alphington,145.0257262,1,-37.7843051,apartment / unit / flat
2,17739326,2025,POINT (145.0257262 -37.7843051),live,3,2,670.0,fairfield-alphington,145.0257262,1,-37.7843051,apartment / unit / flat
1,17747238,2025,POINT (145.0259268 -37.7839497),live,3,1,480.0,fairfield-alphington,145.0259268,1,-37.7839497,apartment / unit / flat
1,17748224,2025,POINT (145.0258791 -37.7842788),live,3,1,480.0,fairfield-alphington,145.0258791,1,-37.7842788,apartment / unit / flat
1,17738281,2025,POINT (145.0257891 -37.7849702),live,3,1,530.0,fairfield-alphington,145.0257891,1,-37.7849702,apartment / unit / flat
3,17751988,2025,POINT (145.0334453 -37.779191),live,3,1,870.0,fairfield-alphington,145.0334453,1,-37.779191,house
2,16812297,2025,POINT (145.0269691 -37.7831782),live,3,2,600.0,fairfield-alphington,145.0269691,1,-37.7831782,apartment / unit / flat
1,17757683,2025,POINT (145.0258319 -37.7846416),live,3,1,480.0,fairfield-alphington,145.0258319,1,-37.7846416,apartment / unit / flat
1,17757699,2025,POINT (145.0258319 -37.7846416),live,3,1,480.0,fairfield-alphington,145.0258319,1,-37.7846416,apartment / unit / flat
2,17746876,2025,POINT (143.6679004 -38.7505603),live,3,1,450.0,apollo bay,143.6679004,2,-38.7505603,apartment / unit / flat
3,17716234,2025,POINT (143.6618519 -38.7509654),live,3,1,440.0,apollo bay,143.6618519,1,-38.7509654,apartment / unit / flat
2,17693839,2025,POINT (145.0165769 -37.8599138),live,3,1,540.0,armadale,145.0165769,1,-37.8599138,apartment / unit / flat
3,17730968,2025,POINT (145.0218967 -37.8607162),live,3,1,580.0,armadale,145.0218967,1,-37.8607162,apartment / unit / flat
2,17680467,2025,POINT (145.0198619 -37.8555036),live,3,2,700.0,armadale,145.0198619,1,-37.8555036,apartment / unit / flat
2,17745052,2025,POINT (145.0202786 -37.8626156),live,3,2,710.0,armadale,145.0202786,1,-37.8626156,apartment / unit / flat
3,17754512,2025,POINT (145.0202786 -37.8626156),live,3,2,990.0,armadale,145.0202786,2,-37.8626156,apartment / unit / flat
3,17730356,2025,POINT (145.0277824 -37.8592904),live,3,1,770.0,armadale,145.0277824,2,-37.8592904,house
2,17706032,2025,POINT (145.0159761 -37.8552101),live,3,1,750.0,armadale,145.0159761,2,-37.8552101,house
3,17720759,2025,POINT (145.0122667 -37.8548212),live,3,1,1050.0,armadale,145.0122667,1,-37.8548212,house
2,17715668,2025,POINT (145.0257991 -37.865058),live,3,1,850.0,armadale,145.0257991,1,-37.865058,apartment / unit / flat
2,17715698,2025,POINT (145.0257991 -37.865058),live,3,2,820.0,armadale,145.0257991,1,-37.865058,apartment / unit / flat
3,17715722,2025,POINT (145.0257991 -37.865058),live,3,2,1350.0,armadale,145.0257991,2,-37.865058,apartment / unit / flat
3,17715740,2025,POINT (145.0257991 -37.865058),live,3,2,1150.0,armadale,145.0257991,2,-37.865058,apartment / unit / flat
1,16007252,2025,POINT (145.014039 -37.8517664),live,3,1,580.0,armadale,145.014039,1,-37.8517664,apartment / unit / flat
1,17752014,2025,POINT (145.01879 -37.8612939),live,3,1,420.0,armadale,145.01879,1,-37.8612939,apartment / unit / flat
1,17747998,2025,POINT (145.0122166 -37.8515615),live,3,1,570.0,armadale,145.0122166,1,-37.8515615,apartment / unit / flat
2,17755149,2025,POINT (145.0127491 -37.8538149),live,3,1,600.0,armadale,145.0127491,1,-37.8538149,apartment / unit / flat
2,17713646,2025,POINT (145.0128903 -37.85711120000001),live,3,1,545.0,armadale,145.0128903,2,-37.85711120000001,apartment / unit / flat
1,17144898,2025,POINT (145.0122166 -37.8515615),live,3,1,610.0,armadale,145.0122166,1,-37.8515615,apartment / unit / flat
3,17677763,2025,POINT (145.0254146 -37.8589159),live,3,2,1370.0,armadale,145.0254146,2,-37.8589159,apartment / unit / flat
3,15193024,2025,POINT (145.0168794 -37.8607016),live,3,3,1400.0,armadale,145.0168794,2,-37.8607016,house
2,17743559,2025,POINT (145.0269727 -37.856524),live,3,1,750.0,armadale,145.0269727,1,-37.856524,apartment / unit / flat
2,17717253,2025,POINT (145.0173079 -37.8531229),live,3,1,650.0,armadale,145.0173079,1,-37.8531229,apartment / unit / flat
2,17732020,2025,POINT (145.0172895 -37.8613709),live,3,1,785.0,armadale,145.0172895,3,-37.8613709,townhouse
2,17752085,2025,POINT (145.0193115 -37.8613662),live,3,1,690.0,armadale,145.0193115,1,-37.8613662,apartment / unit / flat
3,17752378,2025,POINT (145.0257454 -37.854484),live,3,1,845.0,armadale,145.0257454,1,-37.854484,townhouse
2,17752427,2025,POINT (145.0193115 -37.8613662),live,3,1,595.0,armadale,145.0193115,1,-37.8613662,apartment / unit / flat
2,17753005,2025,POINT (145.0211224 -37.8615938),live,3,2,730.0,armadale,145.0211224,1,-37.8615938,apartment / unit / flat
2,17755535,2025,POINT (145.0157962 -37.8585323),live,3,1,480.0,armadale,145.0157962,1,-37.8585323,apartment / unit / flat
2,17756013,2025,POINT (145.015832 -37.85822),live,3,1,650.0,armadale,145.015832,1,-37.85822,apartment / unit / flat
2,17756346,2025,POINT (145.0211224 -37.8615938),live,3,1,550.0,armadale,145.0211224,1,-37.8615938,apartment / unit / flat
1,17757517,2025,POINT (145.0173312 -37.8576467),live,3,1,520.0,armadale,145.0173312,1,-37.8576467,apartment / unit / flat
4,17704618,2025,POINT (145.1060941 -38.0308986),live,3,2,1200.0,aspendale-chelsea-carrum,145.1060941,2,-38.0308986,house
