property_id,coordinates
17276158,POINT (145.8604475 -36.586157)
17275417,POINT (144.7369611 -37.7234756)
17275390,POINT (145.1254309 -37.9319074)
17275320,POINT (-38.5189581 143.7167648)
17275004,POINT (145.2122482 -37.8357855)
17274190,POINT (145.4000407 -36.358412)
17273295,POINT (144.7454815 -37.7277207)
17272939,POINT (147.2169321 -38.352785)
17272225,POINT (145.3391232 -37.8816555)
17272070,POINT (145.0006703 -37.8663531)
17271743,POINT (144.8786675 -37.7001795)
17271249,POINT (-37.855327 145.0032087)
17271065,POINT (145.1826302 -37.8621685)
17271036,POINT (145.0470124 -37.8901425)
17270591,POINT (-37.4289613 145.0006836)
17270082,POINT (-36.6565462 144.3474669)
17269599,POINT (145.1717801 -37.8561478)
17268383,POINT (-37.816819 144.9611835)
17268330,POINT (-37.8307587 144.9675355)
17267385,POINT (-36.1124277 146.8945467)
17267085,POINT (145.0042812 -37.8645793)
17266748,POINT (144.7261628 -37.7456938)
17265624,POINT (145.1037976 -38.0007629)
17265623,POINT (145.187815 -37.855284)
17264410,POINT (145.0477731 -37.8881001)
17264339,POINT (-37.8143067 145.1170545)
17263589,POINT (145.1384587 -37.9392212)
17263374,POINT (145.096004 -37.7586786)
17262862,POINT (144.9619112 -37.8063165)
17262831,POINT (142.2038439 -36.7115343)
17262254,POINT (144.7440681 -37.7294203)
17258958,POINT (-37.89913019999999 145.2872269)
17258685,POINT (-37.91804339999999 145.0795095)
17258663,POINT (-37.4188177 144.9770186)
17257930,POINT (144.7440681 -37.7294203)
17257293,POINT (-37.8082467 144.9676408)
17254016,POINT (-37.86482220000001 144.9955349)
17253978,POINT (-37.8675174 144.9922588)
17253890,POINT (144.8789754 -37.830831)
17253473,POINT (145.2737164 -37.9669757)
17253101,POINT (144.8828523 -37.8313132)
17252672,POINT (-37.9731333 145.17687)
17252561,POINT (144.7700593 -37.709791)
17251622,POINT (-37.8626744 145.2856552)
17251583,POINT (145.1829364 -37.9163185)
17251410,POINT (145.0474545 -37.969919)
17251266,POINT (145.0445391 -37.957061)
17250833,POINT (145.0375097 -37.8289477)
17250681,POINT (-37.5395259 143.8421459)
17250287,POINT (142.2391339 -34.4341161)
17250258,POINT (145.0525047 -37.959967)
17250073,POINT (-37.86408420000001 144.9068016)
17250050,POINT (145.0199206 -37.8501163)
17249506,POINT (145.0313722 -37.9790063)
17249371,POINT (-37.8308309 144.8789753)
17248940,POINT (-38.0516156 145.3253419)
17248839,POINT (144.8787288 -37.830657)
17248274,POINT (145.0349536 -37.8632289)
17248172,POINT (145.0420841 -37.8925503)
17247924,POINT (145.0622384 -37.8854583)
17247634,POINT (-37.8112667 144.9592612)
17247375,POINT (144.9960212 -37.8648936)
17247213,POINT (144.7821932 -37.7105124)
17246602,POINT (-38.0269939 145.2540197)
17245807,POINT (144.7581664 -37.6943992)
17245600,POINT (-37.74285709999999 144.906482)
17244708,POINT (144.8305416 -37.7154086)
17244452,POINT (-37.8125509 144.9627482)
17244275,POINT (-38.1991255 144.3084614)
17244035,POINT (144.1394473 -37.4578884)
17243679,POINT (-37.8175573 145.1921463)
17243371,POINT (145.0253852 -37.8873265)
17242981,POINT (-38.505964 145.2766329)
17242935,POINT (-37.7670455 144.6854746)
17242758,POINT (143.745159 -37.0360229)
17241876,POINT (144.438676 -37.688023)
17241817,POINT (145.2099006 -37.9637451)
17241720,POINT (145.2245369 -37.9907273)
17241712,POINT (145.1267729 -37.7719837)
17241645,POINT (145.2243514 -37.9881115)
17241438,POINT (144.4015666 -37.6847984)
17240791,POINT (145.1344078 -37.8484011)
17240629,POINT (145.4386425 -38.432808)
17240399,POINT (144.9844572 -37.816138)
17240369,POINT (145.2050928 -37.9920212)
17240311,POINT (144.8751589 -37.8280605)
17240229,POINT (-38.0628238 145.532853)
17239923,POINT (144.7928476 -37.7240011)
17239878,POINT (-37.5957419 144.9287799)
17239478,POINT (-37.6174853 144.7107766)
17238935,POINT (143.8133931 -37.5439694)
17238743,POINT (143.814534 -37.5558759)
17238498,POINT (145.9474407 -38.0740502)
17238321,POINT (-36.4401321 145.2954145)
17238318,POINT (-37.4066923 144.9798236)
17238317,POINT (-37.8362006 144.6722205)
17238249,POINT (145.0194396 -37.8898667)
17238186,POINT (143.7679203 -37.5487921)
17238038,POINT (146.856138 -36.1211066)
17238030,POINT (143.8335931 -37.5401873)
17237997,POINT (145.2149099 -37.9819426)
17237111,POINT (144.9205564 -37.7187493)
17237061,POINT (144.8787288 -37.830657)
17236801,POINT (144.6784458 -37.8769916)
17236703,POINT (145.2149726 -37.981621)
17236571,POINT (145.1938963 -37.8608809)
17236343,POINT (145.565068 -38.268627)
17235935,POINT (144.8239156 -37.7633589)
17235896,POINT (145.8516855 -38.1337613)
