property_id,coordinates
15612990,POINT (145.1170837 -38.0334264)
15611921,POINT (-34.217026 142.1335287)
15601963,POINT (144.29401 -36.781272)
15599405,POINT (-37.7069774 144.9675615)
15598939,POINT (-36.75494140000001 144.288615)
15597865,POINT (-37.83892609999999 144.975079)
15596592,POINT (145.0301734 -38.3767777)
15594345,POINT (144.922201 -37.678634)
15593396,POINT (145.1710893 -37.9256658)
15592081,POINT (-37.9353992 145.0631384)
15591686,POINT (145.179809 -38.3057426)
15591377,POINT (144.722676 -37.847909)
15587987,POINT (-37.8781007 144.7400117)
15587867,POINT (-38.2327469 146.4312954)
15587833,POINT (145.2603131 -37.8419391)
15587650,POINT (146.8594807 -36.1193951)
15587432,POINT (145.2162613 -37.9404885)
15585844,POINT (-37.8562558 144.653439)
15585636,POINT (145.2239173 -38.4611122)
15583558,POINT (145.230826 -37.889035)
15583374,POINT (144.9489644 -37.8089068)
15578988,POINT (-38.1173981 145.3266183)
15577311,POINT (145.2583726 -37.8638857)
15576799,POINT (144.9499339 -37.7625855)
15573602,POINT (145.1367317 -37.9381628)
15571088,POINT (144.974615 -37.751495)
15570253,POINT (-37.8106057 144.9870331)
15569913,POINT (144.379564 -38.016771)
15569892,POINT (144.747779 -37.734183)
15569107,POINT (145.0068569 -37.8583709)
15567515,POINT (145.039873 -37.8549657)
15563037,POINT (144.9211478 -37.7868297)
15562200,POINT (-37.8942398 145.1153545)
15560904,POINT (-37.8892404 145.0681489)
15558769,POINT (-37.8312535 145.1371945)
15557700,POINT (145.0810835 -37.8113968)
15557313,POINT (143.8211588 -37.5968066)
15556817,POINT (145.024501 -37.8686701)
15555820,POINT (-38.02546760000001 145.2580993)
15555113,POINT (142.453169 -38.364449)
15549193,POINT (-37.8061615 144.965462)
15548547,POINT (146.867898 -36.133955)
15547268,POINT (-37.8267241 144.95949)
15539910,POINT (144.677199 -37.840386)
15538804,POINT (-37.633187 145.0842824)
15537989,POINT (-36.131733 146.8845299)
15534718,POINT (145.0552882 -37.8339083)
15532905,POINT (144.9837448 -37.794859)
15532563,POINT (144.8845502 -37.7791336)
15529081,POINT (-37.718037 144.9630423)
15527724,POINT (143.8735715 -37.5681448)
15525806,POINT (145.1272901 -37.9059772)
15524911,POINT (-37.888467 144.6601603)
