property_id,coordinates
17749846,POINT (-38.3059137 145.0030971)
17749830,POINT (-37.77264890000001 144.9780096)
17749819,POINT (-37.5636819 143.8410405)
17749808,POINT (-37.5918766 144.9997628)
17749794,POINT (-37.6229468 145.0002739)
17749793,POINT (-37.7934125 145.3585878)
17749789,POINT (-37.8942103 145.0862919)
17749777,POINT (-38.101935 144.3384792)
17749754,POINT (-37.78562300000001 144.8780464)
17749752,POINT (-36.7465121 144.2857234)
17749745,POINT (-38.29236179999999 142.3599553)
17749743,POINT (-38.0677736 145.1345723)
17749733,POINT (-37.8022593 147.6545291)
17749725,POINT (-38.2012599 145.0861889)
17749720,POINT (-37.9225705 145.1282611)
17749713,POINT (-37.8205428 144.9929491)
17749706,POINT (-37.8861615 145.1215937)
17749705,POINT (-37.8102157 145.1465298)
17749698,POINT (-36.5618706 145.9800649)
17749689,POINT (-37.83906229999999 144.9744055)
17749686,POINT (-37.8406391 144.9751703)
17749669,POINT (-37.8349184 144.9699899)
17749664,POINT (-37.6781767 145.0355359)
17749651,POINT (-37.8794287 147.8294711)
17749648,POINT (-37.8040223 144.9631344)
17749647,POINT (-37.54841 143.9170004)
17749628,POINT (-37.8087435 144.961497)
17749617,POINT (-37.8024052 147.6547817)
17749606,POINT (-37.7698462 144.8823599)
17749588,POINT (-37.8324713 144.6741997)
17749582,POINT (-38.3671472 144.8890718)
17749567,POINT (-38.1297596 146.5712583)
17749551,POINT (-37.6993176 144.9120515)
17749531,POINT (-37.9010412 144.6006842)
17749527,POINT (-37.8097375 144.9595257)
17749486,POINT (-38.1915232 144.3081766)
17749484,POINT (-37.925639 145.0610109)
17749469,POINT (-36.7857869 144.2400558)
17749464,POINT (-37.8868026 144.6683865)
17749461,POINT (-37.7600558 144.6711483)
17749450,POINT (-38.3266966 143.0678545)
17749449,POINT (-37.7570785 144.94488)
17749448,POINT (-37.8853977 144.9989531)
17749418,POINT (-37.8850601 145.0134628)
17749413,POINT (-36.364388 146.6920172)
17749402,POINT (-38.1713412 144.3341097)
17749391,POINT (-37.7542099 144.9907398)
17749384,POINT (-38.1196539 144.3264562)
17749379,POINT (-38.30950060000001 144.32116)
17749373,POINT (-37.782474 144.9771928)
17749361,POINT (-38.0604824 145.4865963)
17749357,POINT (-36.0157586 146.010314)
17749356,POINT (-37.7611268 144.9565636)
17749355,POINT (-37.6745085 144.5739911)
17749354,POINT (-37.8302132 144.957898)
17749341,POINT (-37.8894269 144.6212806)
17749340,POINT (-37.6133374 145.0236214)
17749334,POINT (-37.7458224 144.8655697)
17749333,POINT (-37.6913297 144.5450261)
17749330,POINT (-38.2252524 145.0571061)
17749322,POINT (-38.0882427 144.3576687)
17749313,POINT (-38.1314919 145.8629781)
17749310,POINT (-37.8760883 144.6729117)
17749308,POINT (-38.1054234 145.3406772)
17749296,POINT (-37.8289674 145.103123)
17749294,POINT (-37.5315752 144.8985463)
17749276,POINT (-37.8929092 145.0698437)
17749270,POINT (-38.1750491 144.3351314)
17749264,POINT (-37.8138751 144.9407709)
17749239,POINT (-37.9493069 144.726067)
17749238,POINT (-37.8793354 144.6887777)
17749220,POINT (-37.8125509 144.9627482)
17749209,POINT (-37.4687658 144.9496242)
17749206,POINT (-38.085915 145.3194253)
17749190,POINT (-37.7395979 142.029249)
17749185,POINT (-37.7812826 144.760305)
