property_id,coordinates
17526399,POINT (-37.7713337 144.8918402)
17526286,POINT (144.3315444 -38.0974162)
17525976,POINT (145.0656095 -37.799078)
17525864,POINT (145.2964129 -38.1257225)
17525696,POINT (-38.1389535 144.3328261)
17525582,POINT (145.0435049 -37.7681166)
17525556,POINT (145.0672348 -37.7496432)
17525471,POINT (144.862564 -37.7643785)
17525450,POINT (148.5009313 -37.7611902)
17525333,POINT (143.8587053 -36.8824271)
17525321,POINT (-37.8956707 144.6384814)
17525079,POINT (147.061414 -36.4085516)
17525015,POINT (-37.8340517 144.6486157)
17524944,POINT (144.4650529 -37.2517481)
17524897,POINT (147.720467 -37.909982)
17524853,POINT (146.8585292 -36.8533307)
17524826,POINT (146.8997464 -36.1578117)
17524685,POINT (145.2776977 -37.8767329)
17524634,POINT (-38.5281691 143.9757226)
17524550,POINT (145.0344364 -37.8572881)
17524339,POINT (145.0601068 -37.7546606)
17524115,POINT (144.9670718 -37.82122)
17523902,POINT (145.3667075 -37.8178402)
17523668,POINT (144.2192529 -37.0667966)
17523615,POINT (147.5767386 -37.836596)
17523614,POINT (147.6114243 -37.8263829)
17523590,POINT (146.1673864 -38.4021648)
17523560,POINT (145.0158126 -37.7160619)
17523519,POINT (145.008083 -37.8429461)
17523142,POINT (145.8257902 -38.0985912)
17523106,POINT (145.1125494 -38.045413)
17523064,POINT (145.1079289 -37.8362475)
17523010,POINT (145.0922089 -37.8131013)
17522984,POINT (147.6929574 -37.8998)
17522945,POINT (-37.8470519 144.9806754)
17522912,POINT (145.0959126 -37.8186191)
17522856,POINT (144.7158264 -38.1645756)
17522833,POINT (145.2719612 -38.0409763)
17522792,POINT (-37.8115126 144.9497205)
17522769,POINT (144.4213017 -37.6655405)
17522737,POINT (145.0628552 -37.7518107)
17522715,POINT (142.9278831 -37.2869471)
17522483,POINT (144.9831076 -37.8587677)
17522383,POINT (144.9859676 -37.8100868)
17521971,POINT (145.1191938 -38.0428866)
17521259,POINT (-37.8072179 144.9623358)
17521250,POINT (144.9249401 -37.6822436)
17521195,POINT (-38.1766894 146.5610064)
17521095,POINT (144.6782885 -37.8274939)
17521082,POINT (144.9336799 -37.688115)
17520957,POINT (144.998426 -37.8695469)
17520873,POINT (-37.4714315 144.9883809)
17520823,POINT (145.1201199 -38.0578927)
17520711,POINT (145.1038417 -37.8025716)
17520567,POINT (144.75893 -37.7800451)
17520548,POINT (144.9889749 -37.8165381)
17520518,POINT (145.2462005 -38.0966096)
17520416,POINT (145.1890203 -37.9319088)
17520387,POINT (144.6033598 -37.9102415)
17520350,POINT (-37.858977 144.9766849)
17520196,POINT (144.9376881 -37.8398578)
17520146,POINT (145.0410434 -37.8536557)
17520051,POINT (144.897399 -37.759768)
17519994,POINT (145.22533 -37.8861351)
17519802,POINT (145.0467939 -37.8586638)
17519773,POINT (145.0377334 -37.7916965)
17519750,POINT (145.1280063 -37.8357653)
17519604,POINT (144.3443101 -38.1280879)
17519503,POINT (144.9173679 -37.7828387)
17519322,POINT (144.3175601 -36.7737809)
17519274,POINT (143.7998237 -37.4771231)
17519220,POINT (-38.7341396 146.1858588)
17519134,POINT (144.073237 -36.9930673)
17519017,POINT (142.9362218 -37.2802113)
17518946,POINT (145.0120676 -37.8412749)
17518915,POINT (-37.8269399 144.6693853)
17518368,POINT (146.9373111 -36.1768695)
17518190,POINT (145.2738314 -38.0351443)
17517956,POINT (144.9383046 -37.7846483)
17517854,POINT (144.3475232 -38.1290087)
17517834,POINT (144.9597473 -37.8258411)
17517604,POINT (145.0067033 -37.8480334)
17517355,POINT (-38.4625179 145.2567243)
17517269,POINT (144.9918822 -37.8665254)
17516943,POINT (-37.8402107 144.9393232)
17516617,POINT (143.8488657 -37.5500142)
17516217,POINT (146.3446929 -38.4293077)
17516123,POINT (145.1190054 -38.0476857)
17515949,POINT (145.1068739 -38.0387139)
17515775,POINT (144.9760837 -37.8084337)
17515569,POINT (144.706026 -37.9607943)
17515542,POINT (145.5354575 -37.7792846)
17515348,POINT (144.9979452 -37.8719139)
17515319,POINT (144.950619 -37.8095366)
17514980,POINT (145.7731091 -38.1091957)
17514820,POINT (144.7963258 -37.4753624)
17514605,POINT (147.7225862 -37.9134525)
17514473,POINT (144.9626544 -38.3453091)
17514444,POINT (145.0718162 -37.7932304)
17514260,POINT (143.822039 -37.5949435)
17514065,POINT (-37.8293374 144.9514499)
17513999,POINT (145.0611986 -37.753421)
17513825,POINT (145.1208266 -38.0537509)
17513823,POINT (145.0665901 -37.7553204)
17513777,POINT (-37.8295123 144.9509871)
17513654,POINT (144.7716835 -37.9114397)
17513483,POINT (144.2483891 -36.7281586)
17513202,POINT (144.9107671 -37.7238286)
17513072,POINT (145.0047028 -37.6727939)
17512757,POINT (144.7578921 -37.7815387)
17512696,POINT (144.7315485 -37.9025168)
17512168,POINT (-37.7961058 144.8968929)
17512149,POINT (144.9670718 -37.82122)
17512019,POINT (144.9122518 -37.6773983)
17512005,POINT (144.8828224 -37.8294107)
17511940,POINT (145.0538491 -37.754434)
17511595,POINT (-37.715925 145.0431147)
17511381,POINT (-37.9036804 145.1091248)
17511367,POINT (144.9508082 -37.8072482)
17511067,POINT (145.1201343 -37.8346279)
17510916,POINT (-38.1070862 145.179735)
17510734,POINT (144.7776054 -37.9076543)
17510634,POINT (147.5767386 -37.836596)
17510365,POINT (-37.8114288 144.9720186)
17510101,POINT (144.7400722 -37.8994212)
17509957,POINT (145.0361007 -37.6776061)
17509914,POINT (144.9308314 -37.6843729)
17509745,POINT (144.7181317 -38.3274855)
17509478,POINT (144.9900114 -37.8119942)
17509470,POINT (143.85927 -37.549274)
17509322,POINT (-37.83031390000001 144.9465471)
17508900,POINT (145.1923343 -38.304756)
17508652,POINT (144.7548011 -38.3502595)
17508496,POINT (144.9860077 -37.8163163)
17508265,POINT (144.717228 -37.8300195)
17508055,POINT (-37.1720378 146.0777812)
17507425,POINT (-37.7713337 144.8918402)
17507119,POINT (-37.9218862 144.6256342)
17507024,POINT (144.4112427 -37.6886503)
17506943,POINT (145.1639599 -37.9248586)
17506863,POINT (145.1298241 -37.8212174)
17506816,POINT (-37.8834525 145.0026232)
17506679,POINT (-38.1981458 144.3063581)
17506641,POINT (145.1154629 -37.8073022)
17506596,POINT (147.5992347 -38.0371283)
17506586,POINT (144.5937187 -37.4754045)
17506371,POINT (-37.8428023 144.6448854)
17505946,POINT (-37.81747 144.9536523)
17505926,POINT (143.746166 -37.0643683)
17505749,POINT (144.9909188 -37.8113244)
17505401,POINT (-36.4147255 146.269377)
17505211,POINT (144.9483407 -37.811569)
17505168,POINT (145.3546311 -37.8424839)
17505083,POINT (145.0644092 -37.7499716)
17504941,POINT (144.7306111 -37.7097959)
17504713,POINT (-37.8057727 144.9628609)
17504292,POINT (-37.8367561 144.682969)
17504291,POINT (-37.8106922 144.7012288)
17504095,POINT (144.9036524 -37.6697788)
17504055,POINT (-37.6953054 144.8845095)
17503923,POINT (144.7723894 -37.9112085)
17503476,POINT (143.5493127 -38.2687428)
17503316,POINT (-37.9174355 144.6466345)
17503231,POINT (145.1203807 -38.0565962)
17503175,POINT (-38.3233082 144.3301596)
17503047,POINT (145.0897154 -37.8149192)
17502690,POINT (144.9965254 -38.3236447)
17502453,POINT (147.5958013 -37.8221668)
17502279,POINT (145.1316247 -38.1402917)
17501999,POINT (145.117466 -38.1501599)
17501967,POINT (144.439256 -37.6562208)
17501831,POINT (144.9072905 -37.6805377)
17501728,POINT (145.1569691 -38.1743282)
17501706,POINT (145.0109192 -37.840453)
17501653,POINT (145.0378324 -37.8753859)
17501482,POINT (-37.8132363 144.9540083)
17501382,POINT (144.9835184 -37.8691184)
17501331,POINT (144.9419227 -37.8047559)
17501048,POINT (144.8947903 -37.7862021)
17501047,POINT (145.0694142 -37.7434775)
17500849,POINT (144.9804175 -37.8579618)
17500619,POINT (145.0273093 -37.8736936)
17500594,POINT (144.7362083 -38.3399431)
17500547,POINT (144.9868488 -37.8650772)
17500544,POINT (144.3016808 -36.7673618)
17500497,POINT (145.1326892 -38.1587961)
17500434,POINT (145.257745 -38.0260838)
17500239,POINT (-37.8142782 144.9400219)
17500198,POINT (-37.7585213 144.9386181)
17500058,POINT (145.1687155 -37.888017)
17500011,POINT (145.1548366 -37.8934267)
17499930,POINT (144.9744673 -37.8631909)
17499907,POINT (145.1439106 -38.1445005)
17499711,POINT (145.1748426 -37.8229992)
17499317,POINT (145.0233153 -37.8708725)
17499308,POINT (146.8384102 -36.3121584)
17499230,POINT (144.3435869 -38.1342072)
17499166,POINT (-38.102958 145.3027074)
17499141,POINT (144.4390682 -37.6609161)
17498980,POINT (144.243603 -37.3014074)
17498924,POINT (145.2193778 -37.8570755)
17498836,POINT (145.2665573 -37.8543397)
17498671,POINT (145.2581271 -37.8793861)
17498654,POINT (145.3018238 -37.7936748)
17498532,POINT (145.1586214 -37.8905824)
17498271,POINT (145.4715728 -37.9257642)
17498049,POINT (145.256983 -37.8884008)
17498014,POINT (145.0622457 -37.7442608)
17497821,POINT (145.0409754 -37.8287259)
17497805,POINT (145.2469354 -37.8943128)
17497641,POINT (144.8931264 -37.7455799)
17497324,POINT (145.0413626 -37.8231493)
17497316,POINT (-38.014582 145.325418)
17496971,POINT (-37.9332369 145.0640227)
17496869,POINT (144.9774827 -38.3383825)
17496735,POINT (144.960387 -37.8160345)
17496689,POINT (-37.9836443 145.2069044)
17496662,POINT (144.3411993 -38.1355154)
17496518,POINT (144.922693 -37.75148)
17496496,POINT (145.1599588 -37.8775995)
17496370,POINT (144.9783396 -37.8604196)
17496314,POINT (145.0948816 -37.8580968)
17496241,POINT (144.9765972 -37.8712828)
17496172,POINT (145.0234942 -37.8185137)
17495995,POINT (145.3526763 -37.8639909)
17495863,POINT (145.1773795 -38.2279799)
17495593,POINT (144.996461 -37.8715078)
17495488,POINT (145.3844035 -37.4827594)
17495472,POINT (144.3435869 -38.1342072)
17495145,POINT (144.8816243 -37.7736597)
17494846,POINT (144.5735018 -37.6561182)
