property_id,longitude,latitude,coordinates
15295193,144.889952,-37.791139,POINT (-37.791139 144.889952)
15624467,144.896622,-37.79868,POINT (-37.79868 144.896622)
15726089,144.884333,-37.791939,POINT (-37.791939 144.884333)
15754757,144.905187,-37.802479,POINT (-37.802479 144.905187)
15802091,144.908234,-37.801644,POINT (-37.801644 144.908234)
15812256,144.90233,-37.806019,POINT (-37.806019 144.90233)
15816862,144.894428,-37.803433,POINT (-37.803433 144.894428)
15818702,144.890916,-37.797653,POINT (-37.797653 144.890916)
15819588,144.8806,-37.799674,POINT (-37.799674 144.8806)
15821031,144.886077,-37.796257,POINT (-37.796257 144.886077)
15824941,144.909552,-37.80034,POINT (-37.80034 144.909552)
15826672,144.905203,-37.795223,POINT (-37.795223 144.905203)
15828870,144.885199,-37.796753,POINT (-37.796753 144.885199)
15831866,144.8806,-37.799674,POINT (-37.799674 144.8806)
15832041,144.889003,-37.8018,POINT (-37.8018 144.889003)
15833239,144.908234,-37.801644,POINT (-37.801644 144.908234)
15833286,144.903587,-37.798394,POINT (-37.798394 144.903587)
15834914,144.909552,-37.80034,POINT (-37.80034 144.909552)
15834988,144.892885,-37.788298,POINT (-37.788298 144.892885)
15839522,144.894838,-37.794308,POINT (-37.794308 144.894838)
15295354,145.013796,-37.811419,POINT (-37.811419 145.013796)
15302378,145.000185,-37.799751,POINT (-37.799751 145.000185)
15692820,144.996631,-37.800806,POINT (-37.800806 144.996631)
15932920,145.002003,-37.799639,POINT (-37.799639 145.002003)
15934559,144.995133,-37.801421,POINT (-37.801421 144.995133)
15934650,144.998184,-37.79793,POINT (-37.79793 144.998184)
15935244,145.007942,-37.811123,POINT (-37.811123 145.007942)
15935425,145.014143,-37.811772,POINT (-37.811772 145.014143)
15935648,145.007942,-37.811123,POINT (-37.811123 145.007942)
15936139,145.013796,-37.811419,POINT (-37.811419 145.013796)
15939405,145.007942,-37.811123,POINT (-37.811123 145.007942)
15942192,145.008213,-37.810154,POINT (-37.810154 145.008213)
15942469,145.009655,-37.811201,POINT (-37.811201 145.009655)
15943468,145.009655,-37.811201,POINT (-37.811201 145.009655)
15947166,145.014143,-37.811772,POINT (-37.811772 145.014143)
15948487,144.997321,-37.807932,POINT (-37.807932 144.997321)
15949196,144.998184,-37.79793,POINT (-37.79793 144.998184)
15949860,145.014143,-37.811772,POINT (-37.811772 145.014143)
15950381,145.014143,-37.811772,POINT (-37.811772 145.014143)
15956021,145.000152,-37.802065,POINT (-37.802065 145.000152)
15803546,144.955302,-37.841676,POINT (-37.841676 144.955302)
15850223,144.96905,-37.844014,POINT (-37.844014 144.96905)
15914080,144.946609,-37.845676,POINT (-37.845676 144.946609)
15934715,144.950892,-37.848601,POINT (-37.848601 144.950892)
15934716,144.950892,-37.848601,POINT (-37.848601 144.950892)
15937254,144.954604,-37.843333,POINT (-37.843333 144.954604)
15942526,144.956499,-37.846759,POINT (-37.846759 144.956499)
15943923,144.951612,-37.846447,POINT (-37.846447 144.951612)
15949757,144.955435,-37.844591,POINT (-37.844591 144.955435)
15951887,144.948413,-37.847164,POINT (-37.847164 144.948413)
15952515,144.950892,-37.848601,POINT (-37.848601 144.950892)
15952518,144.950892,-37.848601,POINT (-37.848601 144.950892)
15952858,144.949834,-37.841479,POINT (-37.841479 144.949834)
15952860,144.949834,-37.841479,POINT (-37.841479 144.949834)
15955431,144.957546,-37.842142,POINT (-37.842142 144.957546)
15956770,144.955732,-37.847168,POINT (-37.847168 144.955732)
15956837,144.96905,-37.844014,POINT (-37.844014 144.96905)
15961597,144.954658,-37.84598,POINT (-37.84598 144.954658)
15962807,144.94696,-37.843896,POINT (-37.843896 144.94696)
15962817,144.947874,-37.847125,POINT (-37.847125 144.947874)
14369114,143.819151,-37.552989,POINT (-37.552989 143.819151)
14470769,143.792856,-37.55456,POINT (-37.55456 143.792856)
15057611,143.816898,-37.559813,POINT (-37.559813 143.816898)
15856381,143.819151,-37.552989,POINT (-37.552989 143.819151)
15858045,143.812666,-37.554017,POINT (-37.554017 143.812666)
15864886,143.799338,-37.553631,POINT (-37.553631 143.799338)
15866248,143.788595,-37.559413,POINT (-37.559413 143.788595)
15866971,143.814856,-37.561867,POINT (-37.561867 143.814856)
15870556,143.792182,-37.558209,POINT (-37.558209 143.792182)
15871300,143.819151,-37.552989,POINT (-37.552989 143.819151)
15875783,143.819151,-37.552989,POINT (-37.552989 143.819151)
15883524,143.819151,-37.552989,POINT (-37.552989 143.819151)
15883682,143.814539,-37.555849,POINT (-37.555849 143.814539)
15883829,143.817804,-37.556354,POINT (-37.556354 143.817804)
15885800,143.790048,-37.558384,POINT (-37.558384 143.790048)
15886886,143.798196,-37.567398,POINT (-37.567398 143.798196)
15890691,143.788426,-37.556981,POINT (-37.556981 143.788426)
15892190,143.790033,-37.54483,POINT (-37.54483 143.790033)
15893662,143.787908,-37.551465,POINT (-37.551465 143.787908)
15894529,143.816164,-37.554843,POINT (-37.554843 143.816164)
13016506,144.862326,-37.838634,POINT (-37.838634 144.862326)
14640686,144.852805,-37.828436,POINT (-37.828436 144.852805)
15019414,144.852805,-37.828436,POINT (-37.828436 144.852805)
15612294,144.86139,-37.836473,POINT (-37.836473 144.86139)
15827113,144.853612,-37.836867,POINT (-37.836867 144.853612)
15889107,144.854828,-37.833022,POINT (-37.833022 144.854828)
15895949,144.85356,-37.835425,POINT (-37.835425 144.85356)
15902979,144.834706,-37.837835,POINT (-37.837835 144.834706)
15903616,144.850692,-37.835223,POINT (-37.835223 144.850692)
15910325,144.858405,-37.838141,POINT (-37.838141 144.858405)
15919785,144.846955,-37.829668,POINT (-37.829668 144.846955)
15928107,144.838973,-37.82909,POINT (-37.82909 144.838973)
15929283,144.850834,-37.844687,POINT (-37.844687 144.850834)
15929617,144.853811,-37.836138,POINT (-37.836138 144.853811)
15935313,144.850814,-37.84054,POINT (-37.84054 144.850814)
15953249,144.8476,-37.826261,POINT (-37.826261 144.8476)
15953488,144.862949,-37.841812,POINT (-37.841812 144.862949)
15958224,144.845628,-37.845351,POINT (-37.845351 144.845628)
15960750,144.86175,-37.835616,POINT (-37.835616 144.86175)
15960779,144.85505,-37.835755,POINT (-37.835755 144.85505)
15209100,142.929778,-37.276613,POINT (-37.276613 142.929778)
15385439,142.930144,-37.277252,POINT (-37.277252 142.930144)
15819734,142.937251,-37.282815,POINT (-37.282815 142.937251)
15820194,142.953986,-37.276934,POINT (-37.276934 142.953986)
15843858,142.93144,-37.284872,POINT (-37.284872 142.93144)
15846041,142.917845,-37.287408,POINT (-37.287408 142.917845)
15852398,142.931959,-37.281735,POINT (-37.281735 142.931959)
15861423,142.934152,-37.28419,POINT (-37.28419 142.934152)
15862220,142.924493,-37.274453,POINT (-37.274453 142.924493)
15868742,142.920954,-37.269328,POINT (-37.269328 142.920954)
15871420,142.946095,-37.285139,POINT (-37.285139 142.946095)
15873427,142.917026,-37.284455,POINT (-37.284455 142.917026)
15876761,142.926017,-37.284459,POINT (-37.284459 142.926017)
15878272,142.922916,-37.27882,POINT (-37.27882 142.922916)
15878337,142.938772,-37.28766,POINT (-37.28766 142.938772)
15883623,142.930469,-37.289577,POINT (-37.289577 142.930469)
15884172,142.934419,-37.284545,POINT (-37.284545 142.934419)
15885733,142.930809,-37.285003,POINT (-37.285003 142.930809)
15886236,142.939194,-37.283804,POINT (-37.283804 142.939194)
15892353,142.930085,-37.276812,POINT (-37.276812 142.930085)
15401463,145.075384,-37.868746,POINT (-37.868746 145.075384)
15799670,145.072361,-37.869537,POINT (-37.869537 145.072361)
15875187,145.076267,-37.872263,POINT (-37.872263 145.076267)
15895716,145.080853,-37.867288,POINT (-37.867288 145.080853)
15916869,145.091271,-37.86989,POINT (-37.86989 145.091271)
15920223,145.085983,-37.870146,POINT (-37.870146 145.085983)
15925398,145.082522,-37.860741,POINT (-37.860741 145.082522)
15925650,145.090613,-37.863761,POINT (-37.863761 145.090613)
15944173,145.07291,-37.86845,POINT (-37.86845 145.07291)
15949571,145.082007,-37.868321,POINT (-37.868321 145.082007)
15950286,145.079698,-37.870572,POINT (-37.870572 145.079698)
15951157,145.087328,-37.866412,POINT (-37.866412 145.087328)
15957427,145.112584,-37.85529,POINT (-37.85529 145.112584)
15957857,145.092829,-37.864972,POINT (-37.864972 145.092829)
15959619,145.071216,-37.873793,POINT (-37.873793 145.071216)
15960938,145.043973,-37.873889,POINT (-37.873889 145.043973)
15961032,145.043957,-37.869157,POINT (-37.869157 145.043957)
15799179,145.091814,-38.014476,POINT (-38.014476 145.091814)
15836728,145.102677,-38.022243,POINT (-38.022243 145.102677)
15841211,145.099203,-38.024016,POINT (-38.024016 145.099203)
15865085,145.100928,-38.021462,POINT (-38.021462 145.100928)
15865496,145.101781,-38.025924,POINT (-38.025924 145.101781)
15902630,145.091835,-38.014534,POINT (-38.014534 145.091835)
15918728,145.089702,-38.005112,POINT (-38.005112 145.089702)
15933125,145.091814,-38.014476,POINT (-38.014476 145.091814)
15934400,145.104983,-38.027454,POINT (-38.027454 145.104983)
15935688,145.098614,-38.000919,POINT (-38.000919 145.098614)
15941007,145.093342,-38.013905,POINT (-38.013905 145.093342)
15941219,145.09953,-38.017575,POINT (-38.017575 145.09953)
15948193,145.091814,-38.014476,POINT (-38.014476 145.091814)
15949381,145.100083,-38.024662,POINT (-38.024662 145.100083)
15950363,145.100422,-38.025199,POINT (-38.025199 145.100422)
15951900,145.100628,-38.025599,POINT (-38.025599 145.100628)
15953231,145.093436,-38.009624,POINT (-38.009624 145.093436)
15953256,145.070352,-37.992322,POINT (-37.992322 145.070352)
11173543,144.996653,-37.875163,POINT (-37.875163 144.996653)
13296116,144.994023,-37.870698,POINT (-37.870698 144.994023)
15232931,144.992591,-37.867681,POINT (-37.867681 144.992591)
15386833,144.992591,-37.867681,POINT (-37.867681 144.992591)
15643796,144.993679,-37.866748,POINT (-37.866748 144.993679)
15767108,144.994023,-37.870698,POINT (-37.870698 144.994023)
15793599,144.996637,-37.8678,POINT (-37.8678 144.996637)
15803903,144.99551,-37.872476,POINT (-37.872476 144.99551)
15831489,144.994832,-37.870129,POINT (-37.870129 144.994832)
15840422,144.994156,-37.871668,POINT (-37.871668 144.994156)
15841496,144.996517,-37.87229,POINT (-37.87229 144.996517)
15851539,144.994461,-37.865931,POINT (-37.865931 144.994461)
15866546,144.99413,-37.871371,POINT (-37.871371 144.99413)
15866826,144.992342,-37.872508,POINT (-37.872508 144.992342)
15873622,144.996767,-37.871398,POINT (-37.871398 144.996767)
15876920,144.998426,-37.869551,POINT (-37.869551 144.998426)
15879409,144.996077,-37.870827,POINT (-37.870827 144.996077)
15882187,144.99849,-37.873247,POINT (-37.873247 144.99849)
15884901,144.992591,-37.867681,POINT (-37.867681 144.992591)
15886509,144.990853,-37.871541,POINT (-37.871541 144.990853)
13605923,143.805899,-37.502464,POINT (-37.502464 143.805899)
15825803,143.813312,-37.603313,POINT (-37.603313 143.813312)
15835948,143.820946,-37.597518,POINT (-37.597518 143.820946)
15860409,143.820183,-37.596258,POINT (-37.596258 143.820183)
15868697,143.808824,-37.504233,POINT (-37.504233 143.808824)
15875404,143.804569,-37.495534,POINT (-37.495534 143.804569)
14203388,143.865819,-37.537036,POINT (-37.537036 143.865819)
14767853,143.480452,-37.014348,POINT (-37.014348 143.480452)
15229585,143.876512,-37.541027,POINT (-37.541027 143.876512)
15919873,143.868316,-37.538214,POINT (-37.538214 143.868316)
15930493,143.869307,-37.598153,POINT (-37.598153 143.869307)
15936389,143.841397,-37.560048,POINT (-37.560048 143.841397)
15946861,143.86412,-37.541979,POINT (-37.541979 143.86412)
15946863,143.867111,-37.537191,POINT (-37.537191 143.867111)
15947789,143.813312,-37.603313,POINT (-37.603313 143.813312)
15964870,143.870166,-37.539639,POINT (-37.539639 143.870166)
15964910,143.875447,-37.542597,POINT (-37.542597 143.875447)
15966891,143.847238,-37.561867,POINT (-37.561867 143.847238)
15967617,143.801938,-37.551366,POINT (-37.551366 143.801938)
15967620,143.87617,-37.591245,POINT (-37.591245 143.87617)
15967657,143.803666,-37.551418,POINT (-37.551418 143.803666)
15968071,143.85041,-37.565463,POINT (-37.565463 143.85041)
15968224,143.867726,-37.591505,POINT (-37.591505 143.867726)
15968265,143.842705,-37.561403,POINT (-37.561403 143.842705)
15968386,143.839617,-37.563148,POINT (-37.563148 143.839617)
15115940,145.065839,-37.806253,POINT (-37.806253 145.065839)
15189539,145.103941,-37.802697,POINT (-37.802697 145.103941)
15297633,145.096838,-37.805591,POINT (-37.805591 145.096838)
15855342,145.071215,-37.803033,POINT (-37.803033 145.071215)
15887325,145.081537,-37.810875,POINT (-37.810875 145.081537)
15896708,145.085264,-37.807042,POINT (-37.807042 145.085264)
15906954,145.087768,-37.806267,POINT (-37.806267 145.087768)
15908221,145.075864,-37.812351,POINT (-37.812351 145.075864)
15911958,145.077042,-37.806625,POINT (-37.806625 145.077042)
15913290,145.083385,-37.81534,POINT (-37.81534 145.083385)
15921467,145.075798,-37.808436,POINT (-37.808436 145.075798)
15922931,145.086075,-37.813576,POINT (-37.813576 145.086075)
15928028,145.086261,-37.813598,POINT (-37.813598 145.086261)
15937582,145.076851,-37.812923,POINT (-37.812923 145.076851)
15937771,145.087109,-37.812802,POINT (-37.812802 145.087109)
15939664,145.075864,-37.812351,POINT (-37.812351 145.075864)
15943745,145.08373,-37.809913,POINT (-37.809913 145.08373)
15949662,145.075864,-37.812351,POINT (-37.812351 145.075864)
15952498,145.075864,-37.812351,POINT (-37.812351 145.075864)
15956170,145.0748,-37.812273,POINT (-37.812273 145.0748)
13471408,145.099787,-37.796208,POINT (-37.796208 145.099787)
14751408,145.084946,-37.791501,POINT (-37.791501 145.084946)
15758581,145.06736,-37.800788,POINT (-37.800788 145.06736)
15819514,145.078079,-37.787455,POINT (-37.787455 145.078079)
15838194,145.084861,-37.794675,POINT (-37.794675 145.084861)
15838543,145.079604,-37.785637,POINT (-37.785637 145.079604)
15855995,145.094022,-37.800008,POINT (-37.800008 145.094022)
15864762,145.065006,-37.794428,POINT (-37.794428 145.065006)
15871076,145.102289,-37.798874,POINT (-37.798874 145.102289)
15871493,145.09974,-37.79124,POINT (-37.79124 145.09974)
15878690,145.090947,-37.790416,POINT (-37.790416 145.090947)
15879627,145.094073,-37.783359,POINT (-37.783359 145.094073)
15885331,145.082652,-37.795481,POINT (-37.795481 145.082652)
15887252,145.067263,-37.799476,POINT (-37.799476 145.067263)
15888391,145.096039,-37.799297,POINT (-37.799297 145.096039)
15889223,145.099509,-37.787427,POINT (-37.787427 145.099509)
15891410,145.074961,-37.7912,POINT (-37.7912 145.074961)
15893523,145.065231,-37.794284,POINT (-37.794284 145.065231)
15899379,145.09932,-37.803938,POINT (-37.803938 145.09932)
11270869,144.489767,-38.275712,POINT (-38.275712 144.489767)
15785000,144.493002,-38.266629,POINT (-38.266629 144.493002)
15790840,144.488564,-38.274283,POINT (-38.274283 144.488564)
15804294,144.48941,-38.278818,POINT (-38.278818 144.48941)
15810134,144.493421,-38.270632,POINT (-38.270632 144.493421)
15899209,144.487767,-38.284752,POINT (-38.284752 144.487767)
15905213,144.492437,-38.283113,POINT (-38.283113 144.492437)
15907014,144.49352,-38.28307,POINT (-38.28307 144.49352)
15918350,144.488564,-38.274283,POINT (-38.274283 144.488564)
15935319,144.488344,-38.283782,POINT (-38.283782 144.488344)
15940168,144.491037,-38.280845,POINT (-38.280845 144.491037)
15945584,144.493316,-38.265779,POINT (-38.265779 144.493316)
15945944,144.485606,-38.278847,POINT (-38.278847 144.485606)
15946604,144.493791,-38.276797,POINT (-38.276797 144.493791)
15947540,144.493316,-38.265779,POINT (-38.265779 144.493316)
15951528,144.490223,-38.27743,POINT (-38.27743 144.490223)
15959938,144.491485,-38.276827,POINT (-38.276827 144.491485)
15960409,144.490803,-38.276351,POINT (-38.276351 144.490803)
15964610,144.488564,-38.274283,POINT (-38.274283 144.488564)
14773454,145.270567,-37.852026,POINT (-37.852026 145.270567)
15802613,145.257373,-37.843165,POINT (-37.843165 145.257373)
15848731,145.261916,-37.845613,POINT (-37.845613 145.261916)
15901338,145.264409,-37.843825,POINT (-37.843825 145.264409)
15905549,145.264125,-37.836992,POINT (-37.836992 145.264125)
15914289,145.265947,-37.83845,POINT (-37.83845 145.265947)
15929009,145.258221,-37.84197,POINT (-37.84197 145.258221)
15932974,145.252495,-37.840969,POINT (-37.840969 145.252495)
15938624,145.257899,-37.850311,POINT (-37.850311 145.257899)
15941449,145.251619,-37.847267,POINT (-37.847267 145.251619)
15943057,145.266167,-37.838434,POINT (-37.838434 145.266167)
15946691,145.262079,-37.839886,POINT (-37.839886 145.262079)
15947863,145.264089,-37.845961,POINT (-37.845961 145.264089)
15949335,145.253361,-37.855597,POINT (-37.855597 145.253361)
15949555,145.260673,-37.838847,POINT (-37.838847 145.260673)
15952244,145.256726,-37.855876,POINT (-37.855876 145.256726)
15955014,145.251687,-37.854278,POINT (-37.854278 145.251687)
15955302,145.260957,-37.839092,POINT (-37.839092 145.260957)
15957044,145.261376,-37.848893,POINT (-37.848893 145.261376)
15958361,145.267023,-37.84447,POINT (-37.84447 145.267023)
15376764,144.327814,-38.122072,POINT (-38.122072 144.327814)
15820110,144.348753,-38.089023,POINT (-38.089023 144.348753)
15951910,144.356814,-38.091473,POINT (-38.091473 144.356814)
15952176,144.327165,-38.100526,POINT (-38.100526 144.327165)
15960144,144.360991,-38.093847,POINT (-38.093847 144.360991)
15962142,144.332511,-38.119543,POINT (-38.119543 144.332511)
15962165,144.338107,-38.126466,POINT (-38.126466 144.338107)
15963007,144.365873,-38.085929,POINT (-38.085929 144.365873)
15965444,144.359574,-38.094591,POINT (-38.094591 144.359574)
12981625,145.992958,-36.537659,POINT (-36.537659 145.992958)
12981632,145.996369,-36.541806,POINT (-36.541806 145.996369)
15167976,145.985143,-36.543028,POINT (-36.543028 145.985143)
15302776,145.982338,-36.543432,POINT (-36.543432 145.982338)
15508261,145.979814,-36.553178,POINT (-36.553178 145.979814)
15519547,145.977063,-36.556364,POINT (-36.556364 145.977063)
15719421,145.994526,-36.54653,POINT (-36.54653 145.994526)
15796440,145.988002,-36.549759,POINT (-36.549759 145.988002)
15846466,145.988151,-36.546351,POINT (-36.546351 145.988151)
15857073,145.972026,-36.552685,POINT (-36.552685 145.972026)
15862675,145.974995,-36.559017,POINT (-36.559017 145.974995)
15897267,145.964806,-36.545904,POINT (-36.545904 145.964806)
15903212,145.973439,-36.561207,POINT (-36.561207 145.973439)
9147035,144.27957,-36.757608,POINT (-36.757608 144.27957)
11172804,144.267771,-36.747857,POINT (-36.747857 144.267771)
11548867,144.280395,-36.76131,POINT (-36.76131 144.280395)
11683121,144.285803,-36.748989,POINT (-36.748989 144.285803)
12819875,144.27957,-36.757608,POINT (-36.757608 144.27957)
15099292,144.284268,-36.752791,POINT (-36.752791 144.284268)
15664088,144.283764,-36.750798,POINT (-36.750798 144.283764)
15762212,144.272103,-36.768227,POINT (-36.768227 144.272103)
15773704,144.280395,-36.76131,POINT (-36.76131 144.280395)
15823337,144.27481,-36.767243,POINT (-36.767243 144.27481)
15833503,144.272103,-36.768227,POINT (-36.768227 144.272103)
15852679,144.279105,-36.75999,POINT (-36.75999 144.279105)
15863532,144.287119,-36.759809,POINT (-36.759809 144.287119)
15872413,144.283764,-36.750798,POINT (-36.750798 144.283764)
15878450,144.28854,-36.761427,POINT (-36.761427 144.28854)
15879867,144.26887,-36.759872,POINT (-36.759872 144.26887)
15883875,144.272106,-36.750087,POINT (-36.750087 144.272106)
15885460,144.276475,-36.753245,POINT (-36.753245 144.276475)
15885537,144.318562,-36.740236,POINT (-36.740236 144.318562)
11855632,145.32406,-38.026059,POINT (-38.026059 145.32406)
12699928,145.329708,-38.02775,POINT (-38.02775 145.329708)
13164211,145.358033,-38.051231,POINT (-38.051231 145.358033)
13711940,145.349527,-38.071229,POINT (-38.071229 145.349527)
15863676,145.357931,-38.033583,POINT (-38.033583 145.357931)
15865521,145.324549,-38.042732,POINT (-38.042732 145.324549)
15865820,145.324717,-38.021339,POINT (-38.021339 145.324717)
15875931,145.33266,-38.045503,POINT (-38.045503 145.33266)
15878719,145.336013,-38.067647,POINT (-38.067647 145.336013)
15886002,145.354265,-38.066011,POINT (-38.066011 145.354265)
15887772,145.351684,-38.030726,POINT (-38.030726 145.351684)
15888804,145.359838,-38.054432,POINT (-38.054432 145.359838)
15888929,145.340468,-38.029531,POINT (-38.029531 145.340468)
15891325,145.353116,-38.033244,POINT (-38.033244 145.353116)
15893069,145.337039,-38.044965,POINT (-38.044965 145.337039)
15893966,145.329708,-38.02775,POINT (-38.02775 145.329708)
15895331,145.325142,-38.01448,POINT (-38.01448 145.325142)
15895365,145.350691,-38.051206,POINT (-38.051206 145.350691)
15896129,145.344243,-38.036071,POINT (-38.036071 145.344243)
15896281,145.326079,-38.01393,POINT (-38.01393 145.326079)
15675953,145.146339,-37.818521,POINT (-37.818521 145.146339)
15830703,145.15004,-37.818066,POINT (-37.818066 145.15004)
15877205,145.15629,-37.817938,POINT (-37.817938 145.15629)
15917683,145.15629,-37.817938,POINT (-37.817938 145.15629)
15919324,145.13661,-37.829782,POINT (-37.829782 145.13661)
15921854,145.139346,-37.821591,POINT (-37.821591 145.139346)
15924578,145.155251,-37.817697,POINT (-37.817697 145.155251)
15924799,145.158961,-37.815207,POINT (-37.815207 145.158961)
15926320,145.15629,-37.817938,POINT (-37.817938 145.15629)
15927081,145.162203,-37.816564,POINT (-37.816564 145.162203)
15934796,145.151056,-37.819286,POINT (-37.819286 145.151056)
15935751,145.15629,-37.817938,POINT (-37.817938 145.15629)
15936161,145.153462,-37.813684,POINT (-37.813684 145.153462)
15937098,145.151285,-37.818112,POINT (-37.818112 145.151285)
15937428,145.151099,-37.81906,POINT (-37.81906 145.151099)
15940572,145.15629,-37.817938,POINT (-37.817938 145.15629)
15941990,145.152416,-37.822182,POINT (-37.822182 145.152416)
15943305,145.138423,-37.819964,POINT (-37.819964 145.138423)
15946777,145.151099,-37.81906,POINT (-37.81906 145.151099)
15950976,145.145724,-37.818583,POINT (-37.818583 145.145724)
15431636,145.292219,-37.854377,POINT (-37.854377 145.292219)
15764468,145.270701,-37.862534,POINT (-37.862534 145.270701)
15925568,145.258623,-37.860622,POINT (-37.860622 145.258623)
15933100,145.288237,-37.864891,POINT (-37.864891 145.288237)
15942331,145.299272,-37.853955,POINT (-37.853955 145.299272)
15943580,145.292412,-37.868276,POINT (-37.868276 145.292412)
15944235,145.276616,-37.864504,POINT (-37.864504 145.276616)
15951574,145.301051,-37.848747,POINT (-37.848747 145.301051)
15951802,145.298953,-37.853555,POINT (-37.853555 145.298953)
15951874,145.27032,-37.861393,POINT (-37.861393 145.27032)
15952650,145.270376,-37.854228,POINT (-37.854228 145.270376)
15955227,145.27938,-37.862829,POINT (-37.862829 145.27938)
15959208,145.276813,-37.856349,POINT (-37.856349 145.276813)
15960616,145.282627,-37.856062,POINT (-37.856062 145.282627)
15963244,145.304435,-37.843415,POINT (-37.843415 145.304435)
15963849,145.290879,-37.856395,POINT (-37.856395 145.290879)
15964975,145.284188,-37.851629,POINT (-37.851629 145.284188)
15965095,145.283745,-37.8577,POINT (-37.8577 145.283745)
15966028,145.27527,-37.856482,POINT (-37.856482 145.27527)
15966843,145.294002,-37.857738,POINT (-37.857738 145.294002)
14703849,145.128283,-37.812401,POINT (-37.812401 145.128283)
15084312,145.134117,-37.812779,POINT (-37.812779 145.134117)
15827047,145.130625,-37.805883,POINT (-37.805883 145.130625)
15831597,145.128854,-37.812847,POINT (-37.812847 145.128854)
15861824,145.132541,-37.803104,POINT (-37.803104 145.132541)
15879503,145.119708,-37.809457,POINT (-37.809457 145.119708)
15885214,145.134656,-37.806474,POINT (-37.806474 145.134656)
15893592,145.126206,-37.81165,POINT (-37.81165 145.126206)
15896985,145.118097,-37.807007,POINT (-37.807007 145.118097)
15903606,145.139159,-37.803803,POINT (-37.803803 145.139159)
15904615,145.120953,-37.809682,POINT (-37.809682 145.120953)
15910474,145.129928,-37.81192,POINT (-37.81192 145.129928)
15914479,145.119942,-37.802594,POINT (-37.802594 145.119942)
15915609,145.123356,-37.812116,POINT (-37.812116 145.123356)
15924163,145.127946,-37.812035,POINT (-37.812035 145.127946)
15925173,145.124742,-37.809458,POINT (-37.809458 145.124742)
15925282,145.124595,-37.806841,POINT (-37.806841 145.124595)
15933449,145.122788,-37.813088,POINT (-37.813088 145.122788)
15949591,145.139296,-37.801328,POINT (-37.801328 145.139296)
15951186,145.132706,-37.814379,POINT (-37.814379 145.132706)
15760991,143.924523,-37.543672,POINT (-37.543672 143.924523)
15796559,143.881666,-37.560249,POINT (-37.560249 143.881666)
15833643,143.895603,-37.554501,POINT (-37.554501 143.895603)
15854729,143.886054,-37.555265,POINT (-37.555265 143.886054)
15855829,143.852591,-37.581624,POINT (-37.581624 143.852591)
15856115,143.858234,-37.562938,POINT (-37.562938 143.858234)
15858227,143.902986,-37.55763,POINT (-37.55763 143.902986)
15860820,143.887306,-37.569961,POINT (-37.569961 143.887306)
15871300,143.819151,-37.552989,POINT (-37.552989 143.819151)
15877469,143.838721,-37.57447,POINT (-37.57447 143.838721)
15878577,143.903751,-37.552687,POINT (-37.552687 143.903751)
15879777,143.856996,-37.562471,POINT (-37.562471 143.856996)
15879814,143.918397,-37.550284,POINT (-37.550284 143.918397)
15881375,143.883509,-37.581771,POINT (-37.581771 143.883509)
15881712,143.849995,-37.561908,POINT (-37.561908 143.849995)
15881917,143.905806,-37.552714,POINT (-37.552714 143.905806)
15887132,143.832752,-37.543412,POINT (-37.543412 143.832752)
15890900,143.917252,-37.553673,POINT (-37.553673 143.917252)
13658714,144.950318,-37.765781,POINT (-37.765781 144.950318)
15099012,144.969811,-37.771968,POINT (-37.771968 144.969811)
15251983,144.956179,-37.773075,POINT (-37.773075 144.956179)
15601896,144.952343,-37.757357,POINT (-37.757357 144.952343)
15826105,144.961005,-37.766605,POINT (-37.766605 144.961005)
15832821,144.961109,-37.774261,POINT (-37.774261 144.961109)
15854171,144.96848,-37.773253,POINT (-37.773253 144.96848)
15871641,144.969811,-37.771968,POINT (-37.771968 144.969811)
15875521,144.95373,-37.77321,POINT (-37.77321 144.95373)
15876038,144.960024,-37.774311,POINT (-37.774311 144.960024)
15876973,144.968209,-37.765953,POINT (-37.765953 144.968209)
15878203,144.967831,-37.762683,POINT (-37.762683 144.967831)
15878365,144.968592,-37.771271,POINT (-37.771271 144.968592)
15878536,144.963567,-37.759614,POINT (-37.759614 144.963567)
15882741,144.960709,-37.777546,POINT (-37.777546 144.960709)
15883352,144.958509,-37.773797,POINT (-37.773797 144.958509)
15887395,144.961005,-37.766605,POINT (-37.766605 144.961005)
15893326,144.970289,-37.76049,POINT (-37.76049 144.970289)
15893400,144.963703,-37.777333,POINT (-37.777333 144.963703)
15895903,144.963414,-37.777629,POINT (-37.777629 144.963414)
15271314,144.975995,-37.777971,POINT (-37.777971 144.975995)
15846781,144.971747,-37.772035,POINT (-37.772035 144.971747)
15852800,144.978224,-37.76783,POINT (-37.76783 144.978224)
15861810,144.970688,-37.778832,POINT (-37.778832 144.970688)
15862358,144.975995,-37.777971,POINT (-37.777971 144.975995)
15866731,144.970688,-37.778832,POINT (-37.778832 144.970688)
15873742,144.974457,-37.760233,POINT (-37.760233 144.974457)
15873773,144.974457,-37.760233,POINT (-37.760233 144.974457)
15873839,144.974457,-37.760233,POINT (-37.760233 144.974457)
15876231,144.970887,-37.778697,POINT (-37.778697 144.970887)
15876911,144.970859,-37.777227,POINT (-37.777227 144.970859)
15880500,144.978791,-37.774668,POINT (-37.774668 144.978791)
15881853,144.979469,-37.762719,POINT (-37.762719 144.979469)
15884444,144.974637,-37.771447,POINT (-37.771447 144.974637)
