property_id,address,longitude,latitude,coordinates,geocode_success
15295193,"51 Gordon Street, Footscray, VIC 3011",144.889952,-37.791139,POINT (144.889952 -37.791139),True
15624467,"Cirque Drive, Footscray, VIC 3011",144.896622,-37.79868,POINT (144.896622 -37.79868),True
15726089,"10 Stanlake Street, Footscray, VIC 3011",144.884333,-37.791939,POINT (144.884333 -37.791939),True
15754757,"42 Whitehall Street, Footscray, VIC 3011",144.905187,-37.802479,POINT (144.905187 -37.802479),True
15802091,"2 Saltriver Place, Footscray, VIC 3011",144.908234,-37.801644,POINT (144.908234 -37.801644),True
15812256,"48 Cowper Street, Footscray, VIC 3011",144.90233,-37.806019,POINT (144.90233 -37.806019),True
15816862,"90 Buckley Street, Footscray, VIC 3011",144.894428,-37.803433,POINT (144.894428 -37.803433),True
15818702,"109 Creswick Street, Footscray, VIC 3011",144.890916,-37.797653,POINT (144.890916 -37.797653),True
15819588,"9 Hewitt Avenue, Footscray, VIC 3011",144.8806,-37.799674,POINT (144.8806 -37.799674),True
15821031,"Southampton Street, Footscray, VIC 3011",144.886077,-37.796257,POINT (144.886077 -37.796257),True
15824941,"4 Joseph Road, Footscray, VIC 3011",144.909552,-37.80034,POINT (144.909552 -37.80034),True
15826672,"43 Ballarat Road, Footscray, VIC 3011",144.905203,-37.795223,POINT (144.905203 -37.795223),True
15828870,"56 Everard Street, Footscray, VIC 3011",144.885199,-37.796753,POINT (144.885199 -37.796753),True
15831866,"9 Hewitt Avenue, Footscray, VIC 3011",144.8806,-37.799674,POINT (144.8806 -37.799674),True
15832041,"2 John Street, Footscray, VIC 3011",144.889003,-37.8018,POINT (144.889003 -37.8018),True
15833239,"1 Moreland Street, Footscray, VIC 3011",144.908234,-37.801644,POINT (144.908234 -37.801644),True
15833286,"Donald Street, Footscray, VIC 3011",144.903587,-37.798394,POINT (144.903587 -37.798394),True
15834914,"2 Joseph Road, Footscray, VIC 3011",144.909552,-37.80034,POINT (144.909552 -37.80034),True
15834988,"31 Eldridge Street, Footscray, VIC 3011",144.892885,-37.788298,POINT (144.892885 -37.788298),True
15839522,"93 Droop Street, Footscray, VIC 3011",144.894838,-37.794308,POINT (144.894838 -37.794308),True
15295354,"1 Acacia Place, Abbotsford, VIC 3067",145.013796,-37.811419,POINT (145.013796 -37.811419),True
15302378,"16 Trenerry Crescent, Abbotsford, VIC 3067",145.000185,-37.799751,POINT (145.000185 -37.799751),True
15692820,"84 Stafford Street, Abbotsford, VIC 3067",144.996631,-37.800806,POINT (144.996631 -37.800806),True
15932920,"14 Trenerry Crescent, Abbotsford, VIC 3067",145.002003,-37.799639,POINT (145.002003 -37.799639),True
15934559,"Studley Street, Abbotsford, VIC 3067",144.995133,-37.801421,POINT (144.995133 -37.801421),True
15934650,"88 Trenerry Crescent, Abbotsford, VIC 3067",144.998184,-37.79793,POINT (144.998184 -37.79793),True
15935244,"631 Victoria Street, Abbotsford, VIC 3067",145.007942,-37.811123,POINT (145.007942 -37.811123),True
15935425,"4 Acacia Place, Abbotsford, VIC 3067",145.014143,-37.811772,POINT (145.014143 -37.811772),True
15935648,"609 Victoria Street, Abbotsford, VIC 3067",145.007942,-37.811123,POINT (145.007942 -37.811123),True
15936139,"1 Acacia Place, Abbotsford, VIC 3067",145.013796,-37.811419,POINT (145.013796 -37.811419),True
15939405,"631 Victoria Street, Abbotsford, VIC 3067",145.007942,-37.811123,POINT (145.007942 -37.811123),True
15942192,"20 Shamrock Street, Abbotsford, VIC 3067",145.008213,-37.810154,POINT (145.008213 -37.810154),True
15942469,"627 Victoria Street, Abbotsford, VIC 3067",145.009655,-37.811201,POINT (145.009655 -37.811201),True
15943468,"627 Victoria Street, Abbotsford, VIC 3067",145.009655,-37.811201,POINT (145.009655 -37.811201),True
15947166,"4 Acacia Place, Abbotsford, VIC 3067",145.014143,-37.811772,POINT (145.014143 -37.811772),True
15948487,"63 William Street, Abbotsford, VIC 3067",144.997321,-37.807932,POINT (144.997321 -37.807932),True
15949196,"88 Trenerry Crescent, Abbotsford, VIC 3067",144.998184,-37.79793,POINT (144.998184 -37.79793),True
15949860,"13 Acacia Place, Abbotsford, VIC 3067",145.014143,-37.811772,POINT (145.014143 -37.811772),True
15950381,"4 Acacia Place, Abbotsford, VIC 3067",145.014143,-37.811772,POINT (145.014143 -37.811772),True
15956021,"43 Abbotsford Street, Abbotsford, VIC 3067",145.000152,-37.802065,POINT (145.000152 -37.802065),True
15803546,"9 Faussett Street Albert, Park, VIC 3206",144.955302,-37.841676,POINT (144.955302 -37.841676),True
15850223,"Draper Street Albert, Park, VIC 3206",144.96905,-37.844014,POINT (144.96905 -37.844014),True
15914080,"Reed Street Albert, Park, VIC 3206",144.946609,-37.845676,POINT (144.946609 -37.845676),True
15934715,"122 Beaconsfield Parade Albert, Park, VIC 3206",144.950892,-37.848601,POINT (144.950892 -37.848601),True
15934716,"122 Beaconsfield Parade Albert, Park, VIC 3206",144.950892,-37.848601,POINT (144.950892 -37.848601),True
15937254,"Merton Street Albert, Park, VIC 3206",144.954604,-37.843333,POINT (144.954604 -37.843333),True
15942526,"Richardson Street Albert, Park, VIC 3206",144.956499,-37.846759,POINT (144.956499 -37.846759),True
15943923,"Page Street Albert, Park, VIC 3206",144.951612,-37.846447,POINT (144.951612 -37.846447),True
15949757,"105 Merton Street Albert, Park, VIC 3206",144.955435,-37.844591,POINT (144.955435 -37.844591),True
15951887,"176a Victoria Avenue Albert, Park, VIC 3206",144.948413,-37.847164,POINT (144.948413 -37.847164),True
15952515,"122 Beaconsfield Parade Albert, Park, VIC 3206",144.950892,-37.848601,POINT (144.950892 -37.848601),True
15952518,"122 Beaconsfield Parade Albert, Park, VIC 3206",144.950892,-37.848601,POINT (144.950892 -37.848601),True
15952858,"Greig Street Albert, Park, VIC 3206",144.949834,-37.841479,POINT (144.949834 -37.841479),True
15952860,"Greig Street Albert, Park, VIC 3206",144.949834,-37.841479,POINT (144.949834 -37.841479),True
15955431,"Kerferd Place Albert, Park, VIC 3206",144.957546,-37.842142,POINT (144.957546 -37.842142),True
15956770,"Boyd Street Albert, Park, VIC 3206",144.955732,-37.847168,POINT (144.955732 -37.847168),True
15956837,"Draper Street Albert, Park, VIC 3206",144.96905,-37.844014,POINT (144.96905 -37.844014),True
15961597,"Kerferd Road Albert, Park, VIC 3206",144.954658,-37.84598,POINT (144.954658 -37.84598),True
15962807,"Graham Street Albert, Park, VIC 3206",144.94696,-37.843896,POINT (144.94696 -37.843896),True
15962817,"84 Beaconsfield Parade Albert, Park, VIC 3206",144.947874,-37.847125,POINT (144.947874 -37.847125),True
14369114,"Opal Street, Alfredton, VIC 3350",143.819151,-37.552989,POINT (143.819151 -37.552989),True
14470769,"Caligari Way, Alfredton, VIC 3350",143.792856,-37.55456,POINT (143.792856 -37.55456),True
15057611,"41 Longley Street, Alfredton, VIC 3350",143.816898,-37.559813,POINT (143.816898 -37.559813),True
15856381,"Verdale Street, Alfredton, VIC 3350",143.819151,-37.552989,POINT (143.819151 -37.552989),True
15858045,"4 Learmonth Street, Alfredton, VIC 3350",143.812666,-37.554017,POINT (143.812666 -37.554017),True
15864886,"Cuthberts Road, Alfredton, VIC 3350",143.799338,-37.553631,POINT (143.799338 -37.553631),True
