property_id,address,longitude,latitude,coordinates,geocode_success
16571006,"39 Fenfield Street, Cranbourne, VIC 3977",145.273972,-38.090805,POINT (145.273972 -38.090805),True
17080870,"Snead Boulevard, Cranbourne, VIC 3977",145.256504,-38.112718,POINT (145.256504 -38.112718),True
17084050,"Fairbairn Road, Cranbourne, VIC 3977",145.27237,-38.106096,POINT (145.27237 -38.106096),True
17092825,"Ryder Street, Cranbourne, VIC 3977",145.259764,-38.114708,POINT (145.259764 -38.114708),True
17095216,"6 Belmar Street, Cranbourne, VIC 3977",145.277761,-38.095024,POINT (145.277761 -38.095024),True
17106280,"Violet Way, Cranbourne, VIC 3977",145.291653,-38.090172,POINT (145.291653 -38.090172),True
17114403,"1174 Ballarto Road, Cranbourne, VIC 3977",145.288813,-38.12883,POINT (145.288813 -38.12883),True
17115359,"2a Latrobe Street, Cranbourne, VIC 3977",145.284923,-38.10203,POINT (145.284923 -38.10203),True
17116378,"19 William Street, Cranbourne, VIC 3977",145.280384,-38.103219,POINT (145.280384 -38.103219),True
17124358,"Highview Avenue, Cranbourne, VIC 3977",145.280064,-38.096831,POINT (145.280064 -38.096831),True
17140871,"Kalyptos Walk, Cranbourne, VIC 3977",145.273741,-38.102864,POINT (145.273741 -38.102864),True
17145595,"Seacombe Place, Cranbourne, VIC 3977",145.291095,-38.097464,POINT (145.291095 -38.097464),True
17150250,"Lyall Street, Cranbourne, VIC 3977",145.286677,-38.109863,POINT (145.286677 -38.109863),True
17154084,"Hotham Street, Cranbourne, VIC 3977",145.289825,-38.101583,POINT (145.289825 -38.101583),True
17165385,"Cherry Tree Grove, Croydon, VIC 3136",145.265027,-37.787331,POINT (145.265027 -37.787331),True
17172512,"2 Henty Court, Croydon, VIC 3136",145.293447,-37.799119,POINT (145.293447 -37.799119),True
17174655,"291 Mt Dandenong Road, Croydon, VIC 3136",145.287485,-37.799197,POINT (145.287485 -37.799197),True
17177991,"116 Hull Road, Croydon, VIC 3136",145.303931,-37.79301,POINT (145.303931 -37.79301),True
17189943,"4 Gretel Court, Croydon, VIC 3136",145.303114,-37.779251,POINT (145.303114 -37.779251),True
17189944,"2 Allaware Avenue, Croydon, VIC 3136",145.300155,-37.803334,POINT (145.300155 -37.803334),True
17195430,"Taylors Road, Croydon, VIC 3136",145.285726,-37.807028,POINT (145.285726 -37.807028),True
17199132,"5 Rowan Street, Croydon, VIC 3136",145.285631,-37.806107,POINT (145.285631 -37.806107),True
17199452,"Botanica Drive Chirnside, Park, VIC 3116",145.332859,-37.746873,POINT (145.332859 -37.746873),True
17200706,"Avon Place Chirnside, Park, VIC 3116",145.297619,-37.759625,POINT (145.297619 -37.759625),True
17201049,"Dorset Road, Croydon, VIC 3136",145.294571,-37.774885,POINT (145.294571 -37.774885),True
17202217,"6 Stirling Road, Croydon, VIC 3136",145.275382,-37.790737,POINT (145.275382 -37.790737),True
16718769,"Dundas Road, Maryborough, VIC 3465",143.732913,-37.033665,POINT (143.732913 -37.033665),True
17221335,"Burns Street, Maryborough, VIC 3465",143.742729,-37.048792,POINT (143.742729 -37.048792),True
17221901,"Kennedy Street, Maryborough, VIC 3465",143.750622,-37.044271,POINT (143.750622 -37.044271),True
17235011,"Laidman Street, Maryborough, VIC 3465",143.731567,-37.035554,POINT (143.731567 -37.035554),True
17242758,"Burns Street, Maryborough, VIC 3465",143.742729,-37.048792,POINT (143.742729 -37.048792),True
17244147,"Grace Street, Maryborough, VIC 3465",143.745461,-37.046072,POINT (143.745461 -37.046072),True
17250246,"Inkerman Street, Maryborough, VIC 3465",143.736641,-37.04956,POINT (143.736641 -37.04956),True
13921704,"4 Sheales Street, Dandenong, VIC 3175",145.214838,-37.972993,POINT (145.214838 -37.972993),True
16265093,"7 Ronald Street, Dandenong, VIC 3175",145.222547,-37.987137,POINT (145.222547 -37.987137),True
16986678,"15 Hemmings Street, Dandenong, VIC 3175",145.209236,-37.983778,POINT (145.209236 -37.983778),True
17235189,"10 Tarene Street, Dandenong, VIC 3175",145.206542,-38.001463,POINT (145.206542 -38.001463),True
17235872,"Bess Court, Dandenong, VIC 3175",145.227508,-37.982579,POINT (145.227508 -37.982579),True
17236703,"59 Cleeland Street, Dandenong, VIC 3175",145.214959,-37.981637,POINT (145.214959 -37.981637),True
17237032,"69a Pultney Street, Dandenong, VIC 3175",145.218795,-37.992987,POINT (145.218795 -37.992987),True
17237222,"1a Power Street, Dandenong, VIC 3175",145.222738,-37.99085,POINT (145.222738 -37.99085),True
17237997,"53 Cleeland Street, Dandenong, VIC 3175",145.214917,-37.981952,POINT (145.214917 -37.981952),True
17238715,"5 Edward Avenue, Dandenong, VIC 3175",145.211151,-37.975117,POINT (145.211151 -37.975117),True
17239827,"5 Hemmings Street, Dandenong, VIC 3175",145.210293,-37.9839,POINT (145.210293 -37.9839),True
17240369,"Rosling Lane, Dandenong, VIC 3175",145.205119,-37.991987,POINT (145.205119 -37.991987),True
17241521,"14 Eckford Street, Dandenong, VIC 3175",145.224644,-37.990805,POINT (145.224644 -37.990805),True
17241645,"24 Macpherson Street, Dandenong, VIC 3175",145.223877,-37.988388,POINT (145.223877 -37.988388),True
17241649,"14 Eckford Street, Dandenong, VIC 3175",145.224644,-37.990805,POINT (145.224644 -37.990805),True
17241720,"14 Eckford Street, Dandenong, VIC 3175",145.224644,-37.990805,POINT (145.224644 -37.990805),True
17241721,"14 Eckford Street, Dandenong, VIC 3175",145.224644,-37.990805,POINT (145.224644 -37.990805),True
17241817,"Lyons Court, Dandenong, VIC 3175",145.209957,-37.963754,POINT (145.209957 -37.963754),True
17244177,"83 James Street, Dandenong, VIC 3175",145.210946,-37.971568,POINT (145.210946 -37.971568),True
17244968,"55 Ann Street, Dandenong, VIC 3175",145.217574,-37.979009,POINT (145.217574 -37.979009),True
15204676,"37 Churchill Street Doncaster, East, VIC 3109",145.161806,-37.787269,POINT (145.161806 -37.787269),True
17129601,"7 Red Hill Terrace Doncaster, East, VIC 3109",145.172331,-37.763578,POINT (145.172331 -37.763578),True
17141082,"14 Grevillea Road Doncaster, East, VIC 3109",145.167107,-37.801081,POINT (145.167107 -37.801081),True
17142635,"45 St Clems Road Doncaster, East, VIC 3109",145.164385,-37.799714,POINT (145.164385 -37.799714),True
17155634,"Guildford Drive Doncaster, East, VIC 3109",145.177364,-37.760193,POINT (145.177364 -37.760193),True
17165353,"32 Boronia Grove Doncaster, East, VIC 3109",145.155875,-37.799514,POINT (145.155875 -37.799514),True
17170917,"Myrtle Court Doncaster, East, VIC 3109",145.163868,-37.792499,POINT (145.163868 -37.792499),True
17174014,"93 George St Doncaster, East, VIC 3109",145.152495,-37.781085,POINT (145.152495 -37.781085),True
17174963,"Morello Circle Doncaster, East, VIC 3109",145.172247,-37.762795,POINT (145.172247 -37.762795),True
17175677,"Haig Court Doncaster, East, VIC 3109",145.161476,-37.800752,POINT (145.161476 -37.800752),True
17178281,"47 Bowen Road Doncaster, East, VIC 3109",145.165371,-37.800807,POINT (145.165371 -37.800807),True
17179625,"Heysen Grove Doncaster, East, VIC 3109",145.171594,-37.777893,POINT (145.171594 -37.777893),True
17185985,"Taunton Street Doncaster, East, VIC 3109",145.16113,-37.776845,POINT (145.16113 -37.776845),True
17186853,"3 Red Hill Terrace Doncaster, East, VIC 3109",145.172586,-37.762985,POINT (145.172586 -37.762985),True
17188022,"1 Beverley Street Doncaster, East, VIC 3109",145.152994,-37.789887,POINT (145.152994 -37.789887),True
17188084,"4 Bogong Court Doncaster, East, VIC 3109",145.167248,-37.784889,POINT (145.167248 -37.784889),True
17188525,"Hamilton Crescent Doncaster, East, VIC 3109",145.153878,-37.7916,POINT (145.153878 -37.7916),True
17189797,"Glenview Rd Doncaster, East, VIC 3109",145.162436,-37.798204,POINT (145.162436 -37.798204),True
17195514,"217 Blackburn Road Doncaster, East, VIC 3109",145.162359,-37.784712,POINT (145.162359 -37.784712),True
17197687,"Ascot Street Doncaster, East, VIC 3109",145.160745,-37.785451,POINT (145.160745 -37.785451),True
16394128,"Flagstaff Drive, Portarlington, VIC 3223",144.65322,-38.123256,POINT (144.65322 -38.123256),True
16884014,"Scotchmans Rd, Drysdale, VIC 3222",144.567881,-38.175515,POINT (144.567881 -38.175515),True
17089859,"34 Newcombe Street, Drysdale, VIC 3222",144.565535,-38.177924,POINT (144.565535 -38.177924),True
17103707,"The Glen, Drysdale, VIC 3222",144.568956,-38.178127,POINT (144.568956 -38.178127),True
17106433,"Carolanne Drive, Drysdale, VIC 3222",144.569759,-38.170377,POINT (144.569759 -38.170377),True
17119361,"Farmhouse Ave, Drysdale, VIC 3222",144.5786,-38.176652,POINT (144.5786 -38.176652),True
17126549,"Countess Drive St, Leonards, VIC 3223",144.713247,-38.171711,POINT (144.713247 -38.171711),True
17130277,"103 Beacon Point Road Clifton, Springs, VIC 3222",144.574754,-38.153759,POINT (144.574754 -38.153759),True
17130333,"Elise Road Clifton, Springs, VIC 3222",144.575625,-38.151605,POINT (144.575625 -38.151605),True
17132534,"Oceania Drive, Curlewis, VIC 3222",144.54592,-38.167706,POINT (144.54592 -38.167706),True
17134142,"Halyard Terrace St, Leonards, VIC 3223",144.7071,-38.187619,POINT (144.7071 -38.187619),True
17135054,"Chiton Way Point, Lonsdale, VIC 3225",144.609229,-38.281397,POINT (144.609229 -38.281397),True
17135137,"Robertson Court Point, Lonsdale, VIC 3225",144.61789,-38.270952,POINT (144.61789 -38.270952),True
17135391,"Whipbird Way St, Leonards, VIC 3223",144.700352,-38.190411,POINT (144.700352 -38.190411),True
17140356,"130 Fellows Road Point, Lonsdale, VIC 3225",144.611634,-38.275312,POINT (144.611634 -38.275312),True
17141345,"Campus Court Clifton, Springs, VIC 3222",144.573775,-38.145766,POINT (144.573775 -38.145766),True
17141388,"21 Brown Street, Portarlington, VIC 3223",144.653929,-38.117002,POINT (144.653929 -38.117002),True
17141476,"Ethel Court Point, Lonsdale, VIC 3225",144.618896,-38.270427,POINT (144.618896 -38.270427),True
17212617,"Victoria Parade East, Melbourne, VIC 3002",144.975852,-37.808411,POINT (144.975852 -37.808411),True
17213804,"2 Wellington Crescent East, Melbourne, VIC 3002",144.977724,-37.817772,POINT (144.977724 -37.817772),True
17214002,"166 Wellington Parade East, Melbourne, VIC 3002",144.984505,-37.816074,POINT (144.984505 -37.816074),True
17214661,"33 Cliveden Close East, Melbourne, VIC 3002",144.978155,-37.811543,POINT (144.978155 -37.811543),True
17218939,"175 George Street East, Melbourne, VIC 3002",144.984629,-37.815345,POINT (144.984629 -37.815345),True
17221232,"190 Albert Street East, Melbourne, VIC 3002",144.984854,-37.809563,POINT (144.984854 -37.809563),True
17221742,"322 Albert Street East, Melbourne, VIC 3002",144.980274,-37.80984,POINT (144.980274 -37.80984),True
17225794,"162 Street East, Melbourne, VIC 3002",144.978155,-37.811543,POINT (144.978155 -37.811543),True
17225887,"37 George St East, Melbourne, VIC 3002",144.988966,-37.815824,POINT (144.988966 -37.815824),True
17226270,"190 Albert Street East, Melbourne, VIC 3002",144.984854,-37.809563,POINT (144.984854 -37.809563),True
17231423,"166 Wellington Parade East, Melbourne, VIC 3002",144.984505,-37.816074,POINT (144.984505 -37.816074),True
17232875,"126 Albert Street East, Melbourne, VIC 3002",144.987041,-37.8106,POINT (144.987041 -37.8106),True
17233764,"150 Clarendon Street East, Melbourne, VIC 3002",144.983539,-37.812236,POINT (144.983539 -37.812236),True
17233919,"23 Hotham St East, Melbourne, VIC 3002",144.989861,-37.814818,POINT (144.989861 -37.814818),True
17235151,"279 Wellington Parade East, Melbourne, VIC 3002",144.976056,-37.815306,POINT (144.976056 -37.815306),True
17235843,"201 Powlett Street East, Melbourne, VIC 3002",144.98562,-37.809658,POINT (144.98562 -37.809658),True
17235882,"162 Albert Street East, Melbourne, VIC 3002",144.985531,-37.810043,POINT (144.985531 -37.810043),True
17240399,"166 Wellington Parade East, Melbourne, VIC 3002",144.984505,-37.816074,POINT (144.984505 -37.816074),True
17241173,"Simpson Street East, Melbourne, VIC 3002",144.988684,-37.810985,POINT (144.988684 -37.810985),True
17243286,"Green Place East, Melbourne, VIC 3002",144.987876,-37.809985,POINT (144.987876 -37.809985),True
14659627,"12 Trenerry Crescent, Abbotsford, VIC 3067",145.001668,-37.799651,POINT (145.001668 -37.799651),True
15700693,"392 St Georges Road Fitzroy, North, VIC 3068",144.988388,-37.778307,POINT (144.988388 -37.778307),True
17011708,"Arthur Street, Fairfield, VIC 3078",145.018758,-37.782095,POINT (145.018758 -37.782095),True
17034197,"71 Station Street, Fairfield, VIC 3078",145.01812,-37.779983,POINT (145.01812 -37.779983),True
17050636,"71 Station Street, Fairfield, VIC 3078",145.01812,-37.779983,POINT (145.01812 -37.779983),True
17056902,"71 Station Street, Fairfield, VIC 3078",145.01812,-37.779983,POINT (145.01812 -37.779983),True
17079648,"Arthur Street, Fairfield, VIC 3078",145.018758,-37.782095,POINT (145.018758 -37.782095),True
17108233,"Perry Street, Fairfield, VIC 3078",145.024224,-37.773968,POINT (145.024224 -37.773968),True
17118451,"47 Station Street, Fairfield, VIC 3078",145.01789,-37.781376,POINT (145.01789 -37.781376),True
