property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
17153269,POINT (144.9440971 -37.8040222),19586,270.22,44.37
17152536,POINT (145.4110919 -36.3871358),43623,260.58,21.74
17151762,POINT (-37.5646407 143.8355871),,,
17151512,POINT (145.1737613 -37.8067415),1388,231.66,51.0
17151176,POINT (143.8381899 -37.5371194),50324,310.01,73.59
17151039,POINT (144.9928339 -37.8381602),vic:rail:SYR,38.37,6.91
17150012,POINT (145.3585204 -38.1251331),28327,556.74,85.75
17149985,POINT (144.9060815 -37.6750468),9130,411.34,41.9
17149668,POINT (144.9674222 -37.8075604),19249,185.27,27.12
17149481,POINT (144.8509204 -37.7898711),2547,338.1,65.89
17149263,POINT (-37.7282397 144.5942369),,,
17148542,POINT (-36.3450483 145.4112474),,,
17147788,POINT (-37.7504237 145.0426663),,,
17147501,POINT (144.337401 -38.1726059),30737,154.53,23.06
17146813,POINT (-37.7880915 144.8255908),,,
17146771,POINT (-37.7461702 144.7604365),,,
17144326,POINT (144.8950429 -37.8116548),10228,316.29,50.67
17144192,POINT (144.970058 -37.8114561),19542,219.93,31.98
17143015,POINT (-38.1433772 145.8918432),,,
17142929,POINT (-36.7428478 141.939791),,,
17142508,POINT (145.1111076 -37.9261384),6480,270.0,52.4
17142068,POINT (145.0016939 -37.884269),22552,44.25,9.7
16912802,POINT (-37.632026 143.7979885),,,
16911963,POINT (144.870796 -37.797327),3923.0,163.54,26.73
16910691,POINT (145.2289289 -37.8479567),15228.0,143.66,21.32
16910270,POINT (-37.8312124 145.1295511),,,
16907056,POINT (-37.8033758 144.9496681),,,
16904820,POINT (-37.6415569 143.8186337),,,
16903808,POINT (-37.9316658 145.44408),,,
16903048,POINT (-37.5165343 145.1231265),,,
16899410,POINT (-37.801546 140.737702),,,
16899402,POINT (145.5764709 -38.5985506),44062.0,216.03,44.64
16899005,POINT (-36.0557386 146.9344935),,,
16898636,POINT (-36.0524312 146.9940417),,,
16898372,POINT (-37.957549 145.3786529),,,
16898159,POINT (-38.0496943 145.2947974),,,
16896980,POINT (-36.7837356 145.1572417),,,
16895426,POINT (-37.7744182 145.4529749),,,
16895405,POINT (-37.9044424 145.0439367),,,
16895188,POINT (-37.885709 145.3721099),,,
16894903,POINT (-37.4622605 143.8422382),,,
16894710,POINT (-36.0978149 146.674603),,,
16894623,POINT (-37.9483274 143.2185396),,,
16894453,POINT (-36.9052919 145.2366312),,,
16893607,POINT (144.3389038 -38.1584314),30568.0,84.11,14.52
16893282,POINT (38.27513 -76.69302),,,
16892965,POINT (-36.3112699 146.8439248),,,
16892961,POINT (-36.076291 146.9333322),,,
16892114,POINT (-38.5671952 146.6910982),,,
16891503,POINT (-36.3163128 145.050394),,,
16890792,POINT (-37.4286742 145.4571284),,,
16890784,POINT (144.903798 -37.770198),6309.0,79.83,7.18
16890518,POINT (-36.0693567 146.8952446),,,
16889493,POINT (-37.8055892 147.6156441),,,
16888124,POINT (144.9095584 -37.8003267),3813.0,418.9,55.76
16888046,POINT (145.0806311 -37.5947867),51054.0,356.92,51.56
16887965,POINT (-37.9220446 141.2808918),,,
16887453,POINT (145.3703042 -38.0754317),27956.0,1032.7,115.49
16887118,POINT (145.2099924 -37.7473655),4036.0,157.97,28.88
16885884,POINT (-36.059193 147.035886),,,
16885138,POINT (-37.9939447 145.4122408),,,
16884119,POINT (-37.7154991 144.4432688),,,
16883609,POINT (-37.2328451 145.9060184),,,
16882434,POINT (-37.3414743 144.7442836),,,
16881701,POINT (-36.0751886 146.9250385),,,
16881600,POINT (-37.6034533 145.0731399),,,
16881277,POINT (144.9542238 -37.8154878),23173.0,159.49,36.67
16880654,POINT (-37.9802513 145.3320348),,,
16878242,POINT (142.2108184 -36.7084937),36226.0,234.41,33.75
16877965,POINT (-37.7352002 144.8911058),,,
16876925,POINT (-38.0541582 140.697331),,,
16876069,POINT (-37.4545212 144.6810438),,,
16875748,POINT (-36.3541449 144.7005588),,,
16875510,POINT (145.1418007 -38.07714319999999),2771.0,506.88,111.01
16873311,POINT (-38.3491433 143.2453969),,,
16872981,POINT (-37.8063165 144.9619112),,,
16872800,POINT (-37.6361707 143.8705949),,,
16872433,POINT (-37.0307876 145.1007619),,,
16871373,POINT (-36.7358204 147.1776602),,,
16871220,POINT (-38.1730392 142.7993033),,,
16870453,POINT (-37.5381839 145.0694412),,,
16869712,POINT (145.0299581 -37.822267),20783.0,332.35,35.2
16868475,POINT (-38.3 143.45),,,
16868340,POINT (-37.9843398 146.7790578),,,
16868226,POINT (145.0608625 -37.8946074),12955.0,343.16,81.79
16867467,POINT (-36.0525947 144.584316),,,
16867108,POINT (-38.1341475 141.6322763),,,
16866134,POINT (142.1625704 -34.1971831),47798.0,124.61,29.91
16864613,POINT (-38.0261809 146.8807791),,,
16864525,POINT (144.7141391 -37.8829938),50042.0,811.87,77.71
16864382,POINT (-36.3721499 145.4039313),,,
16864132,POINT (144.765445 -37.768317),3255.0,400.31,49.65
16863132,POINT (145.113403 -38.048063),48786.0,449.49,39.63
16862309,POINT (-36.7959928 145.1482802),,,
16862001,POINT (-37.5903134 143.4607464),,,
16860459,POINT (-37.9249686 145.1223245),,,
16859815,POINT (-36.7783614 145.1604387),,,
16859218,POINT (144.7327726 -37.9033152),46681.0,776.59,94.53
16858816,POINT (144.8889139 -37.7907368),10790.0,126.95,20.17
16858714,POINT (-36.8839162 147.0634397),,,
16853653,POINT (-38.6659596 146.6929949),,,
