property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
17708928,POINT (144.7252219 -37.8453661),44441,271.44,36.6
17708870,POINT (144.6619326 -37.8843364),50175,111.21,20.07
17708810,POINT (144.9074593 -37.7436096),20045,7.21,0.52
17708668,POINT (144.9757594 -37.711949),8803,270.91,23.2
17708659,POINT (144.9794822 -37.8456005),19562,226.38,23.58
17708620,POINT (144.9102422 -37.5728324),46928,159.39,22.87
17708607,POINT (144.4891412 -38.2765718),45376,90.79,20.78
17708449,POINT (144.9683823 -37.807934),344,196.19,35.41
17708243,POINT (144.5913771 -37.8967623),50144,1902.62,197.43
17708158,POINT (145.1200227 -37.5114215),7741,70.6,9.46
17708154,POINT (145.1189802 -37.8176614),19782,112.46,17.38
17708131,POINT (146.5307366 -38.2043809),46125,213.39,42.83
17708116,POINT (144.6028327 -37.8890113),50152,1256.56,176.49
17708080,POINT (145.3605916 -38.0967312),28155,336.3,31.76
17708079,POINT (144.8925491 -37.7751707),40701,492.82,109.37
17708070,POINT (144.5732229 -37.6898562),44902,453.19,87.95
17707905,POINT (145.223913 -37.809438),22847,405.38,57.83
17707859,POINT (145.1928347 -37.9650115),1864,180.03,19.92
17707727,POINT (145.2189618 -36.6175261),15145,96.06,13.33
17707642,POINT (144.9530969 -38.3529306),13181,5820.53,578.56
17707618,POINT (144.8909377 -37.79216540000001),5881,151.24,21.78
17707581,POINT (144.9654545 -37.8046015),2581,181.92,23.31
17707532,POINT (144.9754034 -37.8382389),19528,291.31,63.91
17707529,POINT (145.0285341 -37.6381266),276,99.72,15.32
17707507,POINT (143.8176915 -37.5443575),35136,434.08,58.97
17707498,POINT (144.6563108 -37.8955468),7198,257.42,33.19
17707427,POINT (145.2316658 -37.99629669999999),4243,16.19,1.16
17707407,POINT (145.4942367 -37.9380861),13949,324.19,69.74
17707364,POINT (145.0166501 -37.5794208),28080,3270.09,352.89
17707298,POINT (145.1167021 -37.8174571),19782,313.69,53.6
17707292,POINT (144.3238662 -38.1305471),30241,488.42,94.74
17707133,POINT (144.9873298 -37.8587232),18615,567.72,75.48
17707047,POINT (144.9623358 -37.8072179),19691,21.46,3.09
17707017,POINT (145.5324417 -38.0608627),45588,3373.88,275.04
17706988,POINT (144.6673789 -37.8730001),21645,441.31,57.48
17706905,POINT (143.8412507 -37.5710022),50298,281.88,51.92
17706859,POINT (145.0776046 -37.6528819),46388,366.04,62.6
17706797,POINT (144.9015556 -37.8618511),7182,365.46,59.75
17706641,POINT (144.9276589 -37.7630407),4757,8.74,0.79
17706548,POINT (144.9372421 -37.6021918),6798,638.96,121.18
17706480,POINT (144.7684164 -37.7195673),9706,368.49,68.75
17706353,POINT (145.008908 -37.8111571),19386,131.06,22.69
17706326,POINT (145.3021027 -38.0147284),13483,626.89,150.45
17706281,POINT (144.5946294 -37.849369),51886,427.07,66.3
17706188,POINT (145.2292549 -37.9955551),3663,190.11,38.19
17706185,POINT (144.9667765 -37.8073387),19249,140.36,18.25
17706175,POINT (145.0762911 -37.909316),8143,42.48,3.4
17705973,POINT (144.6275276 -37.8714474),21609,1464.42,161.28
17705922,POINT (144.9602787 -37.8116887),17854,224.72,43.19
17705921,POINT (144.9582451 -37.8121737),51143,122.14,27.82
17705920,POINT (144.9595488 -37.8088259),17856,394.32,52.84
