property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
17656461,POINT (143.000839 -38.504042),46462.0,3077.53,200.61
17581279,POINT (145.004776 -37.847312),18937.0,244.72,50.17
17520074,POINT (145.006253 -37.84707),3941.0,325.01,65.24
15877421,POINT (145.005787 -37.838715),19329.0,294.53,34.05
17501706,POINT (145.011012 -37.839892),20720.0,65.87,6.78
15959443,POINT (145.008888 -37.835804),20705.0,159.82,38.35
17507999,POINT (145.023546 -37.839582),18784.0,368.38,52.17
17568456,POINT (145.0209 -37.8361),12264.0,304.82,73.15
17547714,POINT (145.005707 -37.843118),28704.0,342.57,48.58
17557690,POINT (145.018065 -37.840743),18782.0,294.17,37.98
17535177,POINT (145.021179 -37.835538),12264.0,241.0,57.84
16964031,POINT (145.008888 -37.835804),20705.0,159.82,38.35
15954129,POINT (145.017132 -37.841106),18781.0,360.27,66.91
17513719,POINT (145.025892 -37.838602),19336.0,639.59,89.96
16977047,POINT (145.011012 -37.839892),20720.0,65.87,6.78
17566192,POINT (145.01637 -37.845256),20701.0,496.91,42.78
17442997,POINT (144.852541 -38.374072),40034.0,137.62,27.49
17550531,POINT (144.849042 -38.383157),48378.0,1080.46,255.32
17612160,POINT (144.856486 -38.386745),40033.0,1595.72,111.05
16421107,POINT (144.847153 -38.383652),48378.0,1210.0,286.41
17646848,POINT (144.852209 -38.369207),12691.0,87.87,7.03
16897949,POINT (144.843993 -38.381379),40032.0,679.99,161.03
16342160,POINT (144.850905 -38.375144),48639.0,191.79,25.8
14290138,POINT (144.8428 -38.382645),48377.0,1172.84,188.85
17640255,POINT (144.847495 -38.376973),48378.0,30.01,3.22
17593328,POINT (144.850905 -38.375144),48639.0,191.79,25.8
16401033,POINT (144.84919 -38.379556),48378.0,442.7,102.26
14864382,POINT (144.842202 -38.373844),12688.0,498.87,68.45
16878606,POINT (144.8428 -38.382645),48377.0,1172.84,188.85
15886266,POINT (144.312266 -38.31986),28604.0,309.92,62.58
15893575,POINT (144.339451 -38.315896),28586.0,410.32,63.0
15835685,POINT (144.322036 -38.318043),45192.0,426.52,97.86
15880737,POINT (144.329556 -38.309155),50672.0,187.34,25.98
15884132,POINT (144.308671 -38.324063),28604.0,593.7,87.52
15887359,POINT (144.307057 -38.33145),41671.0,394.16,48.93
15890087,POINT (144.310223 -38.338125),41669.0,281.74,38.48
