property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
17732511,POINT (142.1933193 -36.709836),27674,424.25,73.36
17723504,POINT (145.0557949 -37.7550082),38,286.73,27.89
17748729,POINT (145.0418886 -37.7752671),22573,258.57,39.39
16770257,POINT (145.0533732 -37.7543659),10970,42.82,9.53
14434769,POINT (145.0557949 -37.7550082),38,286.73,27.89
17736789,POINT (145.0517915 -37.7535298),10054,85.99,7.74
14733658,POINT (145.0443202 -37.7684499),113,153.06,29.42
17703053,POINT (145.040956 -37.763444),595,294.88,50.84
17736873,POINT (145.050805 -37.755302),6682,419.2,50.93
17152554,POINT (145.053849 -37.754434),10970,75.5,10.87
17725767,POINT (145.0388837 -37.7752852),22573,71.72,8.89
17108833,POINT (145.0517915 -37.7535298),10054,85.99,7.74
17711300,POINT (145.0517915 -37.7535298),10054,85.99,7.74
17679270,POINT (145.050581 -37.767752),117,387.74,50.52
17717347,POINT (145.0517241 -37.7535693),10054,89.42,8.05
17691601,POINT (144.788572 -37.718495),11779,467.64,74.18
17728967,POINT (144.867285 -37.744656),7054,548.69,65.33
17698014,POINT (144.8623939 -37.7325558),6155,353.72,49.59
17640602,POINT (145.0312885 -37.8055247),18584,128.15,17.4
17716979,POINT (145.0376125 -37.80176230000001),18582,430.38,97.45
16091192,POINT (145.0609698 -37.8070848),711,104.47,13.12
17716329,POINT (145.0303641 -37.8045326),299,406.31,58.5
17675525,POINT (145.0610424 -37.8070333),711,97.83,12.02
17740037,POINT (145.0547069 -37.7999728),4638,102.34,8.19
17732152,POINT (145.0310072 -37.7964808),3194,330.11,37.15
17739988,POINT (145.0229409 -37.7942323),43455,960.55,172.49
17715377,POINT (145.0310412 -37.8011764),299,261.23,37.61
17756091,POINT (145.1650446 -38.0108248),28183,653.29,97.01
14362785,POINT (145.037991 -37.716841),2740,388.48,81.82
17726526,POINT (145.0341702 -37.7182387),4188,322.71,72.03
17737592,POINT (144.877928 -37.809222),8128,332.11,50.63
17745570,POINT (144.392293 -38.0228449),46810,338.77,25.71
17756217,POINT (144.7746925 -37.8647863),15071,348.18,43.51
17755047,POINT (144.7620528 -37.8670202),26100,103.89,15.96
12144253,POINT (144.7769095 -37.8521839),11539,262.46,34.03
17713830,POINT (144.4620061 -38.1858395),30964,417.9,44.97
17723691,POINT (145.0613593 -37.7288701),44939,5.2,0.75
17672031,POINT (145.0791592 -37.7245487),10963,122.5,26.26
17749033,POINT (144.8768027 -37.786255),3896,100.18,7.21
17737101,POINT (144.8792879 -37.7831058),51584,325.55,46.21
8430052,POINT (145.0461922 -37.8766351),22013,385.5,63.66
17733742,POINT (145.0884514 -37.8896855),1968,178.35,24.79
17739175,POINT (145.0628395 -37.8845996),11790,133.55,24.03
8436733,POINT (145.0515124 -37.88189),18454,698.06,98.32
14798958,POINT (145.0389211 -37.8739957),18650,293.73,63.66
17733998,POINT (145.0884979 -37.8901042),1968,223.44,30.99
8436605,POINT (145.0484547 -37.8785193),22013,341.07,62.15
17702774,POINT (145.0464323 -37.8759147),18456,125.69,23.68
17714000,POINT (145.0498548 -37.8682195),22009,90.06,12.1
17746494,POINT (145.0497805 -37.8700841),22010,167.95,19.13
14762381,POINT (145.0686285 -37.8796276),13996,170.26,24.82
17742515,POINT (145.0534574 -37.882492),21985,560.12,75.65
17752914,POINT (145.0580664 -37.8713901),21996,240.9,51.72
15886360,POINT (145.0390006 -37.87407839999999),18650,282.22,62.28
17736122,POINT (145.0837154 -37.8907242),47926,920.01,163.34
17723802,POINT (145.0403895 -37.8528249),18949,101.06,7.28
17747974,POINT (145.0279625 -37.8660308),20525,3.64,0.52
17748004,POINT (145.0279625 -37.8660308),20525,3.64,0.52
17756354,POINT (145.0299314 -37.8628069),950,86.29,6.21
17749288,POINT (145.0279625 -37.8660308),20525,3.64,0.52
17753819,POINT (145.0279625 -37.8660308),20525,3.64,0.52
17719008,POINT (145.0384998 -37.8639534),7354,138.14,12.6
8671356,POINT (145.0357348 -37.852403),19061,19.68,1.42
