property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
15948637,POINT (145.046638 -37.849499),13300,572.83,86.61
15951733,POINT (145.049779 -37.854308),19057,122.57,8.82
15952910,POINT (145.06516 -37.857269),15490,273.38,41.57
15954415,POINT (145.046904 -37.854505),18952,181.99,26.28
15955511,POINT (145.047688 -37.860455),16753,190.82,41.86
15131380,POINT (144.925519 -37.706875),8427,493.72,61.14
15827159,POINT (144.915289 -37.69874),15532,718.78,109.19
15853721,POINT (144.915633 -37.70315),26181,134.11,15.3
15875026,POINT (144.922307 -37.702588),8430,110.0,22.63
15883711,POINT (144.928459 -37.694913),7619,289.54,69.49
15892581,POINT (144.92247 -37.706311),28168,338.91,48.21
15892780,POINT (144.925 -37.703471),10769,119.05,22.25
15896238,POINT (144.912665 -37.705975),7763,100.34,13.39
15898996,POINT (145.097186 -37.711884),11008,223.98,30.17
15913118,POINT (145.096449 -37.705789),11006,70.62,6.35
15933080,POINT (145.098055 -37.71849),1725,539.2,104.52
15939464,POINT (145.092042 -37.705802),183,468.05,108.99
15940255,POINT (145.101847 -37.712482),531,36.5,3.29
15944775,POINT (145.102689 -37.714017),1727,232.49,47.89
15947501,POINT (145.103096 -37.706689),44930,480.16,76.18
15948501,POINT (145.10014 -37.692609),865,102.14,9.19
15954078,POINT (145.105911 -37.708941),1730,720.28,111.17
15955918,POINT (145.09767 -37.700586),183,620.17,146.23
15831847,POINT (145.002242 -37.935389),11617,129.56,20.21
15852178,POINT (145.021466 -37.94617),3398,8.97,0.72
15876821,POINT (145.018516 -37.942976),3396,382.84,90.34
15878511,POINT (145.024821 -37.932214),3369,80.2,16.05
15878643,POINT (145.020452 -37.939572),15987,457.69,96.36
15878726,POINT (145.003072 -37.938281),11615,147.79,28.68
15894541,POINT (145.001763 -37.939028),11615,50.71,5.22
15901410,POINT (144.997148 -37.929307),8018,432.26,66.07
15905683,POINT (145.006909 -37.941142),3595,467.78,112.26
15757092,POINT (145.029496 -37.933221),3368,223.97,32.28
15911125,POINT (145.031109 -37.942866),11303,203.66,28.94
15919430,POINT (145.025904 -37.938822),17075,322.25,74.29
15920010,POINT (145.036861 -37.940916),11302,340.48,81.71
15925551,POINT (145.028626 -37.935117),3368,446.0,58.93
15943757,POINT (145.028934 -37.934047),3368,324.01,44.29
15960238,POINT (145.046215 -37.949012),15949,70.2,19.41
15960589,POINT (145.019313 -37.938709),3390,391.36,93.92
14220770,POINT (145.18304 -38.329163),13157,829.85,70.08
14867388,POINT (145.189877 -38.313993),13156,1029.39,116.62
14951016,POINT (145.176496 -38.295685),12130,16.83,4.04
15887037,POINT (145.187395 -38.259337),13148,310.88,69.82
15892831,POINT (145.17468 -38.343124),13159,884.8,92.84
15938326,POINT (145.031704 -37.822814),20567,384.24,47.59
15940349,POINT (145.043875 -37.819885),13648,203.52,30.37
15940738,POINT (145.039988 -37.820265),20570,551.49,60.63
15944881,POINT (145.036528 -37.830138),19303,134.53,18.73
15945003,POINT (145.02925 -37.828012),19300,12.69,0.91
15945514,POINT (145.034263 -37.829602),20560,66.29,5.3
15955995,POINT (145.024246 -37.823658),12244,251.84,60.44
15956525,POINT (145.03192 -37.814285),20589,443.14,51.53
15516281,POINT (145.049865 -37.8257),26110,391.34,37.13
15827091,POINT (145.050301 -37.825597),26110,408.91,38.72
15842538,POINT (145.046957 -37.825362),13650,229.69,34.65
15853636,POINT (145.052427 -37.823216),18968,573.89,57.14
15854924,POINT (145.045118 -37.822942),21238,43.42,4.84
15858447,POINT (145.049784 -37.833448),19445,583.58,83.34
15882779,POINT (145.050301 -37.825597),26110,408.91,38.72
15884099,POINT (145.054012 -37.822862),18968,387.01,34.71
15798028,POINT (145.047839 -37.742009),1493,42.05,6.23
15840027,POINT (145.052837 -37.740072),31,90.13,19.09
15863608,POINT (145.053908 -37.750886),6674,363.6,52.36
15872647,POINT (145.05272 -37.745307),67,527.46,75.07
15874293,POINT (145.051952 -37.750648),6674,189.6,27.3
15875604,POINT (145.048705 -37.743741),75,215.8,25.63
15885016,POINT (145.048328 -37.740465),1493,269.41,33.33
15891485,POINT (145.055744 -37.741554),72,204.53,41.74
15893293,POINT (145.051322 -37.751434),84,147.35,28.09
15690169,POINT (145.046844 -37.741635),1493,164.68,15.79
15830802,POINT (145.042464 -37.743667),305,4.9,1.18
15842405,POINT (145.052025 -37.729825),401,317.54,53.5
15852753,POINT (145.042914 -37.733835),749,334.45,59.85
15868282,POINT (145.039688 -37.740517),610,171.36,18.3
15871284,POINT (145.046061 -37.737127),761,183.58,24.87
15876020,POINT (145.046363 -37.735039),763,287.68,55.17
15889725,POINT (145.047067 -37.740454),1493,293.4,41.0
15903332,POINT (145.039266 -37.743342),1935,353.52,45.47
15905955,POINT (145.043407 -37.744455),306,248.53,32.03
15837634,POINT (145.024484 -37.95247),14621,313.58,55.81
15843284,POINT (145.039971 -37.947292),3406,251.26,48.29
15886488,POINT (145.039592 -37.946225),17067,110.05,21.07
15934188,POINT (145.042103 -37.949213),3607,60.47,14.25
15943269,POINT (145.036912 -37.952999),16024,386.97,86.06
15950242,POINT (145.031082 -37.949902),3602,435.24,94.11
15956182,POINT (145.041036 -37.948792),26195,11.95,1.43
15958039,POINT (145.048243 -37.951587),14952,207.61,18.17
15958732,POINT (145.041868 -37.950423),3609,16.79,4.03
14667744,POINT (144.317097 -38.183157),50694,106.43,17.51
15831874,POINT (144.318794 -38.170901),30731,279.02,62.87
15885654,POINT (144.319519 -38.162107),30699,789.25,126.01
15894145,POINT (144.312335 -38.187646),30781,882.01,159.73
15894473,POINT (144.293908 -38.170987),47683,736.74,125.64
15900673,POINT (144.31139 -38.191476),30781,806.99,141.72
15906481,POINT (144.31352 -38.164943),30726,382.76,82.27
12900891,POINT (144.341285 -38.310608),23273,284.7,45.65
15843874,POINT (144.332933 -38.307302),50670,545.85,82.7
15888004,POINT (144.340628 -38.311466),23273,160.57,22.32
15889522,POINT (144.340867 -38.305097),28583,247.94,33.54
15894830,POINT (144.324983 -38.311213),50669,715.33,81.45
11990796,POINT (144.803731 -37.732379),47513,536.82,84.03
15328239,POINT (144.796582 -37.721342),10678,396.3,65.89
15891267,POINT (144.794162 -37.723508),10673,625.15,90.02
15911164,POINT (144.769172 -37.719307),9706,350.7,64.48
15923704,POINT (144.798936 -37.705114),9255,439.87,60.17
15952416,POINT (144.81212 -37.738769),47676,102.19,12.49
15692039,POINT (144.79472 -37.707921),11782,148.26,23.48
15757232,POINT (144.800647 -37.71698),23001,535.22,64.6
15874915,POINT (144.808331 -37.719878),9961,560.91,115.27
15878634,POINT (144.829117 -37.7147),20149,392.33,37.22
15887604,POINT (144.78694 -37.693817),10799,498.77,68.97
15901118,POINT (144.798301 -37.726458),10668,312.24,50.96
15854001,POINT (145.032308 -37.796451),402,311.46,38.37
15857939,POINT (145.037911 -37.804044),18582,208.77,43.72
15862108,POINT (145.027341 -37.804993),17598,330.03,37.37
15867095,POINT (145.032887 -37.809376),43452,392.57,47.71
15870955,POINT (145.042939 -37.813501),16859,559.59,82.94
15871659,POINT (145.05384 -37.799876),4638,25.34,2.03
15871988,POINT (145.0347 -37.802802),299,491.37,70.75
15885143,POINT (145.052007 -37.804725),16854,307.29,40.69
15885181,POINT (145.048025 -37.804927),19750,612.41,53.62
15785762,POINT (145.180928 -37.988752),2037,260.29,56.06
15841366,POINT (145.185228 -37.984681),2039,159.06,32.77
15866209,POINT (145.184708 -37.987484),1661,174.16,34.28
15883385,POINT (145.163047 -38.009778),28183,348.77,39.09
15886066,POINT (145.144691 -38.002398),48190,289.78,63.11
15889288,POINT (145.161968 -38.002691),48184,185.49,26.71
15891684,POINT (145.157058 -37.993789),3313,535.34,100.41
15896298,POINT (145.176121 -37.989989),3300,135.27,18.27
15897019,POINT (145.172674 -37.989449),1678,18.76,4.5
15899858,POINT (145.185053 -37.9831),2040,145.73,14.58
15524165,POINT (145.192215 -37.641135),vic:rail:HBE_PR2,145.67,31.98
15951796,POINT (145.184199 -37.625791),vic:rail:HBE_PR3,2328.88,377.82
15815369,POINT (144.593537 -37.660816),2980,91.83,11.77
15832291,POINT (144.590637 -37.662036),40290,427.75,61.59
15847142,POINT (144.589705 -37.653978),2915,1064.02,98.75
15849090,POINT (144.590478 -37.664464),40292,363.59,50.69
15851953,POINT (144.583658 -37.665313),3017,4434.64,451.4
15861300,POINT (144.594301 -37.670991),10321,1858.49,207.83
15870558,POINT (144.59028 -37.673986),22494,777.83,103.54
15884589,POINT (144.58306 -37.65555),2915,1642.57,149.26
15885185,POINT (144.597466 -37.667304),3019,180.36,38.6
15888503,POINT (144.58306 -37.65555),2915,1642.57,149.26
15896098,POINT (143.871953 -37.564946),48327,646.69,114.11
15883245,POINT (148.021432 -37.865157),41052,129.38,5.82
15947761,POINT (147.992566 -37.873056),41042,603.01,144.72
15952296,POINT (147.996571 -37.876619),16558,157.38,30.41
14932089,POINT (144.987509 -37.664871),7479,933.32,118.04
15940337,POINT (145.034769 -37.66887),10605,159.28,22.93
15943362,POINT (145.005523 -37.669093),10631,328.01,40.71
15947983,POINT (145.02296 -37.668091),10610,705.26,101.56
15950283,POINT (145.027904 -37.664731),10611,373.34,35.33
15955036,POINT (144.99727 -37.660402),21854,448.31,56.54
15569913,POINT (144.379564 -38.016771),30050,1135.97,114.52
15626871,POINT (144.42286 -38.023821),51782,1052.46,119.67
15894737,POINT (144.401617 -38.032402),45254,455.92,95.25
15905660,POINT (144.381761 -38.01166),30066,944.16,135.92
15922699,POINT (144.412268 -38.03394),30013,99.15,7.14
15932550,POINT (144.386456 -38.025575),46819,178.18,42.76
15939749,POINT (144.384709 -38.013432),30066,459.72,78.39
15943561,POINT (144.415926 -38.035817),30007,274.55,59.43
15952966,POINT (144.388326 -38.03068),46817,539.09,83.98
15096424,POINT (144.77105 -37.856541),14871,189.87,29.01
15634289,POINT (144.779083 -37.851873),11539,482.9,75.91
15807480,POINT (144.77437 -37.863728),26213,241.0,28.82
15809886,POINT (144.774847 -37.848244),11541,358.38,33.49
15849696,POINT (144.772281 -37.861567),11532,221.83,30.99
15853588,POINT (144.77202 -37.864813),26213,53.24,6.95
15857121,POINT (144.775648 -37.851822),11539,101.24,8.1
15862607,POINT (144.774885 -37.853208),14872,97.0,18.27
15869586,POINT (144.771828 -37.860765),11532,268.2,47.92
15945032,POINT (144.581537 -38.155814),45402,681.8,111.32
15950946,POINT (144.569759 -38.170377),31101,402.14,80.68
15953369,POINT (144.551945 -38.161308),50628,398.55,57.76
14172567,POINT (145.307332 -37.788455),11093,999.91,143.3
15868939,POINT (145.302481 -37.720658),14361,4166.62,388.66
15871913,POINT (145.339652 -37.760143),7564,824.4,166.59
15887672,POINT (145.317631 -37.759751),7446,434.39,56.85
15892336,POINT (145.306199 -37.787347),11093,525.44,70.57
15893462,POINT (145.324602 -37.784373),12864,451.03,49.36
15899839,POINT (145.336392 -37.749628),22276,843.26,97.92
15903059,POINT (145.322532 -37.785534),12864,210.84,17.2
8643194,POINT (145.055547 -37.714405),21976,29.49,7.08
15334972,POINT (144.978682 -37.825071),48761,745.45,83.01
15914239,POINT (144.96458 -37.810609),18030,511.42,92.41
15914501,POINT (144.974057 -37.835728),19528,205.9,35.66
15915396,POINT (144.979797 -37.853796),19566,313.63,31.57
15915531,POINT (144.976858 -37.838651),19560,291.49,30.64
15915791,POINT (144.954839 -37.817928),18194,173.23,20.79
15916013,POINT (144.97518 -37.841206),28688,498.49,53.46
15916404,POINT (144.960479 -37.818652),18214,170.46,29.27
15916625,POINT (144.967054 -37.808429),46867,45.5,9.5
15918711,POINT (144.958652 -37.803437),17866,349.94,54.52
14682885,POINT (144.556284 -37.716333),6636,1055.1,123.68
15083151,POINT (144.580129 -37.696446),6647,747.96,149.37
15853969,POINT (144.57745 -37.701237),6646,243.3,48.76
15865386,POINT (144.573055 -37.699041),6589,356.18,65.7
15869897,POINT (144.581151 -37.696571),6647,838.79,154.76
15880677,POINT (144.575603 -37.700087),6646,166.2,13.58
15881847,POINT (144.559164 -37.714306),6636,566.19,73.83
15886709,POINT (144.589099 -37.714681),27569,403.51,49.9
13633556,POINT (144.565695 -37.674972),13365,443.24,90.4
14684666,POINT (144.546104 -37.675593),44922,224.31,52.06
15850973,POINT (144.562816 -37.672736),13418,579.67,116.39
15874746,POINT (144.55649 -37.681011),13372,697.81,93.01
15900480,POINT (144.570613 -37.656212),5972,509.65,89.87
15904560,POINT (144.564963 -37.662802),5963,78.18,11.26
15932022,POINT (144.567921 -37.66202),11676,145.22,34.85
15937431,POINT (144.569366 -37.674636),13415,72.49,17.4
15949692,POINT (144.561332 -37.68358),13372,112.52,11.74
15952381,POINT (144.559309 -37.673994),13367,430.49,93.38
15906484,POINT (145.065064 -37.990008),9344,125.26,14.86
15917336,POINT (145.058031 -37.987712),8530,626.97,94.9
15918150,POINT (145.06625 -37.982225),9628,124.72,10.84
15922851,POINT (145.056073 -37.976154),3518,378.54,71.74
15943487,POINT (145.068097 -37.981502),9349,85.39,7.76
15944079,POINT (145.084453 -37.98308),3333,169.53,21.61
15944680,POINT (145.063028 -37.983365),11252,144.13,33.66
15945722,POINT (145.072433 -37.977747),9631,96.86,6.97
15948414,POINT (145.056289 -37.983565),3343,386.3,89.29
15949559,POINT (145.054901 -37.9762),3518,313.18,56.05
15963379,POINT (145.075197 -37.978496),9631,362.09,83.78
15963521,POINT (145.06015 -37.982911),11323,147.7,35.45
15888107,POINT (142.173004 -34.18955),37041,1324.76,90.76
15895173,POINT (142.137883 -34.195325),44302,351.41,50.14
