property_id,coordinates,stationid,min_route_dist_m,min_route_dur_s
17735416,POINT (146.0697039 -37.0562189),18683,2055.99,257.52
17735389,POINT (145.1586358 -37.9703071),2022,507.34,87.58
17735385,POINT (144.952244 -37.8107573),19507,252.24,32.24
17735374,POINT (144.9342535 -37.7947678),7579,33.77,3.04
17735366,POINT (145.1832158 -37.9203479),2843,258.01,38.26
17735355,POINT (145.1051636 -37.7984186),4654,541.84,91.71
17735342,POINT (145.0167641 -37.748932),8460,87.86,18.24
17735337,POINT (144.6303691 -37.9183356),51894,1247.86,103.27
17735319,POINT (144.4043744 -37.6884512),28649,183.33,39.05
17735307,POINT (144.6583663 -37.8971158),7197,176.29,20.39
17735283,POINT (145.3613419 -38.0726257),27956,1190.18,122.08
17735248,POINT (142.1563632 -34.1961121),47800,426.25,99.5
17735225,POINT (145.0260253 -37.7612896),1269,514.63,60.94
17735193,POINT (142.186698 -34.3150639),48300,45.81,10.99
17735167,POINT (144.3419969 -38.1193929),46717,176.49,12.7
17735136,POINT (145.948751 -38.1447653),51487,266.88,22.49
17735123,POINT (144.934916 -37.6999101),7496,262.59,63.02
17735116,POINT (145.0564336 -37.7965977),18355,66.69,6.86
17735061,POINT (145.12894 -37.6099031),43463,637.38,82.39
17735056,POINT (145.3309514 -37.7995159),11081,150.74,20.27
17735041,POINT (145.0332123 -37.7272985),1252,331.42,63.94
17735034,POINT (145.6225837 -37.8739754),,,
17735005,POINT (145.083094 -37.7642102),5546,425.82,49.69
17734977,POINT (145.0856086 -37.8049899),4949,294.76,23.56
17734968,POINT (144.9989322 -37.8709807),6634,110.13,7.93
17734931,POINT (144.9438948 -37.7368132),9032,370.85,57.9
17734921,POINT (144.4012411 -38.0352602),45254,291.94,48.83
17734867,POINT (145.062977 -37.758793),5550,466.88,66.69
17734802,POINT (144.9866117 -37.8589773),19703,492.15,88.73
17734502,POINT (144.6418455 -37.8449754),28037,985.07,137.7
17734403,POINT (145.1418657 -37.9168148),10893,297.28,48.81
17734394,POINT (145.2842655 -37.8144421),22768,194.28,42.05
17734390,POINT (144.7074908 -37.8363381),27988,484.94,72.74
17734386,POINT (145.2406759 -37.928331),23037,267.83,64.28
17734315,POINT (145.1944571 -37.8152831),44032,398.41,45.28
17734308,POINT (144.5603442 -37.7124463),6636,496.83,63.84
17734306,POINT (144.4005147 -38.0225096),50744,210.31,44.1
