property_id,coordinates
17680096,POINT (-38.3087187 144.3302783)
17680084,POINT (-37.8089213 144.9625669)
17680010,POINT (-37.5889635 144.9376233)
17679994,POINT (-37.823456 145.0483893)
17679850,POINT (-37.8880991 145.0219519)
17679848,POINT (-37.8160228 145.1077021)
17679834,POINT (-38.0305252 145.3132686)
17679822,POINT (-37.8310667 144.9709519)
17679793,POINT (-37.9813413 145.0698935)
17679772,POINT (-37.7189121 144.5578419)
17679765,POINT (-37.7175314 145.0181009)
17679734,POINT (-37.8447179 144.6664254)
17679720,POINT (-37.5616049 143.8166338)
17679706,POINT (-37.7219528 144.9261189)
17679644,POINT (-37.8643422 144.6595099)
17679562,POINT (-37.8592595 145.0483752)
17679520,POINT (-37.8226654 144.7140258)
17679482,POINT (-37.81417 144.9530225)
17679433,POINT (-37.8358416 144.9747364)
17679354,POINT (-38.0490398 145.3373304)
17679331,POINT (-37.7716224 144.9506166)
17679269,POINT (-37.744173 144.9622832)
17679215,POINT (-37.7757174 144.8930607)
17679156,POINT (-37.8135707 145.1222418)
17679128,POINT (-37.766647 145.032845)
17679109,POINT (-37.8429746 144.9892583)
17679095,POINT (145.4017011 -36.3584018)
17678929,POINT (-37.8074717 144.9621267)
17678849,POINT (-37.8095502 144.9566201)
17678765,POINT (-37.8269847 144.6833877)
17678678,POINT (-37.73646 144.9560005)
17678606,POINT (-37.754225 145.1534968)
17678539,POINT (-37.8144537 144.9534426)
17678533,POINT (-37.7683938 144.8679182)
17678463,POINT (-37.8110521 144.9597639)
17678445,POINT (144.984895 -37.8807614)
17678430,POINT (-38.0535098 145.4775177)
17678359,POINT (-36.7601775 144.2815026)
17678211,POINT (-34.2136575 142.1386759)
17678193,POINT (-38.1123713 145.3339747)
17678101,POINT (-37.8440511 144.9869358)
17678035,POINT (-37.8437309 144.9971225)
17678020,POINT (144.98698 -37.8712326)
17677894,POINT (-37.5201822 144.961652)
17677886,POINT (-37.7681683 144.6899558)
17677837,POINT (-37.606273 144.929886)
17677763,POINT (-37.8589159 145.0254146)
17677639,POINT (-38.1249331 145.1518759)
17677412,POINT (-37.8269368 145.2452351)
17677408,POINT (-37.5693873 143.8789963)
17677202,POINT (-37.5253976 144.9678564)
17677179,POINT (-38.12836240000001 145.3487599)
17677153,POINT (-37.2799553 142.9197305)
17677065,POINT (-37.8499652 144.6563108)
17676954,POINT (-34.180728 142.1464606)
17676940,POINT (-37.725549 144.7319918)
17676937,POINT (-37.6007108 143.8113263)
17676839,POINT (-37.8947422 144.6082124)
17676805,POINT (-37.79523289999999 144.8487774)
17676716,POINT (144.9847236 -37.8751599)
17676703,POINT (-37.8691604 144.9871063)
17676665,POINT (-37.8146345 144.9526442)
17676662,POINT (-37.826772 144.9623671)
17676649,POINT (-37.9785771 145.1887667)
17676644,POINT (-37.80767880000001 144.8693949)
17676587,POINT (-37.8154407 144.9546305)
17676585,POINT (-37.7934088 144.968467)
17676448,POINT (-37.817664 144.957957)
17676363,POINT (-37.8281833 144.9426087)
17676361,POINT (-37.8140225 144.9556899)
17676310,POINT (-37.859388 144.6473344)
17676267,POINT (-37.809615 144.9623021)
17676145,POINT (145.27058 -38.001064)
17676141,POINT (-38.124663 145.1312966)
17676104,POINT (-37.69698340000001 144.9256889)
17676073,POINT (-37.85847 145.2308205)
17676071,POINT (144.9972103 -37.7329737)
17676001,POINT (145.403789 -36.3919151)
17675894,POINT (-36.4004008 145.3972476)
17675891,POINT (-37.8168853 145.1217997)
17675884,POINT (-37.8427368 145.0059009)
17675832,POINT (-37.875941 145.0389991)
17675829,POINT (-38.1206007 144.6364772)
17675758,POINT (-37.3149448 144.81098)
17675725,POINT (-38.1657566 144.3961507)
17675634,POINT (-37.7550082 145.0557949)
17675598,POINT (144.9896971 -37.8828603)
17675556,POINT (-37.875941 145.0389991)
17675519,POINT (144.9693087 -37.8039577)
17675479,POINT (145.1706636 -38.0058174)
17675424,POINT (-37.8157014 144.7176797)
17675422,POINT (-37.7355044 144.6427386)
17675420,POINT (144.96722 -37.8362243)
17675272,POINT (-37.7447115 144.7472211)
17675219,POINT (144.877555 -37.7076091)
17675206,POINT (-37.7530673 144.8842166)
17675204,POINT (-37.6756119 145.0512109)
17675188,POINT (-37.7851796 144.5482912)
17675085,POINT (145.0269659 -37.7090422)
17675084,POINT (-37.8522676 144.9793122)
17675013,POINT (-37.7210797 144.9470035)
17675010,POINT (-37.8095723 144.9601163)
17674932,POINT (-37.5924398 144.7537351)
17674865,POINT (-37.875528 144.701136)
17674862,POINT (-37.5896906 144.9197652)
17674770,POINT (-37.8280917 144.9662792)
17674765,POINT (-37.826027 145.44359)
17674698,POINT (-38.1399124 145.1563604)
17674521,POINT (-38.0541455 145.4736865)
17674483,POINT (-37.8033681 145.0542244)
17674468,POINT (-36.7539764 144.3087246)
17674443,POINT (-37.8119053 144.9928311)
17674118,POINT (-38.1544905 145.9549972)
17673973,POINT (145.1583844 -38.0124375)
17673828,POINT (-37.8954433 144.6389444)
17673824,POINT (144.9966372 -37.8579885)
17673776,POINT (-37.8372702 144.9796287)
17673758,POINT (-37.7996195 145.0826599)
17673627,POINT (145.0232078 -37.8643543)
17673493,POINT (145.2968796 -38.0141905)
17673461,POINT (-37.7676645 144.7765129)
17673443,POINT (-37.704456 144.7750524)
17673430,POINT (145.0197394 -37.851342)
17673419,POINT (145.0525514 -38.2440259)
17673362,POINT (145.0185933 -38.2822995)
17673360,POINT (145.3949008 -36.3651596)
17673295,POINT (-37.8662723 145.0343402)
17673270,POINT (-37.872297 144.9832287)
17673232,POINT (144.9815894 -37.8797007)
17673227,POINT (143.8518807 -37.5610468)
17673220,POINT (143.8674018 -37.5918653)
17673182,POINT (144.9327524 -37.7303611)
17673116,POINT (-37.8140225 144.9556899)
17673113,POINT (-37.8902533 144.6723643)
17672917,POINT (145.4071501 -36.3460284)
17672909,POINT (-37.5226612 144.9521711)
17672904,POINT (-37.8887946 145.2977933)
17672874,POINT (-37.9040853 144.7616475)
17672864,POINT (145.0157981 -37.7087444)
17672841,POINT (143.8735715 -37.5681448)
17672823,POINT (-37.8089173 144.9626143)
17672742,POINT (-38.6022158 142.8673989)
17672711,POINT (-37.8388733 144.6863213)
17672696,POINT (143.8656366 -37.5669111)
17672617,POINT (144.9807697 -37.8350877)
17672595,POINT (144.9755353 -37.7114179)
17672579,POINT (-37.8163945 144.9703447)
17672548,POINT (-37.8919194 144.7266261)
17672536,POINT (143.8060924 -37.5536283)
17672534,POINT (-37.8299407 144.9533001)
17672449,POINT (-38.0780201 145.515635)
17672309,POINT (-38.2391343 146.4142145)
17672213,POINT (-37.819617 145.035794)
17672212,POINT (145.0904753 -38.008146)
17672109,POINT (-37.8018742 147.6551332)
17672095,POINT (-37.7947678 144.9342535)
17672087,POINT (-37.8511044 144.9858661)
17672071,POINT (-38.2660028 145.5637071)
17672070,POINT (-38.366172 142.4908156)
17672056,POINT (-37.8023256 144.9488084)
17672053,POINT (-37.8084515 144.9601265)
17671930,POINT (-37.8048024 145.1867101)
17671877,POINT (-37.74507200000001 144.7985218)
17671861,POINT (-38.3374602 144.967992)
17671841,POINT (143.8760045 -37.5601358)
17671608,POINT (145.2936676 -38.0080031)
17671561,POINT (-37.8389211 144.9749946)
17671559,POINT (-37.931007 145.1278853)
17671533,POINT (145.309099 -38.0116129)
17671471,POINT (-37.806138 144.9602874)
17671233,POINT (-37.8194338 145.1321273)
17671214,POINT (-37.746012 144.9502206)
17671193,POINT (-37.7414113 144.6638277)
17671111,POINT (145.0917179 -37.9992337)
17671108,POINT (-37.813617 144.9548299)
17671095,POINT (-38.1460877 145.1652304)
17671058,POINT (-37.7668071 144.8324403)
17670940,POINT (-37.968225 146.981806)
17670814,POINT (-37.915164 145.1272576)
17670786,POINT (144.996416 -37.8440064)
17670718,POINT (-37.7674727 144.9803948)
17670679,POINT (-37.86971860000001 145.0316282)
17670591,POINT (-38.33544819999999 144.963347)
17670534,POINT (-38.0831812 145.1318485)
17670466,POINT (144.9834371 -37.7530924)
17670266,POINT (-37.74250079999999 144.7703187)
17670232,POINT (-37.8217709 144.9643599)
17670177,POINT (-37.8659262 144.7025361)
17669831,POINT (-37.8238235 144.7117122)
17669738,POINT (-37.8238382 144.964246)
17669722,POINT (-37.7074668 145.0100879)
17669654,POINT (-37.5420075 144.9763193)
17669631,POINT (-37.5518028 144.9641847)
17669596,POINT (-38.1992355 144.3066553)
17669562,POINT (-37.8107257 144.9574473)
17669495,POINT (-37.741228 144.980263)
17669489,POINT (144.7639626 -37.6946915)
17669476,POINT (-37.813306 144.9553567)
17669391,POINT (-37.8735883 144.687315)
17669369,POINT (-37.6887342 144.9482782)
17669282,POINT (-37.8814916 144.7219078)
17669252,POINT (-37.81388 145.1251094)
17669230,POINT (-37.8444338 144.7213666)
17669081,POINT (-37.9414019 145.2017697)
17669017,POINT (-38.3408305 144.7457899)
17668890,POINT (143.5903976 -37.3735768)
17668881,POINT (-37.9132708 144.6135015)
17668529,POINT (-37.8625318 144.9839399)
17668516,POINT (145.181594 -38.2264926)
17668471,POINT (-37.8766972 145.0375096)
17668446,POINT (-37.8167432 145.1807464)
17668351,POINT (-37.9023381 144.9961888)
17668286,POINT (-37.7992655 144.9537574)
17668266,POINT (-37.7315292 144.8047338)
17668104,POINT (145.0143385 -37.8537992)
17668078,POINT (-37.4710729 144.3100446)
17668052,POINT (145.0687038 -37.658691)
17668015,POINT (-38.1542618 145.1382544)
17667917,POINT (-34.29905189999999 142.1354244)
17667892,POINT (-37.4715726 144.9642617)
17667890,POINT (-37.9791928 145.2195254)
17667862,POINT (-38.0478022 145.3699169)
17667856,POINT (144.8774551 -37.6987716)
17667725,POINT (-36.5079646 146.5881819)
17667724,POINT (-37.9779614 145.2106479)
17667687,POINT (143.7381304 -37.0581737)
17667675,POINT (-37.8547856 145.1727042)
17667662,POINT (-38.1524048 145.9158662)
17667640,POINT (-38.1018506 145.2900656)
17667510,POINT (144.9817531 -37.2796171)
17667508,POINT (-37.71205459999999 144.5456896)
17667478,POINT (-37.5807823 143.8227417)
17667382,POINT (144.9851926 -37.8366529)
17667222,POINT (-37.8782902 144.7809915)
17667211,POINT (-38.057595 145.4511635)
17667195,POINT (-37.8017127 144.9516376)
17667161,POINT (145.1881099 -38.3075271)
17667137,POINT (145.074586 -37.9809117)
17667122,POINT (-37.9197338 145.1279948)
17667060,POINT (-37.8084354 144.960808)
17667045,POINT (145.2328893 -38.199758)
17666954,POINT (-38.10345909999999 145.2606632)
17666940,POINT (144.9866577 -37.8884854)
17666921,POINT (-37.80719819999999 144.9606531)
17666911,POINT (-37.9738083 145.0554146)
17666730,POINT (-37.8318453 144.9681849)
17666718,POINT (-36.3553042 145.3689579)
17666659,POINT (-37.5313958 143.8184577)
17666580,POINT (-37.6704928 145.0199233)
17666554,POINT (-37.842772 144.9773939)
17666549,POINT (-37.8216118 144.9509465)
17666532,POINT (-37.6177666 145.0705049)
17666396,POINT (-38.0643536 145.1228625)
17666364,POINT (145.8399023 -38.1326928)
17666083,POINT (145.8447867 -38.13085)
17665950,POINT (-36.545134 145.7610512)
17665922,POINT (-37.78403369999999 144.8562722)
17665908,POINT (-38.1021117 147.0676973)
17665897,POINT (145.1289468 -38.128789)
17665674,POINT (-37.8285013 144.6792754)
17665585,POINT (-37.8006456 144.9556249)
17665573,POINT (-37.78223 145.307259)
17665511,POINT (145.0427504 -37.8546721)
17665446,POINT (144.9943247 -37.8547994)
17665404,POINT (-38.192004 146.2542513)
17665322,POINT (-37.8109749 144.9566998)
17665285,POINT (-37.735141 145.07594)
17665274,POINT (-38.5212582 145.3704848)
17665258,POINT (145.1631754 -37.7007345)
17665186,POINT (-37.5950727 144.7082889)
17665135,POINT (-37.8006456 144.9556249)
17665131,POINT (145.0645858 -37.8412223)
17665117,POINT (-38.171227 144.4054592)
17665110,POINT (145.0865319 -38.0046048)
17665017,POINT (145.5018335 -38.057021)
17664901,POINT (-38.269552 144.5416825)
17664843,POINT (145.0222817 -37.8623856)
17664833,POINT (-37.8897213 144.5988483)
17664800,POINT (-38.1411092 144.3434059)
17664799,POINT (-37.6193486 144.7731874)
17664765,POINT (-37.855723 145.1103263)
17664755,POINT (-37.8006456 144.9556249)
17664750,POINT (-37.8826093 144.6638552)
