property_id,coordinates
17464028,POINT (-37.8219262 144.962153)
17463815,POINT (-37.693883 144.875989)
17463742,POINT (144.9590204 -37.8082087)
17463276,POINT (144.9564841 -37.8209635)
17463165,POINT (144.9730985 -37.8353646)
17463062,POINT (145.0251106 -37.8641841)
17462888,POINT (145.0363465 -38.2318463)
17462855,POINT (144.994994 -37.8545502)
17462822,POINT (145.0093365 -38.3030311)
17462645,POINT (141.9289383 -36.6526688)
17462335,POINT (144.1360599 -36.7285833)
17462007,POINT (-37.8210084 144.961909)
17461926,POINT (144.9508915 -37.8373868)
17461894,POINT (145.2188036 -37.9821859)
17461874,POINT (-38.1967782 144.3090638)
17461577,POINT (144.9899067 -37.8504328)
17461558,POINT (146.9736746 -36.7423718)
17461553,POINT (147.0634397 -36.8839162)
17461537,POINT (145.4136553 -36.3601286)
17461517,POINT (147.7361925 -37.8108868)
17461460,POINT (-37.730052 144.994142)
17460919,POINT (142.5199737 -37.1456468)
17460869,POINT (144.9068062 -37.7450869)
17460844,POINT (145.000929 -37.590873)
17460831,POINT (144.9665562 -37.8083601)
17460637,POINT (145.9310972 -38.1728374)
17460414,POINT (147.6736563 -37.9523058)
17460356,POINT (145.0694576 -37.9596161)
17460274,POINT (144.9722264 -37.8348149)
17460090,POINT (145.0780294 -37.6856069)
17459182,POINT (144.7729031 -37.6197437)
17458757,POINT (145.1908928 -37.8344396)
17458665,POINT (-38.00164040000001 145.4782288)
17458612,POINT (-37.906993 144.593289)
17458027,POINT (145.2233367 -37.9904915)
17458026,POINT (144.3509567 -36.6662254)
17457630,POINT (145.0370989 -38.2363279)
17457284,POINT (-37.9889295 145.2237559)
17457182,POINT (145.5664457 -36.7533694)
17456970,POINT (145.4139098 -36.3967343)
17455832,POINT (-37.8568216 145.2956235)
17455751,POINT (144.9968046 -37.8440541)
17455667,POINT (145.0754583 -37.9667514)
17455418,POINT (145.0016371 -37.809959)
17455392,POINT (145.1307627 -37.8553731)
17455234,POINT (148.53164 -37.796671)
17455105,POINT (-37.7923932 145.1241428)
17455024,POINT (142.3224267 -36.8845654)
17454899,POINT (-37.9094995 145.166232)
17454842,POINT (144.3299636 -38.0946418)
17454366,POINT (145.0335609 -37.8794317)
17454293,POINT (-37.6555062 144.4450903)
17454267,POINT (144.7514389 -37.9008404)
17454163,POINT (143.8363553 -37.5986394)
17453811,POINT (144.7496736 -38.3502898)
17453763,POINT (-37.8452869 144.9797891)
17453721,POINT (146.2495034 -38.1900149)
17453319,POINT (145.2107032 -37.9828723)
17453218,POINT (-37.6085118 145.0313459)
17453210,POINT (-37.4737392 144.9745766)
17453208,POINT (-37.5425658 144.9687496)
17453207,POINT (-38.0776708 145.4818724)
17453183,POINT (145.0287519 -38.2330352)
17452668,POINT (144.9381096 -37.7165012)
17452025,POINT (-37.8303206 145.1313291)
17451648,POINT (-37.8433242 144.9962187)
17451201,POINT (145.1362876 -38.1447962)
17450965,POINT (-37.8518146 144.67336)
17450734,POINT (145.1260831 -38.0553186)
17450651,POINT (142.6578315 -37.6832331)
17450540,POINT (147.6185429 -37.8222581)
17450505,POINT (144.996315 -37.8066458)
17450459,POINT (144.9746524 -37.839754)
17450294,POINT (145.0734609 -37.9677096)
17449616,POINT (-37.7485382 144.6823461)
17449602,POINT (144.9555055 -37.8444425)
17449597,POINT (-37.5165353 144.9622234)
17449593,POINT (144.9922449 -37.779234)
17449469,POINT (-36.3667327 145.4066199)
17449124,POINT (147.8552163 -37.8856087)
17448177,POINT (-37.88784709999999 145.0419151)
17448105,POINT (144.9224006 -37.7239023)
17448057,POINT (-37.6601966 144.5969008)
17447688,POINT (145.0130447 -37.7711024)
17447634,POINT (145.4121851 -36.3883872)
17447610,POINT (144.975633 -37.80547)
17447580,POINT (144.9458564 -37.7319922)
17447332,POINT (-37.7801584 145.31588)
17447158,POINT (142.2190562 -34.1784102)
17447043,POINT (145.3179525 -37.8082726)
17447014,POINT (147.614768 -37.833065)
17446887,POINT (145.054584 -37.7390498)
17446668,POINT (145.3979992 -36.3888212)
17446440,POINT (145.5237086 -38.0006801)
17446318,POINT (145.0019902 -37.7933326)
17445769,POINT (-36.1295559 146.8573783)
17445600,POINT (145.1492327 -37.8791448)
17445349,POINT (146.8562871 -36.1198849)
17445341,POINT (144.8471535 -37.7790672)
17445200,POINT (144.7213448 -37.858961)
17444842,POINT (147.1465305 -36.7216786)
17444835,POINT (144.9972162 -37.7898216)
17444727,POINT (146.8807996 -36.1577536)
17444717,POINT (144.6741145 -37.7480539)
17444686,POINT (-37.582424 144.7340177)
17444582,POINT (146.1604866 -38.2073908)
17444469,POINT (144.8789236 -37.6973769)
17444324,POINT (146.2855542 -36.3530051)
