property_id,coordinates
17715401,POINT (-37.8614305 144.8480164)
17715398,POINT (-37.7627004 144.9457642)
17715347,POINT (-37.7082983 145.024237)
17715324,POINT (-37.8757869 145.0930605)
17715315,POINT (-37.7952193 144.9095948)
17715202,POINT (-37.8183726 144.9555337)
17715148,POINT (-38.127772 145.334271)
17715132,POINT (-37.8403385 145.0041811)
17715124,POINT (-37.87038810000001 144.9774386)
17715106,POINT (-37.7682053 144.9779882)
17715071,POINT (-37.8366262 144.9931363)
17715070,POINT (-37.7566993 145.0138797)
17715063,POINT (-37.5710724 144.9136257)
17715034,POINT (-37.738007 145.0242036)
17715021,POINT (-37.8155834 145.0582048)
17715015,POINT (-37.8366262 144.9931363)
17715010,POINT (-37.8128985 144.9727786)
17714966,POINT (-37.8366262 144.9931363)
17714941,POINT (-37.8749965 144.7005694)
17714923,POINT (-38.0566605 145.408804)
17714900,POINT (-37.7731826 145.0052854)
17714880,POINT (-37.7984308 144.9526986)
17714875,POINT (-36.3927083 145.338574)
17714871,POINT (-37.9673929 145.0636791)
17714848,POINT (-37.7180746 144.9487728)
17714835,POINT (-37.9167109 145.1218893)
17714810,POINT (-37.5822666 144.7229411)
17714801,POINT (-38.3087488 145.1731679)
17714783,POINT (-37.6138044 144.9929382)
17714759,POINT (-37.857539 144.9905489)
17714673,POINT (-37.8340027 145.1948971)
17714633,POINT (-38.3670309 141.5935874)
17714622,POINT (-37.9827547 145.2384193)
17714605,POINT (-37.4705602 144.9646852)
17714594,POINT (-38.0132619 145.2964745)
17714577,POINT (-37.8307587 144.9675355)
17714559,POINT (-37.8715549 145.0935137)
17714540,POINT (-37.8062131 144.965471)
17714531,POINT (-37.7499268 144.9755884)
17714529,POINT (-37.90506 145.113266)
17714524,POINT (-37.8413767 144.6369106)
17714523,POINT (-37.9186319 145.122473)
17714450,POINT (-37.8395181 144.9955966)
17714422,POINT (-37.836617 144.993878)
17714418,POINT (-38.1512407 145.9116485)
17714402,POINT (-37.828072 147.6139499)
17714375,POINT (-37.8259372 144.9596136)
17714363,POINT (-37.6525812 144.923472)
17714352,POINT (-37.9184732 145.118674)
17714337,POINT (-38.0971297 145.3626386)
17714334,POINT (-38.1205414 145.3566592)
17714320,POINT (-37.836617 144.993878)
17714315,POINT (-37.7911136 144.9692013)
17714291,POINT (-36.8106885 144.3450859)
17714280,POINT (-37.9837359 145.2207768)
17714241,POINT (-37.9676265 145.1685665)
17714240,POINT (-37.836617 144.993878)
17714226,POINT (-37.7655561 144.9217946)
17714203,POINT (-37.883518 144.9994584)
17714169,POINT (-36.563569 145.9537618)
17714099,POINT (-37.5986417 143.8395346)
17714096,POINT (-38.1858874 144.4660793)
17714046,POINT (-36.3627934 145.4132515)
17714038,POINT (-36.1154939 146.8578753)
17714030,POINT (-38.0419077 145.2808829)
17714021,POINT (-37.7705676 144.8805376)
17713994,POINT (-38.0351045 145.1072263)
17713990,POINT (-37.8107329 144.9570341)
17713981,POINT (-34.1998343 142.1536877)
17713962,POINT (-37.8977461 144.6074932)
17713920,POINT (-37.8228776 144.7121285)
17713912,POINT (-37.8369921 144.996831)
17713859,POINT (-37.973123 145.051467)
17713826,POINT (-37.7902269 144.9392885)
17713800,POINT (-37.9375919 145.1961955)
17713789,POINT (-36.8349794 146.0072203)
17713780,POINT (-38.1072104 145.1776316)
17713700,POINT (-38.1988923 144.3081793)
17713686,POINT (-37.807612 144.979364)
17713682,POINT (-37.8387341 144.6839836)
17713665,POINT (-37.7858516 145.0950521)
17713658,POINT (-36.1384461 146.8823923)
17713652,POINT (-37.6988302 145.074892)
17713646,POINT (-37.85711120000001 145.0128903)
17713638,POINT (-38.1058763 145.3451)
17713631,POINT (-37.8745128 147.8311898)
17713630,POINT (-37.8328037 144.969168)
17713617,POINT (-37.4122517 144.2863517)
17713610,POINT (-36.6622474 144.3625689)
17713542,POINT (-37.7856303 145.0890714)
17713537,POINT (-37.7829901 144.8908659)
17713534,POINT (-37.7913988 144.5407365)
17713505,POINT (-37.8310667 144.9709519)
17713413,POINT (-37.8160604 144.9845113)
17713402,POINT (-37.7091871 145.0490233)
17713396,POINT (-37.9068579 144.9880726)
17713387,POINT (-37.9617825 145.2638334)
17713339,POINT (-37.7716416 144.9084211)
17713323,POINT (-38.0808793 145.4515376)
17713308,POINT (-37.5436693 144.9013836)
17713283,POINT (-36.81524539999999 144.2409674)
17713272,POINT (-37.6094054 145.1310523)
17713235,POINT (-37.74581269999999 145.0404737)
17713201,POINT (-37.976659 145.158712)
17713173,POINT (-37.5979513 145.0791552)
17713149,POINT (-37.750689 145.0632808)
17713135,POINT (-37.8099193 144.9711011)
17713129,POINT (-37.9024171 144.5996114)
17713114,POINT (-38.0068769 145.1618343)
17713077,POINT (-37.79546120000001 145.0637639)
17713076,POINT (-38.1221398 145.1601269)
17713004,POINT (-37.7870902 144.5471631)
17712981,POINT (-37.9217945 145.1069637)
17712940,POINT (-37.8070069 144.9610622)
17712878,POINT (-37.8653026 145.0964084)
17712875,POINT (-37.8900123 145.1073093)
17712864,POINT (-37.5764363 144.9036998)
17712847,POINT (-37.9689418 145.1760768)
17712833,POINT (-37.8236747 145.1202253)
17712828,POINT (-37.719043 144.8263374)
17712793,POINT (-38.3807263 144.827519)
17712790,POINT (-37.7106375 144.5646145)
17712767,POINT (-37.8249338 144.9620243)
