property_id,coordinates
17636255.0,POINT (-37.9676017 145.2225298)
17640283.0,POINT (-37.9687501 145.2063196)
17705188.0,POINT (-37.98420170000001 145.2200529)
17711307.0,POINT (-37.982203 145.22155)
16336207.0,POINT (-37.9825304 145.2227846)
17720163.0,POINT (-37.9813239 145.2174291)
17722476.0,POINT (-37.9826296 145.2219929)
17722147.0,POINT (-37.9828961 145.2164339)
17723085.0,POINT (-37.9692562 145.2052521)
17724851.0,POINT (-37.986289 145.2090752)
17726054.0,POINT (-37.9809936 145.2202185)
17356064.0,POINT (-37.98045500000001 145.2047961)
14447944.0,POINT (-37.9728835 145.2117194)
14599822.0,POINT (-37.982868 145.2128715)
17736267.0,POINT (-37.9799124 145.2023358)
17738079.0,POINT (-37.9975056 145.2151001)
17739387.0,POINT (-37.9718475 145.2127549)
17739542.0,POINT (-37.9805194 145.2128337)
17743411.0,POINT (-37.9846628 145.207209)
17741396.0,POINT (-37.9786714 145.2055603)
17744404.0,POINT (-37.98024789999999 145.2066796)
17018037.0,POINT (-37.6586823 144.4176375)
17732062.0,POINT (-37.6401019 144.425356)
16440014.0,POINT (-37.656589 144.437006)
17747966.0,POINT (-37.6611092 144.4227286)
17757877.0,POINT (-37.6619104 144.4260314)
17671864.0,POINT (-37.6612931 144.4403755)
17717541.0,POINT (-37.6568884 144.4389312)
17738567.0,POINT (-37.6627419 144.4314449)
17752932.0,POINT (-37.6630366 144.4198162)
17757656.0,POINT (-37.65251070000001 144.4371586)
17703170.0,POINT (-37.9689681 145.2115877)
17047723.0,POINT (-37.9435671 145.1995207)
17721931.0,POINT (-37.9794559 145.2214494)
17722725.0,POINT (-37.9557958 145.2104896)
17730367.0,POINT (-37.9683934 145.2095015)
17733536.0,POINT (-37.9517976 145.2085151)
17737318.0,POINT (-37.96428909999999 145.1985633)
17737880.0,POINT (-37.9671967 145.2021142)
17738358.0,POINT (-37.9677582 145.2189605)
17742632.0,POINT (-37.949611 145.2176568)
17743678.0,POINT (-37.9658359 145.2162324)
17746121.0,POINT (-37.9543802 145.2134645)
17750942.0,POINT (-37.9558906 145.2112404)
17743834.0,POINT (-37.9643149 145.2086223)
17754856.0,POINT (-37.9393759 145.2002301)
17755239.0,POINT (-37.9441363 145.2105306)
16052531.0,POINT (-37.9547714 145.2093191)
17757274.0,POINT (-37.9443618 145.2189737)
16617547.0,POINT (-37.9669621 145.2193203)
15799923.0,POINT (-37.9797116 145.2063757)
17745308.0,POINT (-37.983056 145.219582)
17747214.0,POINT (-37.9834588 145.2262088)
17748528.0,POINT (-37.9703367 145.2157608)
17748874.0,POINT (-37.9840749 145.2093328)
17628476.0,POINT (-37.98314000000001 145.1997588)
17669081.0,POINT (-37.9414019 145.2017697)
16605757.0,POINT (-37.9819965 145.2026588)
17734150.0,POINT (-37.98579369999999 145.209093)
17743250.0,POINT (-37.983316 145.2252444)
17744830.0,POINT (-37.97204920000001 145.2220919)
17745508.0,POINT (-37.9838428 145.2055528)
17753143.0,POINT (-37.9550351 145.2078373)
17753257.0,POINT (-37.9815522 145.2296106)
17754741.0,POINT (-37.977883 145.229518)
17754885.0,POINT (-37.9742812 145.2099762)
17755738.0,POINT (-37.9909944 145.2041514)
17756982.0,POINT (-37.974899 145.211193)
17758158.0,POINT (-37.9818576 145.2138992)
17751887.0,POINT (-37.7612279 144.7736778)
17612737.0,POINT (-37.7695976 144.7730457)
17673461.0,POINT (-37.7676645 144.7765129)
17715012.0,POINT (-37.7762059 144.7610913)
17734030.0,POINT (-37.7757663 144.770104)
17739655.0,POINT (-37.7737785 144.7569992)
17750017.0,POINT (-37.7772196 144.7612144)
17632041.0,POINT (-37.5885099 143.810478)
17667478.0,POINT (-37.5807823 143.8227417)
17711988.0,POINT (-37.5819438 143.82169)
17720797.0,POINT (-37.5940389 143.8219654)
17729082.0,POINT (-37.5859044 143.8252156)
17755342.0,POINT (-37.5941103 143.819451)
17740048.0,POINT (-37.5811181 143.8218671)
17654024.0,POINT (-37.7552593 144.7691838)
16864132.0,POINT (-37.768317 144.765445)
17689794.0,POINT (-37.7811341 144.7585188)
17732872.0,POINT (-37.771907 144.762601)
17733924.0,POINT (-37.7777083 144.7685776)
17745519.0,POINT (-37.7588026 144.7682894)
17749185.0,POINT (-37.7812826 144.760305)
17549903.0,POINT (-37.776169 144.771884)
17749891.0,POINT (-37.7690339 144.7567163)
17751970.0,POINT (-37.759255 144.7713306)
17732406.0,POINT (-37.7629886 144.7709936)
17738062.0,POINT (-37.7586613 144.7738189)
17644391.0,POINT (-37.7811587 144.7636592)
17754101.0,POINT (-37.7822592 144.7713204)
17757760.0,POINT (-37.7746259 144.7671344)
17612299.0,POINT (-37.7770176 144.7576503)
17728417.0,POINT (-37.7792173 144.7573609)
17752529.0,POINT (-37.7596611 144.7707382)
17731652.0,POINT (-37.7782686 144.7627721)
17685650.0,POINT (-37.6236345 144.7031211)
17719567.0,POINT (-37.6207011 144.69488)
17687850.0,POINT (-37.6244242 144.695369)
17725354.0,POINT (-37.6193409 144.7013231)
16516253.0,POINT (-37.6229112 144.7019307)
17741793.0,POINT (-37.6204398 144.7024975)
17745723.0,POINT (-37.6206354 144.7134863)
17665466.0,POINT (-37.61908520000001 144.7079423)
16339172.0,POINT (-37.6228368 144.6969881)
17710600.0,POINT (-37.6246906 144.7090377)
17239478.0,POINT (-37.6174853 144.7107766)
16169034.0,POINT (-37.6226443 144.704197)
17758477.0,POINT (-37.8146682 144.9466992)
17617845.0,POINT (-37.8209148 144.9418643)
17661615.0,POINT (-37.82008990000001 144.9543907)
17697021.0,POINT (-37.8203551 144.9458914)
17702649.0,POINT (-37.819168 144.94757)
17728854.0,POINT (-37.8136271 144.9414218)
17737813.0,POINT (-37.8216118 144.9509465)
17695888.0,POINT (-37.8227679 144.9370925)
17751171.0,POINT (-37.8144179 144.9395989)
17199395.0,POINT (-37.8138751 144.9407709)
17751224.0,POINT (-37.8138751 144.9407709)
17751487.0,POINT (-37.8196134 144.9481033)
17752193.0,POINT (-37.813231 144.9430728)
17752246.0,POINT (-37.8185768 144.9473735)
17650255.0,POINT (-37.8140271 144.9422124)
17698570.0,POINT (-37.8185768 144.9473735)
17720060.0,POINT (-37.8209722 144.9532542)
17720077.0,POINT (-37.8205973 144.9424283)
17119860.0,POINT (-37.8205973 144.9424283)
16931668.0,POINT (-37.8205973 144.9424283)
17727221.0,POINT (-37.8209722 144.9532542)
12415151.0,POINT (-37.8135127 144.9424577)
17728251.0,POINT (-37.8196783 144.9451215)
17730554.0,POINT (-37.8229872 144.9508578)
15256762.0,POINT (-37.8205973 144.9424283)
17324692.0,POINT (-37.8205973 144.9424283)
17757026.0,POINT (-37.8216118 144.9509465)
17757288.0,POINT (-37.8144179 144.9395989)
16601987.0,POINT (-37.8155523 144.9379982)
17443009.0,POINT (-37.8155076 144.9372302)
17513166.0,POINT (-37.8152766 144.9391916)
17583681.0,POINT (-37.8203764 144.9425471)
17755318.0,POINT (-37.8229872 144.9508578)
17701660.0,POINT (-37.8216118 144.9509465)
17702680.0,POINT (-37.8207776 144.941966)
17716985.0,POINT (-37.8229872 144.9508578)
17717058.0,POINT (-37.8229872 144.9508578)
17717229.0,POINT (-37.8229872 144.9508578)
17717331.0,POINT (-37.8229872 144.9508578)
