property_id,coordinates
17478540.0,POINT (-37.6920638 144.7442073)
17744587.0,POINT (-37.7029587 144.7436463)
17745325.0,POINT (-37.6959202 144.7486013)
17244275.0,POINT (-38.1991255 144.3084614)
17461874.0,POINT (-38.1967782 144.3090638)
17564169.0,POINT (-38.19529960000001 144.3103567)
15750813.0,POINT (-38.1522067 144.3109221)
17627658.0,POINT (-38.1921452 144.3072792)
17629824.0,POINT (-38.189318 144.3063088)
17696802.0,POINT (-38.1946831 144.3102094)
17701753.0,POINT (-38.1850812 144.3173102)
17723785.0,POINT (-38.1921452 144.3072792)
17729475.0,POINT (-38.1797822 144.3242652)
17740560.0,POINT (-38.1884819 144.3158561)
17748848.0,POINT (-38.2001449 144.3061232)
17749486.0,POINT (-38.1915232 144.3081766)
17346018.0,POINT (-38.18977290000001 144.3063816)
17745423.0,POINT (-37.7026217 144.7426548)
17453278.0,POINT (-37.6904607 144.7462352)
17749928.0,POINT (-37.7035623 144.7507643)
17678261.0,POINT (-37.6913227 144.7317904)
17694862.0,POINT (-37.6851187 144.7347414)
17703096.0,POINT (-37.6930152 144.7452295)
17709128.0,POINT (-37.6838132 144.7547614)
17727825.0,POINT (-37.683246 144.7438168)
17742805.0,POINT (-37.6962837 144.744096)
17743387.0,POINT (-37.7039092 144.7491089)
17743717.0,POINT (-37.6946194 144.7474291)
17751542.0,POINT (-37.7040564 144.756207)
16507781.0,POINT (-37.689174 144.7317071)
17758639.0,POINT (-37.6944039 144.755294)
15240290.0,POINT (-38.1962932 144.3060777)
17506679.0,POINT (-38.1981458 144.3063581)
17669577.0,POINT (-38.1992355 144.3066553)
17669596.0,POINT (-38.1992355 144.3066553)
17688262.0,POINT (-38.1710486 144.3167395)
17707235.0,POINT (-38.168155 144.3204232)
17713700.0,POINT (-38.1988923 144.3081793)
17724204.0,POINT (-38.1871206 144.3178815)
17728002.0,POINT (-38.1648836 144.3134102)
17740276.0,POINT (-38.1853882 144.3214897)
16251810.0,POINT (-38.19705039999999 144.3067052)
17757114.0,POINT (-38.1851134 144.3214506)
17757512.0,POINT (-38.1707799 144.3211662)
17758067.0,POINT (-38.1953888 144.319233)
16597337.0,POINT (-38.1636441 144.3227727)
17146031.0,POINT (-38.173777 144.3194123)
17746155.0,POINT (-37.9529151 145.047658)
17746773.0,POINT (-37.9550355 145.0408432)
17716837.0,POINT (-37.9486178 145.0466794)
17721852.0,POINT (-37.9519289 145.028671)
17742473.0,POINT (-37.947279 145.0399767)
15168318.0,POINT (-37.9517585 145.0488321)
17754838.0,POINT (-37.9543498 145.0502282)
17755137.0,POINT (-37.9525943 145.0309778)
17756079.0,POINT (-37.952047 145.0368773)
17756082.0,POINT (-37.9471678 145.048736)
17722765.0,POINT (-37.9488165 145.0439166)
17724544.0,POINT (-37.9502838 145.0395865)
17744858.0,POINT (-37.9466683 145.0336042)
17753809.0,POINT (-37.9548137 145.0537453)
17754471.0,POINT (-37.9525006 145.0416875)
17591298.0,POINT (-37.8476681 144.6724116)
17713894.0,POINT (-37.8745129 144.6659129)
17722454.0,POINT (-37.8510036 144.6701279)
17721130.0,POINT (-36.7209172 142.1926768)
17731910.0,POINT (-36.7280282 142.2011942)
17732511.0,POINT (-36.709836 142.1933193)
17737379.0,POINT (-36.709093 142.2132083)
17682996.0,POINT (-37.8724952 144.6673445)
17693422.0,POINT (-37.8794947 144.6909358)
17696974.0,POINT (-37.855362 144.6689466)
17687609.0,POINT (-36.7135718 142.1952263)
16878242.0,POINT (-36.7084937 142.2108184)
17709348.0,POINT (-36.6998419 142.1892474)
17698844.0,POINT (-37.8840094 144.6884511)
17182003.0,POINT (-37.8697789 144.6850107)
17753315.0,POINT (-37.859857 144.6827894)
17753729.0,POINT (-37.8708704 144.677507)
17754486.0,POINT (-37.8671042 144.6709683)
17754712.0,POINT (-37.8547949 144.6787036)
17757151.0,POINT (-37.8819998 144.6937439)
17757691.0,POINT (-37.8902356 144.6811609)
16416263.0,POINT (-37.8696816 144.6880791)
17621511.0,POINT (-37.864907 144.686816)
17450965.0,POINT (-37.8518146 144.67336)
17654225.0,POINT (-37.8510875 144.6744843)
17670177.0,POINT (-37.8659262 144.7025361)
17711718.0,POINT (-37.8845443 144.686111)
17715707.0,POINT (-37.8709391 144.6706383)
17717326.0,POINT (-37.8806279 144.6880096)
17379186.0,POINT (-37.8641886 144.6790275)
12544827.0,POINT (-37.857627 144.678496)
17377298.0,POINT (-37.8754848 144.6753847)
15280004.0,POINT (-37.8597385 144.6839198)
17527958.0,POINT (-37.8835935 144.6942992)
17579191.0,POINT (-37.8723654 144.6922169)
17718364.0,POINT (-37.879044 144.687077)
17605391.0,POINT (-37.8826542 144.6908475)
17718464.0,POINT (-37.8660319 144.7089537)
16219428.0,POINT (-37.8565172 144.6833625)
17726387.0,POINT (-37.8904583 144.6815793)
17734298.0,POINT (-37.8829205 144.6977899)
17737170.0,POINT (-37.8664393 144.6673831)
17737523.0,POINT (-37.8645982 144.6979207)
17740395.0,POINT (-37.8700546 144.6662759)
17744938.0,POINT (-37.8661793 144.6963768)
17747745.0,POINT (-37.8663917 144.6725409)
17748182.0,POINT (-37.8621789 144.7081464)
17749238.0,POINT (-37.8793354 144.6887777)
17749693.0,POINT (-37.85342079999999 144.6921579)
16854450.0,POINT (-37.85639159999999 144.7063052)
17516339.0,POINT (-37.8612072 144.681665)
17651825.0,POINT (-37.8675949 144.7057178)
17660387.0,POINT (-37.8625862 144.6768451)
17668151.0,POINT (-37.8664509 144.6803568)
17669391.0,POINT (-37.8735883 144.687315)
17671392.0,POINT (-37.8662346 144.70389)
17674865.0,POINT (-37.875528 144.701136)
17676837.0,POINT (-37.880211 144.6973417)
17702610.0,POINT (-37.8623288 144.7045379)
17703140.0,POINT (-37.8701425 144.7006337)
17706236.0,POINT (-37.8798353 144.6853039)
17706988.0,POINT (-37.8730001 144.6673789)
17708829.0,POINT (-37.8600182 144.6883529)
17720298.0,POINT (-37.8512348 144.6769274)
17730456.0,POINT (-37.8681324 144.7010085)
15954677.0,POINT (-37.8755333 144.6681029)
