PropertyID,count_atm,count_bank,count_childcare,count_clinic,count_community_centre,count_doctors,count_fast_food,count_fuel,count_kindergarten,count_parking_space,count_restaurant,min_dist_atm,min_dist_bank,min_dist_childcare,min_dist_clinic,min_dist_community_centre,min_dist_doctors,min_dist_fast_food,min_dist_fuel,min_dist_kindergarten,min_dist_parking_space,min_dist_restaurant,count_bar,count_bus_station,count_cafe,count_charging_station,count_cinema,count_college,count_fire_station,count_food_court,count_library,count_nightclub,count_nursing_home,count_parcel_locker,count_pharmacy,count_police,count_social_facility,count_taxi,count_theatre,count_university,count_veterinary,min_dist_bar,min_dist_bus_station,min_dist_cafe,min_dist_charging_station,min_dist_cinema,min_dist_college,min_dist_fire_station,min_dist_food_court,min_dist_library,min_dist_nightclub,min_dist_nursing_home,min_dist_parcel_locker,min_dist_pharmacy,min_dist_police,min_dist_social_facility,min_dist_taxi,min_dist_theatre,min_dist_university,min_dist_veterinary,count_car_rental,count_coworking_space,count_events_venue,count_hospital,count_social_centre,min_dist_car_rental,min_dist_coworking_space,min_dist_events_venue,min_dist_hospital,min_dist_social_centre,count_motorcycle_parking,count_toy_library,count_waste_disposal,min_dist_motorcycle_parking,min_dist_toy_library,min_dist_waste_disposal,count_brothel,count_casino,count_conference_centre,count_exhibition_centre,count_internet_cafe,count_juice_bar,count_prison,min_dist_brothel,min_dist_casino,min_dist_conference_centre,min_dist_exhibition_centre,min_dist_internet_cafe,min_dist_juice_bar,min_dist_prison,count_student_accommodation,min_dist_student_accommodation,count_events_centre,count_healthcare,min_dist_events_centre,min_dist_healthcare,count_bus_station;shelter,min_dist_bus_station;shelter,count_courier,min_dist_courier,count_waste_transfer_station,min_dist_waste_transfer_station,count_retail,min_dist_retail,count_restaurant; cafe,min_dist_restaurant; cafe,count_restaurant;cafe,min_dist_restaurant;cafe,count_biergarten,count_meeting_point,count_music_venue,count_tool_library,min_dist_biergarten,min_dist_meeting_point,min_dist_music_venue,min_dist_tool_library,count_private parking_space,min_dist_private parking_space
17757840,1.0,9.0,1.0,6.0,4.0,3.0,40.0,7.0,2.0,114.0,114.0,1801.0158470270674,890.666049134532,1728.2951573229009,1340.8626285544851,668.440136290337,822.4278965076069,422.3905686461058,92.66173200486816,1049.7158953787507,1225.295363479167,392.11186838936976,30.0,,65.0,2.0,2.0,,1.0,,4.0,2.0,,1.0,11.0,2.0,6.0,4.0,6.0,1.0,2.0,87.66979454835827,,35.43717776382293,866.1222340206896,514.8510704059718,,807.2139180431951,,885.130073069457,520.5247753497691,,1304.8815469992228,683.6904718056303,976.6393251686891,424.5984212897476,609.5418213585433,533.2177899400474,1175.3374586827617,842.540555518901,2.0,,,3.0,1.0,168.96527168190474,,,1465.6013612973181,897.3541420133504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757831,1.0,,3.0,6.0,2.0,2.0,12.0,6.0,7.0,41.0,18.0,1773.1010110044947,,431.6650853985042,769.1566794656445,365.0740375968044,664.7937238280888,538.606458442888,767.6635598629698,433.8350211266325,468.5630528827761,515.2042862360752,2.0,,10.0,,,,1.0,,1.0,,,,4.0,2.0,,,,,3.0,616.9157313507266,,646.4554376714218,,,,1594.702264313509,,1286.613678596877,,,,707.8175795299861,899.82805173725,,,,,1656.2342747086213,,,,1.0,,,,,1195.0061275837709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757828,4.0,16.0,,5.0,,6.0,51.0,10.0,2.0,140.0,119.0,213.78606980872294,340.21022880942536,,589.9931478753743,,404.6162024727319,227.08177626061732,299.24477476741686,1152.6497097537526,864.6556692585364,210.9785965355368,29.0,,81.0,5.0,3.0,1.0,2.0,,5.0,2.0,,,15.0,1.0,6.0,2.0,4.0,1.0,1.0,241.09474934288676,,192.33712117975833,369.4913483022774,185.08930256528686,1729.8777290825199,1562.7374357782676,,257.83566245612906,388.45215533627044,,,258.17501630735507,650.6246737491359,855.7080549477906,563.5117989670669,302.98344923233816,1250.8269116108966,549.1719369755338,3.0,,,3.0,1.0,1049.7432641921005,,,1411.636658023241,1811.666660870671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757809,8.0,6.0,,12.0,2.0,2.0,14.0,8.0,3.0,610.0,7.0,929.0814609642737,933.7458168980734,,353.7910592631815,1186.2533580115087,790.8717180292828,349.9204563912381,370.3562031504549,877.3234361494551,744.8629367452285,1073.36257471983,,1.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,5.0,,2.0,1.0,,,,,1154.1057969829565,867.8790269128543,1295.3812187756348,1070.7917283630547,875.3038825500595,587.6839842214762,856.2981385987523,1188.937296511373,,,1012.640692718221,840.0492976024342,,2006.5576106892986,1536.1091553270403,,,,,,,3.0,,,,,1124.9292197741865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757805,1.0,5.0,2.0,5.0,1.0,6.0,19.0,5.0,4.0,279.0,42.0,1805.2383476434659,1599.335132551783,919.8147779035982,590.4233886248775,1857.2520811403192,996.6174998379644,627.496356474147,1388.3589415275767,1339.701748435426,1355.244446913486,245.42255603174698,,,20.0,1.0,,,,,,,,1.0,6.0,1.0,2.0,1.0,,,1.0,,,537.8922606615758,1702.4676925179751,,,,,,,,1647.7107200191856,598.805038549892,1392.943684072061,1285.8506231643066,1571.9142880701058,,,1378.0490560055673,,,,1.0,,,,,1619.6693410774687,,,,3.0,,,1549.2266258581228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757804,6.0,12.0,6.0,13.0,2.0,12.0,22.0,9.0,5.0,14.0,69.0,868.4906550442785,871.8937526108973,403.6987666878081,903.5742085516742,979.1783875897919,770.0143335533373,833.0406381217543,838.9010516068203,426.54610967359685,619.6832130787348,385.2896127416345,,1.0,31.0,4.0,2.0,4.0,1.0,,1.0,1.0,,,7.0,2.0,3.0,1.0,,1.0,2.0,,1505.9398236580337,883.2739099729695,1303.5060037949877,982.2602162463759,544.7537057393986,1675.5501643425155,,1307.93149242828,1538.603244026014,,,850.4769792449623,1643.9489420260304,1008.229772304045,1471.3281944386883,,2665.1238319169843,1794.9900016761633,,,,3.0,,,,,981.0496871749299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,896.3731448068615,,,,,,,,,,,,
17757802,4.0,1.0,,5.0,2.0,1.0,7.0,1.0,4.0,229.0,1.0,318.57481351244206,340.82942002159575,,1331.1591442419976,978.4309080764849,1676.9670354651737,900.2318225639364,1620.430833810792,383.25956761483815,1002.1875693624991,542.4583055062682,,,4.0,2.0,,,,,1.0,,,,3.0,,3.0,,2.0,2.0,,,,229.71959376883726,245.55523934019618,,,,,1236.7520513095158,,,,212.97060830983307,,180.32858450674942,,1235.8915099915912,417.0173962409985,,,,,1.0,,,,,1553.5189585303726,,2.0,,,369.85392569706175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757794,,,6.0,,2.0,1.0,3.0,1.0,,39.0,2.0,,,331.29235091515693,,1545.403174791161,1641.208043281635,1626.3703234131801,1661.019421941068,,1129.0883233612542,1676.7443632793027,,,1.0,2.0,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,1945.549209132445,1906.901799724551,,1080.3615096236158,1908.4409953933302,,1592.854799961583,,,,1631.9301248940733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757791,1.0,,,,,,11.0,3.0,1.0,22.0,7.0,1848.44010866303,,,,,,1203.3984591824599,1541.7007580990498,632.6797236549949,1818.2686329121975,1185.2674641836784,1.0,1.0,15.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,,,1.0,,1.0,1.0,1858.9762764564564,1691.0910363519558,676.7507985023155,1855.8830564907282,1898.4872526566257,1943.1131956392737,,,1777.8943336058112,1837.8068113562902,316.1338068205177,1872.799610889837,1191.99306826432,,,1995.8001738005703,,1945.4661643672523,1726.9459985452822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757772,,3.0,2.0,,1.0,1.0,3.0,4.0,4.0,15.0,16.0,,1185.7580703175329,595.3662370625732,,1230.5934807703904,1134.2268823218085,1123.3467403728746,965.7399630319644,1143.223064927154,1998.132799682549,918.6883299370966,,,5.0,1.0,,1.0,,,2.0,,,1.0,8.0,1.0,,,1.0,,1.0,,,1185.4123890498672,1128.7170342579425,,2459.8780429981603,,,1154.6069110926182,,,1941.0859087403246,349.17006402325234,1405.8273676289307,,,1181.7007609256345,,1017.8912052044628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757743,8.0,2.0,2.0,5.0,3.0,2.0,20.0,8.0,6.0,149.0,3.0,741.7699368011328,780.2408799218476,534.0375292902486,451.34279456523257,1413.3568421427226,1081.6568451241087,655.0320542445902,773.5348972397372,269.2528033493069,353.0588724998546,808.139627512782,,1.0,13.0,1.0,1.0,1.0,1.0,1.0,,,,,6.0,2.0,5.0,1.0,,1.0,2.0,,963.6958721960765,503.8656839002265,750.3038128694043,791.6134282071006,872.7963727859288,1446.175055107609,856.2100834667252,,,,,644.1328149705922,1037.615282585484,1489.613071654253,724.2870067018429,,2615.6762861366333,782.0329402391193,,,,1.0,,,,,1451.833648682023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757740,,,,,1.0,,,,,,,,,,,1983.8877769225023,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,1948.8377874453581,,,,,,,,,1911.0067821384341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757736,1.0,2.0,3.0,1.0,1.0,2.0,10.0,4.0,5.0,228.0,10.0,1543.5739884093518,1128.3402943876167,654.6505516225626,1606.6666292118355,1870.4069397988137,228.45621968072047,281.60440950656266,491.0749839828053,45.54765878293902,773.3073753728272,363.0647723107134,,,11.0,1.0,,1.0,,,1.0,,,,3.0,,,1.0,,,2.0,,,311.6419396364331,963.9870425639444,,1858.3346470253045,,,1306.427954404569,,,,318.24609695486305,,,1499.3684734283656,,,1447.1775924306573,,,1.0,1.0,,,,1904.1187606603935,1849.6825430121917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757734,6.0,8.0,10.0,7.0,7.0,1.0,30.0,5.0,11.0,536.0,41.0,1670.0671032157138,1106.8876406626168,858.4292509012329,1584.447792002496,1052.1994117535523,1505.253177206766,912.7217253220372,453.3347187759335,998.1007858468549,260.24939919667645,248.66403919416544,,1.0,24.0,3.0,,2.0,1.0,1.0,2.0,,1.0,1.0,5.0,1.0,10.0,1.0,,1.0,2.0,,1642.0637938965278,236.51827204149532,1582.1253145590642,,1416.7501763560595,1121.1058306020468,1641.0325750122377,1157.0709384358054,,1665.754199823647,1127.2474626014173,1638.4426326744278,1302.3304941779877,838.6980707929816,1759.9218944883792,,703.2194194590222,968.3190888425767,3.0,,1.0,1.0,,1085.5232181088757,,541.5933968811725,1736.7843655068273,,,,23.0,,,1177.630302530707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757726,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,534.4626315761244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757725,8.0,4.0,3.0,8.0,2.0,1.0,28.0,8.0,4.0,164.0,14.0,385.0342301675852,388.5406932197211,499.8820747614044,245.24730782247642,453.43946345265675,571.5782234542388,376.88171638826225,814.3073894382705,244.54160457793193,744.9299320193455,380.0788559117285,2.0,1.0,23.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,9.0,2.0,3.0,1.0,,,2.0,1876.282721887746,1609.9383294105967,371.940519855969,853.4359924235089,1566.3770304123627,570.5554914970546,938.1913483146928,1619.3904825768223,1632.0713467768917,,,,386.2929747913272,1311.7811699871934,805.4706138319368,368.518569322744,,,1413.148182294199,,,,6.0,,,,,771.0890330841909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757706,1.0,,5.0,,2.0,3.0,14.0,7.0,8.0,45.0,14.0,856.032800484604,,947.3380619506994,,644.716595181084,761.9679347622938,796.1969958840145,885.2510083868128,947.5578793654782,1503.3154597724754,757.1780375363976,2.0,1.0,12.0,2.0,,,,,,,,,,,1.0,,,1.0,2.0,848.5395693272766,1792.634752601913,341.1540331784028,841.5841589596571,,,,,,,,,,,1709.2166916103492,,,2025.4570093676075,330.7814806126717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757703,2.0,5.0,6.0,5.0,4.0,4.0,19.0,3.0,6.0,383.0,18.0,1137.4153422222748,963.6945136639439,906.5829248967209,837.7989460068918,319.9189688726058,472.7906055545054,327.9102997406611,903.9078542946696,888.0908365235114,460.5395184971748,539.9805510160656,2.0,,11.0,,1.0,,1.0,,1.0,,,,6.0,1.0,7.0,1.0,,,1.0,1051.1953152178985,,984.1560834639462,,1119.0374584463889,,1461.246492035556,,2019.3464215153701,,,,486.061673065672,1662.6555937511973,913.6785015134384,1068.0117274531901,,,774.6362292350105,,,1.0,,,,,674.6183499372268,,,1.0,,,761.2575883153996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757693,,,,,1.0,,,,1.0,,,,,,,543.7378365212417,,,,1372.669702984082,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1119.1714125162432,,,,,1098.0706486746708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757691,1.0,,1.0,3.0,,5.0,7.0,3.0,1.0,20.0,10.0,1840.8226232607424,,1642.1953825493952,1383.6483690737557,,1061.9803465415825,576.0997155474379,328.3784936769195,1954.9735415650864,716.6968108920191,1021.1700989537982,,,5.0,2.0,1.0,2.0,1.0,,2.0,,1.0,1.0,3.0,1.0,1.0,,,4.0,5.0,,,701.9442898039288,1122.6806831678568,1563.397608178551,507.0409641943291,833.7834565305818,,1038.6187567727932,,1285.6780187163872,1909.1214973604162,1538.9737235981986,458.1544217514705,1806.3851943928103,,,778.9743157491616,999.6148918761891,1.0,,1.0,3.0,2.0,1757.8668547982502,,1091.916401612353,1515.2389384384837,1085.7057791503055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757683,1.0,,1.0,9.0,2.0,2.0,9.0,8.0,8.0,39.0,21.0,964.0400143861395,,1823.0160250880815,1026.8243554361563,653.0083325541067,1520.1533447290794,774.6227565763751,534.5671162947785,668.2983770122063,834.3357890457349,692.1775416413967,1.0,,27.0,1.0,,1.0,,,2.0,,1.0,1.0,5.0,,2.0,,1.0,,,942.7429974195736,,413.0159470465264,832.43030924531,,1214.553455511975,,,999.1499842126555,,2029.1545789242864,1435.5785705897035,998.2135477577616,,732.8452568560105,,1191.7154142487866,,,,,,2.0,,,,,587.4762917682199,,,,,,,,,,,,,,,,,,,,,,1.0,1197.898864827201,,,,,,,,,,,,,,,,,,,,,,,,,,
17757679,,,2.0,,,,1.0,2.0,,,,,,883.9393905921288,,,,1788.0072967484966,1400.8438296421323,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1635.3030286204032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757675,,,2.0,,,,1.0,2.0,,,,,,865.8116998355105,,,,1772.5172249746415,1381.2799142740562,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1615.1429709504907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757662,1.0,,,1.0,2.0,,6.0,2.0,2.0,,1.0,621.5186247968275,,,1492.063291880235,1753.8386729538008,,377.0062440179224,641.7574864925119,509.0559372713952,,725.4047334197206,,,2.0,,,,1.0,,,,,,2.0,,3.0,,,,,,,730.241731862315,,,,290.87718835384715,,,,,,350.701733105043,,146.91245391414552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757656,,,1.0,,,,1.0,1.0,,,,,,1318.4466846399846,,,,1349.7520495347098,1399.329307297063,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,397.8051467502281,,,,172.91247431674017,,,,,,,,1660.8707198591237,,,,1461.5849951960104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757641,,,1.0,,1.0,1.0,11.0,7.0,1.0,8.0,2.0,,,1088.5736266163065,,436.85782015365186,1265.9460019178528,1000.2068156453743,955.969252860306,1968.2694819048395,932.3265124260914,1390.5946476022054,,,2.0,,,,1.0,,,,,,,,2.0,,,,,,,1003.7219375619393,,,,1179.0302753763478,,,,,,,,425.59473309847806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757640,15.0,16.0,4.0,9.0,7.0,8.0,64.0,9.0,6.0,59.0,184.0,820.1034487830839,387.4297811819167,571.29380288094,953.7204857235987,211.09557777242523,80.03885460452454,362.00242258603004,101.73582456966197,357.32834204237565,705.8875621917367,170.4186378549657,35.0,,166.0,7.0,2.0,7.0,1.0,3.0,10.0,3.0,,,12.0,4.0,7.0,7.0,19.0,6.0,2.0,162.01970182359165,,8.492117347408618,275.797645848486,1614.1322365961591,110.85402669791252,1237.0934175265427,1599.8392451675531,397.94734113307175,561.5810433943968,,,448.8616447135931,1033.8917166518625,817.1032147456899,500.3155996339642,860.1038080084238,768.9058014107878,1441.944842547424,9.0,2.0,5.0,1.0,2.0,1234.5687700024653,989.4499805094197,1012.2398569075948,1669.7790690270238,1226.4377408876037,2.0,1.0,2.0,1987.6760152786899,874.7450765422562,1796.2131748748152,3.0,3.0,2.0,1.0,,1.0,,136.52112577875064,1512.7146142703177,1642.3179245277236,1790.7572182670735,,1612.1330462911917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757630,54.0,51.0,5.0,13.0,10.0,9.0,250.0,6.0,6.0,390.0,646.0,59.98720877104822,588.4006765667333,1041.8485341750486,737.7378290681321,434.2955737173001,978.1257862038219,192.7493433668842,664.5773570389817,807.9349305534649,361.88380128689835,63.942664105314435,149.0,1.0,488.0,21.0,5.0,12.0,3.0,14.0,12.0,11.0,,7.0,34.0,10.0,6.0,11.0,29.0,21.0,1.0,238.8490123289231,1299.2594463530725,116.0610245444239,352.40627402767984,610.7911506935125,343.99734666266045,607.1007201604729,332.9940307701467,337.72599250928295,437.2339959297715,,1070.832903133097,341.08847319738817,587.6966143625178,445.89357318157465,166.06467759371964,211.50185122459584,434.7554952068453,1458.05169914551,17.0,4.0,11.0,5.0,2.0,207.08516311247172,741.5052202837621,549.0276842264599,1690.6631732963779,1780.8881375421802,24.0,1.0,3.0,605.5391675148759,1553.4260349937729,620.2166481782308,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1234.5890391615667,507.93706635945813,1090.5219739663153,983.7822414665083,1227.8718842574951,359.33410871987,1659.021295982642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757627,5.0,15.0,4.0,7.0,3.0,7.0,36.0,8.0,6.0,33.0,99.0,478.10324972734185,307.62722659379773,1203.508971460084,852.9535089117534,1516.1983814093376,1163.1951988663784,245.8716500753523,237.13809081478138,670.4475047028067,681.7859370612082,224.33063126710405,17.0,,92.0,6.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,15.0,1.0,2.0,2.0,2.0,1.0,1.0,169.75387665596207,,116.95969748024359,298.05490761314866,1260.7282434575543,675.561989124004,577.46579610005,1995.3708675149603,304.37354852096723,1295.4735789611807,1924.7717498597583,1379.4032530177547,325.8487772626927,1167.888254466892,1420.2123200626777,1181.5110362321843,1757.4394019246758,2103.1569913265635,1429.3864822601433,7.0,,3.0,5.0,,589.5558142790848,,684.1812432949644,1309.4871776072155,,,,1.0,,,1854.3047700793159,1.0,,1.0,,,,,1946.0761677438036,,1843.2427709528154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757626,1.0,,2.0,3.0,1.0,2.0,8.0,3.0,3.0,,4.0,1095.9587901307111,,983.764884245233,641.4714628945192,1291.910605889832,1178.0778283045433,1221.3985143296102,586.8242050731882,1287.9497474421719,,1194.5178058235879,,,2.0,,,,1.0,,1.0,,,,3.0,,1.0,,,,,,,1158.328500995216,,,,1250.1539705700216,,1289.750507581202,,,,1090.848575940837,,1724.9880426360528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757623,53.0,52.0,7.0,12.0,10.0,12.0,246.0,8.0,6.0,391.0,645.0,282.34883031222193,726.8894097643663,1260.8138850639273,919.0932996647017,209.20248100047039,1010.662206827411,273.25390501581273,517.5622404819829,799.1927905056465,511.25856295936535,61.047422821007174,148.0,1.0,479.0,19.0,5.0,12.0,3.0,14.0,13.0,11.0,,7.0,35.0,10.0,6.0,11.0,28.0,20.0,1.0,201.31723163920262,1269.8314519110463,10.468333894282416,555.1517477053853,423.7044626899763,140.62939067134027,385.9492144775528,472.0123871189432,198.13665441635635,545.5284320032448,,1018.1579472263858,539.0593201794405,488.9198846871301,576.0985808906811,362.99633059189046,332.6887540838999,539.6600666434365,1237.0968955105309,17.0,4.0,11.0,2.0,2.0,216.09213093723977,555.0557083375476,658.284294447001,1916.4058142658241,1586.1122285501854,24.0,1.0,3.0,722.9682527633323,1382.2578382173551,685.7195514155635,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1151.7140014014856,352.2861454106561,898.1563382479934,782.8661924755062,1236.3484516252142,581.6815700597696,1657.1071693805413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757618,1.0,4.0,,4.0,8.0,,9.0,3.0,6.0,,1.0,762.657652594494,736.4156929282822,,614.7025179129085,331.0104323731426,,216.30644278024965,769.617499756502,603.1827873365953,,738.6069042313271,,,1.0,1.0,,1.0,,,1.0,,,,2.0,1.0,2.0,1.0,,,1.0,,,1808.3015513713194,1046.8734607608951,,421.50200852066564,,,565.5506703522109,,,,719.2579945818707,848.2483760355835,1036.7335056415882,691.5663016551669,,,566.1326405339951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,664.7945424175197,,,,,,,,,,,,,,,,,,,,
17757617,,4.0,,1.0,,,5.0,3.0,1.0,,5.0,,174.00894696225302,,975.2991079806577,,,129.05839864605676,613.4508888894841,928.9083563652691,,240.398500276629,,,6.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,145.23739584834394,228.53562674560763,,,995.4776681515118,,84.3023739525105,840.2777077170374,,83.1438018638389,146.66163864624517,1557.3376404651174,378.5871451957469,,,,853.620018905575,,,,1.0,,,,,241.91041363396138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,100.76035262581102,,,,,,,,,,
17757602,,,4.0,,,,11.0,4.0,3.0,413.0,7.0,,,913.0805244931114,,,,988.8074009334725,1053.1296245405745,916.9504002604878,1088.8120442046104,857.2218084419956,1.0,,3.0,1.0,,,1.0,,,,,,,1.0,1.0,,,,,843.233615695899,,660.5179240661024,1091.7117269753119,,,1003.4812337844244,,,,,,,981.9222950480905,1921.2968782258188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757598,2.0,2.0,2.0,,2.0,7.0,8.0,2.0,6.0,2.0,13.0,1504.3840251622582,1537.764265422424,776.7547940725821,,1516.2996366136258,1540.803736489732,1531.4531300208364,1653.9886177743815,327.61558611525936,970.2362968324369,1491.69780250722,4.0,1.0,14.0,2.0,1.0,,2.0,,1.0,,,,2.0,1.0,,1.0,1.0,,1.0,1506.111588805393,1634.555592060233,785.162479162251,1540.7071392961286,1494.608390594168,,1179.6147229725857,,1568.2650704451999,,,,1555.525123214161,1773.7072811817955,,1633.4503250146138,1032.141981725806,,1746.9177163327436,,,1.0,,,,,1801.1521450899077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757587,,4.0,2.0,2.0,1.0,2.0,21.0,4.0,3.0,142.0,50.0,,762.9590951166905,1519.7242940796243,560.1105147723,1962.3537980461397,734.9823927181849,438.4384628219557,467.8531751714196,835.4736788220656,750.4231137814821,519.3187905198483,7.0,,34.0,1.0,2.0,,,,2.0,,,1.0,9.0,,3.0,1.0,1.0,,1.0,551.2382432952248,,503.7186767405307,1560.1853365142217,570.2372198388042,,,,772.3765857449719,,,1966.1931820390723,600.7461639571281,,1137.86806966778,542.0795087779882,1306.1312509249506,,1241.670443710342,,,1.0,4.0,,,,1242.044911779691,1063.682560823901,,,,1.0,,,1225.277209316642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757579,1.0,6.0,,6.0,4.0,2.0,17.0,6.0,3.0,80.0,85.0,1448.281742407955,969.0530346582111,,1398.1091810592754,294.23850550856906,1726.3566832367892,106.8329130298691,923.5281935545786,1584.8946788293563,1609.5011148830436,100.8152247604116,17.0,,51.0,2.0,2.0,,1.0,,3.0,1.0,,1.0,6.0,2.0,5.0,3.0,6.0,1.0,2.0,137.6654193229219,,166.48439329996984,1052.6584257053294,495.68869259989776,,1686.50708177755,,1570.0239084088705,458.08049786053283,,1904.4979207305532,158.46121309815217,1252.9841348134748,735.6947612930511,370.40705710818224,434.3174494702843,1920.4367657506507,1037.603137895072,2.0,,,1.0,1.0,943.4926072174305,,,1861.8690028246554,1225.8119409805852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17757572,,,2.0,3.0,2.0,1.0,8.0,4.0,5.0,265.0,12.0,,,463.32919610714475,1601.8812407318355,508.1689931631542,1506.3861015228417,492.80000241914877,922.0947807062662,469.1754325810784,295.24327118576116,597.0785917349514,1.0,,10.0,,,,1.0,,1.0,,,,2.0,2.0,,,,,2.0,586.0834426945343,,496.00635733012746,,,,1947.4933156470845,,1559.0999642273816,,,,1548.245179367045,1225.435852644518,,,,,1333.6730220413124,,,,1.0,,,,,535.3905403851875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
