PropertyID,count_cafe,count_childcare,count_clinic,count_doctors,count_fast_food,count_fire_station,count_fuel,count_kindergarten,count_pharmacy,count_veterinary,min_dist_cafe,min_dist_childcare,min_dist_clinic,min_dist_doctors,min_dist_fast_food,min_dist_fire_station,min_dist_fuel,min_dist_kindergarten,min_dist_pharmacy,min_dist_veterinary,count_atm,count_bank,count_bar,count_brothel,count_bus_station,count_car_rental,count_casino,count_charging_station,count_cinema,count_college,count_community_centre,count_conference_centre,count_coworking_space,count_events_venue,count_exhibition_centre,count_food_court,count_hospital,count_internet_cafe,count_juice_bar,count_library,count_motorcycle_parking,count_nightclub,count_parcel_locker,count_parking_space,count_police,count_prison,count_restaurant,count_social_facility,count_student_accommodation,count_taxi,count_theatre,count_university,count_waste_disposal,min_dist_atm,min_dist_bank,min_dist_bar,min_dist_brothel,min_dist_bus_station,min_dist_car_rental,min_dist_casino,min_dist_charging_station,min_dist_cinema,min_dist_college,min_dist_community_centre,min_dist_conference_centre,min_dist_coworking_space,min_dist_events_venue,min_dist_exhibition_centre,min_dist_food_court,min_dist_hospital,min_dist_internet_cafe,min_dist_juice_bar,min_dist_library,min_dist_motorcycle_parking,min_dist_nightclub,min_dist_parcel_locker,min_dist_parking_space,min_dist_police,min_dist_prison,min_dist_restaurant,min_dist_social_facility,min_dist_student_accommodation,min_dist_taxi,min_dist_theatre,min_dist_university,min_dist_waste_disposal,count_nursing_home,count_retail,min_dist_nursing_home,min_dist_retail,count_social_centre,min_dist_social_centre,count_toy_library,min_dist_toy_library,count_waste_transfer_station,min_dist_waste_transfer_station,count_biergarten,min_dist_biergarten,count_private parking_space,min_dist_private parking_space,count_courier,count_events_centre,count_healthcare,min_dist_courier,min_dist_events_centre,min_dist_healthcare,count_meeting_point,count_music_venue,count_tool_library,min_dist_meeting_point,min_dist_music_venue,min_dist_tool_library,count_community_hall;kindergarten,min_dist_community_hall;kindergarten,count_cafe;bar,min_dist_cafe;bar
17676071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17676001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675894,2.0,,2.0,,12.0,,4.0,2.0,2.0,,988.454326926567,,1949.9321882796992,,231.56519824115045,,791.7760406335382,1100.1461858185207,1020.0431238926116,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,74.0,,,1.0,1.0,,1.0,,,1.0,,1871.2856686630778,,,1848.613174411984,,,1810.5208868830175,,,,,,,,,,,,,,,,214.84476821974133,,,711.0059940252274,1269.7304543125028,,1781.8689889699228,,,1523.8288786971618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675891,29.0,9.0,8.0,2.0,24.0,1.0,6.0,5.0,6.0,2.0,80.74405269983376,400.6130843467632,84.23593478809698,433.9478223547066,214.40687381207138,665.3572520080305,654.4663379021974,568.0224611734442,112.39132808552164,924.8665691444612,7.0,6.0,,,1.0,,,1.0,,3.0,6.0,,,1.0,,1.0,3.0,,,1.0,,,,110.0,1.0,,37.0,5.0,,1.0,,1.0,17.0,195.38162391471337,148.6577505491687,,,309.2840895636791,,,297.54129285821614,,297.43404089825407,408.1843223484554,,,1361.6368357161145,,289.3983058062659,315.3304873745071,,,583.0917812783262,,,,171.42801096112723,495.0370391943972,,152.3440400535743,152.59556654967992,,360.21517326883577,,1490.2079084919487,1715.4448606318251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675884,62.0,,5.0,5.0,39.0,2.0,8.0,1.0,13.0,1.0,423.59565274314275,,616.3656972545178,273.3067880448266,678.7631784628251,1481.6718542603455,674.9303401795596,1213.9546394879037,611.5280284699684,332.4254428779019,3.0,14.0,23.0,,,2.0,,3.0,2.0,,,,,,,,3.0,,,4.0,,2.0,,99.0,1.0,,91.0,3.0,,1.0,2.0,2.0,,910.8768409515893,315.6110000058856,924.3412838695934,,,1744.144235865487,,951.8606343745307,871.7406507402886,,,,,,,,1304.7312265633132,,,634.786021122853,,1004.6241047652098,,1341.1749145867504,765.2303845556182,,354.7926104680637,1341.7475031755764,,1108.073797372617,611.1960143286361,1636.4919056227145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675832,45.0,5.0,10.0,1.0,16.0,,4.0,2.0,12.0,3.0,13.347609851444094,1448.0352460117365,1441.3151405048088,1949.107762558561,140.61693886005344,,324.84836160587673,1073.7161466119012,22.97264675591617,1580.6439224880633,10.0,5.0,1.0,,,,,6.0,,,1.0,,,,,,3.0,1.0,,2.0,,,2.0,34.0,1.0,,81.0,7.0,,1.0,,1.0,,126.88749396821167,330.75388386796357,2008.4039763111741,,,,,167.66777042896894,,,1359.893144239185,,,,,,1318.7081266704683,289.5410221758082,,1521.4219823798364,,,444.13332711455854,954.532265097445,1483.6052270611974,,40.72898562437492,894.6467352991256,,347.9554816681265,,542.1931842051633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675829,3.0,,,,3.0,1.0,1.0,,1.0,1.0,1425.8433634547418,,,,1507.0953752127634,1856.8083934528024,1686.5774530330614,,1616.8579695214728,1677.6919910614297,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,1464.0189745630212,1465.3385728006672,,,,,,,,,,,,,,,,,,,,,,,1976.952396807832,,1350.2522351782757,,,,,,,,,,,,,,,,,1.0,1580.7612501801837,,,,,,,,,,,,,,,,,,
17675758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675725,6.0,,1.0,3.0,13.0,,6.0,3.0,2.0,1.0,499.31666508777806,,711.2919030272238,536.9146144193278,512.8899129364288,,739.1131553127789,1496.1400895442366,581.0413480780378,957.615846207823,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,1.0,,,579.192864921267,,,,,,,,,,,,,,,762.2562945298281,,,552.3050996766847,,,,,,,,1998.4781047511697,,,,1571.6722987221451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675634,25.0,3.0,9.0,4.0,25.0,1.0,5.0,5.0,8.0,2.0,585.6911087506488,439.38972948605783,52.56944633661696,968.127588839477,443.45705753092744,570.2428932598089,250.9690528198684,655.669266967029,904.544940389048,987.0520350105944,2.0,7.0,2.0,,,,,1.0,,1.0,5.0,,,,,,5.0,,,2.0,,,,336.0,1.0,,25.0,5.0,,2.0,1.0,,11.0,1314.4460691456002,894.377941800424,712.4354523459142,,,,,1209.754289759641,,1137.728338399991,821.6102212870459,,,,,,327.0541902112394,,,1552.6372990989332,,,,251.50484977552085,1338.6697405755303,,627.4949857167244,559.5201708954758,,589.6956886661283,1607.2813949968536,,1322.4712696588936,,,,,,,,,,,,,1.0,1324.5112894062806,,,,,,,,,,,,,,,,
17675598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675556,45.0,5.0,10.0,1.0,16.0,,4.0,2.0,12.0,3.0,13.347609851444094,1448.0352460117365,1441.3151405048088,1949.107762558561,140.61693886005344,,324.84836160587673,1073.7161466119012,22.97264675591617,1580.6439224880633,10.0,5.0,1.0,,,,,6.0,,,1.0,,,,,,3.0,1.0,,2.0,,,2.0,34.0,1.0,,81.0,7.0,,1.0,,1.0,,126.88749396821167,330.75388386796357,2008.4039763111741,,,,,167.66777042896894,,,1359.893144239185,,,,,,1318.7081266704683,289.5410221758082,,1521.4219823798364,,,444.13332711455854,954.532265097445,1483.6052270611974,,40.72898562437492,894.6467352991256,,347.9554816681265,,542.1931842051633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675424,,,,,2.0,,1.0,1.0,1.0,,,,,,542.925231750961,,868.3340010345736,144.21139085885252,571.1870679621248,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.733672461605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675422,,,,,,1.0,,1.0,,,,,,,,1538.5384595390083,,1385.6009411649397,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.6567207857483,,,,,,1031.603060945784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675272,10.0,,2.0,,12.0,1.0,4.0,2.0,4.0,1.0,1327.9943530710007,,1451.567909271776,,1312.0867179935847,1300.8181268547103,1354.4429609616602,1214.9249418352797,1337.5290337006563,1701.9763224732746,,5.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,12.0,1.0,,7.0,1.0,,,,,,,1408.3485877899257,,,,,,1313.919735259669,,,,,,,,,,,,1407.1300599634906,,,,933.990174005636,1653.9649363864844,,1229.1206720362466,1885.6164496486895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675206,6.0,2.0,,1.0,6.0,,4.0,3.0,1.0,,1092.6367497140122,1712.7585318407366,,1986.972229267996,352.42926692892866,,1855.8580205278734,986.4911383310955,1979.118902709423,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,5.0,,,4.0,,,,,,,,1892.4124212831975,,,,,,1971.7053735257653,,,,,,,,,510.40553008400815,,,1486.9701186064265,,,,1004.1788392160911,,,525.4039740943299,,,,,,,,,,,,,,,1.0,2016.4272314910004,,,,,,,,,,,,,,,,,,,,
17675204,4.0,,2.0,2.0,8.0,,1.0,4.0,2.0,,941.157289179451,,1538.9246858187698,269.1963702770435,1277.9328203857003,,1541.3128145313885,946.7463746094976,1317.3713437983995,,3.0,1.0,,,,,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,86.0,,,2.0,1.0,,,,2.0,,1297.2523358807186,1846.8567086281414,,,,,,1785.1424618703045,,,1070.3849048347672,,,,,,1985.1025003662485,,,,1213.7907133257982,,,1145.9155375565754,,,1256.8052624046704,2160.0769195186836,,,,1195.1932116325966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675188,,1.0,,,,1.0,,1.0,,,,563.8146747959931,,,,720.725998599151,,542.1625775341258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.3504848668736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675084,91.0,,9.0,5.0,46.0,1.0,6.0,4.0,12.0,2.0,120.11311907194134,,1264.9383098983458,1098.1962906771232,188.87340734325298,1163.0373433457717,406.3010459530988,1550.077734519295,987.4169481463728,1081.0488258218513,4.0,13.0,31.0,,,3.0,,2.0,3.0,,3.0,,,,,,2.0,,,6.0,,2.0,,140.0,2.0,,141.0,7.0,,4.0,9.0,1.0,,1327.5373525332514,791.7959127774164,427.10575632602547,,,873.8988687925842,,1292.7162756008065,813.5802733703397,,966.2376425554884,,,,,,737.4087574634977,,,1019.921070247925,,876.8970741776976,,530.8137523909118,1887.0715105606066,,184.20412161617156,348.46062516364117,,789.3340048093457,829.4398116628824,1105.019467585341,,,,,,1.0,275.0986921793014,,,,,,,,,,,,,,,,,,,,,,,,
17675013,39.0,5.0,2.0,4.0,20.0,1.0,5.0,5.0,3.0,3.0,328.6030901127942,745.7263697361617,335.47082105711365,686.2320011211184,384.5882079702837,1414.9054235628275,566.9745245672942,894.0942067603373,562.2585250047238,47.91357145263356,2.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,5.0,,,2.0,,,2.0,,,2.0,,,1.0,1.0,1.0,,20.0,2.0,,,,,,1150.2787438795865,1424.0327543583212,1340.9782739610753,953.8081897303088,,1613.3123016623615,,1297.1354204061338,2229.76863923767,,1101.4795371675066,,,1240.7677015139675,,,248.84483178447297,,,526.3235103896909,,,1501.1333973259584,1968.0034072987685,1353.3486546458091,,315.86353965317574,393.3478311551282,,,,,,4.0,,668.190699248972,,,,1.0,1251.3335515931203,,,,,,,,,,,,,,,,,,,,,,
17675010,559.0,2.0,28.0,17.0,264.0,4.0,5.0,11.0,42.0,1.0,26.698315810000004,1155.8578412485429,320.2034718782957,613.2989734907703,71.7059490348962,659.4197641758223,1137.544285812439,606.4224265542318,244.34029640646366,1222.6674114228144,67.0,49.0,173.0,1.0,1.0,15.0,3.0,24.0,7.0,13.0,11.0,1.0,3.0,62.0,1.0,15.0,14.0,2.0,1.0,19.0,26.0,11.0,8.0,424.0,10.0,2.0,772.0,8.0,7.0,8.0,39.0,20.0,4.0,276.8046898766948,198.54167517532161,61.05880827796165,724.742435070506,1020.0347215299026,25.97262511413568,1532.2465074113713,514.175480581816,294.7042697046558,233.74595004910503,314.5063047058365,1875.216271296177,496.68539098802864,124.2263984128078,1874.4550024356372,124.51624256403612,1060.7714574922416,810.6145679878457,1292.6700460503412,254.23072583897581,141.7600393595668,652.6162158001832,267.4962773573363,272.45488510039905,443.68271646943595,929.4671899584145,56.48435558896862,908.8956329108573,1522.9969458255537,308.5231941352758,517.2847357438776,144.20188529116814,271.2772007551187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674932,,,,,,1.0,,,,,,,,,,1917.4196762085987,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.7773032292284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674865,5.0,,3.0,1.0,13.0,1.0,8.0,2.0,3.0,4.0,667.8419148195775,,790.5054555053842,1683.8507328522671,504.62231544300727,1917.7023118737293,566.7039676047609,669.8972154567157,1224.8694165195175,1357.516097181091,2.0,,,,,2.0,,,1.0,,1.0,,,1.0,,,3.0,,,1.0,,,,20.0,,,10.0,1.0,,,,4.0,,820.7818074190958,,,,,997.4190204450201,,,1700.576408749867,,382.3895074211858,,,1638.2990877957764,,,1227.3817903968613,,,1624.657431022495,,,,1725.5666774870776,,,174.54057741737452,1364.3101462994046,,,,1608.7774145813182,,1.0,,2007.3082247624386,,2.0,1620.260449028874,,,,,,,,,,,,,,,,,,,,,,,,
17674862,5.0,3.0,5.0,1.0,15.0,1.0,5.0,4.0,3.0,,674.4970094271288,1343.0981518942574,736.1908367852434,705.3356418094718,562.6475869659965,1505.5066476951374,1052.56034888071,839.1998765726576,569.0960891371992,,,5.0,,,,,,,1.0,,2.0,,,,,1.0,1.0,,,2.0,,,,1742.0,1.0,,8.0,2.0,,,,,3.0,,573.2191600346629,,,,,,,703.8298254379512,,1928.8418617143234,,,,,684.1733192808396,677.1482582773964,,,880.9002717591698,,,,386.99829086901065,1553.2693100046952,,607.7657468223196,1095.660466226153,,,,,1234.4604494802984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674770,392.0,7.0,10.0,8.0,192.0,1.0,9.0,5.0,32.0,2.0,122.0982612082746,1016.0744696387634,700.8044882098461,739.1401229538513,222.53409332467302,536.5037477993105,227.67605443177666,293.44587766846524,27.915644376709388,1164.6724877529005,42.0,48.0,135.0,3.0,1.0,9.0,3.0,15.0,4.0,8.0,8.0,2.0,4.0,9.0,1.0,10.0,,1.0,1.0,10.0,17.0,10.0,4.0,10.0,7.0,,561.0,6.0,,10.0,30.0,12.0,2.0,426.99686363902174,686.0782876881938,131.66637925133887,618.5448898762222,1811.145226545654,651.3299037504709,771.5590810746481,525.0048504370017,862.2438851346901,434.15527144185546,532.0117717900697,1253.0606084920073,397.6552049412168,472.68682737601944,1121.3137167363732,878.5568251472687,,1782.931458540247,897.3280824073443,466.2402160399237,1220.6716619191575,416.396111744094,1553.484401977501,323.6277407011213,476.0816657853989,,238.55191267836747,493.49904090866005,,660.0283909817533,125.5912507541313,424.5633158297277,1112.9363339160623,,,,,2.0,1307.0340370898539,1.0,1018.4608553083057,,,,,,,,,,,,,,,,,,,,,,
17674765,,,,,,,2.0,,,,,,,,,,1909.5983254563644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674698,7.0,,1.0,1.0,20.0,,6.0,,5.0,2.0,388.84092499497257,,1900.133243810628,1617.4245369663608,341.7708677538219,,1698.2835209066968,,350.9356931502221,1442.9961736152738,1.0,3.0,,,,1.0,,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,,,7.0,,,,,,,340.0226549198451,1631.1075891542205,,,,1600.015524300379,,1535.3806591565344,1525.3218238714078,,,,,,,1657.7197176682128,1474.289025090451,,,,,,,,,,1361.127060653549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674521,2.0,2.0,,2.0,12.0,1.0,4.0,4.0,,1.0,1174.1561894289816,1855.017543871089,,1497.9374267795097,1377.1948023309174,2014.131916827464,1521.2652241858646,680.9627789879052,,1565.702499554907,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.2842294437278,,,1852.3003385617199,1129.7600684290785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674483,20.0,1.0,6.0,,10.0,,6.0,3.0,6.0,2.0,456.79531218750367,1505.333146716865,567.2704286272466,,559.9889554346214,,664.6396365138787,668.4823772055842,560.9529748963886,806.8140909883551,1.0,3.0,1.0,,,,,,,,2.0,,,,,,2.0,,,3.0,,,,70.0,2.0,,13.0,4.0,,,2.0,1.0,,1919.9956294664014,563.06497432651,1626.8425457207957,,,,,,,,1850.0635964466294,,,,,,573.3062546542014,,,1170.7671227625228,,,,569.7743770124832,445.7433558998934,,556.3713363528099,811.4674296272642,,,1162.3959039532442,1556.215324665644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674468,5.0,,,,2.0,,6.0,,,,964.4764546232857,,,,984.5924470947841,,865.4497230205147,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,37.0,,,,4.0,,,,1.0,,,,802.6152763398737,,,,,1284.5417195389473,,,,,,633.4535231050066,,,,,,,,,,466.52927140836454,,,,1052.6592219045667,,,,1193.2607416932456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17674443,207.0,7.0,13.0,9.0,69.0,2.0,12.0,13.0,22.0,2.0,219.86698246383,146.76650653798325,254.89012918364773,266.5482531707053,137.7886379085071,690.2094782670073,252.12383653837583,411.96297523556643,265.92056569464313,862.0827794124158,15.0,14.0,92.0,3.0,,8.0,,12.0,3.0,3.0,12.0,1.0,,6.0,,2.0,15.0,2.0,,6.0,8.0,3.0,2.0,54.0,4.0,,253.0,5.0,,3.0,5.0,6.0,3.0,344.3578851155,323.90688463383566,258.00767632874783,622.7882617489696,,1022.2676996435847,,395.49708394573986,1385.5392081863617,1426.1382159828163,451.0098436839675,1511.6684285743745,,739.4151084229363,,1638.3724984670298,455.9188535084348,1127.7556576288655,,665.370762038221,1876.8415204144978,1048.3004503505633,530.1390357730337,368.4027228650037,865.8356634310018,,222.20992461938337,812.4802323039041,,834.621813263161,1453.6867455070483,1120.0502858555656,767.3519174690722,1.0,,1777.7904210249028,,,,,,,,,,,,1.0,1.0,1.0,1326.999907028084,254.66302857277472,810.5196547711258,,,,,,,,,,
17674118,1.0,1.0,,2.0,,1.0,3.0,1.0,,1.0,1867.1499896129958,1024.397695244714,,1231.8923207384075,,1985.1698315715196,1544.105713510913,977.0371997076942,,1726.8394648902488,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1381.4065088521338,,,1370.814598333673,,,,,,,,,,,,,,,,,1360.305189853117,,,,,,,,,,,,1.0,1416.404465218382,,,,,,,,,,,,,,,,,,,,,,
17673973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673828,3.0,1.0,1.0,1.0,6.0,,4.0,7.0,,1.0,1844.4371875753814,1438.9480948656492,1465.2018666405895,848.7072634495887,802.8553952110562,,792.1723133416217,173.6876503399676,,1456.4823580411978,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,22.0,,,8.0,2.0,,,1.0,,,,,1784.988453663649,,,,,,,,,,,,,,,,,1906.550996930309,,,,1037.510543528051,,,853.6190436325854,1623.2926087106998,,,1892.6329344662822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673776,134.0,4.0,11.0,6.0,54.0,,9.0,4.0,16.0,,283.100415550895,1179.237328520111,1544.0260948195016,400.15801268311094,327.4779789796929,,892.7962924542104,882.9212667292563,365.29359159210924,,8.0,21.0,33.0,3.0,,4.0,,7.0,2.0,5.0,4.0,1.0,2.0,4.0,,,1.0,,,8.0,,3.0,,149.0,2.0,,149.0,11.0,,5.0,16.0,5.0,,1410.2944663543228,438.0069268298025,443.8829234338256,925.292699699628,,646.8083461004102,,1074.8634341303737,1546.6930485280309,917.9780458983538,606.2175068722813,1811.4139176892234,1799.6260152817474,1405.1330455319173,,,1019.7620983617841,,,1078.513261855277,,1375.5866925149421,,216.84488692629017,1780.0484268801404,,37.40039234748364,935.9659434839334,,946.4215376838373,270.0691084221328,1528.8180096916888,,,,,,3.0,1751.7356491848063,1.0,1561.320319308744,,,,,,,,,,,,,,,,,,,,,,
17673758,23.0,3.0,7.0,1.0,16.0,1.0,4.0,4.0,7.0,1.0,421.01175653125773,759.5249849534468,1487.0066915107072,1908.7875974428443,410.5116636662934,1413.3410555632622,1402.4422897605425,736.6257521194188,408.1865126576941,1463.8250548673243,1.0,4.0,2.0,,,,,1.0,1.0,,5.0,,,1.0,,,,,,3.0,,,,29.0,,,29.0,5.0,,,1.0,,1.0,1734.0747531443392,1239.1198707900846,1499.8941202876779,,,,,1412.7391472340598,1491.3742103699885,,564.8070887768614,,,1541.7605707365456,,,,,,1516.3092143651722,,,,388.37115264603176,,,453.8828066910708,1330.897604471085,,,1909.093664245133,,1485.7956894133433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673461,8.0,1.0,5.0,1.0,18.0,1.0,6.0,4.0,4.0,,256.55792547076516,401.2317215693337,80.28114787576348,408.64405715159745,370.4157214478642,352.76923199473777,242.6941319021638,365.60109836038987,400.8755021616285,,4.0,3.0,,,,,,1.0,,1.0,2.0,,,,,,,,,1.0,,,,347.0,1.0,,22.0,2.0,,,,,,424.4530655405642,1814.1751431656864,,,,,,1837.1212266924013,,458.22174584823904,263.35018239777395,,,,,,,,,1745.2516034250602,,,,379.70686500997834,1154.2390299649767,,340.7458364767051,472.77349574395555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673443,6.0,4.0,3.0,1.0,19.0,1.0,4.0,10.0,3.0,1.0,455.9727007566697,156.39614010079782,1279.2978180355549,644.9781845114126,475.0664143855454,995.8825816973141,870.5857057412887,150.9165228988343,681.8010077294183,1879.5361612880079,,3.0,,,1.0,,,1.0,1.0,,4.0,1.0,,,,,,,,1.0,,,,3936.0,,,27.0,7.0,,,,,,,637.6575468488392,,,446.6285764966402,,,1076.705458454028,629.1301818105716,,483.7811902038923,1589.664849373549,,,,,,,,480.5886988780355,,,,208.49768246694074,,,320.88484879019086,174.4317750741799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673295,34.0,3.0,7.0,1.0,12.0,,4.0,1.0,6.0,,547.4697471206772,804.7557478944221,456.862608926027,1547.3128414235728,987.6699557193822,,825.4461250234293,1933.7735662532903,1058.223055359955,,8.0,5.0,1.0,,,,,6.0,,,1.0,,,,,,2.0,1.0,,2.0,,,1.0,17.0,2.0,,38.0,6.0,,1.0,,1.0,,1132.1232748521916,779.9342526399251,1598.1133053596543,,,,,746.9202624834064,,,824.395073267442,,,,,,497.62717708243673,1195.2657894098559,,1085.7373867021345,,,1491.1200601908236,561.2928994883445,1217.5454959424064,,498.10127141494695,660.244311823149,,1412.1333411657122,,1533.9760413272022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
