PropertyID,count_cafe,count_childcare,count_clinic,count_doctors,count_fast_food,count_fire_station,count_fuel,count_kindergarten,count_pharmacy,count_veterinary,min_dist_cafe,min_dist_childcare,min_dist_clinic,min_dist_doctors,min_dist_fast_food,min_dist_fire_station,min_dist_fuel,min_dist_kindergarten,min_dist_pharmacy,min_dist_veterinary,count_atm,count_bank,count_bar,count_brothel,count_bus_station,count_car_rental,count_casino,count_charging_station,count_cinema,count_college,count_community_centre,count_conference_centre,count_coworking_space,count_events_venue,count_exhibition_centre,count_food_court,count_hospital,count_internet_cafe,count_juice_bar,count_library,count_motorcycle_parking,count_nightclub,count_parcel_locker,count_parking_space,count_police,count_prison,count_restaurant,count_social_facility,count_student_accommodation,count_taxi,count_theatre,count_university,count_waste_disposal,min_dist_atm,min_dist_bank,min_dist_bar,min_dist_brothel,min_dist_bus_station,min_dist_car_rental,min_dist_casino,min_dist_charging_station,min_dist_cinema,min_dist_college,min_dist_community_centre,min_dist_conference_centre,min_dist_coworking_space,min_dist_events_venue,min_dist_exhibition_centre,min_dist_food_court,min_dist_hospital,min_dist_internet_cafe,min_dist_juice_bar,min_dist_library,min_dist_motorcycle_parking,min_dist_nightclub,min_dist_parcel_locker,min_dist_parking_space,min_dist_police,min_dist_prison,min_dist_restaurant,min_dist_social_facility,min_dist_student_accommodation,min_dist_taxi,min_dist_theatre,min_dist_university,min_dist_waste_disposal,count_nursing_home,count_retail,min_dist_nursing_home,min_dist_retail,count_social_centre,min_dist_social_centre,count_toy_library,min_dist_toy_library,count_waste_transfer_station,min_dist_waste_transfer_station,count_biergarten,min_dist_biergarten,count_private parking_space,min_dist_private parking_space,count_courier,count_events_centre,count_healthcare,min_dist_courier,min_dist_events_centre,min_dist_healthcare,count_meeting_point,count_music_venue,count_tool_library,min_dist_meeting_point,min_dist_music_venue,min_dist_tool_library,count_community_hall;kindergarten,min_dist_community_hall;kindergarten,count_cafe;bar,min_dist_cafe;bar
17667917,,,,,1.0,,,,,,,,,,1471.4503521356178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667892,,2.0,,,,1.0,,,,,,794.8083364505899,,,,1334.1778485248392,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1007.0992778053946,,,,,,,,,,,,,,,,899.6173940300872,743.5411910481232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667890,21.0,4.0,17.0,3.0,28.0,1.0,8.0,7.0,12.0,,711.4482496982356,718.4030590862897,302.4360844349175,174.19289916817152,669.0912214935721,1722.083729994698,683.9320599293135,1302.17333964783,353.7558901868605,,5.0,7.0,,,,3.0,,3.0,1.0,8.0,2.0,,,,,,1.0,,,1.0,,,,15.0,2.0,,42.0,8.0,,,1.0,,,855.472788317621,728.2771475300026,,,,1595.695382662953,,747.0106531359521,848.5311688087185,438.5252592366089,1701.6369070423216,,,,,,341.47281937153735,,,1198.4840317118358,,,,654.4626910853018,1236.2596396014983,,658.8642348788057,458.05232873430435,,,1037.8103602554725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667862,1.0,,1.0,,9.0,1.0,1.0,4.0,1.0,,353.26167463402726,,1491.8447324106223,,350.62140609188793,173.2057750643979,1621.8308995638085,321.9771275988581,303.39837405760454,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,1.0,,,,,,398.82563020042755,,,,,,,,,,,,,,,,1971.1683431908887,,,,,,,,,,350.63776596040344,1688.5863401182696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667724,22.0,4.0,17.0,2.0,30.0,1.0,9.0,5.0,11.0,,728.5964619856654,428.8649946067898,409.0508175282055,500.669896857582,692.4237170000571,977.0191590825661,373.98518114754836,510.34354519115965,663.5986736427234,,5.0,7.0,,1.0,,3.0,,3.0,1.0,8.0,2.0,,,,,,2.0,,,1.0,,,,15.0,2.0,,41.0,8.0,,,1.0,,,829.7210637797763,701.7627390080451,,1851.3459288269196,,1057.6763995703534,,1130.9363055962883,1170.059699779609,612.2350116962474,1344.6954250046822,,,,,,670.0105632085435,,,1226.6232378121354,,,,695.2122657462247,1472.6892248405543,,687.0503443918248,524.9201374855966,,,1143.9398335424414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667675,5.0,2.0,6.0,,9.0,1.0,6.0,5.0,2.0,2.0,141.46373385841505,702.2989208455748,29.850582526211888,,125.91380527239914,802.5515952194303,350.6798272282645,473.952508572117,963.7317483246401,681.7058666039251,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,148.0,2.0,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,723.7790555532961,,,758.7063313036341,,,,29.197613943219313,1007.2463196203922,,405.2446635085309,708.5078539142554,,,,,,1.0,,1140.566298840924,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667662,12.0,2.0,1.0,1.0,17.0,,4.0,,3.0,,1633.7009488777048,906.949505514106,1648.1602631900998,1654.5449197648832,1346.2989899853312,,1024.813524883882,,1637.4914152772335,,2.0,4.0,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,14.0,3.0,,2.0,,,,1696.290482612492,1660.6664887588388,1492.8618495114124,,,,,,1696.8251905921554,,,,,,,,,,,1430.619194727143,,,,,1840.3358458689022,,1499.1187621022661,1622.0952787789977,,1775.0034154497162,,,,1.0,,244.22075534430812,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667640,6.0,2.0,7.0,1.0,30.0,1.0,4.0,4.0,5.0,1.0,906.3047117595432,1483.272729149962,540.969023329793,1049.5945025051371,65.19468153139024,577.9821524152763,873.8204754112486,799.92567739645,895.2429525674418,721.7751498018206,1.0,6.0,,,,,,2.0,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,182.0,1.0,,23.0,1.0,,,,,,1127.846451177662,1031.301021800314,,,,,,984.3571672729295,,1167.6006187364146,1389.226252482599,,,,,,1504.861026566957,,,1407.985437309793,,,740.3264946879038,1207.8233521049156,1412.8829625353465,,54.66007924162199,1767.2562016320312,,,,,,1.0,,1466.4786977834656,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667508,,,,,,,1.0,,,,,,,,,,2031.4979640828321,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.8680360020558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667478,4.0,,1.0,,9.0,,9.0,2.0,2.0,,1597.252424017688,,1874.3078677908775,,1413.873820662274,,742.0807884740723,360.5954712572104,1091.6466362856106,,3.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,43.0,,,1.0,2.0,,,,,,1431.0811103208005,,,,,,,,1962.4457142031195,,1467.2750714875865,,,,,,,,,,1666.173423114897,,,1528.1073393485885,,,1589.4709093346428,1673.7377797488086,,,,,,,,,,,,,,1.0,1710.800913215381,,,,,,,,,,,,,,,,,,,,
17667382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667222,,,2.0,,7.0,1.0,3.0,2.0,,,,,751.4595625144217,,778.9948893168278,1668.4118927098623,657.0909877451195,1385.2978464862572,,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,1.0,,,,166.0,,,4.0,3.0,,1.0,,,,,,,,1793.9449095787197,,,904.9910344765568,,,189.39886264073,,,,,,,,,753.5212467850885,,,,389.7970128806228,,,603.907491437897,86.55194337818274,,1781.1553711985398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667211,3.0,2.0,,1.0,11.0,1.0,4.0,3.0,,,730.8410388472665,829.0819104465368,,1956.9909606628312,517.870406085877,511.35862214570227,541.2053762609969,823.3435146108073,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,125.0,1.0,,6.0,1.0,,,,,,,,801.3731757084536,,,,,337.91126929487814,,,,,,,,,,,,,,,,255.68746880827004,499.21727841841084,,382.5540005503289,1481.5022489776848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667195,403.0,3.0,24.0,15.0,212.0,2.0,8.0,9.0,32.0,3.0,129.0134604871742,913.2656301118333,290.9061071653281,264.9149685660716,266.42320476729765,970.6760834112551,342.917884791975,690.5049055889602,378.87548440200123,225.11331606806894,47.0,38.0,93.0,2.0,1.0,7.0,,18.0,5.0,11.0,9.0,,3.0,57.0,,12.0,10.0,1.0,,14.0,15.0,8.0,8.0,391.0,7.0,2.0,557.0,9.0,7.0,5.0,20.0,12.0,2.0,660.8746602349631,774.8920483864695,409.46724024494586,1080.764376441825,1612.8383577682625,1052.7123592154571,,779.4452819168567,1390.6731190264381,427.02047520083386,197.68928197055143,,1592.981641186205,430.0852193343421,,815.4566505656367,425.63544847280497,1512.5005463060743,,263.89295933072486,1012.5718562750332,1624.0185248553428,882.795270077079,775.5804420405098,312.0638047130328,1173.1390978569018,297.950951858285,531.6663786190994,1010.8691161192285,997.1312866754101,310.9031580289142,784.237390044654,878.3363022627271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667122,42.0,2.0,8.0,2.0,23.0,,10.0,4.0,7.0,1.0,404.9950044424341,791.3376107659249,336.87786596713994,989.8649022856838,720.5887874629365,,788.4449077240643,542.6222052124054,977.3846404323186,1483.2932868385149,5.0,7.0,,1.0,1.0,4.0,,6.0,1.0,2.0,2.0,,,,,,8.0,,,5.0,,,1.0,645.0,1.0,,59.0,2.0,,,1.0,1.0,,943.5765237273894,967.7101305020249,,1821.4467599969573,709.6026787708379,870.6191264468704,,1064.2162938668005,1110.0502098270938,514.7043018442748,388.5462667586984,,,,,,347.43272702890215,,,736.1422221621846,,,1695.4058047181234,676.6462808052252,673.9320475763163,,405.22525982712915,1346.8493648477543,,,837.0504042109408,1255.3382427471054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667060,551.0,2.0,28.0,17.0,268.0,3.0,6.0,11.0,42.0,1.0,53.985501056346216,1179.116737425257,190.44416931367238,518.087981373946,44.98178839777446,521.3511794008382,1051.1160770094236,486.45124376129,236.4497738699672,1150.2863953388237,69.0,48.0,184.0,1.0,1.0,13.0,3.0,23.0,7.0,13.0,10.0,1.0,2.0,60.0,1.0,15.0,15.0,3.0,1.0,19.0,26.0,13.0,7.0,423.0,10.0,2.0,786.0,9.0,7.0,8.0,37.0,20.0,4.0,154.28012375664852,273.3901891651752,17.349635499877962,584.6249595000183,1154.2853521852876,80.00687907703879,1663.745335376921,382.477543962122,291.7932599244966,98.31153693182026,187.24127235737328,2014.8894964873816,497.3142678725453,263.8663341783959,2013.0449853819118,16.92050357299403,960.9049437166009,947.1684655385893,1383.2059937995073,225.04706406345738,76.64736071400579,604.7593586149824,262.0231526550433,184.2641210149378,583.7882312715602,1038.2405227592214,44.919974019521206,927.3332708508756,1387.4938743869486,174.50250389540727,548.5142540737858,19.965126119146095,262.44206066126003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17667045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666954,4.0,4.0,6.0,,29.0,,5.0,3.0,3.0,1.0,790.0174772364858,771.6561119634679,362.8820453898187,,435.1717580904729,,817.1796592313442,1510.1406100141721,929.8695419783402,1930.7473452778167,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,2.0,135.0,,,12.0,,,,,,,984.0232579351184,,,,,,,805.9925272679434,,,,,,,,,2105.9508689538334,,,,,,1013.1922639157624,729.2230852826665,,,785.1200789479662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666921,543.0,4.0,28.0,17.0,264.0,3.0,7.0,11.0,41.0,1.0,83.0484284047655,1279.4245723616189,52.859743306829614,392.6253814634648,37.79910717948513,394.93712109046936,926.1189719763412,351.5210692504857,130.0182666516232,1033.6273411177447,69.0,47.0,184.0,1.0,1.0,11.0,2.0,22.0,7.0,13.0,9.0,,2.0,57.0,1.0,15.0,15.0,3.0,1.0,17.0,25.0,14.0,7.0,422.0,10.0,2.0,781.0,8.0,7.0,8.0,33.0,20.0,4.0,136.727235726625,402.0801385664668,67.23516141281799,471.8601489474344,1252.3833033212013,125.0245916126071,1798.9144126534682,300.26500177130004,400.2907522591326,43.13444173371658,49.341428431196505,,595.1622672135935,345.0780627600759,2140.51478297845,154.68475141956355,829.0987980433898,1051.707051249053,1516.2990176542244,205.345468056835,137.06850393614502,646.463284612826,255.01770850518656,46.78825337851108,666.8258045751915,1097.3941004142814,33.181835316464074,859.7160875815425,1255.3989242964506,43.4403986791721,662.2018640552507,147.1343862421841,251.91071857331642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666911,34.0,,13.0,7.0,25.0,1.0,7.0,9.0,9.0,3.0,620.1960755803719,,486.34376804575464,614.3110097224392,450.51011294088664,1581.5555359930308,968.4083677534213,1021.0903226643183,830.3181301382012,946.2134569052449,1.0,11.0,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,1.0,,,,2.0,,,,236.0,1.0,,44.0,8.0,,2.0,,,,741.2008925511026,741.6177432250257,1530.4863897699831,,1767.3339888906391,1065.7427270735768,,1712.9458559434331,1576.6198238776562,543.4299659299722,990.9953231274467,,,,,1766.0994902049272,,,,658.7103864028694,,,,866.6430212423422,1001.0247830496353,,597.6491154835142,296.31536128186343,,780.9699561443924,,,,1.0,,1986.1229817217427,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666730,248.0,7.0,9.0,9.0,113.0,1.0,9.0,5.0,16.0,2.0,101.82049297133631,623.5986923307446,667.8974799499244,443.2128549844491,181.80494444542873,868.9825896069167,192.15602087433993,247.1010547211691,464.4846923715234,1179.4035980342783,28.0,32.0,65.0,3.0,,7.0,3.0,10.0,3.0,7.0,7.0,2.0,3.0,9.0,1.0,6.0,1.0,,1.0,7.0,8.0,5.0,2.0,33.0,4.0,,279.0,6.0,,9.0,23.0,6.0,2.0,618.0366313772589,648.4983502893209,206.94297002464498,171.11677358002024,,880.2001774854228,1143.8149274921202,99.6073076170907,1245.2536173508183,258.9530698621483,579.0696377401191,1560.0900292686858,626.2576977353509,776.3611710196577,1429.6039837887845,1304.6968211621502,2032.0880654865064,,1320.604524613538,279.80204341900406,1669.1624140133865,227.26556552822916,1968.748879003822,347.07399672216377,751.3393464637686,,109.6502978287334,802.9436980586751,,329.2148662377961,536.446350223884,574.6889118372021,1471.484240189475,,,,,2.0,1106.9504427110992,1.0,762.9414747698851,,,,,,,,,,,,,,,,,,,,,,
17666718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666659,1.0,3.0,1.0,1.0,9.0,1.0,6.0,1.0,3.0,1.0,678.7481660686075,418.7986794257713,1672.1801651258902,407.44643322613075,597.6618047781541,457.7071797833484,287.39839514734075,1702.0972103844128,499.66935635223507,1019.3683044807784,,3.0,,,,1.0,,2.0,,,1.0,,,,,,1.0,,,,,,,877.0,,,3.0,3.0,,,2.0,,,,1238.2480233070642,,,,1076.887694742276,,515.3556840953919,,,367.92333781918796,,,,,,1604.6696942394315,,,,,,,271.92602953857534,,,325.7040528589978,655.7887914854634,,,1240.6126235182414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666580,12.0,,12.0,4.0,16.0,1.0,8.0,5.0,5.0,,397.4162852861027,,391.57669578201114,1210.5550291379295,379.98061886575726,1262.6831106622728,1228.1414416909313,106.26185195335208,402.4078710423542,,7.0,7.0,,,,,,1.0,1.0,2.0,3.0,,,,,1.0,2.0,,,2.0,,,2.0,565.0,,,7.0,2.0,,,,,,401.73048280803056,378.0653360549893,,,,,,508.70516757615434,1963.8109693154115,847.7834865337784,296.3659417405712,,,,,1734.0263701117956,1942.587366566595,,,325.8033522929481,,,1583.1639891362875,455.4908925732135,,,283.55316134350846,2032.324639932772,,,,,,1.0,,1638.8103287066506,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666554,124.0,4.0,13.0,10.0,49.0,1.0,7.0,6.0,16.0,1.0,68.32082903059303,1158.213574322305,1344.6676924687863,816.3341089428311,733.8449975578139,1967.8426812901037,769.0525392866017,1324.5583514058717,788.314057120866,1456.8613325458377,6.0,19.0,28.0,3.0,,2.0,,5.0,3.0,4.0,5.0,,,1.0,,,1.0,,,9.0,,4.0,,146.0,1.0,,156.0,11.0,,5.0,7.0,4.0,,1363.8387376872486,336.5393957018468,627.1947164200375,1223.936577681739,,928.3032960653602,,1375.8197485052913,1636.5677705029125,1213.9306938935913,921.3607356659587,,,2029.5917449255146,,,591.4942834591283,,,948.0063962479298,,1546.5014718565747,,747.2660691872933,1790.616747477404,,316.7574846565042,934.8956030942688,,525.2923057567203,907.7635168338516,1590.5803534621132,,,,,,3.0,1205.8932057638415,1.0,1525.7715365914294,,,,,,,,,,,,,,,,,,,,,,
17666549,444.0,4.0,18.0,5.0,261.0,2.0,6.0,5.0,32.0,1.0,101.42581139483981,736.519263040179,334.85170962148413,589.8756847538646,167.36798161076044,1026.6600966352287,885.0593290861888,678.756290563179,140.3879759557714,1367.5570524329044,52.0,51.0,132.0,,1.0,16.0,3.0,19.0,5.0,10.0,14.0,1.0,5.0,10.0,1.0,13.0,,1.0,1.0,12.0,20.0,10.0,7.0,386.0,10.0,2.0,608.0,7.0,,10.0,26.0,14.0,3.0,130.51882966854055,159.84423828679564,145.59783132668767,,605.6480446113605,549.7004808793622,708.5671728665346,422.9909880263657,667.9335225821203,206.42497105528736,395.186609840228,435.36102250103505,623.6663880595636,285.38751837171037,525.159510510294,128.1561346742775,,769.6072751346288,1391.7404543143286,846.5128621008847,509.66626840883555,627.1074725041938,98.63939080623892,673.3806289637655,867.3152975532291,981.8824296537192,161.2200194966682,1573.5011973942042,,359.4511694017003,432.3133080165838,815.8460500578924,424.1600811231643,,,,,1.0,1935.1546535730129,1.0,1922.3547910527425,,,,,,,,,,,,,,,,,,,,,,
17666532,1.0,1.0,,,2.0,,1.0,1.0,,,1706.7260917309059,1568.0515155613125,,,1922.6184843868848,,1917.1633602948204,1734.3348624629984,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.4188307066504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666396,11.0,1.0,1.0,7.0,24.0,3.0,3.0,2.0,5.0,,1157.340102088108,1519.9396437733178,1904.0048609831988,988.866204639998,1177.3764869122444,1181.5069425713325,987.3845121159259,933.0162794704163,1188.359886471716,,4.0,2.0,2.0,,,,,1.0,,,6.0,,,,,,,,,2.0,,,,74.0,1.0,,12.0,2.0,,,,,,1315.2603329512572,1418.1084961095846,1117.5445406339854,,,,,1225.4619048994916,,,314.9963661535263,,,,,,,,,1574.5262587020597,,,,1077.4707930915665,1563.1572892604017,,1151.7290258111057,1481.466538851829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1507.7922000588417,,
17666364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17666083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665922,9.0,1.0,2.0,2.0,10.0,,6.0,9.0,3.0,1.0,813.467061992069,1698.4393926039108,1665.6584442245469,915.4610899895105,664.6075409698299,,412.0150410863149,134.63279370737175,808.8108935458728,1748.5689071036727,1.0,1.0,1.0,,,1.0,,,,,4.0,,,,,,,,,,,,1.0,113.0,,1.0,8.0,4.0,,1.0,,1.0,,1123.6413134653708,1132.9007764237517,2003.0688173958029,,,1451.0367863304405,,,,,333.29160625454983,,,,,,,,,,,,401.9910617583741,263.07310906150923,,1957.137705115397,457.3196379417054,1461.0640741614247,,1803.9401810720412,,1972.576994088852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665908,4.0,,,,5.0,1.0,7.0,1.0,,,576.6727165101017,,,,382.1746625946079,245.37366434829087,303.3500396427981,1854.4199351248687,,,,1.0,1.0,,3.0,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,4.0,1.0,,,1.0,,,,672.8353350218638,852.7797329345167,,1131.8010109661896,39.86500668454804,,1179.6266428124004,752.3714332907622,,1187.6784442690619,,,,,,1382.2811862507142,,,1156.9240735988096,,,,,1177.8743675471687,,228.9919315495183,587.3861202937962,,,1105.071783796549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665674,3.0,2.0,,,5.0,1.0,4.0,,1.0,,1219.5666151559146,741.4143319033922,,,1204.933639428305,1580.5287687652874,1204.2066129347013,,1310.6046053644843,,,,,,1.0,,,2.0,,,3.0,,,,,,,,,1.0,1.0,,1.0,589.0,,,1.0,1.0,,,,,,,,,,1430.9703042431859,,,488.87017444200944,,,541.2385399169148,,,,,,,,,1688.913809464696,1371.5332413026952,,1485.7205363530115,1200.5374083560448,,,1338.2550010861787,1902.200304179636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665585,427.0,2.0,26.0,18.0,204.0,3.0,9.0,10.0,38.0,3.0,29.84913899339408,1099.2435403511088,53.10883828254301,459.76494350175307,22.6911589100821,690.4078870610132,76.75051571870324,624.1482001064829,520.0787412243499,230.26513462110466,46.0,44.0,123.0,2.0,1.0,8.0,,17.0,4.0,11.0,10.0,,1.0,56.0,,12.0,12.0,2.0,,15.0,19.0,8.0,7.0,397.0,8.0,2.0,614.0,10.0,7.0,4.0,23.0,13.0,2.0,318.1976506458134,567.1388319605231,558.2862871272378,783.364420333357,1757.6355440130274,955.9961834717075,,866.9478039434814,1135.4989900797489,797.5908381802714,525.1016004630981,,1435.7924364712833,274.80848373350506,,698.6486244377015,95.17416088510863,1618.3825689418497,,333.9452709895158,667.7136187775437,1405.785762273698,624.2894939647822,662.3300751008233,82.92279748313072,1384.7469325659224,52.88820719799593,677.7118495280463,708.2059787505517,832.7308011547567,411.7071306033709,428.0734306144,825.8848018874849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665573,6.0,1.0,6.0,,21.0,2.0,4.0,11.0,3.0,2.0,508.6890292796139,1644.651320003077,432.7067221330499,,397.4567396201623,1204.3850402216524,628.3637089835518,464.03006992596323,546.9873504607247,813.1519477674772,3.0,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,626.0,1.0,,14.0,6.0,,,,,1.0,482.7667284287069,720.8774845522353,,,,,,,,,1001.4241177011334,,,357.17781893367703,,,1507.7826901928252,,,610.7023957066866,,,952.3558389879513,408.94137970481944,862.0224630013388,,529.33638884068,924.5869394609758,,,,,614.781711085224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665404,6.0,,1.0,2.0,2.0,3.0,2.0,2.0,,,1736.8900291459288,,1898.3510683721577,1890.5103799351207,1828.0244013523265,1515.1585541056863,1505.4921633592776,425.60334827186927,,,,1.0,4.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,,,1992.1559898587882,1684.5439360951623,,,,,1681.461468991044,,,697.551473414378,,,,,,,,,,,,,,,,527.8507908334499,1589.1920299382414,,1881.2702480479013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665322,534.0,3.0,27.0,14.0,265.0,4.0,5.0,9.0,40.0,1.0,47.181347986979254,1360.4657393585312,587.9877354324498,533.9815932431486,77.18918628475261,502.69092860981044,1209.5958445227109,865.1313921669421,66.37084043589779,1252.0141995260847,65.0,49.0,160.0,1.0,1.0,17.0,3.0,25.0,8.0,12.0,10.0,1.0,3.0,61.0,1.0,15.0,13.0,1.0,1.0,18.0,26.0,10.0,9.0,405.0,10.0,2.0,738.0,8.0,6.0,8.0,39.0,19.0,4.0,183.61745361236225,448.6167010264424,34.0648023150635,1015.5436657583837,708.7686525303988,71.48745382885492,1382.6913577507423,262.4769499298206,598.8347919578395,334.0602189745637,561.5811166850641,1637.488552649766,773.4491483470816,263.48362463469203,1655.5059033332122,447.3929348056703,1175.1048687867371,515.5256213151797,1330.3111519290944,383.91350350512954,180.200458327803,660.8061692671256,355.19540543950586,244.57610847081247,270.46385771380545,592.6318421993902,60.55844416218091,737.854907082564,1756.282518396451,587.947144760196,751.8510251744863,220.45408137789119,361.8835348227052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
