PropertyID,count_atm,count_bank,count_childcare,count_clinic,count_community_centre,count_doctors,count_fast_food,count_fuel,count_kindergarten,count_parking_space,count_restaurant,min_dist_atm,min_dist_bank,min_dist_childcare,min_dist_clinic,min_dist_community_centre,min_dist_doctors,min_dist_fast_food,min_dist_fuel,min_dist_kindergarten,min_dist_parking_space,min_dist_restaurant,count_bar,count_bus_station,count_cafe,count_charging_station,count_cinema,count_college,count_fire_station,count_food_court,count_library,count_nightclub,count_nursing_home,count_parcel_locker,count_pharmacy,count_police,count_social_facility,count_taxi,count_theatre,count_university,count_veterinary,min_dist_bar,min_dist_bus_station,min_dist_cafe,min_dist_charging_station,min_dist_cinema,min_dist_college,min_dist_fire_station,min_dist_food_court,min_dist_library,min_dist_nightclub,min_dist_nursing_home,min_dist_parcel_locker,min_dist_pharmacy,min_dist_police,min_dist_social_facility,min_dist_taxi,min_dist_theatre,min_dist_university,min_dist_veterinary,count_car_rental,count_coworking_space,count_events_venue,count_hospital,count_social_centre,min_dist_car_rental,min_dist_coworking_space,min_dist_events_venue,min_dist_hospital,min_dist_social_centre,count_motorcycle_parking,count_toy_library,count_waste_disposal,min_dist_motorcycle_parking,min_dist_toy_library,min_dist_waste_disposal,count_brothel,count_casino,count_conference_centre,count_exhibition_centre,count_internet_cafe,count_juice_bar,count_prison,min_dist_brothel,min_dist_casino,min_dist_conference_centre,min_dist_exhibition_centre,min_dist_internet_cafe,min_dist_juice_bar,min_dist_prison,count_student_accommodation,min_dist_student_accommodation,count_events_centre,count_healthcare,min_dist_events_centre,min_dist_healthcare,count_bus_station;shelter,min_dist_bus_station;shelter,count_courier,min_dist_courier,count_waste_transfer_station,min_dist_waste_transfer_station,count_retail,min_dist_retail,count_restaurant; cafe,min_dist_restaurant; cafe,count_restaurant;cafe,min_dist_restaurant;cafe,count_biergarten,count_meeting_point,count_music_venue,count_tool_library,min_dist_biergarten,min_dist_meeting_point,min_dist_music_venue,min_dist_tool_library,count_private parking_space,min_dist_private parking_space,count_community_hall;kindergarten,min_dist_community_hall;kindergarten,count_car_wash;cafe,min_dist_car_wash;cafe,count_cafe;deli,min_dist_cafe;deli,count_cafe;bar,min_dist_cafe;bar,count_diused:fuel,min_dist_diused:fuel
17743956,7.0,6.0,7.0,4.0,5.0,1.0,21.0,5.0,5.0,39.0,38.0,1629.222344473428,1566.7976170243903,877.9594663152069,1629.9583714912123,634.4498997093162,1428.0654929810312,1088.4249532531187,660.4708451600857,485.3431315742101,1250.5066899102042,955.4081268058274,,1.0,26.0,3.0,1.0,2.0,1.0,1.0,3.0,,,,6.0,1.0,6.0,1.0,6.0,3.0,1.0,,1642.3761509955327,391.7306699569807,1104.700914017713,1981.1636620399972,1751.009077870805,1834.9797651123288,1664.2886568082208,1493.1316227393963,,,,920.3112280101764,1923.9105444957568,1311.079912293173,1589.2582249220316,1480.4482563538245,1343.811725166195,1503.1437375906996,,,,1.0,,,,,1566.5279385488104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743927,2.0,4.0,1.0,4.0,,3.0,24.0,6.0,9.0,220.0,11.0,978.1431428086644,883.6308711466884,1240.8235757607008,752.7945134294822,,805.8638906156838,260.0154195517855,480.0786189650764,275.5727890414166,844.0190563903449,276.6824884754211,2.0,,25.0,3.0,1.0,,,,1.0,,4.0,,2.0,,1.0,1.0,,,1.0,1441.787094158472,,763.1441959853317,200.819235993408,2165.54017490965,,,,885.6618565988703,,1456.433548968613,,1034.1233810180286,,506.7374527947456,1126.6723813740073,,,837.8732550229614,2.0,,,1.0,,1095.673462403844,,,134.2640027741272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1114.4755345992508,,,,,,,,,,,,,,,,,,,,,,,,,,
17743926,1.0,4.0,2.0,2.0,3.0,3.0,6.0,3.0,8.0,60.0,6.0,1456.208569292049,836.5309387185526,1300.088259086299,1471.967559889103,364.4167100350268,1331.835748228328,816.3114113932982,740.1022869108231,425.1313404663623,280.6940484541558,907.2267023558198,,,5.0,1.0,,,1.0,,1.0,,,,4.0,,2.0,,,,,,,705.9672193804,341.6294899822078,,,1257.0625276561034,,1854.1661768932229,,,,865.4588991366913,,596.5964682884095,,,,,,,,1.0,,,,,1792.7610676580389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743924,1.0,2.0,,5.0,1.0,1.0,16.0,7.0,10.0,6.0,23.0,762.928003851295,1421.1337110516258,,1103.2741649248933,1003.6082904966617,964.1805759138542,686.0729177846495,600.3138197571462,496.176781785028,518.1342057817816,707.3484216264469,,1.0,21.0,4.0,,1.0,1.0,,1.0,,1.0,1.0,7.0,2.0,6.0,,,2.0,1.0,,1353.276528084154,695.0524994207761,769.048493353928,,2126.119612632161,596.75926678294,,1675.5221074867518,,2092.837595245834,1545.7408668489315,722.3162223692888,847.6549658288967,78.5243477209249,,,2117.8815300278256,946.2593486569964,,,,1.0,,,,,143.69317297002542,,,1.0,,,1355.4266244217831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743913,2.0,,1.0,1.0,5.0,2.0,16.0,2.0,2.0,7.0,3.0,503.4800145186715,,872.2743043475698,697.8920419264764,232.3967528863216,1368.0011978810787,627.1698986897746,314.36225207717746,409.0584906646352,1397.5688539039468,546.709860761988,2.0,,2.0,,,,3.0,,1.0,,,,3.0,,2.0,,,,1.0,1367.4187711070886,,628.6476448010568,,,,934.0618325360912,,550.7154306661602,,,,548.3658156621067,,286.3402173870711,,,,727.5411712209462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,920.7985923240208,,,,,,,,
17743904,,5.0,,6.0,3.0,4.0,10.0,4.0,5.0,267.0,21.0,,780.5374665130809,,824.3766736286786,836.9853293363506,723.227729515327,821.1884143259751,991.7090370729896,769.9571936856995,216.31917474255627,269.46135237903155,1.0,,18.0,,,,1.0,,2.0,,,,5.0,,5.0,,,,1.0,1288.0498677361977,,207.16598757447733,,,,1365.6957570886434,,708.8561446094367,,,,738.5627909901017,,508.4938854466408,,,,1223.715407171363,,,,1.0,,,,,1363.0354014463687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743891,,,,2.0,1.0,,6.0,2.0,3.0,,,,,,1157.576989847297,1938.3305592164293,,434.6772155617111,455.56733559491215,1263.0169458238945,,,,,,,,,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,1715.4617700244728,,1906.0692801050493,,,,418.75835509550495,,1393.0812438566566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743888,,5.0,1.0,2.0,4.0,2.0,19.0,6.0,2.0,80.0,96.0,,418.45425474383467,1535.954690077108,978.0526087402102,745.068951497185,1217.384244585142,231.0570980040669,83.03189902724618,969.4270661161246,1712.8670081926334,104.86737303067191,23.0,,56.0,2.0,2.0,,1.0,,2.0,1.0,,1.0,8.0,2.0,5.0,2.0,6.0,1.0,3.0,422.4761956155864,,110.7405811058634,376.14892106597085,728.6795955253523,,1226.5775931536823,,631.9126150311378,687.9867104912006,,975.6710428551507,475.2938418211708,775.9439975215159,227.92386066956263,427.70435795751774,231.49456416430743,1641.5981528163434,712.0306415370832,2.0,,1.0,3.0,1.0,246.66017240121656,,1794.3918616375945,1828.7867006645183,1364.6629857266953,,,1.0,,,1860.9385685755244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743886,41.0,35.0,2.0,22.0,11.0,12.0,212.0,4.0,6.0,393.0,455.0,620.0666816132469,794.9227635449342,1354.4858147337588,674.3016130845683,654.3580176792622,613.1385994297054,520.9437464812596,866.4091404269504,1097.5989062893707,946.7182036605813,242.0672361463689,79.0,1.0,377.0,14.0,2.0,9.0,2.0,13.0,13.0,3.0,,10.0,28.0,5.0,5.0,5.0,11.0,10.0,3.0,564.3018915477901,1092.525895049735,100.49755726731168,590.2388893411214,764.0537966028752,550.2493540310911,613.2706275315237,1188.8603980292814,705.3292338270659,1610.2203317702208,,863.058858438989,592.241000669261,811.8482126006152,408.5088764967007,1155.5296047632708,615.3556260083338,1147.2855950797175,1193.7470970384888,10.0,3.0,47.0,8.0,,1079.785602227369,776.3082608078953,645.2556118887499,1391.4769838561922,,16.0,,2.0,1202.4132449489816,,1174.6255023295976,1.0,1.0,1.0,1.0,1.0,,2.0,1759.2004418295749,2068.581896083184,2001.810459713099,2087.47020950911,1132.143637203613,,600.6826215560615,1.0,1979.37986932448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743883,,,,1.0,,,1.0,1.0,,,,,,,1561.2960469800369,,,1286.0538850047662,1271.4571342639792,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1733.3352307599455,,,,,,,,,,,1480.4915768804788,,,,,,,,,1.0,,,,,1972.7812070897012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743881,3.0,15.0,,5.0,1.0,7.0,37.0,10.0,2.0,140.0,106.0,287.00713302621443,340.7177622917307,,362.1416832559723,1878.5705745448292,456.8823047389608,273.8811873440343,594.4258226795009,1206.5743806865262,579.459784251978,257.7564245043456,24.0,,83.0,4.0,3.0,1.0,2.0,,4.0,2.0,,,14.0,1.0,6.0,2.0,4.0,1.0,1.0,298.61398054329004,,263.7271871276069,613.117144205244,374.1820820322629,1782.8935756318178,1453.23953546918,,451.6851199295227,353.9659496376218,,,377.05592564601767,861.6638844393061,355.4438018858743,371.33854068729846,578.1910970972739,982.7640436449047,1101.611792923639,2.0,,,3.0,1.0,689.1826526056383,,,860.8654608113279,1331.2871186944053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743875,,,,3.0,3.0,1.0,8.0,6.0,1.0,28.0,9.0,,,,730.6630689726779,1447.4040923369091,1352.8536997779977,786.4160005559639,852.5300185268161,1447.8142000956632,1469.0817490347267,596.805419249949,1.0,,6.0,1.0,,,1.0,,,1.0,,,3.0,1.0,5.0,,1.0,,1.0,1380.7596674626714,,586.0306323528041,1920.0550821369,,,1437.4470354463472,,,1869.1491677377448,,,1340.8081522845523,1458.0768477227043,1008.6486450464058,,1877.3726364295944,,1362.0178903532071,,,,2.0,,,,,718.1475473302955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743866,6.0,2.0,2.0,8.0,9.0,19.0,34.0,8.0,21.0,3.0,69.0,1014.4946373952848,1241.0476447957165,1005.8955916874016,430.5472264180516,1009.7253552042612,974.6520362779958,435.5131368856477,543.9043796663689,280.09663517632856,1933.0639386229636,470.58229531708713,20.0,,70.0,1.0,1.0,,1.0,,4.0,2.0,1.0,1.0,9.0,2.0,2.0,,,2.0,3.0,445.56536961512137,,318.56014689074567,1970.6071602609547,967.1986927375282,,1714.5068480785155,,411.9254801806312,1238.9814405558404,1996.1838165430927,1629.3987029094749,475.8902269945174,1380.39713196434,1306.5352637001313,,,1451.1333181630614,1418.1256389341174,2.0,,7.0,4.0,2.0,1680.055258399579,,1264.0126552370905,856.4636303953205,1254.423584190661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743861,3.0,3.0,2.0,,3.0,2.0,15.0,8.0,4.0,,14.0,911.7207184100132,989.0863126797276,745.1946985430563,,1198.2975260398673,704.0970460484084,717.0432063815973,713.375935925765,733.6115063258791,,713.8750167445993,,,5.0,1.0,,,2.0,,1.0,,,,3.0,,,,1.0,,,,,909.5689833397668,1238.049169464876,,,1171.7996540677852,,798.0255772738758,,,,683.5277184635065,,,,704.0122909187211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1815.417060719564,,,,,,,,,,,,,,,,,,,,,,,,,,
17743860,4.0,2.0,,1.0,4.0,7.0,14.0,1.0,3.0,2.0,9.0,288.34807850937904,684.0345079493721,,293.3778775069521,752.1224536211382,672.9288318918115,298.7958729646262,244.1563631727112,562.1837562414662,789.4181940925129,300.8125019542597,1.0,,6.0,1.0,,,1.0,,1.0,,,,2.0,,,,1.0,,1.0,674.227678422069,,325.1925041902585,837.926755271374,,,1929.9417325164509,,820.7256344651435,,,,667.2089450742518,,,,820.1196352958468,,716.9969088345172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743848,32.0,26.0,3.0,22.0,9.0,17.0,152.0,8.0,11.0,392.0,440.0,481.06037664061074,477.6123939459892,767.5129617502465,114.6636284424761,561.4421909769596,535.4487759278326,103.75975202865096,255.2246357172193,487.24530727238505,748.4460222601588,129.5081955093407,62.0,1.0,311.0,13.0,4.0,9.0,2.0,9.0,15.0,2.0,,5.0,26.0,6.0,11.0,3.0,16.0,12.0,4.0,384.7506942691104,1960.6665551595104,31.25270681627063,929.5432340415642,1334.2171687411935,709.5643020732864,1017.3573029992212,937.3966498253512,568.7992139739758,1737.5084522552652,,817.5485837044806,569.6626147414703,256.86684075528666,525.8360754703012,1159.1301094482396,491.56840419328137,568.0276207556184,164.913774045553,6.0,1.0,56.0,11.0,,1285.4511602866146,1764.272427910645,136.32717393812928,185.7942128228134,,11.0,,2.0,751.2107264686633,,1120.6853967931206,2.0,,,,1.0,,2.0,1103.6750091717397,,,,1846.2784381873976,,1534.520588450171,7.0,697.9055890306029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743837,,,2.0,2.0,,,5.0,4.0,2.0,,,,,1648.0361624638233,1400.8240583351558,,,669.525067042718,776.508626711848,946.8311280730368,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,767.2238231737535,1427.1735987596132,,,,,,,,,1762.9378186450472,,2219.417063206563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743835,11.0,17.0,6.0,13.0,10.0,10.0,66.0,8.0,6.0,8.0,173.0,535.6323422271865,254.16431041479888,208.4578648617152,87.38351325239866,169.65359804740558,283.8592611024632,220.3242003378057,449.0030997371704,489.75161495284704,592.128398553835,229.5008893503301,31.0,,155.0,5.0,1.0,6.0,1.0,4.0,9.0,4.0,,1.0,13.0,2.0,7.0,4.0,20.0,4.0,4.0,241.53271411246703,,246.1379089340956,524.2864859052506,1379.6955516263058,394.0687809107568,1052.8655882353307,1489.3792445573497,218.8720093730292,743.5188516587212,,1867.5146359744729,323.27747234231754,187.1388634911241,34.53186902168174,292.3497736467288,113.02199062762182,335.3841260640604,540.7232972203842,6.0,3.0,5.0,,3.0,865.5432743425073,853.2110540894876,1573.1890793791786,,200.3491075947916,,1.0,1.0,,194.10432342621013,1472.2396658867588,3.0,3.0,1.0,1.0,,1.0,,862.1601518790212,1218.2651123853875,1402.5404573344508,1311.2087577773684,,1939.385338838644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743834,1.0,,2.0,16.0,4.0,4.0,16.0,8.0,5.0,118.0,10.0,219.39492763799564,,689.1054291871911,590.1924452287927,161.87745386998716,1192.552682681381,856.958365273813,669.5661606513524,353.6236400157551,797.5727093704618,692.158028832345,,,1.0,2.0,,2.0,1.0,,,,,,5.0,,9.0,,,,,,,867.6012036028418,1462.0989212534416,,674.82099175619,1113.6839323117931,,,,,,174.740740428935,,622.3396365438688,,,,,2.0,,,2.0,,1197.4166848141626,,,1474.609821610301,,,,1.0,,,1454.5320932059406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743826,,,3.0,2.0,2.0,1.0,6.0,2.0,5.0,95.0,2.0,,,188.7709014395014,1876.6979176616665,1697.4559707621916,1279.2431443862515,1285.5274191558792,404.50379368310087,192.71232265629183,1756.773980707441,702.0903319768253,,,1.0,,,,,,,,,,1.0,,,,,,,,,1303.433626376647,,,,,,,,,,1270.5150798466673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743821,1.0,6.0,2.0,3.0,5.0,2.0,9.0,5.0,6.0,7.0,26.0,823.6718798816786,787.4401335407761,1590.514014857581,875.3293203412251,117.49776436272994,775.9319007741267,884.034910424239,214.54639027502583,1307.7701892282544,473.0203331617324,479.0456762055789,2.0,,9.0,,,,1.0,,1.0,,,,3.0,,,,,,1.0,843.524394019744,,856.2583558284337,,,,1436.257953556691,,990.3205429727724,,,,830.8016674256293,,,,,,1858.561294380551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743817,41.0,52.0,7.0,11.0,10.0,10.0,199.0,8.0,5.0,14.0,510.0,408.47881918090985,300.0689105011521,854.5852523883303,533.0759158030104,327.5023794887304,838.6035779313387,88.76154661091023,115.38091073911848,696.694637485271,576.6208822877924,211.89867385281133,111.0,1.0,405.0,16.0,4.0,9.0,1.0,10.0,11.0,9.0,,4.0,30.0,9.0,7.0,10.0,24.0,10.0,2.0,59.02783752255365,1429.890373439831,98.54417477978714,469.1417786534375,422.3584091866194,315.6569603413662,159.78744092316967,534.1187557265836,338.5996693558538,152.734900272229,,1054.6444528046095,337.7456953898396,184.28984407886213,781.0404259155823,831.1874641164086,645.3573637064245,746.379606391766,703.815439972331,13.0,4.0,11.0,,3.0,47.28767373062713,142.0488690792532,815.6027770264552,,1117.6122363270006,20.0,1.0,2.0,1177.178418274573,993.6962574927742,574.148941184573,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1046.3474817262252,267.6451580379581,631.9676190022282,501.73847002692,1476.6078674122875,1118.3695991063223,1844.4191721000848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743804,1.0,1.0,1.0,1.0,1.0,6.0,26.0,6.0,3.0,,11.0,1178.0948418738446,1071.453579219015,1905.833275796668,1102.4990107556423,1630.6633504296965,1144.6123707976562,812.6058037762534,796.8877396332183,498.95122025143297,,756.9740661139681,,1.0,5.0,1.0,2.0,,,,1.0,1.0,,2.0,5.0,,2.0,1.0,2.0,,2.0,,1057.5911054293852,1062.4309601529508,1874.0646410788552,933.966825745918,,,,920.6927634759012,1978.187937389128,,877.1263112486022,971.5836427593756,,1664.4713993679582,1006.7032099808528,1000.0775241240054,,1064.5511524917238,,,,,1.0,,,,,1538.962654327498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743802,,,,,,,,,1.0,,,,,,,,,,,476.0584262357892,,,,1.0,,,,,,,,,,,,,,,,,,,1713.739584171873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743791,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,590.8399612845882,1589.2133241081008,589.2346152276649,308.2699185665985,,621.0524766331886,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,845.8815582575024,602.4835635615749,584.7059218706871,724.359400430426,,,651.793403794572,,708.1578267408321,,,,707.4308052800379,105.37844538036924,1182.3823843876137,,,1106.0796617734457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743769,,2.0,1.0,4.0,4.0,,7.0,3.0,2.0,28.0,2.0,,300.9458880393228,1010.4242452373916,330.69814442024244,792.297091649502,,286.27271786151005,307.29810687738944,1151.54746548015,421.9441630363349,321.8681825733775,,,6.0,,,,,,1.0,,,,2.0,,3.0,1.0,,,,,,818.9472262256215,,,,,,979.8626366109552,,,,295.9289301601497,,233.22602816781543,282.24147484637376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743766,69.0,48.0,2.0,28.0,11.0,18.0,272.0,5.0,11.0,422.0,789.0,184.45061123702257,209.86338159764853,1124.0423410757742,239.21108911295588,249.26432983262853,581.5635060074918,46.12676099636502,1114.3347867703178,498.53821645491473,245.4187541094804,52.67507639453199,189.0,1.0,553.0,23.0,7.0,13.0,4.0,15.0,19.0,12.0,,7.0,42.0,10.0,9.0,8.0,39.0,20.0,1.0,47.2153382538333,1127.1359276043806,45.16619760034354,407.6831810620258,238.51795446774383,158.45162630105347,573.6993969098497,49.09848874946771,267.8756395172491,577.8864554909146,,275.25215186508217,299.2262735505418,542.3630206458296,965.9995887421536,233.78442549545548,490.1169779102676,53.13936185773545,1212.145537975444,14.0,2.0,63.0,17.0,,94.06588897872288,445.8909657840923,222.92277810308136,1024.5898401954412,,26.0,,4.0,123.55085243876148,,304.2777998470686,1.0,3.0,1.0,1.0,3.0,1.0,2.0,629.5087702149647,1607.9882461459651,1969.0257305151365,1964.349380336092,916.6679778423452,1319.520694524074,1033.8437008684828,7.0,1441.7577208570683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743754,7.0,6.0,2.0,26.0,3.0,9.0,31.0,9.0,7.0,545.0,80.0,677.6021341470754,660.9554698338413,1053.6323292149746,493.6073142852098,632.6626411744007,767.5690230670956,496.84218146174646,514.2535525424845,830.1881586196855,482.6575836601132,478.3338036822068,,,30.0,4.0,,7.0,,,2.0,,,2.0,11.0,1.0,4.0,1.0,,,2.0,,,478.3057805854809,991.0357446808878,,483.0887667513359,,,725.7082980494062,,,1864.457743342266,482.1797262985232,1070.849653715778,749.0964452043007,529.0041480626671,,,999.9847954294193,,,,1.0,,,,,1706.3049445096735,,,,1.0,,,1037.2208067399615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743723,4.0,7.0,4.0,8.0,1.0,2.0,27.0,12.0,4.0,620.0,62.0,513.8006437704677,606.338409629227,221.44435276952373,696.253372639736,516.4598316987835,552.4566394461569,240.471057027377,469.6100384645538,69.07059069930662,343.9532660358482,485.1741280591142,,1.0,45.0,5.0,1.0,2.0,,,5.0,,,,7.0,1.0,2.0,,1.0,1.0,1.0,,371.9990994960314,474.56252602502383,797.292386516271,1371.86908096626,438.4112781247563,,,301.0304680589544,,,,548.0575011628002,880.7470089040498,991.6385544442452,,537.5667398422835,901.3442134969156,1851.951287490615,3.0,,,8.0,,1125.1314861960852,,,641.1947873038698,,,,,,,,1.0,,,,,,,1645.1229713218086,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1592.5825285014582,,,,,,,,,,,,,,,
17743717,,,2.0,5.0,3.0,,13.0,4.0,9.0,504.0,9.0,,,386.6850445164628,287.22124625852354,436.7223251082921,,613.9488540387385,739.4422634727626,384.461006837924,1274.1892834974362,339.97263000496525,,,3.0,2.0,,,1.0,,,,,,2.0,,4.0,,,,1.0,,,332.00216729950904,301.16740321632795,,,382.3296949116059,,,,,,987.2847368877704,,1216.6543213979471,,,,1048.783997135502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743702,,2.0,1.0,3.0,,,5.0,3.0,1.0,,3.0,,907.1178488923568,1743.0412288712075,519.709668660736,,,757.5261311631474,816.0872299311112,891.6069786584516,,992.2989945713406,,1.0,4.0,1.0,,,1.0,,1.0,,,,2.0,1.0,,1.0,,,,,882.5798147556301,701.0954760643026,1784.5783164178656,,,582.9143489932726,,1073.3698408187568,,,,929.4118398232732,1128.554823669953,,1022.4203144697592,,,,,,,1.0,,,,,2138.388764127599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743688,,,3.0,1.0,2.0,,6.0,2.0,,65.0,1.0,,,1002.7089371042464,1359.9796680929176,685.6711228271876,,1276.5143638485538,686.9315108733022,,896.9802123577499,1378.7570757328583,,,2.0,,,,,,,,,,,,,,,,1.0,,,526.5683047606423,,,,,,,,,,,,,,,,744.746917856998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743673,1.0,1.0,1.0,1.0,4.0,6.0,7.0,6.0,,349.0,3.0,1097.3352622552131,1069.1679559484182,625.6522956221207,941.0648552986854,580.6689709832809,400.2163714777011,464.1514301436735,424.5928519314908,,1180.970460693657,932.2644944441568,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,,1.0,,,807.3870878820231,1002.1271784624564,1180.3162879914337,1415.8274231038167,44.91414120830844,1097.2646983365214,1009.2989055009537,,,,1327.3048462020529,1150.2843503134593,851.0673427889819,,,,151.83801571605093,,,1.0,1.0,,,,1106.045761102105,1498.8292330598,,,,,,,,,,,,,,1.0,,,,,,,1558.0702291744644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743658,26.0,11.0,2.0,13.0,13.0,23.0,78.0,15.0,19.0,62.0,298.0,701.5476908731981,798.5974867344676,1188.0415461646649,646.7210218711156,263.2209570987888,190.98630206726773,165.75147539019537,135.86976414131308,366.2424652199354,353.5254546045863,148.66897353067267,91.0,,214.0,6.0,3.0,5.0,2.0,1.0,14.0,5.0,,1.0,20.0,3.0,10.0,1.0,12.0,6.0,5.0,381.5093016653151,,245.4100720926844,1030.6343282584708,1112.4752993527973,742.0806442980926,1924.022445704672,1490.405088844135,620.2327245863181,501.58219937073534,,1586.9694178832349,241.69594973359835,1171.019506469358,663.2508008626346,1477.8397459643943,879.2468800804985,1738.0122834810418,595.0527369454443,,,53.0,7.0,,,,925.421338290381,1440.5290735853994,,2.0,,2.0,1497.1411134331208,,1527.0142321584665,2.0,,,,2.0,,,1835.3304917123744,,,,1274.8098571004991,,,7.0,1307.5067716031135,,,,,,,1.0,1892.1429726650008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743608,1.0,1.0,4.0,1.0,1.0,3.0,14.0,5.0,7.0,,5.0,1353.2092904995422,1727.550491311228,367.4327304158708,1254.884177648899,1491.0757619171088,793.1334419074066,589.8277524628338,755.2950756373751,936.3146123291268,,386.56057814142594,1.0,,20.0,2.0,,,,,,,,,,,5.0,1.0,,,,1668.580358607689,,408.9575172793793,873.0137067888365,,,,,,,,,,,278.6027168768685,1991.7310930305343,,,,1.0,,,1.0,,1864.044321610936,,,878.1983398745128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
