PropertyID,count_cafe,count_fast_food,count_parking_space,count_pharmacy,count_restaurant,count_social_facility,min_dist_cafe,min_dist_fast_food,min_dist_parking_space,min_dist_pharmacy,min_dist_restaurant,min_dist_social_facility,count_atm,count_bank,count_bar,count_car_rental,count_charging_station,count_cinema,count_clinic,count_college,count_community_centre,count_doctors,count_events_venue,count_fire_station,count_fuel,count_hospital,count_kindergarten,count_library,count_meeting_point,count_music_venue,count_nightclub,count_parcel_locker,count_police,count_social_centre,count_tool_library,count_university,count_veterinary,count_waste_transfer_station,min_dist_atm,min_dist_bank,min_dist_bar,min_dist_car_rental,min_dist_charging_station,min_dist_cinema,min_dist_clinic,min_dist_college,min_dist_community_centre,min_dist_doctors,min_dist_events_venue,min_dist_fire_station,min_dist_fuel,min_dist_hospital,min_dist_kindergarten,min_dist_library,min_dist_meeting_point,min_dist_music_venue,min_dist_nightclub,min_dist_parcel_locker,min_dist_police,min_dist_social_centre,min_dist_tool_library,min_dist_university,min_dist_veterinary,min_dist_waste_transfer_station,count_bus_station,count_food_court,count_taxi,count_theatre,min_dist_bus_station,min_dist_food_court,min_dist_taxi,min_dist_theatre,count_childcare,min_dist_childcare,count_nursing_home,min_dist_nursing_home,count_casino,count_prison,min_dist_casino,min_dist_prison,count_community_hall;kindergarten,min_dist_community_hall;kindergarten,count_brothel,min_dist_brothel,count_conference_centre,count_events_centre,count_healthcare,count_internet_cafe,count_motorcycle_parking,count_waste_disposal,min_dist_conference_centre,min_dist_events_centre,min_dist_healthcare,min_dist_internet_cafe,min_dist_motorcycle_parking,min_dist_waste_disposal,count_biergarten,min_dist_biergarten,count_coworking_space,count_toy_library,min_dist_coworking_space,min_dist_toy_library,count_exhibition_centre,count_juice_bar,min_dist_exhibition_centre,min_dist_juice_bar,count_student_accommodation,min_dist_student_accommodation,count_restaurant;cafe,min_dist_restaurant;cafe,count_bus_station;shelter,min_dist_bus_station;shelter,count_courier,min_dist_courier,count_private parking_space,min_dist_private parking_space,count_retail,min_dist_retail
17749846,1.0,1.0,45.0,1.0,1.0,1.0,1050.2918793714257,1025.1120376019855,47.74419968994451,1029.2009396926244,1921.686651614373,1419.301570424849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749830,121.0,67.0,22.0,17.0,156.0,10.0,110.792638129703,118.99582241203474,1576.8384520953819,96.63901229881063,123.11936109046472,876.1127764467715,13.0,6.0,61.0,1.0,6.0,2.0,12.0,1.0,13.0,22.0,9.0,2.0,5.0,2.0,15.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,770.6691002260112,1482.7049908795957,113.99408507190745,1554.5572296571906,112.2423163147482,127.51175413480037,133.46743219561785,1978.6792919026532,476.7875164693039,590.9156980177061,1042.3229423882854,1357.9488700042575,592.1050228913019,1284.7690183460804,215.05985963208855,514.6805734192313,834.5261414595227,1788.89835969045,1802.4492818410913,1539.4300792718177,1702.3084266636629,1410.3691046556319,124.12461722058175,1803.3559330166634,556.0462073781143,430.5934837164203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749819,38.0,17.0,1.0,8.0,34.0,,179.19693628908442,368.1596045497778,1585.978759668185,500.0876833772342,356.4734902789799,,4.0,12.0,1.0,,2.0,1.0,,2.0,1.0,9.0,,1.0,6.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,,1123.7931109231724,444.30904582012215,1543.5390453986038,,1450.8852605130162,1528.4336978847364,,404.0179959137909,1077.9719435604202,455.13688368501744,,486.9998511177031,406.4295105697494,145.17615462160876,251.10438873869094,1453.444350778192,,,1622.7721264320633,1803.8662097356266,1625.4871424863354,,,742.6315437164841,707.89218434274,,2.0,1.0,1.0,2.0,1661.5127708402254,1270.2867800800295,1515.9938399298765,1387.1170880060617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749808,,2.0,,,,1.0,,1796.3762513882648,,,,2146.1238627895796,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611.239939336828,,,,1874.9072032411784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749794,3.0,4.0,351.0,,2.0,,1042.7096932445477,457.3447451883092,520.4174666914722,,1114.8596007657918,,,,,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,551.120658177731,,,,497.46450811870784,,1044.9515981204866,,,,,,,,,,,,,,,,,,,,2.0,1173.696422811198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749793,4.0,3.0,,1.0,1.0,,1262.7585697191012,1901.673771152275,,1956.1924467932017,1899.7579508351876,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1996.14513940281,1957.8118420320354,,,,,,,,,,1967.6555422418053,,,446.19467995980216,2003.7898275855257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749789,43.0,33.0,352.0,10.0,64.0,4.0,120.96272536437672,215.35092731905536,336.90321283425277,500.6604472407241,163.09795966120063,454.8738507510222,3.0,11.0,2.0,,6.0,1.0,16.0,4.0,1.0,3.0,1.0,1.0,10.0,,7.0,2.0,,,,1.0,1.0,,,,1.0,,644.9400028261437,589.531237475697,849.2588566592831,,720.2277163422373,1082.2089674995543,288.0312066851746,542.1134404501731,1390.520339228083,1093.9439212068796,1064.6017302663595,1015.1074251073197,196.91013823338133,,294.67357015212053,495.07982058058326,,,,1539.4109554139427,444.48735239683515,,,,971.4727061921225,,1.0,,3.0,,739.7023066421216,,658.4573327873981,,4.0,1283.3524085394713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749777,7.0,17.0,71.0,4.0,3.0,2.0,789.40952410403,608.08764181846,1217.9032471741948,615.1546349491396,1037.9576430861491,564.4745297591176,1.0,1.0,,,,,4.0,,2.0,,,1.0,6.0,1.0,3.0,,,,,1.0,,,,,,,1049.0597300491847,1046.6886578762305,,,,,1072.1092252624553,,1030.360605496898,,,1312.5975999638758,560.5869750919707,1984.945267326602,480.25135799199677,,,,,1450.5079765657374,,,,,,,,,,3.0,,,,917.9493560123606,,,2.0,1724.734921813589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749754,10.0,14.0,433.0,4.0,25.0,5.0,770.0050253236233,1176.1926533924543,1001.7741460986578,1268.076063523796,1136.4935675051531,599.1912354110801,1.0,1.0,,1.0,,1.0,6.0,1.0,1.0,3.0,,1.0,5.0,2.0,6.0,2.0,,,,,1.0,,,1.0,1.0,,1771.6804818697544,1748.7825767442869,,1844.410490499724,,1640.312461566902,1114.6539645453113,1776.987323982093,1706.6062353781567,1285.4704670707813,,1907.5731362048462,275.6882739028185,1079.386057491433,459.5151502525682,1335.4056520157992,,,,,1894.1613772945047,,,2028.0269696176658,1481.0069563228446,,1.0,,1.0,,1626.7832909373335,,1592.335223749157,,2.0,1452.8250182157028,1.0,597.6932451303464,1.0,1.0,467.2055550466691,1018.0962537157512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749752,20.0,12.0,23.0,5.0,41.0,17.0,260.2279349453236,1286.3229866697538,1644.7306724588002,417.0477705196154,958.5213709238409,1237.2935361286472,3.0,6.0,7.0,,3.0,,6.0,10.0,2.0,1.0,,1.0,7.0,3.0,1.0,2.0,,,2.0,,,,,4.0,,,1602.9852349456323,1612.2844302111987,719.5994409818255,,1080.723988298548,,461.2299246096667,1078.628226440869,1172.702629904158,1482.194886048779,,1164.046376225549,730.7695777842961,493.35746340175496,417.9533019769848,1076.7759445726435,,,1560.2116432650791,,,,,479.62154501501396,,,,,,3.0,,,,986.0347832357963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749745,,,1.0,,,,,,727.1707012877152,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,205.19957398382775,,,,,,,,,,,,,,,,,,,,693.008465038373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749743,2.0,16.0,7.0,3.0,3.0,3.0,805.4591182625902,803.8151699638007,1300.6384743397066,733.9619654614248,712.05156298986,616.9239356585471,2.0,,2.0,,,,1.0,,5.0,4.0,,3.0,3.0,,2.0,1.0,,,,,,,,,1.0,,695.2975806625997,,1309.7933314545858,,,,852.0127081727464,,569.4205414245934,1318.8309989385734,,925.7953601412602,584.764865077682,,545.1797267539147,768.7320927792775,,,,,,,,,1011.1674808022022,,,,,,,,,,1.0,995.6495903016378,,,,,,,1.0,1029.853617507303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749733,,,,,1.0,,,,,,992.8839756621658,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1906.448780572042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749725,8.0,2.0,,2.0,10.0,,1193.7665618847996,1870.9173463013983,,1848.182228657561,1877.0144385111632,,2.0,2.0,,,,,3.0,,,,,1.0,1.0,,2.0,,,,,,,,,,2.0,,1882.9503486760543,1854.5830383606497,,,,,274.4486293476401,,,,,1663.5919825438878,316.51364017971025,,1107.3283195050656,,,,,,,,,,958.6651504933304,,,,,,,,,,1.0,1251.2579584858597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749720,41.0,23.0,609.0,7.0,57.0,2.0,496.5511795618625,835.8204369968753,683.8697891254417,916.8261651556389,458.6149440351831,1193.3489409449078,5.0,7.0,,4.0,6.0,1.0,8.0,2.0,2.0,2.0,,,9.0,8.0,4.0,5.0,,,,1.0,1.0,,,1.0,1.0,,887.0800144418146,805.9092336426047,,873.759793558197,1051.5898101784855,1077.235579981114,180.31263190054324,766.3042677957069,607.5287623030041,1277.285329393226,,,800.6273703889456,464.50369385339593,857.1612831770302,1034.9419474991962,,,,1591.6614417340809,747.8364204816497,,,1508.8484824912655,1344.515857752943,,1.0,,,1.0,992.8564545941912,,,1099.351640502776,2.0,1106.3145758865244,,,,,,,,,1.0,1982.7784894116285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749713,138.0,52.0,41.0,17.0,141.0,2.0,106.57556146257589,500.3214255767534,420.09946230804906,324.1438282623813,290.66015188035504,469.8168492675892,7.0,8.0,37.0,7.0,10.0,2.0,10.0,1.0,6.0,6.0,7.0,3.0,8.0,13.0,9.0,3.0,,,2.0,1.0,3.0,,,5.0,1.0,,329.64049094759145,337.8764157986477,495.82086017005406,500.98729707151955,724.7942929430949,1814.6464625556378,451.54165848394797,785.2284700268291,792.9382892350764,298.7165672784076,747.7474721308212,1127.2536973513827,753.088087978443,373.13012765344064,458.17964563132875,707.9724636907607,,,1800.420898211115,430.9453945455937,682.2654679309453,,,1661.5285884467482,1818.1125240152908,,,2.0,3.0,2.0,,1827.820418045853,664.504243981968,1844.813596308992,5.0,830.1211497449825,1.0,1865.4067631759342,,,,,,,3.0,1470.6650546363073,1.0,1.0,1.0,1.0,4.0,1.0,1141.1451589183864,1125.4754974135524,1646.305765653779,1896.2412005564524,1962.3533739413965,1262.6008363930935,,,,,,,,,,,,,,,,,,,,,,
17749706,12.0,6.0,,6.0,14.0,1.0,1141.4546199227457,1212.2412181763898,,1145.9231344277523,499.50326461420497,1116.7741180251978,,3.0,,,1.0,1.0,1.0,,1.0,1.0,,,5.0,,2.0,1.0,,,,,1.0,,,,1.0,,,1162.574645007467,,,1348.250616495253,1958.1927141143017,1887.7242314532689,,1413.3293558065411,1109.2120991679174,,,483.4186558570581,,557.1605654841223,1363.803458923008,,,,,875.030072698336,,,,414.020750930859,,,,,1.0,,,,1382.5201791838333,3.0,641.7601222295154,,,,,,,,,,,,,,,,,,,,,,,1.0,1711.6925159630048,,,,,,,,,,,,,,,,,,,,
17749705,13.0,11.0,707.0,1.0,10.0,4.0,583.8728958685666,492.7704221183155,552.3921725395542,1999.9772897384662,581.4981737668371,1702.5955358272254,,2.0,,3.0,,,2.0,1.0,3.0,1.0,1.0,1.0,5.0,,10.0,2.0,,,,,1.0,,,1.0,1.0,,,591.8298437751258,,910.05303034229,,,532.4354747309987,2020.108316749197,534.0667002617729,1007.2831089799465,1300.0484909064537,1851.9981914141767,474.06086609609184,,486.28392480114064,1301.3285101512397,,,,,1895.8103207436536,,,2131.904825923717,1581.0676769551433,,,,,,,,,,7.0,549.4223290574093,1.0,1940.7969358618416,,,,,,,,,,,,,,25.0,,,,,,591.3799997076409,,,,,,,,,,,,,,,,,,,,,,
17749698,3.0,5.0,,2.0,3.0,,1154.503404009049,1191.0825882150723,,1194.9791456050302,1308.396762459625,,,4.0,,,1.0,,,,,,,1.0,5.0,1.0,,1.0,,,,,1.0,,,,2.0,,,1125.1203711601095,,,1303.8797831113054,,,,,,,1197.424841493208,1015.9373755473378,1500.3226439137882,,1040.9883766760388,,,,,833.1200669769671,,,,1483.397389550507,,1.0,,1.0,,1132.2907265756776,,1319.2587355700375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749689,140.0,56.0,147.0,17.0,159.0,12.0,58.765550078145296,349.1757866246947,714.9855330306294,390.1836550860981,113.6101499834863,962.064577533617,7.0,21.0,23.0,3.0,6.0,2.0,13.0,5.0,6.0,9.0,4.0,1.0,8.0,1.0,7.0,10.0,,,4.0,,2.0,3.0,,4.0,3.0,,1411.4136948297985,330.02852139690964,445.23551880553157,1082.839142668106,887.3424573166998,1947.8920521346993,1278.9347454232739,726.0712157701881,446.75723328695557,404.43244982002193,1609.635271856298,1815.2240173389425,645.5284285352884,1066.8501624340984,847.0612084552564,1001.9833806299034,,,1117.6759820532097,,1379.9558677781172,1398.9602969036591,,1153.736026479726,1679.466024160077,,,,5.0,14.0,,,953.6553406602236,734.4984043804344,4.0,747.1583489140398,,,,,,,,,3.0,735.3402401285774,,,,,,,,,,,,,,,2.0,1.0,1555.1422248710246,1133.4436845711627,,,,,,,,,,,,,,,,
17749686,133.0,56.0,147.0,18.0,161.0,12.0,184.09191875533452,496.29854124537906,736.0544618520074,545.3183324254952,103.29303268192012,1061.9662279113606,6.0,21.0,23.0,2.0,4.0,2.0,14.0,5.0,5.0,10.0,4.0,1.0,8.0,1.0,7.0,10.0,,,3.0,,2.0,3.0,,5.0,3.0,,1393.1720112454525,503.1639183946528,612.2888020529412,1034.6217973975477,1072.5429049137688,1850.0393154156284,1347.6772779823784,912.3296745072079,632.8748794589912,566.2123812121546,1795.9054130728978,1990.2159918495631,828.7796854771318,894.9146738057244,1017.8465188201682,1189.2980837367281,,,1292.5296024767424,,1508.5232335838143,1470.8681944729042,,1296.9018099194236,1549.220148787157,,,,5.0,13.0,,,826.2034569588334,804.2597570635653,4.0,872.2547158876794,,,,,,,,,3.0,920.0274353383448,,,,,,,,,,,,,,,2.0,1.0,1728.390090320508,1250.595374302814,,,,,,,,,,,,,,,,
17749669,145.0,53.0,57.0,12.0,162.0,7.0,61.846164344359245,294.5841626581915,673.7296658795193,532.0342373179706,70.53463293628045,666.6042583911436,14.0,15.0,27.0,6.0,5.0,2.0,10.0,6.0,8.0,8.0,5.0,1.0,9.0,1.0,7.0,9.0,,,3.0,,3.0,2.0,,5.0,2.0,,917.7663070605466,449.719363554053,201.67679617061557,1184.7075602899993,308.54486324553767,1599.3169118766816,842.3151574562486,183.2268677921783,291.47721897569227,206.46305021331182,1101.48833177956,1214.21802594647,71.82716628326237,1668.738134220816,263.0918805761621,498.1131989204904,,,518.1835079655303,,912.3060468857602,1083.5251698503985,,651.2989732788639,1332.7314149286906,,,3.0,7.0,18.0,,1666.5783609957227,396.0551903997835,826.1913535427941,6.0,419.7073345387097,,,3.0,,1486.643930389438,,,,3.0,162.35733376662458,2.0,,,,,2.0,1783.02413689634,,,,,1811.4888785018832,,,2.0,1.0,956.1416095290506,734.8061378038275,1.0,1.0,1746.0082555393305,1680.8533833535212,,,,,,,,,,,,
17749664,5.0,15.0,567.0,2.0,6.0,,1530.407915398243,891.8578005499757,1314.3457172811823,1764.0561999261859,1694.0208750776083,,1.0,3.0,,,1.0,,10.0,,2.0,3.0,,,3.0,,2.0,1.0,,,,,,,,1.0,,,1712.303521838168,1780.1231105071618,,,1813.486560910721,,1633.2126144771782,,1531.4169184496523,1570.1720197439686,,,972.5244744823353,,1522.4722727995645,1632.2075860381672,,,,,,,,2473.819989334308,,,,,,,,,,,1.0,1716.6851713192154,1.0,806.1336911972928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749648,546.0,273.0,430.0,44.0,788.0,9.0,64.70064976262643,105.8758540072046,362.9530446305259,267.6552768465186,6.442894528307798,476.736731811414,61.0,48.0,192.0,9.0,20.0,6.0,30.0,11.0,10.0,20.0,56.0,3.0,11.0,17.0,12.0,18.0,,,14.0,5.0,11.0,,,19.0,3.0,,359.0440812619221,359.20129288045445,268.3064274714116,377.9685216462933,166.48026084771791,663.1555570427473,121.16426698246705,360.63389774307177,379.2804645345511,45.45795612628036,223.53820876860377,73.86589940293291,834.5223416951428,532.3075507207855,166.05929612408468,231.65289018420006,,,678.7784152368741,470.42956002687805,749.7823265172223,,,238.23259817893106,985.8058565909963,,1.0,13.0,9.0,28.0,1665.9516605090328,471.81123256399826,371.2950606872449,561.7774437068632,4.0,1420.322825768691,,,1.0,2.0,2178.4790949331905,1486.210101252641,,,1.0,59.83451302423715,,,,3.0,24.0,3.0,,,,1265.3885142971385,551.3942435996829,626.5878693812969,,,2.0,,796.1409480738714,,,1.0,,1801.131196775241,7.0,876.3848456042614,,,,,,,,,,
17749647,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1334.506990509207,,1969.484523624097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749628,553.0,270.0,431.0,42.0,786.0,9.0,48.42051399201247,88.41439047962642,228.66937134153812,299.8543231165231,83.57407279710483,994.615877817402,69.0,49.0,187.0,14.0,22.0,7.0,28.0,13.0,11.0,18.0,61.0,3.0,6.0,18.0,11.0,19.0,,,13.0,7.0,10.0,,,20.0,1.0,,145.51329398262894,226.66878359918684,86.38036500645192,76.9938808451463,365.00349224398707,223.275452889919,201.032388217154,143.80967718035643,235.17206031749174,552.8514323647355,264.7008868913861,543.2082579459731,1111.098403078826,1016.0073474700899,454.06453200186985,225.07493324363392,,,541.6708814957101,232.80300922356577,538.3714059519518,,,50.237592505101546,1213.9974068524662,,1.0,15.0,9.0,38.0,1170.7197178640208,64.34450851042816,214.7121133132083,482.139817296758,2.0,1110.4402461237023,,,3.0,2.0,1637.7955250165342,1077.6903336488067,,,1.0,593.5530603121474,1.0,,,3.0,26.0,4.0,2006.3180070273509,,,959.7311934293855,144.45025650626584,330.12147031927725,,,2.0,,427.9415956463029,,1.0,1.0,1999.9468292075562,1329.6940703405628,7.0,1411.827565505742,,,,,,,,,,
17749617,,,,,1.0,,,,,,994.4335234968141,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1895.2010391518756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749606,9.0,13.0,89.0,4.0,14.0,3.0,1120.899733436095,552.8532046562565,580.098186501777,708.5251203031338,428.56373832523883,1034.2780020742712,,,,,,1.0,4.0,,,,,,7.0,,3.0,3.0,,,,,,,,,,1.0,,,,,,818.6734322284175,489.1203128037786,,,,,,618.044688041853,,1840.309347042487,528.0996227117523,,,,,,,,,,1915.3979980633121,1.0,,1.0,,602.4873547844071,,662.9054282349872,,2.0,341.2389117679108,1.0,1904.3326802023962,1.0,1.0,1969.9891803072599,910.9951756593084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749588,2.0,6.0,589.0,1.0,1.0,1.0,1459.3140555342582,1442.4940012050013,1570.0921791810642,809.0247188262847,823.4145984819664,2178.195876785394,,,,,1.0,,2.0,,3.0,,,2.0,5.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,1115.9961634318463,,1657.454980763192,,635.6342572932087,,,1862.091284411268,885.3958332766625,,1847.0931499677386,1969.6479660669875,,,,1685.5291679976403,2026.976706472865,,,,,,1.0,,,,1827.3644902478602,,,,2.0,611.1233420663848,,,,,,,,,,,,,,,1.0,,,,,,1750.316012730797,,,,,,,,,,,,,,,,,,,,,,,
17749582,12.0,8.0,83.0,4.0,6.0,4.0,689.2983874307431,676.165614407799,1557.0143176188249,697.4935582045554,1207.7636167631904,919.0957910683602,,7.0,1.0,,1.0,1.0,4.0,,4.0,2.0,,1.0,4.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,695.4236487044893,1168.0518745786258,,1351.9121368644007,1882.8747479657789,757.894366661184,,880.3635340282973,870.7182182883057,,362.5024077576169,691.1337375482822,597.0033438942723,1594.2959296346264,1723.6483223534779,,,,,303.8855669846645,1479.882344718503,,1922.3226400718381,,,,,,1.0,,,,1622.78806920977,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1794.5058074558501,,,,,,,,,,,,,,,,
17749567,1.0,,,,,,533.575695933019,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,374.88365237556206,,,453.6551145664872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749551,3.0,8.0,28.0,2.0,2.0,4.0,238.66823043536434,638.4940798616288,676.0864502865809,782.5670117079558,579.7490800663534,678.2765180711906,,2.0,,,,,3.0,,7.0,5.0,1.0,,6.0,1.0,1.0,2.0,,,,,1.0,,,,,,,718.1004304882846,,,,,729.1486414814628,,998.8685209099853,1659.7311448041032,1910.6933566653772,,502.87780650498195,1632.037640738427,1114.248414563998,1401.1663346529901,,,,,1830.1482265003144,,,,,,,,1.0,,,,679.1319501574527,,2.0,1662.56081065672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749531,,2.0,,,,,,1538.2910116371545,,,,,,,,,1.0,,,,2.0,,,,3.0,,4.0,,,,,,,,,,,,,,,,1520.1911559786265,,,,584.4028138767663,,,,416.4881518986845,,529.4721540874413,,,,,,,,,,,,,,,,,,,,1.0,1887.1185882100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749527,558.0,266.0,424.0,42.0,768.0,8.0,29.32370392133351,120.23323825303807,263.10693176689296,240.20008220576054,5.821912993444573,868.6899213782639,67.0,49.0,168.0,16.0,24.0,8.0,28.0,13.0,11.0,17.0,62.0,4.0,6.0,14.0,11.0,20.0,,,11.0,9.0,10.0,,,20.0,1.0,,260.4512238396566,229.96900420416654,114.0760301543819,68.41690200684278,503.7277655978376,343.48164073163116,349.7869255931534,269.6584200370569,337.8524213874537,618.6443703718862,99.93511965503001,693.6182192875435,1135.1329539777137,1065.4322447427203,647.4670692770134,244.2093118734001,,,649.496589933722,247.0925888606077,407.1190518167865,,,191.177186960763,1213.4916330006945,,1.0,15.0,8.0,39.0,971.258576264017,169.57373809381556,341.3803179204444,553.9346904146737,2.0,1191.090615791141,,,3.0,2.0,1510.569024007255,874.4069022043752,,,1.0,764.6693718914071,1.0,,,2.0,26.0,4.0,1839.9207586125947,,,763.7648048207392,105.70331427264954,251.90213296812368,,,3.0,,541.5632193551902,,1.0,1.0,1842.2622222957539,1300.4402892237324,7.0,1552.2207872131635,,,,,,,,,,
17749486,6.0,12.0,71.0,1.0,9.0,3.0,1118.0143565158505,979.8954012418154,376.48047202830946,1151.5135677108726,971.5910329849809,800.6698675791387,,4.0,,,3.0,1.0,1.0,1.0,,1.0,,1.0,4.0,1.0,3.0,2.0,,,,,1.0,,,1.0,1.0,,,1161.024310840265,,,1105.0753889276978,1434.6984007889862,594.992026648476,1498.5287317665698,,1566.4105330690354,,1732.9203066104828,1014.3016131971954,603.6592216673868,295.1589884115098,1190.6481856520047,,,,,1256.7967536653875,,,1356.3132391512743,633.247929972567,,,,,1.0,,,,1186.512644570377,,,,,,,,,,,,,1.0,,,,,,1735.427101750575,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749484,17.0,12.0,59.0,6.0,13.0,1.0,559.3164421390104,577.145268718918,993.8766402682054,603.1121627433794,616.887604661613,2004.4530434638687,3.0,1.0,1.0,,1.0,,6.0,1.0,3.0,6.0,,,5.0,2.0,11.0,1.0,,,,,,,,,1.0,,602.7572243638249,652.4700260828895,946.4250834480886,,1572.6516811143174,,609.8508974828749,1614.154638042557,820.0806812866982,1204.7399704422653,,,983.381769017204,597.7511564711485,302.195206468519,1904.80326646524,,,,,,,,,1845.5849374096495,,,,1.0,,,,481.027671117995,,3.0,1466.9798920966339,1.0,1071.6809618508103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749469,,4.0,,2.0,,3.0,,1000.3489681203716,,1155.6198389422725,,152.8577637832799,,1.0,,,,,2.0,,2.0,,,1.0,3.0,,5.0,1.0,,,,,,,,,1.0,,,1172.8606286480183,,,,,1323.7419827476713,,998.5170597134185,,,1426.2581966193786,604.3458952492881,,588.5675198482878,1229.7314759285073,,,,,,,,,1110.5227019088536,,,,,1.0,,,,682.8523903938473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749464,6.0,12.0,60.0,2.0,4.0,2.0,950.6170402956309,610.9168596140917,1306.5123030310851,1249.1186184830144,1437.0587813072034,1414.0089243985165,,,,,2.0,1.0,2.0,2.0,1.0,5.0,,1.0,5.0,,3.0,,,,,1.0,1.0,,,1.0,3.0,,,,,,1104.3774009687866,1671.1480499430447,1320.272469322665,1693.4941573276371,1706.9684050403323,1316.0085811333443,,1224.40912186434,1308.4455244194644,,900.7763872736349,,,,,1488.3488474891906,1421.9672681175073,,,1949.0173462857847,1306.1908388334762,,,,1.0,,,,1601.047105034893,,2.0,1338.6829604946265,1.0,1268.3962216581965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749461,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1826.5693284619622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749450,1.0,,,,1.0,,1024.145101617541,,,,821.4370865203757,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,136.352270785528,1258.2797951676544,944.6390589626243,,,,,,,698.2985672896166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
