PropertyID,count_atm,count_bank,count_bar,count_bus_station,count_cafe,count_car_rental,count_casino,count_charging_station,count_childcare,count_cinema,count_clinic,count_college,count_community_centre,count_conference_centre,count_coworking_space,count_doctors,count_events_venue,count_exhibition_centre,count_fast_food,count_fire_station,count_food_court,count_fuel,count_internet_cafe,count_kindergarten,count_library,count_motorcycle_parking,count_nightclub,count_parcel_locker,count_parking_space,count_pharmacy,count_police,count_prison,count_restaurant,count_social_facility,count_taxi,count_theatre,count_university,count_veterinary,count_waste_disposal,min_dist_atm,min_dist_bank,min_dist_bar,min_dist_bus_station,min_dist_cafe,min_dist_car_rental,min_dist_casino,min_dist_charging_station,min_dist_childcare,min_dist_cinema,min_dist_clinic,min_dist_college,min_dist_community_centre,min_dist_conference_centre,min_dist_coworking_space,min_dist_doctors,min_dist_events_venue,min_dist_exhibition_centre,min_dist_fast_food,min_dist_fire_station,min_dist_food_court,min_dist_fuel,min_dist_internet_cafe,min_dist_kindergarten,min_dist_library,min_dist_motorcycle_parking,min_dist_nightclub,min_dist_parcel_locker,min_dist_parking_space,min_dist_pharmacy,min_dist_police,min_dist_prison,min_dist_restaurant,min_dist_social_facility,min_dist_taxi,min_dist_theatre,min_dist_university,min_dist_veterinary,min_dist_waste_disposal,count_hospital,count_meeting_point,count_nursing_home,count_social_centre,count_tool_library,count_waste_transfer_station,min_dist_hospital,min_dist_meeting_point,min_dist_nursing_home,min_dist_social_centre,min_dist_tool_library,min_dist_waste_transfer_station,count_biergarten,count_music_venue,min_dist_biergarten,min_dist_music_venue,count_restaurant;cafe,min_dist_restaurant;cafe,count_private parking_space,min_dist_private parking_space,count_brothel,count_juice_bar,min_dist_brothel,min_dist_juice_bar,count_toy_library,min_dist_toy_library,count_student_accommodation,min_dist_student_accommodation,count_courier,count_events_centre,count_healthcare,min_dist_courier,min_dist_events_centre,min_dist_healthcare,count_car_wash;cafe,min_dist_car_wash;cafe,count_community_hall;kindergarten,min_dist_community_hall;kindergarten,count_retail,min_dist_retail,count_diused:fuel,min_dist_diused:fuel,count_bus_station;shelter,min_dist_bus_station;shelter,count_restaurant; cafe,min_dist_restaurant; cafe
17754262,34.0,21.0,56.0,1.0,263.0,10.0,3.0,16.0,1.0,2.0,10.0,8.0,8.0,1.0,2.0,7.0,7.0,1.0,160.0,1.0,10.0,2.0,1.0,2.0,5.0,12.0,3.0,6.0,380.0,17.0,5.0,2.0,305.0,2.0,5.0,3.0,5.0,2.0,2.0,72.3451326086659,171.4788377218639,48.184790487450265,1012.3127335915821,45.84737396715832,598.5148400973203,1841.8237533290153,273.45890543357103,1653.5901649866394,493.25577856024637,927.4644543669547,226.20583762641414,606.1958404105175,1562.5518131539138,248.5198134574737,735.2632008708421,92.71883105470009,1678.1553097774656,171.45159566216788,1011.1715275660133,1048.9807786494364,1595.9053825827284,1182.9939337423448,674.9109817025442,586.7245663288455,627.6010675139499,1517.9394888170143,329.5475523733948,631.5507267143252,351.1922215424091,902.1890373432004,821.5817780479115,51.37333401835518,1170.0055319092858,1078.5375083145702,1372.1044116070273,1227.86448194787,1957.2474483321116,1598.3660359214095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754251,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0567412355499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754246,12.0,3.0,40.0,,104.0,2.0,,5.0,,2.0,9.0,,15.0,,,21.0,9.0,,48.0,1.0,,6.0,,17.0,3.0,,2.0,1.0,,11.0,2.0,,119.0,6.0,,,2.0,4.0,,681.8512219060581,801.0289930094975,574.1586100667784,,226.91985657413656,1026.2290604306409,,739.7327256369596,,1171.186227904072,638.2689491150558,,249.9561731919887,,,291.9411992361974,231.49369738752802,,226.95330960252969,543.4419705806274,,617.6859308728734,,289.6351853185229,590.9473259915121,,843.16748212697,908.9665866393048,,231.47078971449517,642.3172092663071,,263.3512782240221,993.642187834668,,,1487.9667587086583,673.072157688758,,4.0,1.0,1.0,2.0,1.0,1.0,517.0619163987004,1182.425698551548,1557.3429162355544,902.004612442947,1132.706911493084,1295.392243116658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754214,,5.0,,,5.0,,,,1.0,1.0,3.0,,1.0,,,1.0,,,12.0,,1.0,2.0,,4.0,2.0,,,,1783.0,2.0,,,8.0,2.0,,,,,3.0,,1387.2867318614942,,,654.965241510283,,,,2007.9510459975568,1347.3380150528258,658.1389530740569,,1157.7379799744067,,,1756.5286955216795,,,918.1452056470184,,1358.9174523967347,821.8409890032443,,1096.085929902061,1068.525175313889,,,,580.45821448849,948.340270217284,,,659.4426783908011,661.4217066310298,,,,,945.9354076697605,1.0,,,,,,1738.7019339765086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754212,2.0,,,,3.0,,,,1.0,,1.0,,,,,1.0,,,3.0,1.0,,3.0,,8.0,1.0,,,,17.0,1.0,3.0,,,6.0,,,,1.0,,528.9401636487207,,,,1153.2960543957945,,,,1702.453878130781,,1152.911963664083,,,,,1514.285011694293,,,570.3105199115338,1158.1333713634663,,548.6096150459746,,311.1508884502445,1922.3979802829708,,,,278.98806402097324,546.8121342232333,795.774458671769,,,501.46318998434833,,,,613.4285557868963,,,,1.0,,,,,,752.2357687935028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754209,,,3.0,1.0,12.0,,1.0,,2.0,1.0,6.0,,,,,1.0,,,16.0,1.0,,8.0,,4.0,3.0,,,,555.0,4.0,,1.0,20.0,5.0,1.0,,1.0,1.0,,,,1607.5981158302527,911.8920506075718,458.3351761704164,,1153.8180646514284,,1249.0133142264774,736.3005033644329,515.0390977729055,,,,,1530.8783628397641,,,515.5544044258517,1693.912858742529,,718.7061463313521,,1084.0820681789726,953.0222430629518,,,,646.0887733214661,517.2762526725066,,1474.2623497111,446.11784207531537,977.4955848327705,845.2605303746985,,1525.7613397540201,1742.9129904117963,,3.0,,1.0,,,1.0,1341.944725599773,,980.9822318061049,,,2072.2940717504184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754207,14.0,10.0,20.0,,70.0,5.0,,1.0,6.0,1.0,5.0,5.0,6.0,,,7.0,3.0,,65.0,1.0,,9.0,1.0,9.0,3.0,,2.0,,18.0,12.0,2.0,,83.0,3.0,1.0,1.0,,2.0,,580.022183260349,677.469406394765,55.77062095466213,,118.93124533706565,894.4732208328259,,1519.7454362845888,629.980799183913,112.25300781525846,514.6477212168038,750.8409133176829,106.04577833382923,,,182.73105183827184,612.934102540324,,131.0927544372977,1089.3687653849622,,246.7640566924858,1253.058700286149,455.28722218830563,1198.1202919435327,,1761.5396951718558,,656.9379822198539,117.66323711133407,1431.1098517212738,,68.14006152764864,430.2505080050887,1742.0417073246642,149.64277035620563,,644.219163496387,,,,1.0,1.0,,1.0,,,1506.0788718238514,576.7865547557942,,1577.2231539562838,1.0,3.0,1244.7336817562839,291.7459824580393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754204,,4.0,,,5.0,,,,,,1.0,,,,,,,,4.0,1.0,,3.0,,1.0,1.0,,,1.0,,1.0,,,4.0,1.0,,,,1.0,,,1793.4404668870907,,,1734.5211281677741,,,,,,880.4075648912454,,,,,,,,1423.898050343022,850.2899532305054,,990.1165161826151,,1023.3519632646029,1902.7317627220664,,,1878.3378076019949,,1821.1405077625295,,,1714.7112848354193,1739.0250532494806,,,,1341.4527168018446,,1.0,,,,,,1624.3145787046133,,,,,,,,,,1.0,1862.6063343826725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754192,2.0,,,,18.0,,,2.0,4.0,1.0,,,3.0,,,,,,6.0,,,7.0,,4.0,2.0,,,1.0,6.0,3.0,,,8.0,2.0,,6.0,2.0,1.0,,676.483388371323,,,,527.9185253038008,,,1317.8407626599023,792.5775819132514,1023.4015393341265,,,814.9145291956504,,,,,,697.1419474775872,,,670.1020439256857,,835.8232842343392,755.4768514795625,,,1661.8444253395223,1440.5091690015227,1184.2191119280676,,,634.2075894096711,2017.641739448231,,732.6333070372259,774.1494022302605,1188.3756059965729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754188,3.0,6.0,7.0,1.0,20.0,,,2.0,,1.0,5.0,10.0,3.0,,,3.0,,,15.0,2.0,,8.0,,3.0,2.0,,2.0,,3.0,5.0,1.0,,42.0,15.0,,4.0,2.0,,,1156.542039332103,1055.2040403052226,1148.6561802187146,814.7980455108678,698.1930494023826,,,904.0262979731962,,869.3728791951868,951.0532959077789,1341.3685767566421,1440.6074859940402,,,952.7506869538498,,,677.8004824715744,1406.550383131444,,671.6556315941423,,735.1301530347457,1371.0833940015248,,1225.1279485952755,,1367.7739924166574,686.2711047249684,1221.1422067455987,,294.0878111959662,843.4870035235741,,1617.5754044791556,1707.773666630747,,,2.0,,,,,,1799.3824329292333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754177,1.0,,,,6.0,,,,,,4.0,,,,,1.0,,,15.0,2.0,,4.0,,2.0,1.0,,,,105.0,3.0,1.0,,8.0,1.0,,,,,,940.2789663831085,,,,365.5157204645915,,,,,,394.1882186355111,,,,,746.4693090931364,,,243.3221982195874,1244.9731530708468,,232.77203897801934,,853.3909562197302,728.4709307301378,,,,190.7897041899384,427.227890155708,191.14584815568256,,318.03217950197114,1187.6545477244729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754172,2.0,5.0,2.0,,22.0,,,1.0,3.0,,9.0,1.0,4.0,,,4.0,,,24.0,1.0,,5.0,,3.0,2.0,,,,331.0,7.0,1.0,,21.0,5.0,2.0,1.0,,2.0,11.0,1548.4466277010683,629.2883196586931,451.87487438704153,,427.2183992145431,,,984.9015428281748,328.28858421492237,,308.1875017026,1355.6809980995356,580.2391695818023,,,709.1814619209861,,,493.1297217568052,822.245552186034,,286.6040803085121,,456.7519710703611,1439.614124654992,,,,116.6487539605963,639.4212118931263,1083.6840058215844,,383.1561831817675,814.901570933986,433.6997437003899,1378.3715369825093,,711.8538286794762,1096.2399366648178,5.0,,1.0,,,,173.25347070489136,,2077.8880114974795,,,,,,,,,,1.0,1071.8268772264962,,,,,,,,,,,,,,,,,,,,,,,,,,
17754156,2.0,,,,4.0,,,,1.0,,1.0,,,,,1.0,,,2.0,1.0,,2.0,,6.0,,,,,12.0,2.0,3.0,,2.0,6.0,,,,1.0,,330.9720465959537,,,,1101.5405262829418,,,,1323.3382431294501,,795.5361751006956,,,,,1646.028823412025,,,641.3593779270393,810.2436627116099,,279.2649102536804,,355.4069399550203,,,,,112.20272563453126,303.9871158088504,933.198189369276,,1754.4529187437183,839.0499808386354,,,,632.204978575459,,,,1.0,,,,,,943.471219732556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754140,1.0,1.0,,,15.0,,,1.0,3.0,1.0,,2.0,,,,3.0,,,12.0,,,6.0,,8.0,,,,,217.0,3.0,,,12.0,,,,,2.0,,955.2639181398887,1562.5923782107775,,,295.45747496878965,,,1993.0683932038376,612.5661488740865,1753.9191877519722,,1117.6638664607567,,,,1201.5820596619126,,,809.8537102255801,,,519.3435046516471,,351.0479230637609,,,,,655.3322802285244,386.0854759563449,,,767.6150860539574,,,,,1133.515419191337,,,,1.0,,,1.0,,,1728.207643498503,,,1929.7931938547408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754097,,9.0,16.0,,53.0,2.0,,2.0,1.0,3.0,3.0,,3.0,,,4.0,1.0,,28.0,1.0,,8.0,,4.0,3.0,,1.0,1.0,3.0,11.0,1.0,,67.0,2.0,2.0,6.0,1.0,2.0,1.0,,497.9739910787042,392.09918992908524,,173.09112265936938,1163.3703701404393,,1454.946924865302,334.0837005629693,1303.841722669634,249.63070449941134,,368.4125866905494,,,1379.4785502444624,917.7045384684665,,379.1181181804774,1460.8846155996268,,703.1642540062469,,429.6086155550814,751.4532739013954,,1956.5103391639973,690.690571899647,1955.8347231287141,796.5751335572952,596.9344291475147,,141.71781296806924,1572.4397308792045,1667.0918548199993,1227.851723357064,1893.9792329475401,664.1956825794828,1719.1319220453531,3.0,,,,,,531.1445198184254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754083,1.0,,,,3.0,,,1.0,4.0,,5.0,,,,,,,,22.0,,,4.0,,2.0,,,,1.0,135.0,2.0,,,9.0,,,,,,,791.4046121732291,,,,773.9869623423432,,,866.4502839020505,629.9192302412927,,420.9831956867721,,,,,,,,641.7725266213009,,,796.619318711762,,1555.6658166206396,,,,813.7536466203918,525.3983163407156,734.2625479038287,,,781.3377679858113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754078,62.0,48.0,155.0,1.0,505.0,17.0,3.0,24.0,2.0,7.0,26.0,12.0,11.0,1.0,5.0,10.0,45.0,1.0,271.0,4.0,15.0,5.0,1.0,5.0,17.0,25.0,10.0,9.0,384.0,37.0,10.0,2.0,716.0,5.0,8.0,34.0,18.0,1.0,4.0,134.90092078607208,181.36097583676124,102.59639441883073,254.17022919502057,68.64629461529837,237.877573351929,1063.105836786801,216.31300742161295,1519.1683845730724,961.4585646430874,577.8192740114314,162.05576239530544,821.5040739422889,1211.0588796434688,541.6772128954698,320.6930195100403,656.4608637098263,1245.7676783299826,71.89982115113372,510.17111848937657,300.0158263605974,1484.5163687891363,77.9923410412713,1147.8071068750305,279.24431945995616,261.2779938782368,565.9322807451754,434.32665319186674,331.8625120324978,198.8133634589017,270.71429503877175,374.495047412552,39.87127480274336,945.5223893693073,247.4045679908031,979.1266574078468,78.06865638849297,1604.8808193466477,812.8616726513052,8.0,,,,,,1585.1684841671483,,,,,,,,,,,,,,1.0,1.0,1470.66447785325,1267.1168288886795,,,,,,,,,,,,,,,,,,,,,,
17754072,3.0,3.0,,1.0,14.0,,,2.0,1.0,,1.0,1.0,3.0,,,1.0,,,3.0,,,2.0,,,1.0,,,,,1.0,1.0,1.0,13.0,,,2.0,,1.0,,1603.0215394367071,1679.1355957212866,,1945.4960438156518,165.41815451314164,,,1257.873291866471,1980.0673455681913,,1806.7409729882777,1724.92357562767,1451.4670924423826,,,1552.7732106317785,,,1527.0531956395812,,,1396.162614596072,,,1809.5909421883498,,,,,1835.792885482403,1645.9342528104048,1093.647612676308,1458.9517241502383,,,1507.969146953897,,1547.091031216356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754071,7.0,21.0,24.0,,140.0,3.0,,7.0,4.0,2.0,13.0,5.0,6.0,,2.0,10.0,4.0,,57.0,1.0,,8.0,,7.0,11.0,,3.0,,149.0,16.0,2.0,,158.0,12.0,5.0,13.0,5.0,3.0,,1437.5910247089273,333.1635257244727,437.8548558330268,,41.99477516221874,983.8726026164506,,942.6063239304145,843.0691245410977,1851.3280538536521,1374.2775050401106,778.6813779821038,478.9441470098452,,1626.8725408257774,390.4573586020213,1637.1006684648141,,319.05498048336915,1884.7440220782603,,707.3688982694036,,923.3233143138219,1037.6730939710283,,1188.8808172634092,,623.1531069701273,368.471602145653,1473.8649483241616,,64.35028047495395,1060.5541989774806,929.789040203942,657.6546569438502,1243.8652205055112,1719.413157875515,,1.0,,,3.0,,,1002.1844385046801,,,1497.893669724676,,,,,,,,,,,3.0,,793.0246212745615,,1.0,1229.8793600285585,,,,,,,,,,,,,,,,,,,,
17754063,6.0,7.0,,1.0,40.0,4.0,,3.0,1.0,1.0,8.0,2.0,2.0,,,2.0,,,25.0,1.0,,9.0,,4.0,5.0,,,3.0,609.0,7.0,1.0,,59.0,1.0,,1.0,1.0,1.0,,954.4365043440778,925.7568364532083,,1415.2218653650457,556.0874184493663,950.8990249273189,,1066.977171679332,1585.0820842252572,1055.9242868447136,608.8381040577952,984.9932152613904,976.0295108822922,,,1365.621729036068,,,729.0976863212321,1810.557464154416,,330.40045162362065,,1246.1674455122925,1145.3109886207708,,,1389.9040905757238,847.9801236618903,951.1984887635596,1155.9621610311322,,816.9808027182838,1259.9046547311902,,1487.6620958198216,1866.0520614644768,1420.618733373571,,8.0,,,,,,934.9249694119155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754058,,3.0,,1.0,6.0,,,1.0,4.0,1.0,3.0,,4.0,1.0,,1.0,,,19.0,1.0,,5.0,,10.0,1.0,,,,3936.0,3.0,,,27.0,7.0,,,,1.0,,,624.0169688577815,,412.40663182157465,423.7326422906844,,,1089.2599609487615,124.28153266963571,606.5665407979891,1226.3132915419862,,451.8732761739105,1635.0807554940925,,635.5720122207193,,,451.12752953124146,971.6677719277901,,848.2574787691976,,125.27799773367127,449.66654761703535,,,,200.59419189798393,662.3249898384888,,,322.60688791592185,124.84989864473333,,,,1821.234763313701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754052,,,,,2.0,,,,1.0,,,,1.0,,,1.0,,,11.0,1.0,,7.0,,1.0,,,,,8.0,,,,2.0,3.0,,,,,,,,,,610.2269242338966,,,,1148.710311479016,,,,915.5471713347814,,,913.6548420969513,,,289.27653903561384,581.4409809128143,,328.43244412363083,,1100.307410068638,,,,,1118.4368565762009,,,,660.8605058103834,724.3521786729297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17754023,69.0,50.0,171.0,1.0,552.0,15.0,3.0,23.0,3.0,7.0,28.0,13.0,10.0,1.0,3.0,17.0,60.0,1.0,264.0,3.0,15.0,6.0,2.0,12.0,19.0,26.0,10.0,8.0,423.0,42.0,10.0,2.0,771.0,9.0,8.0,38.0,20.0,1.0,4.0,182.26872934092387,300.9479307049085,84.9681243918072,1082.6543522733557,15.720437098518197,89.01322257525108,1639.3003661132861,462.8651939320502,1242.2069208374924,360.10472541798043,221.9965826163956,149.90978829251011,208.32288914647384,1967.5132272026833,567.5935493772308,499.61483068927083,227.2066381537081,1971.0989257364474,48.843536450067994,567.1505065038956,90.39396108348977,1024.9612419336158,880.0250045677387,518.3490712463478,152.85734835395263,35.635380173804265,694.7788332453908,179.89492465968317,169.31702321511062,218.43905360240134,535.2107835725691,949.6659943480491,45.605914207451306,843.2115403147008,216.01474264858922,605.278506698031,111.18836246000959,1112.996307339227,181.69850275467854,14.0,,,,,,947.0789168025105,,,,,,,,,,,,,,1.0,1.0,643.5535821168014,1404.5781007440273,,,7.0,1423.0297528909566,,,,,,,,,,,,,,,,,,
17754021,8.0,15.0,26.0,,128.0,6.0,,5.0,1.0,2.0,8.0,3.0,3.0,1.0,,7.0,5.0,,53.0,1.0,,7.0,,8.0,8.0,,3.0,1.0,65.0,18.0,1.0,,142.0,5.0,5.0,12.0,1.0,1.0,,870.7921544285198,849.3959618620012,616.2018448739204,,300.67181813321054,727.1133163442541,,502.0833655992708,1956.8046139042328,1169.4752486527193,1542.6614779058177,520.0797347412579,1368.1723682746833,1366.0059233181903,,1085.790158130246,1032.3259000834644,,804.5927806321678,1527.2598178673363,,552.2623378042426,,206.7856159417812,1123.7829867118614,,1080.8340750002246,1684.077954078728,639.6629743932958,602.7966410360308,1852.2376481677113,,598.0393355420296,1223.2624530358603,1120.2518058996561,739.7569324154762,1867.8290104396292,1686.0312997722456,,5.0,,,,,,1640.8865142810153,,,,,,,,,,,,,,3.0,,1547.2344124037593,,,,,,,,,,,,,,,,,,,,,,,
17754018,66.0,49.0,161.0,1.0,538.0,16.0,3.0,25.0,2.0,8.0,28.0,12.0,10.0,1.0,3.0,17.0,60.0,1.0,264.0,4.0,15.0,6.0,2.0,10.0,19.0,26.0,10.0,9.0,405.0,40.0,9.0,2.0,742.0,8.0,8.0,38.0,19.0,1.0,4.0,239.7554665910574,435.92813958265253,163.448413036874,835.5269227267684,21.551896727841147,70.75576770068533,1512.3358355385446,398.33429757717096,1386.7198746587346,564.8032102020032,468.6794108862466,419.85302159199796,438.29926669211744,1773.5058032074248,758.2750073478666,502.01103693919725,252.87992522306718,1791.4565929448963,59.6731226058584,534.6216038651318,358.9283043169585,1081.2562987000654,648.5084037825397,735.5537133627254,259.5677327937225,150.31531037725674,747.4466624704773,220.37127557290574,119.17945345458638,202.45089311147572,390.4921431268709,672.8451850589013,46.01242585964405,675.8805068698728,471.98436280319555,757.8319131679108,288.01490819206816,1131.0774936439896,226.98866052718063,13.0,,,,,,1041.7737853255544,,,,,,,,,,,,,,1.0,1.0,895.0750932261676,1417.6412716546884,,,7.0,1622.0471565299056,,,,,,,,,,,,,,,,,,
17754002,,3.0,,1.0,6.0,,,2.0,,1.0,4.0,1.0,,,,,1.0,,15.0,1.0,1.0,4.0,,2.0,,,2.0,,210.0,3.0,2.0,,6.0,1.0,1.0,,1.0,,1.0,,1401.4343186978103,,1439.9995252938243,898.3039869010462,,,1376.937062239668,,1846.322605429661,1547.3331524692755,1817.0824474504125,,,,,1824.5623029938297,,411.52284045051783,1541.9749357228197,1746.1793621905408,1439.7699684561899,,701.5908276518828,,,1756.9618965602094,,851.5342038144931,1511.727304020987,1755.0050926177523,,729.7827087068781,1217.6324946804225,1380.3954597691486,,1804.0781043671411,,1250.2888952119251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17753990,70.0,49.0,189.0,1.0,554.0,12.0,3.0,21.0,2.0,7.0,28.0,13.0,13.0,2.0,2.0,18.0,60.0,1.0,271.0,3.0,15.0,6.0,3.0,11.0,20.0,25.0,14.0,7.0,433.0,41.0,10.0,2.0,789.0,10.0,9.0,38.0,20.0,1.0,4.0,157.98754078044166,147.41133941518433,60.965845442393004,1225.655270883481,34.40783073418095,129.90716859213467,1635.2933888563055,332.7675138108876,1025.9747782684944,147.20681978687514,108.64466293227865,213.8921728176059,298.0831524153758,2027.691882428932,341.46183586182656,493.2798843909413,318.64397389550544,2015.126881172404,67.60408924489641,558.6347549724604,136.97638294490264,1178.6252601819763,1011.3299035552941,394.01626766032405,147.90248864193862,240.1448520094491,446.85182297587164,153.28112273217428,284.50519277500115,274.2351353194503,442.1414420519495,1156.5969040511777,20.583119765217436,1022.0947839161288,270.72255509831086,408.6994776797046,75.79712030877809,1288.4746325415776,426.04657109958555,18.0,,,,,,1072.791920531278,,,,,,,,,,,,,,1.0,1.0,589.8454039958212,1281.7648070558982,,,7.0,1422.1282558190182,,,,,,,,,,,,,,,,,,
17753987,3.0,1.0,,,,,,,2.0,,1.0,,1.0,,,,,,3.0,,,,,5.0,1.0,,,,557.0,,,,3.0,1.0,,,,,,1469.6201723784243,1492.0071649509284,,,,,,,1054.6781540883446,,1078.6658790810807,,1554.5780314138028,,,,,,1255.2157537296264,,,,,438.91764012278065,1895.277501961188,,,,1238.32379968187,,,,1380.5629390468812,1640.1995964239118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17753986,,2.0,,1.0,20.0,,,1.0,2.0,,7.0,,1.0,,,,,,10.0,1.0,,5.0,,7.0,1.0,,,,5.0,7.0,1.0,,18.0,3.0,,,,1.0,,,1336.0137501174681,,1494.6960677687318,203.68666915176374,,,1227.2117350852595,1444.1792931206382,,981.334817385364,,1855.2631571976428,,,,,,1005.0728636637018,1290.979776988827,,960.1459417138007,,888.3879781545874,1270.4957391754,,,,819.4595188937852,871.5787895884844,1382.0182923219584,,796.5576277794535,1002.7279723475941,,,,988.4628761652355,,2.0,,,,,1.0,1547.9461718002815,,,,,2093.8808612229545,,,,,,,,,,,,,1.0,1972.5773574226082,,,,,,,,,,,,,,,,,,,,
17753976,,5.0,3.0,,26.0,,,,,2.0,4.0,2.0,,,,4.0,1.0,,25.0,1.0,,6.0,,2.0,2.0,,,,30.0,7.0,,,32.0,2.0,,,1.0,,,,1443.4720923016655,1747.1974518917227,,738.1381768847348,,,,,1678.4999674783624,1411.187530655962,1803.7954380910362,,,,1545.6189244337274,1918.316139511074,,175.15688730404673,1597.811131403309,,393.5641472575127,,168.63793719468592,1471.5494950046757,,,,1576.3273926773513,793.6521752455358,,,656.1098525633872,1380.5038461226357,,,1413.0354812451938,,,3.0,,,,,,1379.0709656010015,,,,,,1.0,,1207.9217883958686,,,,,,1.0,,1682.3234282824392,,,,,,,,,,,,,,,,,,,,,,,
17753974,11.0,9.0,5.0,,48.0,7.0,,3.0,6.0,,4.0,4.0,1.0,,,5.0,1.0,,62.0,1.0,,9.0,1.0,9.0,3.0,,,,219.0,6.0,1.0,,54.0,1.0,1.0,,,1.0,,757.3575504650455,753.5166406367251,619.2132368738701,,468.9109470070092,501.2691338275906,,1100.0228762098977,1208.9463042350467,,547.3413211511646,781.5095680435056,1705.42089063311,,,822.2269444342842,862.3911436502146,,504.9911428052769,1549.6176356002975,,554.0490663918619,1264.6535344749848,240.3907782150747,1141.6170924265793,,,,586.1789496679438,812.6168894522888,1057.6509548974057,,506.02420032604465,1481.8542561695995,1773.5103968534452,,,1360.8263647833046,,1.0,,,,,2.0,1543.1596963679758,,,,,898.7699640848167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17753922,,4.0,,1.0,11.0,,,1.0,1.0,1.0,1.0,1.0,,,,4.0,,,22.0,,,4.0,,1.0,1.0,,1.0,,7.0,5.0,,,31.0,2.0,1.0,,,,,,142.92209679684447,,442.4508632712033,130.66266417607042,,,123.94792463269188,384.70755993716944,250.78596990819946,1002.1015026639266,1281.1092536086276,,,,1905.4942061860113,,,128.6349356522956,,,642.4877391997684,,382.53280255665976,371.270797440875,,297.19720967028206,,1868.6668774798873,317.3894863869906,,,123.42671402875044,1394.2011184539424,350.6290691092227,,,,,1.0,,2.0,,,,512.281679919702,,1515.8196575958657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17753918,,5.0,,1.0,6.0,,,2.0,,1.0,7.0,1.0,,,,3.0,2.0,,9.0,1.0,1.0,7.0,1.0,2.0,1.0,,2.0,,173.0,3.0,2.0,,8.0,1.0,1.0,,5.0,,,,908.2616387575861,,1599.8207713576155,1029.5312123788754,,,1289.0932074356285,,1188.2266089705754,710.4805614273336,1027.4987896604468,,,,868.1836962962923,1074.382214027741,,883.6693593539037,1360.8668249773013,1285.908285238565,1083.9587841967211,1011.8213887240528,1100.623061225209,1284.1104660172873,,1225.2693043163883,,934.2400597909691,1047.672806486909,1520.6160587796708,,1004.7085121785417,1113.084243311553,1662.3700249385254,,868.8798982634497,,,5.0,,,,,,713.8607431311427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
