5min,10min,15min,property_id,coordinates
"POLYGON ((146.513844 -38.179488, 146.514427 -38.180223, 146.515517 -38.18148, 146.515867 -38.181563, 146.517117 -38.181417, 146.51725 -38.180413, 146.517382 -38.17941, 146.517368 -38.17824, 146.516361 -38.177956, 146.514323 -38.177404, 146.513844 -38.179488))","POLYGON ((146.512533 -38.180295, 146.512366 -38.183315, 146.51587 -38.18494, 146.516226 -38.184992, 146.519099 -38.183554, 146.519124 -38.183194, 146.517368 -38.17824, 146.516361 -38.177956, 146.514323 -38.177404, 146.512724 -38.179134, 146.512533 -38.180295))","POLYGON ((146.507906 -38.182914, 146.508122 -38.182933, 146.508291 -38.182949, 146.509758 -38.182877, 146.51359 -38.187242, 146.515304 -38.188425, 146.515661 -38.188476, 146.51578 -38.18846, 146.517137 -38.187568, 146.520992 -38.185478, 146.523007 -38.184186, 146.523037 -38.183827, 146.521875 -38.182731, 146.520072 -38.182174, 146.517368 -38.17824, 146.516361 -38.177956, 146.514323 -38.177404, 146.509434 -38.180532, 146.50912 -38.180709, 146.507937 -38.182555, 146.507906 -38.182914))",17724256.0,POINT (-38.1781527 146.5164373)
"POLYGON ((146.52113 -38.203573, 146.52152 -38.203821, 146.522431 -38.204334, 146.524106 -38.20517, 146.524256 -38.205218, 146.524484 -38.205235, 146.524712 -38.205253, 146.527417 -38.203978, 146.528609 -38.202889, 146.530229 -38.201303, 146.530142 -38.200954, 146.528828 -38.20128, 146.527516 -38.201605, 146.527515 -38.201605, 146.526253 -38.201912, 146.524989 -38.202218, 146.524988 -38.202219, 146.523875 -38.202499, 146.521067 -38.203219, 146.52113 -38.203573))","POLYGON ((146.515925 -38.204842, 146.519041 -38.206586, 146.52056 -38.207343, 146.520917 -38.207391, 146.52689 -38.207706, 146.527809 -38.207149, 146.53089 -38.2052, 146.534789 -38.200784, 146.534814 -38.200425, 146.534741 -38.20018, 146.533562 -38.199181, 146.532799 -38.199056, 146.532608 -38.199043, 146.532418 -38.199031, 146.527031 -38.201575, 146.526653 -38.201665, 146.523875 -38.202499, 146.520703 -38.203284, 146.519099 -38.203684, 146.517496 -38.204084, 146.516668 -38.204288, 146.515839 -38.204492, 146.515925 -38.204842))","POLYGON ((146.511838 -38.205687, 146.511841 -38.205695, 146.511908 -38.205842, 146.514622 -38.20772, 146.516768 -38.208817, 146.519855 -38.211647, 146.520213 -38.211686, 146.523795 -38.21009, 146.526471 -38.209555, 146.529136 -38.209495, 146.529509 -38.209439, 146.531787 -38.20804, 146.53228 -38.207423, 146.534408 -38.204828, 146.537047 -38.20273, 146.538239 -38.201959, 146.539526 -38.20117, 146.539556 -38.200811, 146.539322 -38.199168, 146.539274 -38.199074, 146.539242 -38.199044, 146.538163 -38.198104, 146.537973 -38.197961, 146.535948 -38.196708, 146.534802 -38.196027, 146.533583 -38.195536, 146.533467 -38.195504, 146.53311 -38.195461, 146.532672 -38.195646, 146.5297 -38.197589, 146.527522 -38.201084, 146.524018 -38.201838, 146.523685 -38.201789, 146.523467 -38.201845, 146.52289 -38.201982, 146.522525 -38.202064, 146.517496 -38.204084, 146.516668 -38.204288, 146.515894 -38.204478, 146.515839 -38.204492, 146.514295 -38.204872, 146.513605 -38.205033, 146.511962 -38.205455, 146.511815 -38.205495, 146.511838 -38.205687))",17745162.0,POINT (-38.2023878 146.52569)
"POLYGON ((146.510131 -38.189996, 146.512028 -38.191243, 146.514842 -38.19229, 146.515199 -38.192338, 146.516425 -38.191607, 146.516437 -38.191514, 146.516468 -38.191155, 146.51664 -38.187383, 146.516627 -38.187023, 146.515895 -38.186568, 146.515538 -38.186523, 146.5119 -38.187195, 146.511333 -38.187636, 146.51004 -38.189647, 146.510131 -38.189996))","POLYGON ((146.506669 -38.189902, 146.507816 -38.190883, 146.51226 -38.194403, 146.513923 -38.195773, 146.514158 -38.195923, 146.514614 -38.196054, 146.514626 -38.196053, 146.516383 -38.195235, 146.518919 -38.193561, 146.520465 -38.192579, 146.521165 -38.192013, 146.521195 -38.191654, 146.52095 -38.186666, 146.519244 -38.185193, 146.516546 -38.182809, 146.516501 -38.182796, 146.511142 -38.183847, 146.510458 -38.184236, 146.508 -38.186814, 146.507012 -38.18793, 146.506669 -38.189902))","POLYGON ((146.504277 -38.190205, 146.504245 -38.190564, 146.507053 -38.194261, 146.509221 -38.196497, 146.509249 -38.196518, 146.512981 -38.199025, 146.513341 -38.199035, 146.515419 -38.198911, 146.515659 -38.198793, 146.520675 -38.195891, 146.524604 -38.193522, 146.525904 -38.192418, 146.525935 -38.192059, 146.524109 -38.187792, 146.524653 -38.185808, 146.524602 -38.185452, 146.524091 -38.184125, 146.519945 -38.182047, 146.517389 -38.179361, 146.517033 -38.17931, 146.512259 -38.181028, 146.507939 -38.182865, 146.506743 -38.183743, 146.50599 -38.184352, 146.504757 -38.187606, 146.504277 -38.190205))",17680156.0,POINT (-38.1892566 146.5139929)
"POLYGON ((146.511623 -38.191208, 146.515453 -38.195611, 146.51599 -38.195817, 146.516155 -38.19574, 146.516921 -38.195338, 146.520075 -38.193576, 146.520486 -38.191955, 146.520516 -38.191596, 146.520435 -38.191491, 146.515676 -38.189223, 146.515319 -38.189174, 146.511653 -38.19085, 146.511623 -38.191208))","POLYGON ((146.507411 -38.190848, 146.508957 -38.193439, 146.510796 -38.19627, 146.515 -38.199245, 146.515356 -38.199303, 146.519098 -38.19763, 146.52056 -38.196794, 146.521652 -38.195877, 146.522884 -38.194807, 146.525225 -38.19236, 146.525256 -38.192001, 146.523234 -38.190031, 146.521394 -38.189544, 146.51789 -38.186781, 146.516154 -38.185496, 146.515798 -38.185445, 146.515509 -38.185515, 146.512292 -38.187564, 146.507441 -38.190489, 146.507411 -38.190848))","POLYGON ((146.503436 -38.190499, 146.503502 -38.19306, 146.50611 -38.196968, 146.508137 -38.199219, 146.513054 -38.201357, 146.514103 -38.202772, 146.51453 -38.202996, 146.51489 -38.203007, 146.517465 -38.201748, 146.521326 -38.199782, 146.524824 -38.197551, 146.527754 -38.194063, 146.529784 -38.192842, 146.529966 -38.192756, 146.529997 -38.192398, 146.528009 -38.189324, 146.523713 -38.186266, 146.518428 -38.183445, 146.517079 -38.181702, 146.516723 -38.181655, 146.511533 -38.183877, 146.507941 -38.186645, 146.50487 -38.188757, 146.50457 -38.188957, 146.503463 -38.19014, 146.503436 -38.190499))",17735266.0,POINT (-38.192186 146.516527)
"POLYGON ((146.554668 -38.207015, 146.554713 -38.207359, 146.554761 -38.207664, 146.555564 -38.20862, 146.555731 -38.208695, 146.557647 -38.208853, 146.55866 -38.208917, 146.559993 -38.208811, 146.560494 -38.206121, 146.560289 -38.205825, 146.559135 -38.204932, 146.556576 -38.20468, 146.556344 -38.20474, 146.55465 -38.206882, 146.554668 -38.207015))","POLYGON ((146.550561 -38.206079, 146.550999 -38.209291, 146.551229 -38.209351, 146.551459 -38.20941, 146.551829 -38.209449, 146.55217 -38.209482, 146.556733 -38.210375, 146.559173 -38.212496, 146.559531 -38.212539, 146.561186 -38.207708, 146.563284 -38.203572, 146.563332 -38.203215, 146.560877 -38.202482, 146.560521 -38.202435, 146.554816 -38.202325, 146.554661 -38.202462, 146.550657 -38.205804, 146.55057 -38.205984, 146.550561 -38.206079))","POLYGON ((146.545969 -38.205831, 146.54664 -38.208716, 146.546753 -38.208873, 146.549379 -38.211607, 146.549582 -38.211755, 146.549939 -38.211801, 146.554189 -38.209417, 146.556733 -38.210375, 146.559153 -38.212664, 146.55951 -38.212708, 146.559531 -38.212539, 146.559677 -38.211338, 146.561186 -38.207708, 146.565239 -38.203831, 146.566598 -38.204011, 146.567956 -38.204192, 146.568003 -38.203835, 146.563156 -38.200561, 146.561391 -38.19876, 146.561035 -38.198706, 146.555061 -38.198786, 146.554529 -38.198891, 146.551096 -38.201162, 146.550224 -38.201795, 146.546665 -38.204827, 146.546009 -38.205473, 146.545969 -38.205831))",15190335.0,POINT (-38.2070369 146.5593729)
"POLYGON ((146.52507 -38.190421, 146.525212 -38.190752, 146.528734 -38.192653, 146.528789 -38.192657, 146.530038 -38.191875, 146.53119 -38.19112, 146.531219 -38.190761, 146.531506 -38.187844, 146.531549 -38.187495, 146.531192 -38.187451, 146.527719 -38.186912, 146.526794 -38.187438, 146.52554 -38.188163, 146.52507 -38.190421))","POLYGON ((146.520921 -38.190669, 146.520946 -38.190827, 146.521604 -38.191783, 146.521991 -38.192248, 146.524784 -38.194144, 146.525251 -38.194436, 146.525353 -38.194457, 146.52571 -38.194506, 146.528596 -38.194874, 146.531047 -38.194688, 146.531866 -38.194487, 146.532583 -38.194249, 146.535931 -38.191504, 146.535962 -38.191145, 146.535478 -38.187465, 146.5347 -38.186564, 146.531966 -38.186799, 146.531683 -38.18685, 146.527719 -38.186912, 146.525011 -38.186072, 146.524654 -38.186022, 146.523468 -38.186774, 146.521361 -38.188441, 146.520921 -38.190669))","POLYGON ((146.517638 -38.189242, 146.517155 -38.191308, 146.517125 -38.191667, 146.518505 -38.193447, 146.519785 -38.194903, 146.523715 -38.197446, 146.524852 -38.198118, 146.525208 -38.198171, 146.527761 -38.198489, 146.528119 -38.198529, 146.530542 -38.198406, 146.533269 -38.196954, 146.533403 -38.19688, 146.535944 -38.195366, 146.53666 -38.194887, 146.538519 -38.193495, 146.540046 -38.192364, 146.5401 -38.192009, 146.539214 -38.189673, 146.536802 -38.184326, 146.536486 -38.184155, 146.533798 -38.183105, 146.533742 -38.183098, 146.533398 -38.183102, 146.533262 -38.183191, 146.527289 -38.183406, 146.526603 -38.183262, 146.522064 -38.1841, 146.520763 -38.18489, 146.51883 -38.18675, 146.517748 -38.188899, 146.517638 -38.189242))",17036966.0,POINT (-38.1891054 146.5283452)
"POLYGON ((146.550849 -38.183216, 146.550874 -38.183303, 146.55303 -38.183317, 146.557257 -38.182894, 146.559295 -38.183262, 146.559621 -38.183109, 146.559606 -38.183012, 146.558684 -38.181804, 146.557466 -38.180393, 146.553833 -38.179852, 146.553758 -38.179853, 146.553585 -38.179879, 146.55245 -38.180618, 146.550899 -38.18166, 146.550742 -38.181862, 146.550849 -38.183216))","POLYGON ((146.546143 -38.181776, 146.546969 -38.183174, 146.548477 -38.185113, 146.550682 -38.186425, 146.551889 -38.186846, 146.552235 -38.186748, 146.552487 -38.186596, 146.553606 -38.185831, 146.553676 -38.185674, 146.557257 -38.182894, 146.561377 -38.185768, 146.56173 -38.18584, 146.561927 -38.184865, 146.562124 -38.183891, 146.562124 -38.183891, 146.562276 -38.183146, 146.562428 -38.182401, 146.557727 -38.179569, 146.557081 -38.178732, 146.556143 -38.177949, 146.555791 -38.177876, 146.550447 -38.178316, 146.549812 -38.178667, 146.547716 -38.180198, 146.5461 -38.181419, 146.546143 -38.181776))","POLYGON ((146.543756 -38.184992, 146.547514 -38.188589, 146.551888 -38.190245, 146.552562 -38.190437, 146.552916 -38.190505, 146.5533 -38.19031, 146.554839 -38.189626, 146.560702 -38.189009, 146.561055 -38.18908, 146.561297 -38.187931, 146.562654 -38.182518, 146.563104 -38.18031, 146.563269 -38.179522, 146.563434 -38.178735, 146.563082 -38.178661, 146.558374 -38.175414, 146.55691 -38.17425, 146.556558 -38.174177, 146.551203 -38.174617, 146.550934 -38.174736, 146.548327 -38.176281, 146.544947 -38.178243, 146.543759 -38.179455, 146.542482 -38.180807, 146.543756 -38.184992))",17753424.0,POINT (-38.1824894 146.5550468)
"POLYGON ((146.503126 -38.185455, 146.504822 -38.186269, 146.508168 -38.187289, 146.508507 -38.187169, 146.50935 -38.186482, 146.511032 -38.184653, 146.510959 -38.184476, 146.510886 -38.184299, 146.510804 -38.184134, 146.508993 -38.182638, 146.508572 -38.182606, 146.507733 -38.182537, 146.507313 -38.1825, 146.503488 -38.184019, 146.503126 -38.185455))","POLYGON ((146.502544 -38.182444, 146.503126 -38.185455, 146.50361 -38.187545, 146.503951 -38.188042, 146.504623 -38.189037, 146.504956 -38.189537, 146.507917 -38.190178, 146.508166 -38.190201, 146.508415 -38.190223, 146.508702 -38.190227, 146.510127 -38.189997, 146.510345 -38.18994, 146.510563 -38.189883, 146.511988 -38.187923, 146.514779 -38.185602, 146.514986 -38.185308, 146.513776 -38.183045, 146.513588 -38.183051, 146.513401 -38.183057, 146.509373 -38.179217, 146.509497 -38.178315, 146.50914 -38.178266, 146.504923 -38.180354, 146.502575 -38.182085, 146.502544 -38.182444))","POLYGON ((146.498155 -38.182075, 146.502348 -38.185708, 146.502653 -38.190078, 146.502626 -38.190437, 146.503473 -38.193287, 146.50383 -38.193333, 146.506304 -38.19257, 146.507644 -38.191933, 146.509667 -38.191041, 146.514231 -38.190617, 146.515123 -38.190443, 146.517572 -38.187579, 146.518313 -38.183796, 146.518342 -38.183438, 146.517099 -38.181551, 146.516078 -38.180154, 146.515721 -38.180105, 146.512853 -38.180134, 146.509792 -38.176155, 146.509436 -38.176106, 146.505844 -38.178233, 146.503649 -38.178137, 146.503293 -38.178087, 146.500094 -38.179099, 146.497319 -38.181634, 146.497285 -38.181993, 146.498155 -38.182075))",17609735.0,POINT (-38.184803 146.5068688)
"POLYGON ((146.505771 -38.19702, 146.506278 -38.197661, 146.507989 -38.199256, 146.509225 -38.198947, 146.510461 -38.198638, 146.514724 -38.196299, 146.515128 -38.195978, 146.51513 -38.195599, 146.515081 -38.195243, 146.513774 -38.194334, 146.513418 -38.194279, 146.508874 -38.193435, 146.507936 -38.193946, 146.506997 -38.194801, 146.505716 -38.196664, 146.505771 -38.19702))","POLYGON ((146.501093 -38.197754, 146.504834 -38.199854, 146.505589 -38.19976, 146.506343 -38.199666, 146.507989 -38.199256, 146.513262 -38.199499, 146.515357 -38.199298, 146.516153 -38.198834, 146.5189 -38.196342, 146.519816 -38.195285, 146.519817 -38.195174, 146.519816 -38.194898, 146.519762 -38.194542, 146.516968 -38.192361, 146.515199 -38.191228, 146.515154 -38.191208, 146.513855 -38.191209, 146.509982 -38.191566, 146.507556 -38.191169, 146.507338 -38.191144, 146.507086 -38.191157, 146.50688 -38.191187, 146.506036 -38.193182, 146.501654 -38.196631, 146.501369 -38.196851, 146.501042 -38.197397, 146.501093 -38.197754))","POLYGON ((146.496408 -38.198446, 146.496651 -38.198761, 146.499189 -38.200656, 146.504699 -38.199869, 146.504834 -38.199854, 146.505533 -38.199767, 146.505589 -38.19976, 146.506343 -38.199666, 146.507989 -38.199256, 146.513054 -38.201357, 146.514106 -38.202772, 146.51453 -38.202991, 146.51489 -38.203003, 146.517465 -38.201744, 146.518101 -38.201298, 146.52083 -38.199221, 146.522547 -38.197358, 146.52449 -38.194551, 146.524497 -38.194187, 146.524443 -38.193831, 146.52237 -38.191979, 146.521248 -38.191658, 146.520893 -38.191628, 146.520539 -38.191598, 146.519372 -38.191582, 146.51588 -38.187695, 146.515523 -38.187652, 146.515404 -38.187651, 146.513091 -38.188769, 146.512011 -38.18927, 146.506664 -38.190603, 146.505315 -38.189428, 146.504652 -38.188431, 146.504353 -38.18863, 146.502997 -38.190104, 146.502969 -38.190463, 146.503485 -38.19319, 146.501366 -38.196438, 146.498987 -38.197695, 146.497671 -38.197892, 146.496355 -38.19809, 146.496408 -38.198446))",17732896.0,POINT (-38.195783 146.510333)
"POLYGON ((146.550246 -38.180492, 146.550396 -38.181055, 146.550555 -38.181641, 146.550642 -38.1818, 146.550925 -38.181965, 146.551301 -38.181907, 146.551737 -38.181828, 146.55386 -38.181239, 146.554917 -38.1806, 146.555076 -38.180277, 146.554386 -38.179247, 146.554118 -38.179213, 146.55385 -38.179178, 146.55385 -38.179178, 146.553582 -38.179144, 146.553314 -38.17911, 146.550693 -38.179153, 146.550312 -38.180085, 146.550246 -38.180492))","POLYGON ((146.548562 -38.178877, 146.549719 -38.182137, 146.55109 -38.18334, 146.552839 -38.18343, 146.556803 -38.183075, 146.558817 -38.181203, 146.559043 -38.180212, 146.559089 -38.179855, 146.557821 -38.178189, 146.556308 -38.176813, 146.556185 -38.176796, 146.550739 -38.177286, 146.550511 -38.177311, 146.548606 -38.17852, 146.548562 -38.178877))","POLYGON ((146.543614 -38.178558, 146.545139 -38.181926, 146.548613 -38.184909, 146.550642 -38.186176, 146.551819 -38.186602, 146.552015 -38.186663, 146.552289 -38.186598, 146.553288 -38.18579, 146.556803 -38.183075, 146.55965 -38.183557, 146.559849 -38.183608, 146.560836 -38.183905, 146.56097 -38.183921, 146.562696 -38.182304, 146.563104 -38.18031, 146.563176 -38.179968, 146.563247 -38.179626, 146.559905 -38.176109, 146.558947 -38.175038, 146.558641 -38.174738, 146.557835 -38.173979, 146.557322 -38.173897, 146.556808 -38.173816, 146.551396 -38.173669, 146.551072 -38.173817, 146.548523 -38.175334, 146.543723 -38.178215, 146.543614 -38.178558))",17710239.0,POINT (-38.1808748 146.5512204)
