5min,10min,15min,property_id,coordinates
,,,17613396.0,POINT (144.9604228 -37.8476919)
,,,17616184.0,POINT (144.9869815 -37.8586825)
,,,17616382.0,POINT (144.9872615 -37.8590455)
,,,17617943.0,POINT (144.9762172 -37.8650733)
,,,17620091.0,POINT (144.9599528 -37.850076)
,,,16094297.0,POINT (145.0705401 -37.6685569)
,,,16300452.0,POINT (145.0610012 -37.6670106)
,,,16956034.0,POINT (145.0517121 -37.6537344)
,,,17055919.0,POINT (145.0569048 -37.6696271)
,,,17542774.0,POINT (145.0573759 -37.6664229)
,,,17596314.0,POINT (145.0583383 -37.6768035)
,,,17636986.0,POINT (145.0687038 -37.658691)
,,,17645286.0,POINT (145.0569048 -37.6696271)
,,,17648100.0,POINT (145.0649975 -37.659089)
,,,17668613.0,POINT (145.0445979 -37.660237)
,,,16028287.0,POINT (143.8180484 -37.5335323)
