property_id,coordinates
17555753.0,POINT (-37.8318453 144.9681849)
17742122.0,POINT (-37.83031390000001 144.9465471)
17747629.0,POINT (-37.8301648 144.9495881)
17748264.0,POINT (-37.83336 144.9492223)
17704121.0,POINT (-37.8340507 144.9713202)
17717316.0,POINT (-37.831116 144.967873)
14846277.0,POINT (-37.8360908 144.968173)
17753017.0,POINT (-37.83016300000001 144.9500726)
17753191.0,POINT (-37.8352938 144.9690852)
17722151.0,POINT (-37.8251695 144.9638165)
17735969.0,POINT (-37.8269708 144.9574501)
17735969.0,POINT (-37.8269708 144.9574501)
17757472.0,POINT (-37.8276117 144.9584325)
17757472.0,POINT (-37.8276117 144.9584325)
17671952.0,POINT (-37.8294309 144.9692624)
17671952.0,POINT (-37.8294309 144.9692624)
17716861.0,POINT (-37.8267241 144.95949)
17716861.0,POINT (-37.8267241 144.95949)
17730175.0,POINT (-37.8257343 144.9596645)
17730175.0,POINT (-37.8257343 144.9596645)
17757669.0,POINT (-37.829259 144.9585792)
17757669.0,POINT (-37.829259 144.9585792)
17556752.0,POINT (-37.8259372 144.9596136)
17600794.0,POINT (-37.82793150000001 144.9667709)
17667351.0,POINT (-37.82793150000001 144.9667709)
17727019.0,POINT (-37.8239211 144.9620372)
17727019.0,POINT (-37.8239211 144.9620372)
17729586.0,POINT (-37.8213341 144.9646982)
15897519.0,POINT (-37.837845 144.987968)
17689492.0,POINT (-37.8443409 145.0037431)
17151039.0,POINT (-37.8381602 144.9928339)
17151039.0,POINT (-37.8381602 144.9928339)
16583400.0,POINT (-37.8381775 144.9935025)
17742662.0,POINT (-37.8443409 145.0037431)
17745392.0,POINT (-37.8352682 145.000136)
17746712.0,POINT (-37.8367478 144.9851686)
17747619.0,POINT (-37.83496179999999 144.9877217)
17704615.0,POINT (-37.8370745 144.9798592)
17709122.0,POINT (-37.8358327 144.977259)
17744241.0,POINT (-37.6184698 145.0960428)
17744241.0,POINT (-37.6184698 145.0960428)
17753267.0,POINT (-37.6359707 145.0839592)
17217548.0,POINT (-37.649816 145.0911275)
17217548.0,POINT (-37.649816 145.0911275)
17462529.0,POINT (-37.6311532 145.0663448)
17620857.0,POINT (-37.6332683 145.0859487)
17620857.0,POINT (-37.6332683 145.0859487)
17701893.0,POINT (-37.6515425 145.0935823)
17702001.0,POINT (-37.6312525 145.0839775)
17724506.0,POINT (-37.6509467 145.0908061)
17726329.0,POINT (-37.6294339 145.087783)
17726329.0,POINT (-37.6294339 145.087783)
16604660.0,POINT (-37.6519548 145.0965757)
16604660.0,POINT (-37.6519548 145.0965757)
15624569.0,POINT (-37.646801 145.093704)
17656238.0,POINT (-37.833466 144.9639037)
17667697.0,POINT (-37.8311031 144.9678793)
17673572.0,POINT (-37.8340507 144.9713202)
17679085.0,POINT (-37.8313658 144.9479748)
15348530.0,POINT (-37.8344404 144.9612891)
12324179.0,POINT (-37.8327914 144.9620468)
17732819.0,POINT (-37.83031390000001 144.9465471)
17682221.0,POINT (-37.8330468 144.9683209)
17748033.0,POINT (-37.82951200000001 144.9509885)
17233847.0,POINT (-37.82793150000001 144.9667709)
17233847.0,POINT (-37.82793150000001 144.9667709)
17700495.0,POINT (-37.8305219 144.9691109)
17700495.0,POINT (-37.8305219 144.9691109)
17741283.0,POINT (-37.8255907 144.9705826)
17746498.0,POINT (-37.8262123 144.9590192)
17739671.0,POINT (-37.8216222 144.9668458)
17739701.0,POINT (-37.8216222 144.9668458)
17750062.0,POINT (-37.8257343 144.9596645)
17750977.0,POINT (-37.82605970478924 144.96228362045838)
17753818.0,POINT (-37.8278616 144.9593727)
17755253.0,POINT (-37.826641 144.9596778)
16638958.0,POINT (-37.83003 144.969576)
15977599.0,POINT (-37.8375736 144.9940261)
17727745.0,POINT (-37.8363968 144.992017)
17735222.0,POINT (-37.8403385 145.0041811)
17743443.0,POINT (-37.8353849 144.9990912)
17451648.0,POINT (-37.8433242 144.9962187)
17451648.0,POINT (-37.8433242 144.9962187)
17749374.0,POINT (-37.837583 144.9890904)
17750774.0,POINT (-37.835866 144.987688)
17751479.0,POINT (-37.8439769 144.9904106)
17752444.0,POINT (-37.8412658 144.9890999)
17753436.0,POINT (-37.8369475 144.9881484)
17754021.0,POINT (-37.8314408 144.988117)
17754021.0,POINT (-37.8314408 144.988117)
17754691.0,POINT (-37.835353 144.9839648)
17755588.0,POINT (-37.8419615 144.9969021)
17758013.0,POINT (-37.8351698 144.9800856)
17741917.0,POINT (-37.6373835 145.0741259)
17742936.0,POINT (-37.631679 145.0956373)
17742947.0,POINT (-37.6312183 145.0861305)
17743061.0,POINT (-37.6310887 145.085665)
17744527.0,POINT (-37.6377785 145.073329)
17744527.0,POINT (-37.6377785 145.073329)
16505030.0,POINT (-37.6240813 145.0642433)
16505030.0,POINT (-37.6240813 145.0642433)
17745649.0,POINT (-37.6320143 145.0808895)
17745649.0,POINT (-37.6320143 145.0808895)
17288432.0,POINT (-37.6359068 145.0913966)
17748475.0,POINT (-37.6539333 145.0874983)
17744435.0,POINT (-37.6217067 145.1028072)
17744435.0,POINT (-37.6217067 145.1028072)
17752666.0,POINT (-37.6384078 145.0865536)
17753504.0,POINT (-37.6212923 145.0999801)
17755138.0,POINT (-37.6374781 145.0882354)
17755195.0,POINT (-37.6274716 145.0736731)
17755195.0,POINT (-37.6274716 145.0736731)
15861595.0,POINT (-37.62457879999999 145.0655682)
17717088.0,POINT (-37.8349052 144.9699958)
17727510.0,POINT (-37.8374674 144.9651479)
17729692.0,POINT (-37.8344197 144.9581529)
16999020.0,POINT (-37.832192 144.9684477)
17750335.0,POINT (-37.8319528 144.9590648)
17750510.0,POINT (-37.833491 144.962466)
17750594.0,POINT (-37.8362173 144.9560987)
17750845.0,POINT (-37.8340507 144.9713202)
17750842.0,POINT (-37.8360585 144.9605177)
17754962.0,POINT (-37.83013 144.9581877)
17755648.0,POINT (-37.8381725 144.9606101)
17756544.0,POINT (-37.8342645 144.9632096)
17757074.0,POINT (-37.8328037 144.969168)
17589307.0,POINT (-37.8279834 144.8773304)
17753262.0,POINT (-37.82874839999999 144.8810085)
17025452.0,POINT (-37.8262028 144.8702211)
17594476.0,POINT (-37.8279834 144.8773304)
17690201.0,POINT (-37.8313107 144.8828487)
17690213.0,POINT (-37.8313107 144.8828487)
17690213.0,POINT (-37.8313107 144.8828487)
16770094.0,POINT (-37.8296056 144.8866157)
17712718.0,POINT (-37.8313107 144.8828487)
17738412.0,POINT (-37.830448 144.8786661)
17738412.0,POINT (-37.830448 144.8786661)
17743813.0,POINT (-37.8284924 144.8860373)
17249371.0,POINT (-37.8308309 144.8789753)
