5min,10min,15min,property_id,coordinates
,,,17473005.0,POINT (-37.810065 144.948442)
,,,16779093.0,POINT (-37.810174 144.951061)
,,,17116361.0,POINT (-38.595915 145.602643)
,,,15935275.0,POINT (-37.777275 145.002433)
,,,15954138.0,POINT (-37.769652 145.000472)
,,,15952466.0,POINT (-37.770237 145.011744)
,,,15941373.0,POINT (-37.769755 144.992123)
,,,15954526.0,POINT (-37.778286 145.007822)
,,,15908857.0,POINT (-37.773557 145.002658)
,,,17431988.0,POINT (-37.90529 145.142502)
,,,17413856.0,POINT (-37.90529 145.142502)
,,,12880980.0,POINT (-37.905605 145.144147)
,,,16743243.0,POINT (-37.906666 145.143001)
,,,17359290.0,POINT (-37.817529 145.19187)
,,,17381475.0,POINT (-37.820584 145.198355)
,,,15968426.0,POINT (-37.817359 145.176287)
,,,17391554.0,POINT (-37.812905 145.195335)
,,,15898343.0,POINT (-37.82933 145.179724)
,,,14361954.0,POINT (-37.814747 145.180482)
,,,15097709.0,POINT (-37.828162 145.185469)
,,,17239600.0,POINT (-37.715719 144.905189)
,,,16863786.0,POINT (-37.703175 144.923699)
,,,15861446.0,POINT (-37.70315 144.915633)
,,,16932137.0,POINT (-37.70646 144.921049)
,,,15892906.0,POINT (-37.700337 144.92049)
,,,15247381.0,POINT (-37.718806 144.92222)
,,,17642768.0,POINT (-37.717848 144.923075)
,,,17044071.0,POINT (-37.709156 144.909779)
,,,17472141.0,POINT (-37.700271 144.973303)
,,,17037417.0,POINT (-37.699538 144.923806)
,,,17225978.0,POINT (-37.7164 144.910784)
,,,17047264.0,POINT (-37.720679 144.922025)
,,,15958748.0,POINT (-37.704838 144.963643)
,,,17658434.0,POINT (-37.70226 144.931318)
,,,17401159.0,POINT (-37.717627 144.97142)
,,,17344469.0,POINT (-37.905192 145.113252)
,,,17298381.0,POINT (-37.908637 145.120648)
,,,17215930.0,POINT (-37.903988 145.121815)
,,,17192736.0,POINT (-37.92624 145.101623)
,,,17158901.0,POINT (-37.915666 145.112504)
,,,17622421.0,POINT (-38.257128 144.50951)
,,,17636514.0,POINT (-38.260638 144.528274)
,,,17438145.0,POINT (-38.264397 144.512835)
,,,17577408.0,POINT (-37.706426 148.460028)
,,,17431540.0,POINT (-38.062295 145.499191)
,,,15767901.0,POINT (-38.075618 145.480967)
,,,15860376.0,POINT (-38.058425 145.483197)
,,,17448105.0,POINT (-37.72391 144.922395)
,,,15965325.0,POINT (-37.723941 144.930427)
,,,15942856.0,POINT (-37.721614 144.94034)
,,,17452668.0,POINT (-37.71651 144.938106)
,,,17439164.0,POINT (-37.716642 144.94176)
,,,15986523.0,POINT (-37.7246 144.939874)
,,,15964361.0,POINT (-37.717987 144.942581)
,,,17609891.0,POINT (-38.080267 145.136894)
,,,17511793.0,POINT (-38.061678 145.147038)
,,,17543221.0,POINT (-37.904634 147.729536)
,,,15861628.0,POINT (-37.917319 147.71585)
,,,17581034.0,POINT (-37.906141 147.729145)
,,,15884488.0,POINT (-37.907367 147.718323)
,,,15890562.0,POINT (-37.903861 147.728668)
,,,15877873.0,POINT (-37.917526 147.719387)
,,,17510101.0,POINT (-37.899435 144.740066)
,,,17615880.0,POINT (-38.275705 144.618024)
,,,17140356.0,POINT (-38.275312 144.611634)
,,,17390039.0,POINT (-36.704333 146.915957)
