date,year,quarter,CPI (%/y),WPI (%/y),"PPI, Final Demand (%/y)",Unemployment rate (%),SFD (%/y),GSP quarterly components (%/y),State final demand (%/y),Household consumption (pp/y),Dwelling investment (pp/y),Business investment (pp/y),Government spending (pp/y),Population (%/y),Natural increase (pp/y),Net overseas migration (pp/y),Net interstate migration (pp/y),Mortgage rates (%),Savings rates (%),Cash rate (%),quarter_id
2024-03-01,2024,1,3.6,3.6,4.3,3.971666666666666,1.4894,1.9348,1.4894,0.1641,0.0993,0.2387,0.9024,2.5348,0.4418,2.1545,-0.0615,7.31,4.9,4.35,2024Q1
2024-06-01,2024,2,3.7,3.3,4.8,4.408033333333333,1.4268,2.0788,1.4268,-0.1077,0.263,0.2482,0.9523,2.2606,0.4436,1.8794,-0.0624,7.12,4.866666666666666,4.35,2024Q2
2024-09-01,2024,3,3.0,3.2,3.9,4.473833333333333,1.3878,1.6343,1.3878,0.0032,0.1571,0.3732,0.8542,2.0041,0.474,1.5876,-0.0576,7.086666666666667,4.85,4.35,2024Q3
2024-12-01,2024,4,2.5,3.2,3.7,4.378333333333333,2.4225,1.5266,2.4225,0.3378,0.3629,0.4259,1.2965,1.8396,0.4552,1.431,-0.0465,7.07,4.85,4.35,2024Q4
2025-03-01,2025,1,2.3,3.3,3.7,4.544433333333333,1.8019,1.9711,1.8019,0.4481,0.3969,-0.0556,1.0125,1.7982,0.4868,1.3448,-0.0335,6.923333333333333,4.666666666666667,4.183333333333333,2025Q1
2025-06-01,2025,2,2.0,3.4,3.4,4.3819,1.6648,2.0133,1.6648,0.8969,0.3439,-0.1754,0.6001,,,,,6.406666666666666,4.416666666666667,3.9333333333333336,2025Q2
,2025,3,,,,4.472049999999999,,,,,,,,,,,,6.133333333333333,4.116666666666666,3.6833333333333336,2025Q3
,2025,4,,,,,,,,,,,,,,,,,,3.6,2025Q4
,2026,1,,,,,,,,,,,,,,,,,,,2026Q1
,2026,3,,,,,,,,,,,,,,,,,,,2026Q3
,2026,4,,,,,,,,,,,,,,,,,,,2026Q4
,2027,2,,,,,,,,,,,,,,,,,,,2027Q2
,2027,3,,,,,,,,,,,,,,,,,,,2027Q3
,2027,4,,,,,,,,,,,,,,,,,,,2027Q4
,2028,1,,,,,,,,,,,,,,,,,,,2028Q1
,2028,2,,,,,,,,,,,,,,,,,,,2028Q2
,2028,3,,,,,,,,,,,,,,,,,,,2028Q3
,2028,4,,,,,,,,,,,,,,,,,,,2028Q4
,2029,1,,,,,,,,,,,,,,,,,,,2029Q1
,2029,2,,,,,,,,,,,,,,,,,,,2029Q2
,2029,3,,,,,,,,,,,,,,,,,,,2029Q3
,2029,4,,,,,,,,,,,,,,,,,,,2029Q4
,2030,1,,,,,,,,,,,,,,,,,,,2030Q1
,2030,2,,,,,,,,,,,,,,,,,,,2030Q2
,2030,3,,,,,,,,,,,,,,,,,,,2030Q3
,2030,4,,,,,,,,,,,,,,,,,,,2030Q4
,2031,1,,,,,,,,,,,,,,,,,,,2031Q1
,2031,2,,,,,,,,,,,,,,,,,,,2031Q2
,2031,3,,,,,,,,,,,,,,,,,,,2031Q3
,2031,4,,,,,,,,,,,,,,,,,,,2031Q4
,2032,1,,,,,,,,,,,,,,,,,,,2032Q1
,2032,2,,,,,,,,,,,,,,,,,,,2032Q2
,2032,3,,,,,,,,,,,,,,,,,,,2032Q3
,2032,4,,,,,,,,,,,,,,,,,,,2032Q4
,2033,1,,,,,,,,,,,,,,,,,,,2033Q1
,2033,2,,,,,,,,,,,,,,,,,,,2033Q2
,2033,3,,,,,,,,,,,,,,,,,,,2033Q3
,2033,4,,,,,,,,,,,,,,,,,,,2033Q4
,2034,1,,,,,,,,,,,,,,,,,,,2034Q1
,2034,2,,,,,,,,,,,,,,,,,,,2034Q2
,2034,3,,,,,,,,,,,,,,,,,,,2034Q3
,2034,4,,,,,,,,,,,,,,,,,,,2034Q4
,2035,1,,,,,,,,,,,,,,,,,,,2035Q1
,2035,2,,,,,,,,,,,,,,,,,,,2035Q2
,2035,3,,,,,,,,,,,,,,,,,,,2035Q3
